,FI_EE,EE_FI,FI_NO_4,NO_4_FI,FI_SE_1,SE_1_FI,FI_SE_3,SE_3_FI,FI_EE_net_export,FI_NO_4_net_export,FI_SE_1_net_export,FI_SE_3_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-17 20:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1603.0,102.25,97.0,1016.0,0.0,-1603.0,5.25,-581.75,None,FI,2026-04-23
2026-01-17 21:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1562.75,34.0,144.0,1016.0,0.0,-1562.75,-110.0,-656.75,None,FI,2026-04-23
2026-01-17 22:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1616.25,49.25,86.0,1016.0,0.0,-1616.25,-36.75,-637.0,None,FI,2026-04-23
2026-01-17 23:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1838.25,441.5,0.0,1016.0,0.0,-1838.25,441.5,-380.75,None,FI,2026-04-23
2026-01-18 00:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1838.0,465.5,0.0,1016.0,0.0,-1838.0,465.5,-356.5,None,FI,2026-04-23
2026-01-18 01:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1838.25,453.0,0.0,1016.0,0.0,-1838.25,453.0,-369.25,None,FI,2026-04-23
2026-01-18 02:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1263.25,0.0,205.0,1016.0,0.0,-1263.25,-205.0,-452.25,None,FI,2026-04-23
2026-01-18 03:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1840.0,306.25,0.0,1016.0,0.0,-1840.0,306.25,-517.75,None,FI,2026-04-23
2026-01-18 04:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1842.0,178.5,0.0,1016.0,0.0,-1842.0,178.5,-647.5,None,FI,2026-04-23
2026-01-18 05:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1841.0,400.0,0.0,1016.0,0.0,-1841.0,400.0,-425.0,None,FI,2026-04-23
2026-01-18 06:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1840.5,183.0,0.0,1016.0,0.0,-1840.5,183.0,-641.5,None,FI,2026-04-23
2026-01-18 07:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1690.5,62.5,61.25,1016.0,0.0,-1690.5,1.25,-673.25,None,FI,2026-04-23
2026-01-18 08:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1828.0,107.5,0.0,1016.0,0.0,-1828.0,107.5,-704.5,None,FI,2026-04-23
2026-01-18 09:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1800.0,0.0,91.25,1016.0,0.0,-1800.0,-91.25,-875.25,None,FI,2026-04-23
2026-01-18 10:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1836.5,0.0,58.25,1016.0,0.0,-1836.5,-58.25,-878.75,None,FI,2026-04-23
2026-01-18 11:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1839.0,0.0,64.0,1016.0,0.0,-1839.0,-64.0,-887.0,None,FI,2026-04-23
2026-01-18 12:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1837.0,0.0,123.75,1016.0,0.0,-1837.0,-123.75,-944.75,None,FI,2026-04-23
2026-01-18 13:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1841.0,0.0,219.0,1016.0,0.0,-1841.0,-219.0,-1044.0,None,FI,2026-04-23
2026-01-18 14:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1840.25,0.0,163.75,1016.0,0.0,-1840.25,-163.75,-988.0,None,FI,2026-04-23
2026-01-18 15:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1850.25,0.0,127.25,1016.0,0.0,-1850.25,-127.25,-961.5,None,FI,2026-04-23
2026-01-18 16:00:00+00:00,1014.75,0.0,0.0,0.0,0.0,1839.0,0.0,4.25,1014.75,0.0,-1839.0,-4.25,-828.5,None,FI,2026-04-23
2026-01-18 17:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1854.0,111.75,0.0,1016.0,0.0,-1854.0,111.75,-726.25,None,FI,2026-04-23
2026-01-18 18:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1801.0,12.0,0.0,1016.0,0.0,-1801.0,12.0,-773.0,None,FI,2026-04-23
2026-01-18 19:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1768.5,48.0,0.0,1016.0,0.0,-1768.5,48.0,-704.5,None,FI,2026-04-23
2026-01-18 20:00:00+00:00,869.5,0.0,0.0,0.0,0.0,1874.25,0.0,75.75,869.5,0.0,-1874.25,-75.75,-1080.5,None,FI,2026-04-23
2026-01-18 21:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1873.0,0.0,380.0,1016.0,0.0,-1873.0,-380.0,-1237.0,None,FI,2026-04-23
2026-01-18 22:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1872.25,0.0,365.25,1016.0,0.0,-1872.25,-365.25,-1221.5,None,FI,2026-04-23
2026-01-18 23:00:00+00:00,930.0,0.0,0.0,0.0,0.0,1944.25,0.0,755.25,930.0,0.0,-1944.25,-755.25,-1769.5,None,FI,2026-04-23
2026-01-19 00:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1870.0,0.0,800.0,1016.0,0.0,-1870.0,-800.0,-1654.0,None,FI,2026-04-23
2026-01-19 01:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1904.0,0.0,734.5,1016.0,0.0,-1904.0,-734.5,-1622.5,None,FI,2026-04-23
2026-01-19 02:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1912.0,0.0,772.75,1016.0,0.0,-1912.0,-772.75,-1668.75,None,FI,2026-04-23
2026-01-19 03:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1930.0,0.0,842.25,1016.0,0.0,-1930.0,-842.25,-1756.25,None,FI,2026-04-23
2026-01-19 04:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1972.25,0.0,989.0,1016.0,0.0,-1972.25,-989.0,-1945.25,None,FI,2026-04-23
2026-01-19 05:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1970.0,0.0,971.75,1016.0,0.0,-1970.0,-971.75,-1925.75,None,FI,2026-04-23
2026-01-19 06:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1961.5,0.0,816.75,1016.0,0.0,-1961.5,-816.75,-1762.25,None,FI,2026-04-23
2026-01-19 07:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1944.0,0.0,626.25,1016.0,0.0,-1944.0,-626.25,-1554.25,None,FI,2026-04-23
2026-01-19 08:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1944.75,0.0,770.5,1016.0,0.0,-1944.75,-770.5,-1699.25,None,FI,2026-04-23
2026-01-19 09:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1943.25,0.0,890.25,1016.0,0.0,-1943.25,-890.25,-1817.5,None,FI,2026-04-23
2026-01-19 10:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1863.0,0.0,1197.75,1016.0,0.0,-1863.0,-1197.75,-2044.75,None,FI,2026-04-23
2026-01-19 11:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1902.0,0.0,1195.75,1016.0,0.0,-1902.0,-1195.75,-2081.75,None,FI,2026-04-23
2026-01-19 12:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1856.0,0.0,1093.5,1016.0,0.0,-1856.0,-1093.5,-1933.5,None,FI,2026-04-23
2026-01-19 13:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1858.25,0.0,862.75,1016.0,0.0,-1858.25,-862.75,-1705.0,None,FI,2026-04-23
2026-01-19 14:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1928.0,0.0,647.25,1016.0,0.0,-1928.0,-647.25,-1559.25,None,FI,2026-04-23
2026-01-19 15:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1898.0,0.0,602.25,1016.0,0.0,-1898.0,-602.25,-1484.25,None,FI,2026-04-23
2026-01-19 16:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1856.0,0.0,485.25,1016.0,0.0,-1856.0,-485.25,-1325.25,None,FI,2026-04-23
2026-01-19 17:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1890.0,0.0,461.75,1016.0,0.0,-1890.0,-461.75,-1335.75,None,FI,2026-04-23
2026-01-19 18:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1850.0,0.0,532.0,1016.0,0.0,-1850.0,-532.0,-1366.0,None,FI,2026-04-23
2026-01-19 19:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1846.75,0.0,413.5,1016.0,0.0,-1846.75,-413.5,-1244.25,None,FI,2026-04-23
2026-01-19 20:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1859.0,0.0,546.5,1016.0,0.0,-1859.0,-546.5,-1389.5,None,FI,2026-04-23
2026-01-19 21:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1943.0,0.0,476.5,1016.0,0.0,-1943.0,-476.5,-1403.5,None,FI,2026-04-23
2026-01-19 22:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1942.75,0.0,457.5,1016.0,0.0,-1942.75,-457.5,-1384.25,None,FI,2026-04-23
2026-01-19 23:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1965.0,0.0,484.75,1016.0,0.0,-1965.0,-484.75,-1433.75,None,FI,2026-04-23
2026-01-20 00:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1965.0,0.0,447.5,1016.0,0.0,-1965.0,-447.5,-1396.5,None,FI,2026-04-23
2026-01-20 01:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1966.0,0.0,424.75,1016.0,0.0,-1966.0,-424.75,-1374.75,None,FI,2026-04-23
2026-01-20 02:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1965.0,0.0,416.75,1016.0,0.0,-1965.0,-416.75,-1365.75,None,FI,2026-04-23
2026-01-20 03:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1962.5,0.0,415.75,1016.0,0.0,-1962.5,-415.75,-1362.25,None,FI,2026-04-23
2026-01-20 04:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1957.5,0.0,648.25,1016.0,0.0,-1957.5,-648.25,-1589.75,None,FI,2026-04-23
2026-01-20 05:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1947.75,0.0,345.75,1016.0,0.0,-1947.75,-345.75,-1277.5,None,FI,2026-04-23
2026-01-20 06:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1801.75,0.0,267.25,1016.0,0.0,-1801.75,-267.25,-1053.0,None,FI,2026-04-23
2026-01-20 07:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1793.25,0.0,240.5,1016.0,0.0,-1793.25,-240.5,-1017.75,None,FI,2026-04-23
2026-01-20 08:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1741.75,0.0,344.0,1016.0,0.0,-1741.75,-344.0,-1069.75,None,FI,2026-04-23
2026-01-20 09:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1780.75,0.0,568.0,1016.0,0.0,-1780.75,-568.0,-1332.75,None,FI,2026-04-23
2026-01-20 10:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1794.5,0.0,928.75,1016.0,0.0,-1794.5,-928.75,-1707.25,None,FI,2026-04-23
2026-01-20 11:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1694.0,0.0,1200.0,1016.0,0.0,-1694.0,-1200.0,-1878.0,None,FI,2026-04-23
2026-01-20 12:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1703.5,0.0,1200.0,1016.0,0.0,-1703.5,-1200.0,-1887.5,None,FI,2026-04-23
2026-01-20 13:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1778.5,0.0,825.75,1016.0,0.0,-1778.5,-825.75,-1588.25,None,FI,2026-04-23
2026-01-20 14:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1809.25,0.0,457.75,1016.0,0.0,-1809.25,-457.75,-1251.0,None,FI,2026-04-23
2026-01-20 15:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1740.5,0.0,241.75,1016.0,0.0,-1740.5,-241.75,-966.25,None,FI,2026-04-23
2026-01-20 16:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1752.5,0.0,191.25,1016.0,0.0,-1752.5,-191.25,-927.75,None,FI,2026-04-23
2026-01-20 17:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1699.75,0.0,401.75,1016.0,0.0,-1699.75,-401.75,-1085.5,None,FI,2026-04-23
2026-01-20 18:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1863.25,0.0,138.25,1016.0,0.0,-1863.25,-138.25,-985.5,None,FI,2026-04-23
2026-01-20 19:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1907.75,2.25,18.25,1016.0,0.0,-1907.75,-16.0,-907.75,None,FI,2026-04-23
2026-01-20 20:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1919.75,0.0,301.75,1016.0,0.0,-1919.75,-301.75,-1205.5,None,FI,2026-04-23
2026-01-20 21:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1918.25,0.0,459.5,1016.0,0.0,-1918.25,-459.5,-1361.75,None,FI,2026-04-23
2026-01-20 22:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1935.5,0.0,364.75,1016.0,0.0,-1935.5,-364.75,-1284.25,None,FI,2026-04-23
2026-01-20 23:00:00+00:00,958.5,0.0,0.0,0.0,0.0,1859.25,0.0,1047.0,958.5,0.0,-1859.25,-1047.0,-1947.75,None,FI,2026-04-23
2026-01-21 00:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1894.75,0.0,1030.0,1016.0,0.0,-1894.75,-1030.0,-1908.75,None,FI,2026-04-23
2026-01-21 01:00:00+00:00,1002.0,0.0,0.0,0.0,0.0,1881.0,0.0,977.75,1002.0,0.0,-1881.0,-977.75,-1856.75,None,FI,2026-04-23
2026-01-21 02:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1815.5,0.0,1105.75,1016.0,0.0,-1815.5,-1105.75,-1905.25,None,FI,2026-04-23
2026-01-21 03:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1815.75,0.0,1032.5,1016.0,0.0,-1815.75,-1032.5,-1832.25,None,FI,2026-04-23
2026-01-21 04:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1734.5,0.0,1173.75,1016.0,0.0,-1734.5,-1173.75,-1892.25,None,FI,2026-04-23
2026-01-21 05:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1699.0,0.0,1200.0,1016.0,0.0,-1699.0,-1200.0,-1883.0,None,FI,2026-04-23
2026-01-21 06:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1872.25,0.0,747.0,1016.0,0.0,-1872.25,-747.0,-1603.25,None,FI,2026-04-23
2026-01-21 07:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1914.25,0.0,464.75,1016.0,0.0,-1914.25,-464.75,-1363.0,None,FI,2026-04-23
2026-01-21 08:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1883.25,0.0,682.5,1016.0,0.0,-1883.25,-682.5,-1549.75,None,FI,2026-04-23
2026-01-21 09:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1906.0,0.0,1012.5,1016.0,0.0,-1906.0,-1012.5,-1902.5,None,FI,2026-04-23
2026-01-21 10:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1868.75,0.0,1200.0,1016.0,0.0,-1868.75,-1200.0,-2052.75,None,FI,2026-04-23
2026-01-21 11:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1870.0,0.0,1200.0,1016.0,0.0,-1870.0,-1200.0,-2054.0,None,FI,2026-04-23
2026-01-21 12:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1844.5,0.0,1192.0,1016.0,0.0,-1844.5,-1192.0,-2020.5,None,FI,2026-04-23
2026-01-21 13:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1840.75,0.0,1157.0,1016.0,0.0,-1840.75,-1157.0,-1981.75,None,FI,2026-04-23
2026-01-21 14:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1831.0,0.0,1123.0,1016.0,0.0,-1831.0,-1123.0,-1938.0,None,FI,2026-04-23
2026-01-21 15:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1939.25,0.0,852.25,1016.0,0.0,-1939.25,-852.25,-1775.5,None,FI,2026-04-23
2026-01-21 16:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1802.0,0.0,1044.5,1016.0,0.0,-1802.0,-1044.5,-1830.5,None,FI,2026-04-23
2026-01-21 17:00:00+00:00,947.5,0.0,0.0,0.0,0.0,1860.5,0.0,1115.0,947.5,0.0,-1860.5,-1115.0,-2028.0,None,FI,2026-04-23
2026-01-21 18:00:00+00:00,799.5,0.0,0.0,0.0,0.0,1891.5,0.0,1156.75,799.5,0.0,-1891.5,-1156.75,-2248.75,None,FI,2026-04-23
2026-01-21 19:00:00+00:00,787.75,0.0,0.0,0.0,0.0,1880.25,0.0,1061.5,787.75,0.0,-1880.25,-1061.5,-2154.0,None,FI,2026-04-23
2026-01-21 20:00:00+00:00,731.0,0.0,0.0,0.0,0.0,1893.25,0.0,1160.75,731.0,0.0,-1893.25,-1160.75,-2323.0,None,FI,2026-04-23
2026-01-21 21:00:00+00:00,737.25,0.0,0.0,0.0,0.0,1887.5,0.0,1167.5,737.25,0.0,-1887.5,-1167.5,-2317.75,None,FI,2026-04-23
2026-01-21 22:00:00+00:00,546.5,0.0,0.0,0.0,0.0,1862.75,0.0,1200.0,546.5,0.0,-1862.75,-1200.0,-2516.25,None,FI,2026-04-23
2026-01-21 23:00:00+00:00,859.5,0.0,0.0,0.0,0.0,1943.5,0.0,1200.0,859.5,0.0,-1943.5,-1200.0,-2284.0,None,FI,2026-04-23
2026-01-22 00:00:00+00:00,852.25,0.0,0.0,0.0,0.0,1948.0,0.0,1200.0,852.25,0.0,-1948.0,-1200.0,-2295.75,None,FI,2026-04-23
2026-01-22 01:00:00+00:00,882.75,0.0,0.0,0.0,0.0,1952.0,0.0,1200.0,882.75,0.0,-1952.0,-1200.0,-2269.25,None,FI,2026-04-23
2026-01-22 02:00:00+00:00,862.25,0.0,0.0,0.0,0.0,1962.5,0.0,1200.0,862.25,0.0,-1962.5,-1200.0,-2300.25,None,FI,2026-04-23
2026-01-22 03:00:00+00:00,815.5,0.0,0.0,0.0,0.0,1958.0,0.0,1113.75,815.5,0.0,-1958.0,-1113.75,-2256.25,None,FI,2026-04-23
2026-01-22 04:00:00+00:00,807.5,0.0,0.0,0.0,0.0,1945.5,0.0,1200.0,807.5,0.0,-1945.5,-1200.0,-2338.0,None,FI,2026-04-23
2026-01-22 05:00:00+00:00,797.0,0.0,0.0,0.0,0.0,1933.75,0.0,1200.0,797.0,0.0,-1933.75,-1200.0,-2336.75,None,FI,2026-04-23
2026-01-22 06:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1930.75,0.0,1200.0,1016.0,0.0,-1930.75,-1200.0,-2114.75,None,FI,2026-04-23
2026-01-22 07:00:00+00:00,1016.0,0.0,0.0,0.0,0.0,1939.0,0.0,1200.0,1016.0,0.0,-1939.0,-1200.0,-2123.0,None,FI,2026-04-23
2026-01-22 08:00:00+00:00,967.0,0.0,0.0,0.0,0.0,1944.5,0.0,1200.0,967.0,0.0,-1944.5,-1200.0,-2177.5,None,FI,2026-04-23
2026-01-22 09:00:00+00:00,826.0,0.0,0.0,0.0,0.0,1924.0,0.0,1200.0,826.0,0.0,-1924.0,-1200.0,-2298.0,None,FI,2026-04-23
2026-01-22 10:00:00+00:00,788.0,0.0,0.0,0.0,0.0,1942.0,0.0,1200.0,788.0,0.0,-1942.0,-1200.0,-2354.0,None,FI,2026-04-23
2026-01-22 11:00:00+00:00,829.5,0.0,0.0,0.0,0.0,1942.0,0.0,1200.0,829.5,0.0,-1942.0,-1200.0,-2312.5,None,FI,2026-04-23
2026-01-22 12:00:00+00:00,888.25,0.0,0.0,0.0,0.0,1942.0,0.0,1200.0,888.25,0.0,-1942.0,-1200.0,-2253.75,None,FI,2026-04-23
2026-01-22 13:00:00+00:00,854.5,0.0,0.0,0.0,0.0,1935.5,0.0,1200.0,854.5,0.0,-1935.5,-1200.0,-2281.0,None,FI,2026-04-23
2026-01-22 14:00:00+00:00,988.75,0.0,0.0,0.0,0.0,1944.5,0.0,1200.0,988.75,0.0,-1944.5,-1200.0,-2155.75,None,FI,2026-04-23
2026-01-22 15:00:00+00:00,976.0,0.0,0.0,0.0,0.0,1947.0,0.0,1200.0,976.0,0.0,-1947.0,-1200.0,-2171.0,None,FI,2026-04-23
2026-01-22 16:00:00+00:00,926.75,0.0,0.0,0.0,0.0,1949.0,0.0,1200.0,926.75,0.0,-1949.0,-1200.0,-2222.25,None,FI,2026-04-23
2026-01-22 17:00:00+00:00,758.5,0.0,0.0,0.0,0.0,1948.0,0.0,1200.0,758.5,0.0,-1948.0,-1200.0,-2389.5,None,FI,2026-04-23
2026-01-22 18:00:00+00:00,706.25,0.0,0.0,0.0,0.0,1955.0,0.0,1200.0,706.25,0.0,-1955.0,-1200.0,-2448.75,None,FI,2026-04-23
2026-01-22 19:00:00+00:00,623.5,0.0,0.0,0.0,0.0,1836.5,0.0,1200.0,623.5,0.0,-1836.5,-1200.0,-2413.0,None,FI,2026-04-23
2026-01-22 20:00:00+00:00,420.0,0.0,0.0,0.0,0.0,1937.0,0.0,1200.0,420.0,0.0,-1937.0,-1200.0,-2717.0,None,FI,2026-04-23
2026-01-22 21:00:00+00:00,549.25,0.0,0.0,0.0,0.0,1940.0,0.0,1200.0,549.25,0.0,-1940.0,-1200.0,-2590.75,None,FI,2026-04-23
2026-01-22 22:00:00+00:00,490.75,0.0,0.0,0.0,0.0,1946.25,0.0,1200.0,490.75,0.0,-1946.25,-1200.0,-2655.5,None,FI,2026-04-23
2026-01-22 23:00:00+00:00,469.0,0.0,0.0,0.0,0.0,1906.75,0.0,1200.0,469.0,0.0,-1906.75,-1200.0,-2637.75,None,FI,2026-04-23
2026-01-23 00:00:00+00:00,540.25,0.0,0.0,0.0,0.0,1948.75,0.0,1200.0,540.25,0.0,-1948.75,-1200.0,-2608.5,None,FI,2026-04-23
2026-01-23 01:00:00+00:00,552.0,0.0,0.0,0.0,0.0,1952.75,0.0,1200.0,552.0,0.0,-1952.75,-1200.0,-2600.75,None,FI,2026-04-23
2026-01-23 02:00:00+00:00,501.25,0.0,0.0,0.0,0.0,1923.0,0.0,1200.0,501.25,0.0,-1923.0,-1200.0,-2621.75,None,FI,2026-04-23
2026-01-23 03:00:00+00:00,548.0,0.0,0.0,0.0,0.0,1953.75,0.0,1200.0,548.0,0.0,-1953.75,-1200.0,-2605.75,None,FI,2026-04-23
2026-01-23 04:00:00+00:00,406.75,0.0,0.0,0.0,0.0,1956.0,0.0,1200.0,406.75,0.0,-1956.0,-1200.0,-2749.25,None,FI,2026-04-23
2026-01-23 05:00:00+00:00,428.75,0.0,0.0,0.0,0.0,1900.0,0.0,1200.0,428.75,0.0,-1900.0,-1200.0,-2671.25,None,FI,2026-04-23
2026-01-23 06:00:00+00:00,536.0,0.0,0.0,0.0,0.0,1942.25,0.0,1200.0,536.0,0.0,-1942.25,-1200.0,-2606.25,None,FI,2026-04-23
2026-01-23 07:00:00+00:00,738.75,0.0,0.0,0.0,0.0,1937.5,0.0,1200.0,738.75,0.0,-1937.5,-1200.0,-2398.75,None,FI,2026-04-23
2026-01-23 08:00:00+00:00,693.25,0.0,0.0,0.0,0.0,1950.0,0.0,1200.0,693.25,0.0,-1950.0,-1200.0,-2456.75,None,FI,2026-04-23
2026-01-23 09:00:00+00:00,543.0,0.0,0.0,0.0,0.0,1951.0,0.0,1200.0,543.0,0.0,-1951.0,-1200.0,-2608.0,None,FI,2026-04-23
2026-01-23 10:00:00+00:00,612.0,0.0,0.0,0.0,0.0,1935.0,0.0,1200.0,612.0,0.0,-1935.0,-1200.0,-2523.0,None,FI,2026-04-23
2026-01-23 11:00:00+00:00,650.25,0.0,0.0,0.0,0.0,1935.0,0.0,1200.0,650.25,0.0,-1935.0,-1200.0,-2484.75,None,FI,2026-04-23
2026-01-23 12:00:00+00:00,638.5,0.0,0.0,0.0,0.0,1934.0,0.0,1200.0,638.5,0.0,-1934.0,-1200.0,-2495.5,None,FI,2026-04-23
2026-01-23 13:00:00+00:00,608.25,0.0,0.0,0.0,0.0,1935.0,0.0,1200.0,608.25,0.0,-1935.0,-1200.0,-2526.75,None,FI,2026-04-23
2026-01-23 14:00:00+00:00,575.0,0.0,0.0,0.0,0.0,1953.75,0.0,1200.0,575.0,0.0,-1953.75,-1200.0,-2578.75,None,FI,2026-04-23
2026-01-23 15:00:00+00:00,427.25,0.0,0.0,0.0,0.0,1954.5,0.0,1200.0,427.25,0.0,-1954.5,-1200.0,-2727.25,None,FI,2026-04-23
2026-01-23 16:00:00+00:00,410.25,0.0,0.0,0.0,0.0,1923.0,0.0,1200.0,410.25,0.0,-1923.0,-1200.0,-2712.75,None,FI,2026-04-23
2026-01-23 17:00:00+00:00,463.0,0.0,0.0,0.0,0.0,1958.75,0.0,1200.0,463.0,0.0,-1958.75,-1200.0,-2695.75,None,FI,2026-04-23
2026-01-23 18:00:00+00:00,390.0,0.0,0.0,0.0,0.0,1960.75,0.0,1200.0,390.0,0.0,-1960.75,-1200.0,-2770.75,None,FI,2026-04-23
2026-01-23 19:00:00+00:00,497.25,0.0,0.0,0.0,0.0,1945.0,0.0,1200.0,497.25,0.0,-1945.0,-1200.0,-2647.75,None,FI,2026-04-23
2026-01-23 20:00:00+00:00,476.0,0.0,0.0,0.0,0.0,1954.25,0.0,1200.0,476.0,0.0,-1954.25,-1200.0,-2678.25,None,FI,2026-04-23
2026-01-23 21:00:00+00:00,427.5,0.0,0.0,0.0,0.0,1962.0,0.0,1200.0,427.5,0.0,-1962.0,-1200.0,-2734.5,None,FI,2026-04-23
2026-01-23 22:00:00+00:00,463.0,0.0,0.0,0.0,0.0,1927.75,0.0,1155.5,463.0,0.0,-1927.75,-1155.5,-2620.25,None,FI,2026-04-23
2026-01-23 23:00:00+00:00,131.0,0.0,0.0,0.0,0.0,1984.0,0.0,1200.0,131.0,0.0,-1984.0,-1200.0,-3053.0,None,FI,2026-04-23
2026-01-24 00:00:00+00:00,96.25,0.0,0.0,0.0,0.0,1976.0,0.0,1200.0,96.25,0.0,-1976.0,-1200.0,-3079.75,None,FI,2026-04-23
2026-01-24 01:00:00+00:00,190.0,0.0,0.0,0.0,0.0,1984.5,0.0,1200.0,190.0,0.0,-1984.5,-1200.0,-2994.5,None,FI,2026-04-23
2026-01-24 02:00:00+00:00,222.25,0.0,0.0,0.0,0.0,1984.5,0.0,1200.0,222.25,0.0,-1984.5,-1200.0,-2962.25,None,FI,2026-04-23
2026-01-24 03:00:00+00:00,238.75,0.0,0.0,0.0,0.0,1975.0,0.0,1200.0,238.75,0.0,-1975.0,-1200.0,-2936.25,None,FI,2026-04-23
2026-01-24 04:00:00+00:00,128.0,0.0,0.0,0.0,0.0,1975.0,0.0,1200.0,128.0,0.0,-1975.0,-1200.0,-3047.0,None,FI,2026-04-23
2026-01-24 05:00:00+00:00,364.0,0.0,0.0,0.0,0.0,1970.75,0.0,1200.0,364.0,0.0,-1970.75,-1200.0,-2806.75,None,FI,2026-04-23
2026-01-24 06:00:00+00:00,495.5,0.0,0.0,0.0,0.0,1970.0,0.0,1200.0,495.5,0.0,-1970.0,-1200.0,-2674.5,None,FI,2026-04-23
