,Solar,Wind Onshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Other renewable,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Other,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.011961519380723741,70.11912666575314,95.4505864431293,5.356625300630513,6.528690806600864,0.2738247017914149,7.723997606704747,0.0,1041.8991871954754,55.978417624709444,17.89086651133568,622.0047829070859,0.0,8.506877078184521,27.13005563921854,RO,2026-04-23
2026-01-01 01:00:00+00:00,0.006795453936741813,71.75696389982791,104.563827059374,5.893525956996378,7.1963624734430915,0.3012625416881662,8.51082177313395,0.0,1146.0673312566216,61.24493905623972,19.414232219685385,617.2544041259689,0.0,9.857359954578639,29.182174228505755,RO,2026-04-23
2026-01-01 02:00:00+00:00,0.009934189122998328,65.11417864309269,98.37828428672276,5.567916192652959,6.944339926893595,0.2844610937562049,8.078168282872966,0.0,1082.0329328365845,58.83677176612564,18.848181360364833,452.21023571810036,0.0,8.979108074157406,27.69048762955326,RO,2026-04-23
2026-01-01 03:00:00+00:00,0.030458721599551274,53.485562843911,111.35748361823993,6.277347514577652,9.509485922101005,0.3207223203852652,9.084492721036133,0.0,1163.8447123263313,76.57851003137085,21.20066926892393,482.1487732016635,0.0,9.736001179473075,30.750780330386394,RO,2026-04-23
2026-01-01 04:00:00+00:00,0.01671748236882433,58.21935820131995,119.01656444954288,6.656521106631185,21.506835758316384,0.3404440155561963,9.908426932178,0.0,1189.6628739302305,134.27253249333128,22.747229230766408,552.9239020674238,0.0,11.2449849191764,33.43360941315803,RO,2026-04-23
2026-01-01 05:00:00+00:00,0.007214853967192872,52.55598038908646,110.32133168573414,6.1640370406425635,27.82772603865781,0.3147593382455777,9.432255786777844,0.0,1100.8869768378918,157.05593439078268,19.511031140229864,510.49714521026044,0.0,10.203934287846991,31.87167299987659,RO,2026-04-23
2026-01-01 06:00:00+00:00,5.404574968444349,33.36745098277873,72.38826744168236,3.9886266636524526,30.606586780666877,0.203915588011581,6.48113808460471,0.0,712.9903290082439,166.8705893907972,12.761612321541643,320.21783808532393,0.0,6.359564953686282,21.45950573056582,RO,2026-04-23
2026-01-01 07:00:00+00:00,194.80133215290658,25.3128271580246,1.591657254486694,71.28457672117383,18.68686307345906,0.0,0.0,0.0,224.98394895128757,130.11315669568037,6.333263995689702,39.26436341257854,0.0,0.4392026520565221,0.1388079326564639,RO,2026-04-23
2026-01-01 08:00:00+00:00,559.7572228903392,27.59997938540005,2.887138454316818,137.51264653136204,22.468322395927625,0.0,0.0,0.0,432.5360954500926,230.20197457050747,12.153191780085917,74.86362803406465,0.0,0.8448005079032299,0.0,RO,2026-04-23
2026-01-01 09:00:00+00:00,558.245252389494,28.07030534393999,2.7294372151765036,91.75967301425207,16.703728980694653,0.0,0.0,0.0,401.84233096338556,223.3585364518934,11.319584999909079,69.24029764193816,0.0,0.9558529993166224,0.0,RO,2026-04-23
2026-01-01 10:00:00+00:00,296.75579328823807,30.513525907181904,1.5155196531728081,1.1706361369784732,8.481884817017727,0.0,0.0,0.0,224.88912587645322,117.52121015751568,6.315098504469626,38.6003396655066,0.0,0.5618659934659788,0.0,RO,2026-04-23
