,Solar,Wind Onshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Other renewable,Storage,Fossil Gas,Waste,Other,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.005853474749068391,804.7744007197741,0.0,2051.283004655219,131.48647730287078,27.247196621715673,5.624629014363109,74.27834824486244,1.2469152963642942,20.25317467008181,NO_3,2026-04-23
2026-01-01 01:00:00+00:00,0.003045414206915362,300.37057145763333,0.0,650.1721212067894,15.756465644399814,0.0,8.263515690821396,0.0,1.5525627974406513,11.806717788708605,NO_3,2026-04-23
2026-01-01 02:00:00+00:00,0.004107303675293134,1005.1009043429272,0.0,2734.042822746763,273.7212942267728,61.888326894948875,8.94847204599826,167.96304665686557,1.6592693873832887,13.621756394666038,NO_3,2026-04-23
2026-01-01 03:00:00+00:00,0.014919066175553946,1203.043576291428,0.0,1380.4015989321954,0.0,0.0,0.0,0.0,0.0,44.78990571020055,NO_3,2026-04-23
2026-01-01 04:00:00+00:00,0.015100108174264312,1909.4865901182352,0.0,3056.2956408135497,81.01744503517506,0.0,37.931770577351955,0.0,6.429639574274257,68.19881377324013,NO_3,2026-04-23
2026-01-01 05:00:00+00:00,0.007183815828033126,1098.433531640778,0.0,1199.6110594950896,19.561169767593224,4.8151871142066955,0.0,13.746639945110443,0.0,35.65022822139386,NO_3,2026-04-23
2026-01-01 06:00:00+00:00,0.004189740127294318,782.7268821866923,0.0,1244.2725920129737,29.417123316598374,1.6174106900546532,34.11500891485668,4.611697754049764,2.599512289925326,25.785583094721765,NO_3,2026-04-23
2026-01-01 07:00:00+00:00,0.0035270331159237326,1057.2890990768437,0.0,2111.2846017828174,130.74450876729563,26.801874445393945,23.055798512773706,81.63708774726156,1.5550873428870675,23.82841529161099,NO_3,2026-04-23
2026-01-01 08:00:00+00:00,0.005078408983345418,715.4310223467525,0.0,1166.1783334385884,18.802487003759527,0.0,32.561962598014496,0.0,2.565173939690338,24.95594226421134,NO_3,2026-04-23
2026-01-01 09:00:00+00:00,0.02483795634086989,1317.195798958004,0.0,2392.437184467044,86.3281604953539,16.64508120714201,29.394533444507488,48.033007246816595,1.9546493350313174,36.93674688975982,NO_3,2026-04-23
2026-01-01 10:00:00+00:00,0.022260467508420326,1042.3062095767543,0.0,2749.0824399799894,111.1709923548249,16.900798285194387,67.90061539146464,51.020297360640946,4.440671687802151,27.080714895820574,NO_3,2026-04-23
2026-01-01 11:00:00+00:00,0.0,204.84662424259525,0.0,1114.850185994626,80.32288585595285,16.02075510120525,9.86420272753377,49.077665396286676,0.9176806818000651,0.0,NO_3,2026-04-23
2026-01-01 12:00:00+00:00,0.0,208.51350637823495,0.0,1316.7049188451592,93.02465721373059,17.399730883792632,21.654215651443394,50.553525920080894,1.849445107558286,0.0,NO_3,2026-04-23
2026-01-01 13:00:00+00:00,0.004769595612991872,425.8624214209181,0.0,956.2489244782189,49.156317275929844,8.969591270152648,12.48378739209058,26.008035946688064,0.905995629476548,9.285156990912402,NO_3,2026-04-23
2026-01-01 14:00:00+00:00,0.0,313.49872118476344,0.0,1484.5959063745834,121.77535304101661,25.111118528385703,4.758389305302232,75.5440886945304,0.6914228714184549,0.0,NO_3,2026-04-23
2026-01-01 15:00:00+00:00,0.004896388191430531,1108.3133826333471,0.0,1564.9755708791904,43.88401682450012,9.268547515906642,1.6278477166052425,26.60470376186601,0.27792487016093764,29.26810941023233,NO_3,2026-04-23
2026-01-01 16:00:00+00:00,0.0013620772708337091,297.70145328771406,0.0,321.46909578554914,0.0034860467422565405,0.0007611107922283391,0.0,0.0022898265238219264,0.0,8.32155186540764,NO_3,2026-04-23
2026-01-01 17:00:00+00:00,0.001079793117402143,389.27941433793717,0.0,1228.6366909013745,82.84656990901702,17.619359767183294,2.776031040264891,50.614809752137596,0.4708699329537193,5.680174566014159,NO_3,2026-04-23
2026-01-01 18:00:00+00:00,0.0019715987454617034,362.8131117276632,0.0,724.2364338556713,34.59873622681732,7.816350634445724,0.0,22.51130096363168,0.0,8.047094993025416,NO_3,2026-04-23
