,Solar,Wind Onshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Other renewable,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Fossil Coal-derived gas,Other,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.0,143.458975636318,31.291541519518418,5.947658704741341,8.617988244750782,0.0,6.68675626546697,0.0,12.276927400956966,237.05134319779455,434.9915189974409,241.97784825261212,18.395971108035976,0.09913092862565413,12.13143202504017,56.147907718698164,SK,2026-04-23
2026-01-01 01:00:00+00:00,0.0,211.34869743672894,36.36806548410623,6.8804396746643945,9.780038478543057,0.0,7.111900650458945,0.0,2.5262443745056924,285.41456499516516,510.7616802767986,278.1318703545458,21.92504702395342,0.02049433581644422,14.623394986619317,67.00756192809384,SK,2026-04-23
2026-01-01 02:00:00+00:00,0.0,165.77712813160574,34.61027153257365,2.708476816223522,9.387490799414085,0.0,6.624924682826958,0.0,0.0,275.8686567932759,497.41294984689637,266.39260321961393,21.18649206221452,0.0,14.209578749897636,64.09642736545793,SK,2026-04-23
2026-01-01 03:00:00+00:00,0.0,298.5001403412031,39.04764718966474,3.0736960217191034,10.612510898583158,0.0,7.4847246072484435,0.0,0.0,286.214647672903,560.6827312762308,293.81271179400295,23.85483543114932,0.0,16.120269053004822,72.32108571429038,SK,2026-04-23
2026-01-01 04:00:00+00:00,0.0,274.45426625372653,27.00987254025987,2.091371064073199,7.391748984458773,0.0,5.6920658428935536,0.0,10.896154652166198,182.49611946844308,369.2193700469669,175.5079417911531,15.903973857700738,0.08865632377555349,10.82864119170791,47.369817982674775,SK,2026-04-23
2026-01-01 05:00:00+00:00,0.0,328.50756729650647,28.011886481183367,2.086462769352083,7.693797241299715,0.0,7.0013494625284824,0.0,30.263298783610086,180.3527710015604,363.2449286163945,180.28890616504572,15.66970605449869,0.24673805398577045,10.644633787572069,46.33795428646299,SK,2026-04-23
2026-01-01 06:00:00+00:00,4.08646784819276,1029.1315283906326,71.44203210662315,7.293077786298005,24.614529810021722,0.0,14.876477542215794,0.0,14.756813379704635,478.48655808165046,1006.0142797643216,499.66484155073584,44.99543426539433,0.12018907504003447,31.63813438926116,132.4046360099082,SK,2026-04-23
2026-01-01 07:00:00+00:00,5.366907916170671,106.24909042076254,15.724417378205048,1.1674763401106536,4.554732796128713,0.0,9.658578685343048,0.0,113.50553979448556,86.94737975230349,94.9952163024672,57.19526789590864,4.11904229594932,0.9300031912177685,2.8587103250601706,12.37763690588718,SK,2026-04-23
2026-01-01 08:00:00+00:00,21.81835985076002,165.14788295458894,20.608419116709882,1.5219049910624596,5.818675856769071,0.0,11.954961952434612,0.0,137.2644568372959,109.11392898336719,142.88507531058463,92.58007625269987,5.970492306319521,1.1199053411345123,4.068777422510837,17.927082823762525,SK,2026-04-23
2026-01-01 09:00:00+00:00,27.526257202671147,139.2506769880937,15.819275313921004,1.003991975252966,4.328407333669151,0.0,9.543515755171857,0.0,111.44112055563544,78.52289346600591,101.13075031917982,65.97039934650417,4.204708280675047,0.8198095438132451,2.8258901116492976,12.737303807757208,SK,2026-04-23
2026-01-01 10:00:00+00:00,80.60855275780418,472.931249962513,28.85644817977141,2.049986659700312,7.90535431000947,0.0,10.466827834768868,0.0,83.6923057747016,140.30880789892268,342.66702549241234,194.61221879813587,13.726712735805028,0.6928296477695985,9.399132339227279,41.08254760845848,SK,2026-04-23
2026-01-01 11:00:00+00:00,23.763997180580894,210.8081993791344,9.651576628129764,0.782621787279188,2.6745471580546014,0.0,1.8821429371613494,0.0,0.0,47.66280090304977,152.6105913892058,81.38712430453118,6.007640430506407,0.0,4.114963085955951,18.028794816410766,SK,2026-04-23
2026-01-01 12:00:00+00:00,74.41588326662433,4.802639782953998,10.836567561898416,0.6222213068378827,1.1271789286685006,0.01777334149650776,3.489708637567852,0.0,117.75944610450453,20.224165104092698,2.574607989698575,32.574168596626514,0.016621398881776026,1.0090512678948134,0.0,2.8799667122536246,SK,2026-04-23
2026-01-01 13:00:00+00:00,16.641002607592036,286.9919700712455,14.800998705084933,1.211287396055628,4.081700338003951,0.0,4.407282484625799,0.0,25.47702679300822,75.31574910032074,187.4663832593827,106.68068430998757,8.029890096277539,0.2078610944962215,5.433214858375359,24.17994888554399,SK,2026-04-23
2026-01-01 14:00:00+00:00,5.284588135832302,274.16666006651246,12.092790929595273,1.4749635494230788,4.029480899920566,0.0,2.370851167780001,0.961339474820705,0.0,60.469986336442005,176.03459100122893,93.33028671361842,7.589572927183841,0.0,5.192970764047015,22.75191803359533,SK,2026-04-23
2026-01-01 15:00:00+00:00,0.0,839.5125669749838,36.58911648700471,7.309450168691287,13.654943256098557,0.0,7.13524413513474,18.91244047938448,0.0,181.63832196796236,529.1093699789723,269.339820764745,23.019794730096987,0.0,16.06910170822413,68.45982934870162,SK,2026-04-23
2026-01-01 16:00:00+00:00,0.0,1001.1888911792915,46.3206223452138,9.191158957752037,17.33698711151687,0.0,10.795562511820883,41.397816766881455,30.042598429230747,233.6596962410832,632.1256497369385,334.10064333338096,27.462992075379884,0.24764585078137533,19.147369060090092,81.8073664006389,SK,2026-04-23
2026-01-01 17:00:00+00:00,0.0,323.559724469106,14.029727529336478,3.4864471230691696,5.4788797708305434,0.0,2.770431095135206,12.779853714404169,0.0,70.44369876405723,207.48901298160186,117.1298058167518,8.883710475288279,0.0,6.115611840205033,26.583096420214186,SK,2026-04-23
2026-01-01 18:00:00+00:00,0.0,59.03130898874263,2.566468686509275,0.7236553630046278,0.9423410078488569,0.0,0.507655641061176,2.34715794760296,0.0,12.771806585409811,36.88904697916433,19.341766753058447,1.6236412942317058,0.0,1.1304420792461414,4.874708674120022,SK,2026-04-23
2026-01-01 19:00:00+00:00,0.0,849.234735101077,37.57248588567151,6.537575582944171,11.357958640449533,0.0,7.824195887679058,33.7931262571447,6.7399810070400665,188.78610652643601,528.3025390508792,264.4852105094413,23.44515644128271,0.0553144650190033,16.47004081521593,70.24557382971973,SK,2026-04-23
2026-01-01 20:00:00+00:00,0.0,3327.593107659303,159.5665322412801,12.911350611596298,43.94582685153625,0.0,33.58873232530989,0.1173957049230158,45.282116157720175,809.0874343874448,2273.184466869146,1177.7151563485836,97.08279193586806,0.36801935015861054,68.08346865440052,291.42360090272905,SK,2026-04-23
2026-01-01 21:00:00+00:00,0.0,265.95669958476026,14.75362154587712,1.1223649604045052,3.8251870390708276,0.0,4.421715576140407,0.0,27.9581952293578,76.8956134575088,178.7757140525986,95.56102925302373,7.745346917121087,0.22568539167254764,5.3989373882309835,23.184889604233398,SK,2026-04-23
2026-01-01 22:00:00+00:00,0.0,264.4397510228706,15.806370710319646,1.232305310274288,4.085539525986203,0.0,5.001903743814676,0.0,34.44879141641569,86.0871795048264,183.93015709786968,90.92357983254394,8.104956266642455,0.2743301235186404,5.715252212067354,24.449883232850382,SK,2026-04-23
2026-01-01 23:00:00+00:00,0.0,544.8306898224399,60.469244967443366,7.947806653623497,15.265296621095608,0.0,30.331238504823396,0.0,336.16242841954505,318.06315015235066,480.27628537054267,285.3008006535193,19.960434294874844,2.6752721959949533,14.369031781894982,62.04832056185174,SK,2026-04-23
2026-01-02 00:00:00+00:00,0.0,524.9417103798602,58.74606710091102,3.746872794771216,15.89517594825206,0.0,29.15385679124595,0.0,322.13786474632013,299.834755037005,474.8180109217648,293.5486861610301,19.46767887455233,2.6054616469799647,14.1583742692533,60.62048532805385,SK,2026-04-23
2026-01-02 01:00:00+00:00,0.0,521.5372527097151,61.40841638625671,3.9544586482823236,16.710123796347577,0.0,30.850465136907538,0.0,344.7084222614237,315.0510987014485,470.5135618910993,298.07045340433405,19.855241425125367,2.7744296282723,14.32054867944224,61.5955273313451,SK,2026-04-23
2026-01-02 02:00:00+00:00,0.0,489.7827049540334,56.79843704556882,3.6139106333555047,15.61414218181883,0.0,28.346656827338876,0.0,312.7248440591416,293.8588166943026,449.1734193246231,293.75442308429365,18.96144204956652,2.5169005989884186,13.811444626755414,59.09285792021309,SK,2026-04-23
2026-01-02 03:00:00+00:00,0.0,488.382392716341,49.596028071704076,3.539845864611925,14.71633049258623,0.0,26.635133992263683,0.0,290.5432872190499,283.5686807603795,472.8159673935929,289.60187547568216,17.913084282920604,2.3237783179297384,13.473957757416395,57.01463765552161,SK,2026-04-23
2026-01-02 04:00:00+00:00,0.0,549.9913645330341,48.57401347692523,3.4915997710502378,14.250245285431491,0.0,26.12656675522708,0.0,282.7736492256993,279.95237193933633,458.2285397270826,260.2572850520621,17.601263850896586,2.2880181809782734,13.090951389072957,56.024130813203605,SK,2026-04-23
2026-01-02 05:00:00+00:00,0.0,601.7839001339435,48.88479825938892,3.378308427800203,14.145203354104353,0.0,27.337584757660327,5.313652223453617,293.4121945922275,306.0088918192624,436.54761731871037,243.92034652329147,16.743133069926998,2.3964222382917573,12.441891668045715,52.73605561389304,SK,2026-04-23
2026-01-02 06:00:00+00:00,3.2082975554865363,581.8752148798594,46.40625486816255,4.801283428540446,16.608723488130202,0.0,25.921121305471022,26.732528628562182,273.6984811383374,303.56857014521944,426.6548205881327,229.55782895773444,16.238975048223768,2.235657829416719,12.312979306220113,50.57926283250295,SK,2026-04-23
