,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Other renewable,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Fossil Coal-derived gas,Other,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.1974227787139732,950.1245557339411,54.620572710368904,93.96710686533156,8.6640673990864,209.24891908379303,0.4815603399627701,1.1426077385515654,0.0,0.0,41.62916565151007,60.10253153590062,235.73223307033706,5.340648143952435,23.723866257523582,7.789517364783312,6.235225326243854,CH,2026-04-23
2026-01-01 01:00:00+00:00,0.19698593968092698,941.3477483414167,65.52543421204287,94.09163153800795,4.119196866782912,217.3860170288805,0.48185993080962497,1.1386968711712848,0.0,0.0,37.73317912934771,60.533861496894595,233.76517358102146,5.298025591143785,23.822905084755142,7.716869608483191,6.342414779561416,CH,2026-04-23
2026-01-01 02:00:00+00:00,0.20955560406019477,932.8177775718405,71.50900970204512,95.33280024965833,4.139452043243339,225.67198260036872,0.4801462835178869,1.1291163777544777,0.0,0.0,31.080950622800685,58.71282290889748,234.49126752521616,5.240415219816718,24.640034885361693,8.033361302253365,6.511307103165429,CH,2026-04-23
2026-01-01 03:00:00+00:00,0.1628477125758994,910.1250670664824,70.26778645766171,96.86734828129954,3.0458957345948483,238.33242798503207,0.479541922210577,1.1210655456729532,0.0,0.0,30.731869599583955,58.07439560089104,245.04577158991535,5.215518329022608,25.67619532010432,8.120228449345195,6.734040405607436,CH,2026-04-23
2026-01-01 04:00:00+00:00,0.16058221049834873,903.3053626950762,59.041575282540926,97.50452968100922,12.627703988887168,240.3811494436982,0.48364012182841953,1.103118857357917,0.0,0.0,30.952543422166407,57.30650572406984,251.56098582386127,5.248603829696145,25.85218607269938,7.70302849856766,6.768484348042895,CH,2026-04-23
2026-01-01 05:00:00+00:00,0.15415582826749918,894.6956360269143,40.89228899903909,97.4176567761128,10.209041682423251,262.20790800080954,0.469682666254933,1.0564141730156007,0.0,0.0,32.370888999075774,55.6462508673527,257.43633233748653,6.036952295603846,26.05884624949766,7.798536287627091,6.799408810519343,CH,2026-04-23
2026-01-01 06:00:00+00:00,0.19640409368640602,845.0272070742058,32.14471353415662,99.6466065424959,13.229234286319063,297.4740663451121,0.470187379549191,1.0501388378434693,0.0,0.0,31.188363745170182,54.84872232507697,277.92299754488033,5.065796586288088,26.98893116120279,7.953301921914314,6.79332862209885,CH,2026-04-23
2026-01-01 07:00:00+00:00,18.244433262616617,863.5692238478268,42.87230485892922,100.74595731233669,5.984513958036512,309.35094516070046,0.45814241828836744,1.03283686695964,0.0,0.0,29.844974430364502,53.4692101341834,227.24351272785844,4.961569681723459,27.65026339462547,7.777712828491596,6.794399117058772,CH,2026-04-23
2026-01-01 08:00:00+00:00,117.40662476107804,741.1122555681256,52.96246731270507,102.85518912343314,11.437449022517104,342.5979045399676,0.3925111467659368,0.9791165306758443,0.0,0.0,30.572368506146784,52.79922491601494,198.9306539128,4.7074104920900455,29.241318471638124,6.9146988628164525,7.090806833225499,CH,2026-04-23
2026-01-01 09:00:00+00:00,191.2548802375706,628.0531070098748,56.71137195808008,89.08673032307956,9.500992084394692,280.38439101964383,0.3627840929308819,0.9283970652289689,0.0,0.0,29.670127858461747,49.55447153265224,170.46881919649962,4.463579449089558,24.604127264678336,6.422367175845215,6.033853731969934,CH,2026-04-23
