,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Other renewable,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Fossil Coal-derived gas,Other,bidding_zone,source_download_date
2026-02-22 18:00:00+00:00,4.770722197888647,474.94902916063427,253.7007361217939,18.519590161766388,57.50140926846621,136.11408239956737,0.0,0.0,162.57418737448117,1194.259518947491,0.0,0.0,75.53904510710886,0.7360781806021901,35.041692140504814,0.0,138.91890893969548,DE_LU,2026-04-23
2026-02-22 19:00:00+00:00,0.0,581.6892569503927,272.8243513071826,23.239818346657792,74.46870191761208,193.58765237447335,0.0,0.0,138.45631833130034,1627.704098444561,0.0,0.0,91.58005386572714,1.043691231137008,39.21412616512383,0.0,143.68193106583183,DE_LU,2026-04-23
2026-02-22 20:00:00+00:00,0.0,556.648471011498,283.5918090207958,22.13888706821727,51.84923915967609,164.74735601563458,0.0,0.0,40.352371160202026,1458.3944139687242,0.0,0.0,84.89878840305298,0.911566434664137,39.97627368011845,0.0,151.9683240774171,DE_LU,2026-04-23
2026-02-22 21:00:00+00:00,0.0,510.78151352447765,285.20036669600233,21.51053131190799,48.9034235879365,148.21990815042446,0.0,0.0,46.985154604855,1352.6533482622003,0.0,0.0,80.24722828671136,0.8327023922039937,39.58735327467865,0.0,146.82846990860153,DE_LU,2026-04-23
2026-02-22 22:00:00+00:00,0.0,561.2537930160992,290.8393459244291,23.646654255665915,60.265855070747406,179.34381395836493,0.0,0.0,41.645591662842165,1583.2469551899067,0.0,0.0,86.82924763623987,1.0115586136130494,41.11053234921812,0.0,145.55665232287373,DE_LU,2026-04-23
2026-02-22 23:00:00+00:00,0.0,635.3198584471063,431.8039482405989,24.188576280188173,53.07757803600606,183.21311471052368,0.0,0.0,21.211295944293447,1630.4200327840117,0.0,0.0,106.2984623819251,1.0422519052844244,52.330799352265274,0.0,255.04408191779643,DE_LU,2026-04-23
2026-02-23 00:00:00+00:00,0.0,666.0319523858262,523.2718662143477,26.119806536147358,57.42876548977046,200.94741653037974,0.0,0.0,0.0,1792.9251410847482,0.0,0.0,125.11657299896176,1.1625305663095946,62.358017943714415,0.0,320.88793024979424,DE_LU,2026-04-23
2026-02-23 01:00:00+00:00,0.0,718.242925911451,596.2171613206614,27.36708313289789,59.64886540070273,215.11733770949465,0.0,0.0,0.0,1903.1941046208435,0.0,0.0,141.00911614782322,1.248100587891516,69.42114488630371,0.0,374.15916028193027,DE_LU,2026-04-23
2026-02-23 02:00:00+00:00,0.0,749.1984932562398,662.596231536038,27.602350625446935,50.2874607509373,204.90673305773615,0.0,0.0,0.0,1890.2612171713695,0.0,0.0,148.25126328924443,1.2368186000402335,73.39933979695918,0.0,423.91009191598823,DE_LU,2026-04-23
2026-02-23 03:00:00+00:00,0.0,842.0210647168725,784.5458847087083,29.870534498241504,55.007458452497104,237.3544674937929,0.0,0.0,0.0,2137.258167927299,0.0,0.0,171.59328025700603,1.428106564231716,83.03223792968365,0.0,519.8387974516675,DE_LU,2026-04-23
2026-02-23 04:00:00+00:00,0.0,903.2670900305552,884.7957592775597,29.897163302987583,64.81406873203056,262.3628705123422,0.0,0.0,5.875871295871526,2250.84945927923,0.0,0.0,206.3947879449562,1.488568487584741,88.71761180734399,0.0,648.486749329538,DE_LU,2026-04-23
