,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Storage,Fossil Hard coal,Fossil Gas,Fossil Oil,Fossil Coal-derived gas,Other,bidding_zone,source_download_date
2026-01-04 13:00:00+00:00,13.977063397129188,31.864174641148324,0.0,0.0,0.0,0.13576555023923445,0.0,0.0,0.0,10.420005980861244,0.0,0.0,0.3529904306220096,IT_CALA,2026-04-23
2026-01-04 14:00:00+00:00,17.070657276995302,64.20669014084507,0.0,0.0,0.0,0.284037558685446,0.0,0.0,0.0,38.700117370892016,0.0,0.0,0.7384976525821596,IT_CALA,2026-04-23
2026-01-04 15:00:00+00:00,6.029208542713568,107.91520100502514,0.0,0.0,0.0,0.5087939698492462,0.0,0.0,0.0,86.72393216080403,0.0,0.0,1.3228643216080402,IT_CALA,2026-04-23
2026-01-04 16:00:00+00:00,0.0,132.6315789473684,0.0,0.0,0.0,1.0705687986783101,0.0,0.0,0.0,116.75147510030682,0.0,0.0,1.546377153646448,IT_CALA,2026-04-23
2026-01-04 17:00:00+00:00,0.0,145.1299252148677,0.0,0.0,0.0,1.0990065855564235,0.0,0.0,0.0,125.6225583212412,0.0,0.0,1.6485098783346357,IT_CALA,2026-04-23
2026-01-04 18:00:00+00:00,0.0,87.29124358243011,0.0,0.0,0.0,0.6889903023388476,0.0,0.0,0.0,78.73628066172276,0.0,0.0,1.0334854535082716,IT_CALA,2026-04-23
2026-01-04 19:00:00+00:00,0.0,88.82675672473043,0.0,0.0,0.0,0.41000118497452304,0.0,0.0,0.0,82.73823912785875,0.0,0.0,1.0250029624363077,IT_CALA,2026-04-23
2026-01-04 20:00:00+00:00,0.0,187.96453375839693,0.0,0.0,0.0,0.8163497665945577,0.0,0.0,0.0,167.7598770351816,0.0,0.0,1.9592394398269384,IT_CALA,2026-04-23
2026-01-04 21:00:00+00:00,0.0,52.7522349936143,0.0,0.0,0.0,0.23414218816517665,0.0,0.0,0.0,28.951681566624092,0.0,0.0,0.561941251596424,IT_CALA,2026-04-23
2026-01-04 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-04 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-05 00:00:00+00:00,0.0,103.14739593806556,0.0,0.0,0.0,0.5389101146189423,0.0,0.0,0.0,29.02030967223004,0.0,0.0,1.2933842750854616,IT_CALA,2026-04-23
2026-01-05 01:00:00+00:00,0.0,146.90360090022506,0.0,0.0,0.0,0.6939234808702175,0.0,0.0,0.0,35.7370592648162,0.0,0.0,1.665416354088522,IT_CALA,2026-04-23
2026-01-05 02:00:00+00:00,0.0,167.02927852348995,0.0,0.0,0.0,0.6870805369127516,0.0,0.0,0.0,35.38464765100671,0.0,0.0,1.6489932885906042,IT_CALA,2026-04-23
2026-01-05 03:00:00+00:00,0.0,91.66935760906905,0.0,0.0,0.0,0.3881827550669873,0.0,0.0,0.0,20.010821023703194,0.0,0.0,0.9316386121607694,IT_CALA,2026-04-23
2026-01-05 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-05 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-05 06:00:00+00:00,0.4998478547520033,47.18206714676944,0.0,0.0,0.0,0.32133076376914493,0.0,0.0,0.0,39.55046150725226,0.0,0.0,0.44629272745714577,IT_CALA,2026-04-23
2026-01-05 07:00:00+00:00,17.603556273994748,144.7565164679733,0.0,0.0,0.0,1.0474843402707619,0.0,0.08729036168923014,0.0,122.90482925843605,0.0,0.0,1.600323297635886,IT_CALA,2026-04-23
2026-01-05 08:00:00+00:00,72.49891379480596,142.91809025377702,0.0,0.0,0.0,0.7297323985385603,0.0,0.6202725387577762,0.0,150.79920015799348,0.0,0.0,1.9337908561271848,IT_CALA,2026-04-23
2026-01-05 09:00:00+00:00,168.76491700314043,185.74786899955137,0.0,0.0,0.0,1.0139075818752803,0.0,0.2534768954688201,0.0,206.33019291161958,0.0,0.0,2.8896366083445493,IT_CALA,2026-04-23
2026-01-05 10:00:00+00:00,264.9027437530622,229.39086232239097,0.0,0.0,0.0,1.2224399804017638,0.0,0.42785399314061734,0.0,248.94990200881918,0.0,0.0,3.6061979421852035,IT_CALA,2026-04-23
2026-01-05 11:00:00+00:00,185.7526515151515,138.60477693602695,0.0,0.0,0.0,0.7672558922558922,0.0,0.0,0.0,128.36191077441077,0.0,0.0,2.263404882154882,IT_CALA,2026-04-23
2026-01-05 12:00:00+00:00,159.29211943683265,105.07297080223,0.0,0.0,0.0,0.6798639327222905,0.0,0.0,0.0,92.80142681659264,0.0,0.0,1.9036190116224134,IT_CALA,2026-04-23
2026-01-05 13:00:00+00:00,112.54082039028276,99.41616885702908,0.0,0.0,0.0,0.6133014735165272,0.0,0.0,0.0,93.71246515332535,0.0,0.0,1.7172441258462763,IT_CALA,2026-04-23
2026-01-05 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-05 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-05 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-05 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-05 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-05 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-05 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-05 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-05 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-05 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-06 00:00:00+00:00,0.0,56.253129346314324,0.0,0.0,0.0,0.29207232267037553,0.0,0.0,0.0,16.312239221140473,0.0,0.0,0.6425591098748261,IT_CALA,2026-04-23
2026-01-06 01:00:00+00:00,0.0,182.95159241891363,0.0,0.0,0.0,0.9251660805001953,0.0,0.0,0.0,50.837876123485735,0.0,0.0,2.03536537710043,IT_CALA,2026-04-23
2026-01-06 02:00:00+00:00,0.0,277.31689008042895,0.0,0.0,0.0,1.2815013404825737,0.0,0.0,0.0,77.08230563002681,0.0,0.0,2.819302949061662,IT_CALA,2026-04-23
2026-01-06 03:00:00+00:00,0.0,339.3467591809105,0.0,0.0,0.0,1.5231003553900828,0.0,0.0,0.0,105.77931968184126,0.0,0.0,3.3508207818581823,IT_CALA,2026-04-23
2026-01-06 04:00:00+00:00,0.0,429.6449226378249,0.0,0.0,0.0,1.8063692353913172,0.0,0.0,0.0,165.82469580892294,0.0,0.0,3.974012317860898,IT_CALA,2026-04-23
2026-01-06 05:00:00+00:00,0.0,380.18164727999056,0.0,0.0,0.0,1.5074609329103514,0.0,0.0,0.0,256.49447773469626,0.0,0.0,3.3164140524027728,IT_CALA,2026-04-23
2026-01-06 06:00:00+00:00,10.19582682436956,432.2214907386744,0.0,0.0,0.0,2.6101316670386074,0.0,0.0,0.0,282.3020531131444,0.0,0.0,3.6704976567730414,IT_CALA,2026-04-23
2026-01-06 07:00:00+00:00,66.9187608985537,362.3324956405785,0.0,0.0,0.0,2.3947071494512255,0.0,1.7295107190481074,0.0,211.79854344035286,0.0,0.0,3.3259821520155914,IT_CALA,2026-04-23
2026-01-06 08:00:00+00:00,131.8361282419532,347.943735743854,0.0,0.0,0.0,1.2338430345526739,0.0,2.0975331587395454,0.0,243.869075779336,0.0,0.0,3.2696840415645854,IT_CALA,2026-04-23
2026-01-06 09:00:00+00:00,189.49869741037404,372.83381289369316,0.0,0.0,0.0,1.2578738626642818,0.0,0.6289369313321409,0.0,241.0086320864764,0.0,0.0,3.5220468154599893,IT_CALA,2026-04-23
2026-01-06 10:00:00+00:00,206.2532667325078,379.90144723847146,0.0,0.0,0.0,1.2280635113575933,0.0,0.0,0.0,217.55145103699766,0.0,0.0,3.3157714806655014,IT_CALA,2026-04-23
2026-01-06 11:00:00+00:00,124.92985244040862,259.7284903518729,0.0,0.0,0.0,0.747635262958759,0.0,0.0,0.0,106.50064320847521,0.0,0.0,2.0933787362845253,IT_CALA,2026-04-23
2026-01-06 12:00:00+00:00,117.89687397975841,311.1934378060725,0.0,0.0,0.0,0.905158341495266,0.0,0.0,0.0,121.9700865164871,0.0,0.0,2.534443356186745,IT_CALA,2026-04-23
2026-01-06 13:00:00+00:00,108.51475191015373,308.727791586118,0.0,0.0,0.0,1.0222774555831722,0.0,0.0,0.0,134.3272576636288,0.0,0.0,2.657921384516248,IT_CALA,2026-04-23
2026-01-06 14:00:00+00:00,36.54323700692232,140.16833315020327,0.0,0.0,0.0,0.6065267553016153,0.0,0.0,0.0,97.10493352378859,0.0,0.0,1.5769695637841996,IT_CALA,2026-04-23
2026-01-06 15:00:00+00:00,3.200363196125908,38.71307506053269,0.0,0.0,0.0,0.20581113801452786,0.0,0.24697336561743338,0.0,42.09866828087167,0.0,0.0,0.5351089588377724,IT_CALA,2026-04-23
2026-01-06 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-06 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-06 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-06 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-06 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
