,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Storage,Fossil Hard coal,Fossil Gas,Fossil Oil,Fossil Coal-derived gas,Other,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-01 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-01 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-01 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-01 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-01 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-01 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-01 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-01 08:00:00+00:00,24.452649244785423,12.12610884679933,0.0,0.8309558059617996,0.3507552145768401,0.23383680971789342,0.0,0.0,0.0,13.14496923199872,0.016702629265563814,0.0,1.0940222168944298,IT_CALA,2026-04-23
2026-01-01 09:00:00+00:00,9.369630207317865,3.7560278156885682,0.0,0.2019886917527783,0.0973874049522324,0.06732956391759277,0.0,0.0,0.0,4.660167674010529,0.004809254565542341,0.0,0.3426593877948918,IT_CALA,2026-04-23
2026-01-01 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-01 11:00:00+00:00,80.09416725228391,41.330990864371046,0.0,1.6725228390723823,0.0,0.5115952213633169,0.0,0.0,0.0,41.51791988756149,0.03935347856640899,0.0,2.8334504567814474,IT_CALA,2026-04-23
2026-01-01 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-01 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-01 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-01 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-01 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-01 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-01 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-01 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-01 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-01 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-01 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-01 23:00:00+00:00,0.0,67.54319507148232,0.3225639578630549,1.417583709556057,0.0,0.4074492099322799,0.0,0.0,0.0,18.063581640331076,0.0,0.0,2.4956264108352144,IT_CALA,2026-04-23
2026-01-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-02 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-02 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-02 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-02 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-02 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-02 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-02 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-02 08:00:00+00:00,32.36668771993143,66.22394658485969,0.0,0.6707570152485789,0.0,0.21293873499954885,0.0,5.185058197239015,0.0,12.755030226472977,0.0,0.0,0.5855815212487594,IT_CALA,2026-04-23
2026-01-02 09:00:00+00:00,188.9094107299912,315.38188614375946,0.0,2.557767650115935,0.0,0.9134884464699767,0.0,10.23107060046374,0.0,50.69860877908371,0.0,0.0,2.557767650115935,IT_CALA,2026-04-23
2026-01-02 10:00:00+00:00,222.9599800092265,375.8207750269106,0.0,2.8363832077502686,0.0,1.0129940027679532,0.0,0.0,0.0,53.28348454559434,0.0,0.0,2.8363832077502686,IT_CALA,2026-04-23
2026-01-02 11:00:00+00:00,241.2240425060881,388.6387351486975,0.0,2.9554276437163307,0.0,1.0191129805918384,0.0,0.0,0.0,53.809165375249066,0.0,0.0,2.853516345657147,IT_CALA,2026-04-23
2026-01-02 12:00:00+00:00,258.49063282227786,458.46675531914894,0.0,3.8968437108886107,0.0,1.23709324155194,0.0,0.0,0.0,65.19481382978724,0.0,0.0,3.463861076345432,IT_CALA,2026-04-23
2026-01-02 13:00:00+00:00,255.57834847720008,544.2036429412755,0.0,4.895843849907454,0.0,1.5299512030960793,0.0,0.0,0.0,99.06434040047114,0.0,0.0,3.9778731280498065,IT_CALA,2026-04-23
2026-01-02 14:00:00+00:00,112.59383981605671,397.9437871239701,0.0,3.9900364054416557,0.0,1.2468863767005174,0.0,0.0,0.0,131.54651274190456,0.0,0.0,3.4289375359264223,IT_CALA,2026-04-23
2026-01-02 15:00:00+00:00,12.315940427323438,233.6464582675508,0.0,2.4948689611619828,0.0,1.3860383117566573,0.0,0.3168087569729502,0.0,123.87222397642354,0.0,0.0,2.2176612988106514,IT_CALA,2026-04-23
2026-01-02 16:00:00+00:00,0.0,164.1617870529835,0.0,1.9194863742275352,0.0,1.0968493567014486,0.0,1.1577854320737513,0.0,130.7078816735893,0.0,0.0,1.7062101104244756,IT_CALA,2026-04-23
2026-01-02 17:00:00+00:00,0.0,14.709310626147257,0.0,0.1729553334693045,0.0,0.0945849479910259,0.0,0.12160921884560473,0.0,11.250203956761167,0.0,0.0,0.15133591678564143,IT_CALA,2026-04-23
2026-01-02 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-02 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-02 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-02 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-02 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-02 23:00:00+00:00,0.0,61.045969871097995,0.0,0.7454573691567014,0.0,0.23295542786146917,0.0,0.0,0.0,12.369933219444015,0.0,0.0,0.6056841124398199,IT_CALA,2026-04-23
2026-01-03 00:00:00+00:00,0.0,163.68012167050313,0.0,2.1335087142387374,0.0,0.6667214731996054,0.0,0.0,0.0,34.66951660637948,0.0,0.0,1.600131535679053,IT_CALA,2026-04-23
2026-01-03 01:00:00+00:00,0.0,182.78940754039496,0.0,2.6599640933572712,0.0,0.8312387791741472,0.0,0.0,0.0,43.22441651705565,0.0,0.0,1.994973070017953,IT_CALA,2026-04-23
2026-01-03 02:00:00+00:00,0.0,177.9880655504097,0.0,2.5650160313501957,0.0,0.8015675097969363,0.0,0.0,0.0,41.721588884930526,0.0,0.0,1.923762023512647,IT_CALA,2026-04-23
2026-01-03 03:00:00+00:00,0.0,126.50618519192287,0.0,1.8715663088957615,0.0,0.5848644715299254,0.0,0.0,0.0,30.383709295979628,0.0,0.0,1.403674731671821,IT_CALA,2026-04-23
2026-01-03 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-03 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT_CALA,2026-04-23
2026-01-03 06:00:00+00:00,0.1533744221879815,97.91130970724191,0.5185516178736518,1.1758705701078582,1.6871186440677965,0.4528197226502311,0.0,0.0,0.0,14.512141756548536,0.0,0.0,2.088813559322034,IT_CALA,2026-04-23
2026-01-03 07:00:00+00:00,3.0088946181115053,142.652465356107,1.2674830808894617,1.7854979052529811,2.5129229777634547,0.5951659684176603,0.0,0.0,0.0,16.080502739284565,0.0,0.0,3.0970673541733804,IT_CALA,2026-04-23
2026-01-03 08:00:00+00:00,5.068800484063804,37.3384169986474,0.2924430641821946,0.5061002862212293,0.5900621118012422,0.18156738648165469,0.0,0.0011849945828819068,0.0,5.2158663379384445,0.0,0.0,0.8055583360811468,IT_CALA,2026-04-23
2026-01-03 09:00:00+00:00,71.72328266419123,110.60550591784637,0.0,1.2181770712462288,0.0,0.4972151311209097,0.0,0.5717974007890462,0.0,28.216958691111625,0.0,0.0,1.4170631236945925,IT_CALA,2026-04-23
2026-01-03 10:00:00+00:00,202.32990060457016,255.62263039245826,0.0,2.898094067015063,0.0,1.0733681729685418,0.0,0.0,0.0,58.659570652730814,0.0,0.0,3.1664361102571985,IT_CALA,2026-04-23
2026-01-03 11:00:00+00:00,223.4745352056962,300.9091178797468,0.0,3.281126384493671,0.0,1.1931368670886078,0.0,0.0,0.0,70.8723299050633,0.0,0.0,3.5197537579113924,IT_CALA,2026-04-23
2026-01-03 12:00:00+00:00,202.41366848699005,308.76003854802445,0.0,3.4910054609701255,0.0,1.2929649855444907,0.0,0.0,0.0,84.17202055894636,0.0,0.0,3.6203019595245745,IT_CALA,2026-04-23
2026-01-03 13:00:00+00:00,127.97004841797094,239.60460533723682,0.0,3.3401643959013625,0.0,1.0438013737191758,0.0,0.0,0.0,88.61873662875803,0.0,0.0,2.9226438464136923,IT_CALA,2026-04-23
2026-01-03 14:00:00+00:00,54.19257854821235,188.1152943300831,0.0,2.7331166486096063,0.0,0.896803900325027,0.0,0.3843445287107259,0.0,106.03638497652581,0.0,0.0,2.3914770675334056,IT_CALA,2026-04-23
2026-01-03 15:00:00+00:00,6.426830725122447,124.17070839804086,0.0,1.654163182415482,0.0,0.9762274519173336,0.0,0.13558714609962966,0.0,92.11790706008841,0.0,0.0,1.5185760363158523,IT_CALA,2026-04-23
2026-01-03 16:00:00+00:00,0.0,53.20784465589732,0.0,0.6671830050896216,0.0,0.40030980305377295,0.0,0.011119716751493694,0.0,45.59083868112414,0.0,0.0,0.6227041380836468,IT_CALA,2026-04-23
2026-01-03 17:00:00+00:00,0.0,56.00043535045711,0.0,0.6840444057466261,0.0,0.41042664344797564,0.0,0.0,0.0,47.01665215498476,0.0,0.0,0.6384414453635177,IT_CALA,2026-04-23
2026-01-03 18:00:00+00:00,0.0,3.8722627737226283,0.0,0.043795620437956206,0.0,0.014598540145985401,0.0,0.0,0.0,3.0284671532846716,0.0,0.0,0.040875912408759124,IT_CALA,2026-04-23
2026-01-03 19:00:00+00:00,0.0,87.56943722043067,0.0,0.9674399251014252,0.0,0.3224799750338084,0.0,0.0,0.0,65.3021949443462,0.0,0.0,0.8384479350879018,IT_CALA,2026-04-23
2026-01-03 20:00:00+00:00,0.0,144.61081456175938,0.0,1.4064268175509769,0.0,0.5022952919824917,0.0,0.0,0.0,87.42449556955268,0.0,0.0,1.3059677591544785,IT_CALA,2026-04-23
2026-01-03 21:00:00+00:00,0.0,170.23182644252614,0.0,1.5395274875056792,0.0,0.5701953657428441,0.0,0.0,0.0,77.17594275329395,0.0,0.0,1.4825079509313948,IT_CALA,2026-04-23
2026-01-03 22:00:00+00:00,0.0,40.346069868995635,0.0,0.33092248908296945,0.0,0.13236899563318777,0.0,0.0,0.0,7.346479257641922,0.0,0.0,0.3441593886462882,IT_CALA,2026-04-23
2026-01-03 23:00:00+00:00,0.0,175.7895688456189,0.0,0.0,0.0,0.579972183588317,0.0,0.0,0.0,30.62253129346314,0.0,0.0,1.5079276773296244,IT_CALA,2026-04-23
2026-01-04 00:00:00+00:00,0.0,181.1158392434988,0.0,0.0,0.0,0.5951884299819218,0.0,0.0,0.0,30.741482408566267,0.0,0.0,1.5474899179529968,IT_CALA,2026-04-23
2026-01-04 01:00:00+00:00,0.0,272.84846121117573,0.0,0.0,0.0,0.9176003403772515,0.0,0.0,0.0,47.531697631541626,0.0,0.0,2.2022408169054035,IT_CALA,2026-04-23
2026-01-04 02:00:00+00:00,0.0,341.50246662797446,0.0,0.0,0.0,1.1796285548461984,0.0,0.0,0.0,60.986796285548465,0.0,0.0,2.8311085316308766,IT_CALA,2026-04-23
2026-01-04 03:00:00+00:00,0.0,470.67367969085444,0.0,0.0,0.0,1.600114498354086,0.0,0.0,0.0,82.88593101474166,0.0,0.0,3.840274796049807,IT_CALA,2026-04-23
2026-01-04 04:00:00+00:00,0.0,319.0809452523524,0.0,0.0,0.0,1.0799828913601368,0.0,0.0,0.0,55.9971129170231,0.0,0.0,2.5919589392643285,IT_CALA,2026-04-23
2026-01-04 05:00:00+00:00,0.0,255.73923757066243,0.0,0.0,0.0,1.5485939991303086,0.0,0.0,0.0,45.83838237425714,0.0,0.0,2.123786055950138,IT_CALA,2026-04-23
2026-01-04 06:00:00+00:00,1.138671875,98.650390625,0.0,0.0,0.0,0.62109375,0.0,0.0,0.0,17.925455729166668,0.0,0.0,0.9143880208333334,IT_CALA,2026-04-23
2026-01-04 07:00:00+00:00,6.364133406232914,54.76137916894478,0.0,0.0,0.0,0.3579825041006014,0.0,0.0,0.0,10.709643247676325,0.0,0.0,0.5568616730453799,IT_CALA,2026-04-23
2026-01-04 08:00:00+00:00,40.09153318077803,145.20823798627,0.0,0.0,0.0,0.5491990846681922,0.0,0.0,0.0,28.613272311212818,0.0,0.0,1.5377574370709381,IT_CALA,2026-04-23
2026-01-04 09:00:00+00:00,86.29979466119096,204.27258726899385,0.0,0.0,0.0,0.811088295687885,0.0,0.0,0.0,41.93326488706366,0.0,0.0,2.433264887063655,IT_CALA,2026-04-23
2026-01-04 10:00:00+00:00,90.8861866606478,151.16465410224578,0.0,0.0,0.0,0.6246473310010158,0.0,0.0,0.0,32.29426701275251,0.0,0.0,1.7802448933528945,IT_CALA,2026-04-23
2026-01-04 11:00:00+00:00,52.15044801000208,76.18618462179622,0.0,0.0,0.0,0.302146280475099,0.0,0.0,0.0,15.454782246301312,0.0,0.0,0.906438841425297,IT_CALA,2026-04-23
2026-01-04 12:00:00+00:00,85.95947315096251,143.64437689969606,0.0,0.0,0.0,0.5977710233029382,0.0,0.0,0.0,33.62462006079028,0.0,0.0,1.6737588652482271,IT_CALA,2026-04-23
