,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Storage,Nuclear,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Other,bidding_zone,source_download_date
2026-01-28 16:00:00+00:00,38.52259524392687,543.8369324886997,0.0,26.343569504130386,128.97003239740818,239.75130146289328,246.4701526352118,0.0,0.0,364.5021080581594,0.0,0.0,3.953308209570038,ES,2026-04-23
2026-01-28 17:00:00+00:00,6.881986278447122,632.0503588427786,0.0,31.373118399524017,172.77062695225348,265.666517923546,227.10554718875503,0.0,0.0,421.48342629778375,0.0,0.0,5.243418116912093,ES,2026-04-23
2026-01-28 18:00:00+00:00,0.01533999669390261,423.5066287252633,0.0,22.963975050772206,157.0969061422566,245.34790712227834,174.86062231379586,0.0,0.0,271.36454151513715,0.0,0.0,4.019079133802483,ES,2026-04-23
2026-01-28 19:00:00+00:00,0.010525367705926754,315.1926613216825,0.0,16.0511857515383,94.39149758675113,176.24728223574348,133.4827132465631,0.0,0.0,181.76257491364913,0.0,0.0,3.1365595763661727,ES,2026-04-23
2026-01-28 20:00:00+00:00,0.012874486803519061,402.1603442815249,0.0,19.916831085043984,90.45614428152493,204.09923929618768,136.88154369501464,0.0,0.0,240.27654721407623,0.0,0.0,3.7464756598240467,ES,2026-04-23
2026-01-28 21:00:00+00:00,0.01071032630787992,333.0804378487577,0.0,15.969096525048961,64.63681926805532,142.8543322945024,95.92168241337258,0.0,0.0,213.75669245266744,0.0,0.0,3.2452288712876163,ES,2026-04-23
2026-01-28 22:00:00+00:00,0.009733573063092513,319.50453579601174,0.0,14.649027459954231,73.37167374959135,105.40486270022882,94.28912226217717,0.0,0.0,193.65916966328862,0.0,0.0,3.036874795684864,ES,2026-04-23
2026-01-28 23:00:00+00:00,0.0,387.90646600547916,0.0,15.799334531900321,92.91385365628786,75.5980411332385,97.09761208576997,0.0,0.0,144.07616432221693,0.0,0.0,3.1835282651072125,ES,2026-04-23
2026-01-29 00:00:00+00:00,0.018290966242995765,681.0641280579472,0.0,26.851138444717783,137.62123001230012,116.44029110291102,131.14622796227962,0.0,0.0,239.79456744567443,0.0,0.0,5.414126007926745,ES,2026-04-23
2026-01-29 01:00:00+00:00,0.0,810.3203319621438,0.0,31.638056266720366,163.14512268791532,132.27924948939963,82.62358829790294,0.0,0.0,265.13763627995286,0.0,0.0,6.156015015965251,ES,2026-04-23
2026-01-29 02:00:00+00:00,0.0,830.7733926478103,0.0,34.333764164838136,175.2306952418167,102.66313985992966,63.59523881090507,0.0,0.0,286.46036851122665,0.0,0.0,6.943400763473504,ES,2026-04-23
2026-01-29 03:00:00+00:00,0.023086512859187662,837.5786865313282,0.0,35.02224000738767,149.62368984039523,112.36205808566636,42.617702738060416,0.0,0.0,315.66189032367294,0.0,0.0,7.110645960629799,ES,2026-04-23
2026-01-29 04:00:00+00:00,0.02322269011642309,840.8239410453307,0.0,33.95157295021055,178.83793658657422,86.75997027495666,61.006006935843466,0.0,0.0,292.0949962843696,0.0,0.0,6.502353232598465,ES,2026-04-23
2026-01-29 05:00:00+00:00,0.022991677012921322,775.4402906147974,0.0,33.912723594058946,181.45031498597504,92.44953326895664,79.57419414172072,0.0,0.0,330.6433071228215,0.0,0.0,6.506644594656734,ES,2026-04-23
2026-01-29 06:00:00+00:00,0.021319840243330446,658.1861079920974,0.0,31.148286595505777,210.66134144434812,98.98801824978327,182.071435678042,0.0,0.0,313.08185397330755,0.0,0.0,5.8416362266725415,ES,2026-04-23
2026-01-29 07:00:00+00:00,0.07651109410864576,592.7505738332059,0.0,27.448355011476664,214.95791889824028,138.8867635807192,242.71231828615154,0.0,0.0,277.9265493496557,0.0,0.0,5.241009946442234,ES,2026-04-23
2026-01-29 08:00:00+00:00,5.322173448268019,564.6962494598222,0.0,24.290945481838655,204.47722155252802,218.20911137898884,241.35715422930838,0.0,0.0,237.07553392316967,0.0,0.0,4.571610526076376,ES,2026-04-23
2026-01-29 09:00:00+00:00,16.938840858149216,559.2379122638488,2.3535062439961574,23.29490874159462,189.3691962856228,244.716618635927,242.42715337816202,0.0,0.0,217.4671789945565,0.0,0.0,4.194684598142811,ES,2026-04-23
2026-01-29 10:00:00+00:00,31.53266331658292,540.9390703517588,3.658919597989951,22.832914572864325,187.35866834170858,226.72738693467338,207.89886934673373,0.0,0.0,274.8115577889448,0.0,0.0,4.23994974874372,ES,2026-04-23
2026-01-29 11:00:00+00:00,42.8074281666718,542.6996396784823,3.8033937975424217,22.804964429798893,177.28126636075265,257.36811308552245,186.5510763450463,0.0,0.0,262.43417203042713,0.0,0.0,4.249946105755905,ES,2026-04-23
2026-01-29 12:00:00+00:00,50.112776879931566,462.6720410685427,2.506892290141649,17.247418956174545,143.99589314573632,165.0788573058276,123.90315144025101,0.0,0.0,217.5105095541402,0.0,0.0,3.6224593592546825,ES,2026-04-23
2026-01-29 13:00:00+00:00,59.262588064760244,504.38838797523,2.438017863423681,19.5443300150283,165.43692644660692,142.66423211792417,123.454794666553,0.0,0.0,235.49645076367204,0.0,0.0,4.139272086801744,ES,2026-04-23
2026-01-29 14:00:00+00:00,59.023220798553886,511.1579714498378,3.375866872242012,20.949431920888934,159.71389520974,173.29903689723005,119.69353793396778,0.0,0.0,228.96000318996224,0.0,0.0,4.002035727577224,ES,2026-04-23
2026-01-29 15:00:00+00:00,52.724119020088835,539.2749624482651,3.310352932277202,21.481775251515575,158.6412053296448,180.6060363738532,124.37265909508424,0.0,0.0,230.3323679745837,0.0,0.0,4.006521574687429,ES,2026-04-23
2026-01-29 16:00:00+00:00,36.06681474744647,605.8159017769692,3.589439625017489,23.2921715405065,169.98896390093742,202.4193157968378,164.37752553518956,0.0,0.0,246.37035819224843,0.0,0.0,4.404508884846788,ES,2026-04-23
2026-01-29 17:00:00+00:00,7.910148520423668,634.5659444188062,3.575589523091296,25.180920556487287,170.7849976925588,186.3691708969756,164.0048703893385,0.0,0.0,301.1084894139099,0.0,0.0,4.924868588408766,ES,2026-04-23
2026-01-29 18:00:00+00:00,0.01594675908699489,596.2333755036519,2.6312152493541565,23.792564557796368,184.3285882865739,222.24998139544778,168.12668105418715,0.0,0.0,297.8854597450645,0.0,0.0,4.736187448837482,ES,2026-04-23
2026-01-29 19:00:00+00:00,0.0,529.7347455628583,1.9686452234719933,23.07006121256242,143.46502066052147,285.85343846445676,222.30310984425148,0.0,0.0,289.05248695259877,0.0,0.0,4.552492079278984,ES,2026-04-23
2026-01-29 20:00:00+00:00,0.0,497.0390757202822,1.7821077731138604,23.38248302309738,126.23775492824647,278.8998664923192,184.3098875348878,0.0,0.0,281.78811012460716,0.0,0.0,4.685714403445926,ES,2026-04-23
2026-01-29 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES,2026-04-23
2026-01-29 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES,2026-04-23
2026-01-29 23:00:00+00:00,0.009728651500164854,245.21066106165512,1.0993376195186286,15.147510385756675,66.25211671612264,123.55387405209363,104.0771137487636,0.0,0.0,179.55199208704252,0.0,0.0,2.7726656775469833,ES,2026-04-23
2026-01-30 00:00:00+00:00,0.0,348.96486102205245,3.3914525774345536,21.938015417212636,72.55438087206224,179.37804197217653,143.3917501881848,0.0,0.0,244.2413462878809,0.0,0.0,4.115151662995903,ES,2026-04-23
2026-01-30 01:00:00+00:00,0.0,452.3809843128274,4.546817837002261,28.230443277130508,127.09177568488249,162.55330275098044,197.57658231471677,0.0,0.0,298.1361237941202,0.0,0.0,5.258970028339966,ES,2026-04-23
2026-01-30 02:00:00+00:00,0.0,577.1811624774256,5.389765965005773,33.48581505166238,156.73612591408354,115.19813038458125,218.1881161737277,0.0,0.0,349.90187479645914,0.0,0.0,6.169009237054801,ES,2026-04-23
2026-01-30 03:00:00+00:00,0.0,619.7902478888587,5.493507672750386,35.02678652501589,168.41460092617817,85.64877871606285,193.04458367384,0.0,0.0,386.0437664578226,0.0,0.0,6.537728139471535,ES,2026-04-23
2026-01-30 04:00:00+00:00,0.0,639.4436956255361,5.628905771351549,35.014091410366376,180.79126332557283,73.2447004043622,168.59147163337823,0.0,0.0,391.0366376669526,0.0,0.0,6.249234162480088,ES,2026-04-23
2026-01-30 05:00:00+00:00,0.0,657.6980343204344,5.639861033824127,33.86172564708006,173.93331428313607,85.9514821554797,216.66090147538765,0.0,0.0,319.91547728263976,0.0,0.0,6.33920380201832,ES,2026-04-23
2026-01-30 06:00:00+00:00,0.0,675.3299520833916,5.254014066746994,29.821783842855943,166.82545464735054,170.10395942500068,155.30865581304116,0.0,0.0,291.7028609857931,0.0,0.0,5.653319135819766,ES,2026-04-23
2026-01-30 07:00:00+00:00,0.5466953210421143,609.5275798363683,4.392414131131471,25.939750405308597,155.67620555744068,237.4165818346341,170.342721411605,0.0,0.0,291.5394186178034,0.0,0.0,4.618632884666138,ES,2026-04-23
2026-01-30 08:00:00+00:00,16.247046069382556,491.5062858052196,0.0,19.67910566518141,124.33482853278166,184.75675326225334,225.79416971674095,0.0,0.0,229.6533955283259,0.0,0.0,3.9034154201145763,ES,2026-04-23
2026-01-30 09:00:00+00:00,42.69311575180277,470.9912261997879,0.0,17.618504430562847,128.86638076053532,187.72820238082483,228.640137042077,0.0,0.0,208.23249633018676,0.0,0.0,3.8799371042226967,ES,2026-04-23
2026-01-30 10:00:00+00:00,57.82487438264978,420.66199377281515,0.0,14.933436761863863,112.60020828859781,168.57440734378358,134.00518896285163,0.0,0.0,172.1244449216234,0.0,0.0,3.3754455658149025,ES,2026-04-23
2026-01-30 11:00:00+00:00,102.25133565260607,539.7689320991489,0.0,17.990386407405104,138.14609865192273,195.7010001863701,175.6750481456172,0.0,0.0,211.05375225197244,0.0,0.0,3.9134466049574455,ES,2026-04-23
2026-01-30 12:00:00+00:00,128.07432992626812,590.1850004746684,0.0,19.050314863453686,128.1524049871839,185.17842948007973,203.26061358817756,0.0,0.0,222.23285339071546,0.0,0.0,4.216053289452865,ES,2026-04-23
2026-01-30 13:00:00+00:00,134.26966884135317,624.2752398871633,0.0,18.415761757466182,123.58280191474067,132.34539667153157,190.10536791774678,0.0,0.0,232.88464177576407,0.0,0.0,4.2461212342344306,ES,2026-04-23
2026-01-30 14:00:00+00:00,122.64433784478327,653.2625920849752,0.0,18.11718348466678,116.25192735994516,150.20558506081892,216.3622151790303,0.0,0.0,219.02839643652555,0.0,0.0,4.127762549254753,ES,2026-04-23
2026-01-30 15:00:00+00:00,123.11857414509946,669.9004093209142,0.0,19.337995939020857,127.40516324491574,107.3097624649499,213.63651013633287,0.0,0.0,235.21449060495698,0.0,0.0,4.07709414381023,ES,2026-04-23
2026-01-30 16:00:00+00:00,67.64493570212385,698.762440630881,0.0,20.750495676135852,136.7852512545927,92.15908403530783,214.9650539922932,0.0,0.0,264.36299511604983,0.0,0.0,4.519743592615825,ES,2026-04-23
2026-01-30 17:00:00+00:00,8.874668671147269,619.7824666902488,0.0,21.2638987147742,147.8523010258224,76.37350489329089,178.03901308807923,0.0,0.0,304.30645089022516,0.0,0.0,4.557696026411979,ES,2026-04-23
2026-01-30 18:00:00+00:00,0.016888088268408017,625.5347894618329,0.0,23.896644899797344,147.4667867597388,105.43233505967126,267.3722134654357,0.0,0.0,325.33213240261205,0.0,0.0,4.948209862643549,ES,2026-04-23
2026-01-30 19:00:00+00:00,0.01639003922682722,634.1470077251719,0.0,25.175100252406608,131.3333843245665,108.07591866169865,273.30390410734384,0.0,0.0,323.29352374916687,0.0,0.0,4.654771140418929,ES,2026-04-23
2026-01-30 20:00:00+00:00,0.01517215158732821,585.1595424200744,0.0,26.096100730204522,119.75379247878155,92.30737025730481,238.90069889406996,0.0,0.0,289.9549889854294,0.0,0.0,4.612334082547775,ES,2026-04-23
2026-01-30 21:00:00+00:00,0.0,571.2584751385074,0.0,27.36504900135015,138.48418571628102,109.19117859304437,174.42790108943615,0.0,0.0,258.8246415103124,0.0,0.0,4.498568951068485,ES,2026-04-23
2026-01-30 22:00:00+00:00,0.014324024297456753,544.2985992790592,0.0,28.161031768799976,134.25907974006213,93.3353423222282,129.91890037793274,0.0,0.0,214.17281129557338,0.0,0.0,4.239911192047199,ES,2026-04-23
2026-01-30 23:00:00+00:00,0.0,678.1686799751834,0.0,37.80883909346374,148.2062698441663,138.29787234042556,232.83821758329992,0.0,0.0,259.1511258713186,0.0,0.0,5.528995292142623,ES,2026-04-23
2026-01-31 00:00:00+00:00,0.0,743.7412935323383,0.0,43.34328358208955,124.2587064676617,137.35323383084577,202.20895522388057,0.0,0.0,242.76616915422886,0.0,0.0,6.328358208955223,ES,2026-04-23
2026-01-31 01:00:00+00:00,0.0,791.0263896207471,0.0,48.64206673597562,119.18054032499253,80.55741487104262,188.03138841021402,0.0,0.0,265.7476109773986,0.0,0.0,6.8145890596294345,ES,2026-04-23
2026-01-31 02:00:00+00:00,0.0,802.8618626663095,0.0,53.01812661844808,115.05491561746587,58.755246004107526,183.14135190642023,0.0,0.0,280.33753013661936,0.0,0.0,6.830967050629521,ES,2026-04-23
2026-01-31 03:00:00+00:00,0.0,802.8263587669604,0.0,55.77852214315484,115.63218745658583,59.784202645755826,170.39192380717162,0.0,0.0,288.5479215226217,0.0,0.0,7.038883657749718,ES,2026-04-23
2026-01-31 04:00:00+00:00,0.0,717.0363100855793,0.0,51.56321762776933,106.71492761737181,54.980829400943776,134.73934415740223,0.0,0.0,264.09594977205467,0.0,0.0,6.1944213388786675,ES,2026-04-23
2026-01-31 05:00:00+00:00,0.0,721.0249679937548,0.0,55.45639344262295,131.37309601873534,94.58587353629976,169.3084839968774,0.0,0.0,292.0933021077283,0.0,0.0,6.957882903981264,ES,2026-04-23
2026-01-31 06:00:00+00:00,0.0,669.6436736062427,0.0,56.05511018989851,139.13189258389983,175.046483982077,163.15877709025517,0.0,0.0,290.1743530344134,0.0,0.0,6.789709513213644,ES,2026-04-23
2026-01-31 07:00:00+00:00,1.4873698486306766,620.7144347711961,0.0,54.15776095896403,138.54412678274568,169.3633049698136,232.2046810744597,0.0,0.0,276.9570150494356,0.0,0.0,6.496306544754571,ES,2026-04-23
2026-01-31 08:00:00+00:00,37.095798076227666,381.8432342518261,0.0,35.463010052795255,115.94227236566138,84.86200911260578,140.99267809358503,0.0,0.0,189.61825124755916,0.0,0.0,4.38274679973964,ES,2026-04-23
2026-01-31 09:00:00+00:00,52.12480990274093,169.32183023872676,0.0,18.02440170940171,59.359711170055995,29.63795461243737,50.88174771588564,0.0,0.0,92.48941349837902,0.0,0.0,2.0601311523725316,ES,2026-04-23
2026-01-31 10:00:00+00:00,18.17262560973768,38.39347297521784,0.0,4.318361598985154,13.270701632511287,7.2115159249135425,5.544664512134346,0.0,0.0,21.437287252518235,0.0,0.0,0.501370493981908,ES,2026-04-23
2026-01-31 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES,2026-04-23
2026-01-31 12:00:00+00:00,15.04228661813008,23.57343681414322,0.0,3.219629315694674,9.013227102789592,3.8814006992901144,11.190628452934142,0.0,0.0,15.583848593094888,0.0,0.0,0.37054240392328996,ES,2026-04-23
2026-01-31 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES,2026-04-23
2026-01-31 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES,2026-04-23
2026-01-31 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES,2026-04-23
2026-01-31 16:00:00+00:00,27.081401940242817,104.04915903676702,0.33279756608593325,20.50033007089349,74.01417869751155,96.77753221778937,145.26613759650985,0.0,0.0,109.2740808243162,0.0,0.0,2.454382049883758,ES,2026-04-23
2026-01-31 17:00:00+00:00,3.953046356717451,95.29349249094437,0.6416325243179444,16.3136913079459,79.32643024785989,97.6682703395694,113.0822010961729,0.0,0.0,135.19271038243951,0.0,0.0,2.153525254032641,ES,2026-04-23
2026-01-31 18:00:00+00:00,0.00929311323432031,140.37247540440825,1.3753807586794058,20.11029703906915,103.09779822154951,145.39075655094123,198.4544331189102,0.0,0.0,174.29233870967738,0.0,0.0,2.797227083530413,ES,2026-04-23
2026-01-31 19:00:00+00:00,0.0,151.34852867632017,1.8553942851946987,22.30298697460844,111.14194323838966,158.77966970516695,216.57424530017505,0.0,0.0,176.70239594462504,0.0,0.0,2.7448358755199926,ES,2026-04-23
2026-01-31 20:00:00+00:00,0.0,189.68932268058984,2.3837873658844453,26.61153279017729,130.02780337368753,165.85144902174537,244.76149434849967,0.0,0.0,208.26949710253027,0.0,0.0,3.1301133168856508,ES,2026-04-23
2026-01-31 21:00:00+00:00,0.0,164.25346704959546,2.109607497992712,22.823853066518435,99.42837872892346,121.71767061947995,178.7343474769934,0.0,0.0,180.96804953369156,0.0,0.0,2.739626026805015,ES,2026-04-23
2026-01-31 22:00:00+00:00,0.0,144.25931226188226,1.9687494933664784,18.9693854873139,70.56030458807318,94.78237827285257,112.67056526790783,0.0,0.0,151.72280931665273,0.0,0.0,2.291495311951147,ES,2026-04-23
2026-01-31 23:00:00+00:00,0.0,377.4772794849586,4.847905058627332,40.9551019352837,203.92227838610012,244.81920546068028,295.7222085762673,0.0,0.0,326.47731826819904,0.0,0.0,5.77870282988378,ES,2026-04-23
2026-02-01 00:00:00+00:00,0.0,391.243875611278,4.711737988478226,40.67172231654405,200.62580354940283,175.74782697023784,238.94165687170778,0.0,0.0,240.9582807307765,0.0,0.0,5.89909596157474,ES,2026-04-23
2026-02-01 01:00:00+00:00,0.0,465.58662285705594,5.540850940841814,55.18687537078447,236.21755730996819,134.9751289189066,277.8182661738086,0.0,0.0,274.89269687704416,0.0,0.0,6.7820015515903815,ES,2026-04-23
2026-02-01 02:00:00+00:00,0.0,464.1436755402845,5.371535917279471,59.62404868180213,224.31533990559072,73.91233422176552,236.34758036029675,0.0,0.0,267.7388362608779,0.0,0.0,6.7466491121030145,ES,2026-04-23
2026-02-01 03:00:00+00:00,0.0,460.57905551967946,5.058024936664845,58.583453380358655,205.90643286473596,59.65054724885335,225.83974632821688,0.0,0.0,266.7094414915636,0.0,0.0,6.57329822992731,ES,2026-04-23
2026-02-01 04:00:00+00:00,0.0,490.3645238095237,5.620422587883321,63.189277819330165,215.40327391340477,66.54302792321117,262.70271503365746,0.0,0.0,281.391198371146,0.0,0.0,6.360560541843263,ES,2026-04-23
2026-02-01 05:00:00+00:00,0.0,489.16243316827604,2.573410433151825,65.02626918584563,235.20494801520059,86.68580699820684,272.80533378847446,0.0,0.0,290.1520263378683,0.0,0.0,6.814772072976129,ES,2026-04-23
2026-02-01 06:00:00+00:00,0.0,482.1494786578041,1.4306398654600785,64.30726195243052,202.96010891326978,154.41372947865779,288.87003283414754,0.0,0.0,287.34401697765674,0.0,0.0,7.2247313205733965,ES,2026-04-23
2026-02-01 07:00:00+00:00,0.2802001508200842,460.6490479482184,1.1441506158486772,63.06838394708729,260.8663404134984,130.76007038270595,269.48249505121595,0.0,0.0,293.1594077955131,0.0,0.0,6.864903695092063,ES,2026-04-23
2026-02-01 08:00:00+00:00,14.819423414239239,402.283255625684,1.2368259298682216,61.54895581907859,252.76224457670565,200.90550649895803,272.79882464057084,0.0,0.0,287.348395124657,0.0,0.0,6.296568370238219,ES,2026-04-23
2026-02-01 09:00:00+00:00,47.48695868179184,318.20816427920846,1.1799287902624824,58.354723855262066,228.4921752090751,240.80897573900805,330.8975739008032,0.0,0.0,268.54765256272253,0.0,0.0,6.023846981866358,ES,2026-04-23
2026-02-01 10:00:00+00:00,79.88113095315066,296.93344367863654,1.2378674046008822,55.549299781464576,234.2664063207169,246.49034694115065,331.20689744352353,0.0,0.0,244.517495765068,0.0,0.0,5.667111711688413,ES,2026-04-23
2026-02-01 11:00:00+00:00,97.96046400059046,287.4232713763793,1.4576900840170743,52.49529479783008,232.7875708855621,256.6088101066513,335.6562065614506,0.0,0.0,230.2965815014823,0.0,0.0,5.314110686036929,ES,2026-04-23
2026-02-01 12:00:00+00:00,102.43111253698358,272.448579474566,2.477453391794104,50.707589206145514,224.43232452857092,287.5984743164724,324.6533347592058,0.0,0.0,230.01105051153178,0.0,0.0,5.240081274729976,ES,2026-04-23
2026-02-01 13:00:00+00:00,88.15107470368625,298.05357207582733,3.1715538801696335,51.3066801986299,220.97575120519053,296.54934937837555,314.2194352821777,0.0,0.0,222.24437275725836,0.0,0.0,5.328210518684983,ES,2026-04-23
2026-02-01 14:00:00+00:00,67.46442984113826,321.9053656990284,4.279391863059461,51.99278233623098,222.9672888650468,284.36010290047676,315.157093914973,0.0,0.0,226.42372075444098,0.0,0.0,5.449823825605639,ES,2026-04-23
2026-02-01 15:00:00+00:00,39.72948047955734,342.717491546265,4.260682446972027,52.8435290501076,229.33907162619124,282.42237934214575,315.9176145096834,0.0,0.0,227.38395327390103,0.0,0.0,5.385797725176761,ES,2026-04-23
2026-02-01 16:00:00+00:00,13.183058367544689,241.85939771017672,3.0853966392125862,37.827982762577456,163.87026034627843,165.2472142183237,213.7210903434735,0.0,0.0,157.4572251829564,0.0,0.0,3.748374429456613,ES,2026-04-23
2026-02-01 17:00:00+00:00,1.554212409029234,274.8488960157888,3.083754779819909,35.93191069446158,158.98606142839523,128.49389416553598,173.18366843468607,0.0,0.0,220.37745158504995,0.0,0.0,3.540150487233255,ES,2026-04-23
2026-02-01 18:00:00+00:00,0.0,312.47465560589035,2.896502183962647,33.33294713304213,143.65492231581143,132.93786423514965,156.19098376800176,0.0,0.0,215.0826661723303,0.0,0.0,3.429458585811774,ES,2026-04-23
2026-02-01 19:00:00+00:00,0.0,327.38195497164673,2.8072539441917916,32.081298074223795,129.8635674583123,171.80394138453764,119.40935377014206,0.0,0.0,213.41867385323675,0.0,0.0,3.2339565437089437,ES,2026-04-23
2026-02-01 20:00:00+00:00,0.0,373.6911069332877,2.848515923204011,32.746539053153306,120.44664729675837,149.37617501281832,103.93664900586795,0.0,0.0,213.69566455876486,0.0,0.0,3.2587022161453887,ES,2026-04-23
2026-02-01 21:00:00+00:00,0.0,431.5320321089529,2.9555369028337686,34.4142716965964,118.72982846063815,99.601593625498,89.57641245108584,0.0,0.0,219.62003617577167,0.0,0.0,3.570288578623192,ES,2026-04-23
2026-02-01 22:00:00+00:00,0.0,481.9249600446485,3.1710596412897334,36.746239123265426,98.13795377863467,60.313554377330725,76.9679596133844,0.0,0.0,238.99642304472462,0.0,0.0,3.741850376721885,ES,2026-04-23
2026-02-01 23:00:00+00:00,0.0,763.9453125,4.8828125,56.75781250000001,127.03125,143.37890624999997,145.234375,0.0,0.0,252.94921874999997,0.0,0.0,5.8203125,ES,2026-04-23
2026-02-02 00:00:00+00:00,0.0,811.3944100249503,5.256370721314233,60.322110397802135,106.70432564267894,94.48852008634465,149.65938717725882,0.0,0.0,265.8462056011887,0.0,0.0,6.328670348462337,ES,2026-04-23
2026-02-02 01:00:00+00:00,0.0,875.2144589717802,5.546352718452346,63.76087085132817,146.44589717801577,62.78471277288057,75.4082115600781,0.0,0.0,264.02857480920545,0.0,0.0,6.8109211382594825,ES,2026-04-23
2026-02-02 02:00:00+00:00,0.0,908.9633922001473,4.529985283296542,66.40912435614423,116.37693156732894,64.40857247976456,47.80629139072849,0.0,0.0,284.5842531272995,0.0,0.0,6.921449595290656,ES,2026-04-23
2026-02-02 03:00:00+00:00,0.0,919.9201385097721,3.158584330302132,66.8684001185444,112.07125142331269,59.42817925161049,45.273042067663894,0.0,0.0,286.33151877212964,0.0,0.0,6.94888552666469,ES,2026-04-23
2026-02-02 04:00:00+00:00,0.0,866.6372754326022,4.699973232983262,67.83076947300468,135.8032466816772,59.68257467210403,60.296641526664665,0.0,0.0,297.9405142416274,0.0,0.0,7.109004739336493,ES,2026-04-23
2026-02-02 05:00:00+00:00,0.0,826.4543964370766,5.799028855967586,66.08573284260662,123.56570686295736,96.19429066279035,87.47255126341508,0.0,0.0,287.93338075650263,0.0,0.0,6.494912318683697,ES,2026-04-23
2026-02-02 06:00:00+00:00,0.0,776.4735938231828,5.322395219779439,60.696595086364724,139.06354230239722,144.98204578679193,104.23378798416056,0.0,0.0,263.3521154746866,0.0,0.0,5.875924322636502,ES,2026-04-23
2026-02-02 07:00:00+00:00,0.75459358846981,729.8429187680002,4.584156049954095,53.877982216744435,110.11406939745702,170.50042131475354,192.38363538037802,0.0,0.0,233.07509463861254,0.0,0.0,4.867128645630275,ES,2026-04-23
2026-02-02 08:00:00+00:00,37.31684471107741,623.1461450969024,3.679832288855684,47.93817881754723,148.12997613684516,173.93898169004663,240.51049309752673,0.0,0.0,220.68957826891773,0.0,0.0,4.649969892281273,ES,2026-04-23
2026-02-02 09:00:00+00:00,96.8837691076305,556.8502620923443,3.3168806302771583,44.955303054082044,140.7745848896701,184.3105715810289,241.79288427132047,0.0,0.0,201.01839354656454,0.0,0.0,4.597350827081828,ES,2026-04-23
2026-02-02 10:00:00+00:00,131.21734018839433,526.0918825565749,3.3958938972151747,44.13152780203186,134.88490559738673,189.09846505870632,239.70483055809513,0.0,0.0,196.4335958766911,0.0,0.0,4.316558464904622,ES,2026-04-23
2026-02-02 11:00:00+00:00,218.40740702253908,512.6931509980984,3.881204992050544,45.98214749618115,101.53481653902509,182.38546028909002,243.79890474161672,0.0,0.0,187.061610881922,0.0,0.0,4.255297039477103,ES,2026-04-23
2026-02-02 12:00:00+00:00,205.3625111438227,545.3372172578939,3.887380009537039,46.25982211349076,143.3354757116497,147.48719756183525,187.79155350071525,0.0,0.0,216.40267037090783,0.0,0.0,4.136172330147409,ES,2026-04-23
2026-02-02 13:00:00+00:00,148.18337751442382,550.2728832059879,3.6332449711523473,45.96912521440824,150.8498362700764,154.5298612193981,214.17433338531106,0.0,0.0,228.61375331358175,0.0,0.0,3.773584905660377,ES,2026-04-23
2026-02-02 14:00:00+00:00,136.24576387385437,537.0202406725842,3.758078949267518,45.851643573645084,124.3400465468716,179.95653460344954,241.3333567871834,0.0,0.0,221.3262069712059,0.0,0.0,4.14312802193837,ES,2026-04-23
2026-02-02 15:00:00+00:00,119.03866052111748,554.8082651365504,3.8880005016774843,46.78142539115166,136.87956604897627,202.55228420029476,213.8870598563948,0.0,0.0,217.97886683598284,0.0,0.0,4.185871507854388,ES,2026-04-23
2026-02-02 16:00:00+00:00,48.744930395703165,379.98465417077716,2.696481420585334,32.37969966019949,95.77989696371807,142.63948262632906,119.07267346267675,0.0,0.0,175.79743505425847,0.0,0.0,2.9047462457524937,ES,2026-04-23
2026-02-02 17:00:00+00:00,9.039072118188297,381.44452363981947,2.6782435905743105,31.97693254713925,98.70623555584353,111.78427179852697,108.41486857167543,0.0,0.0,253.06162120132186,0.0,0.0,2.8942309769109484,ES,2026-04-23
2026-02-02 18:00:00+00:00,0.010167458033816964,346.4866348764145,2.521529592386607,31.08191920937846,107.23617988266753,115.11595985887567,146.24871635842322,0.0,0.0,248.6756885910953,0.0,0.0,2.623204172724777,ES,2026-04-23
2026-02-02 19:00:00+00:00,0.009691049346823273,303.9985269604993,2.316160793890762,30.623715935961545,114.07334186145674,129.10415939837966,175.12695274644335,0.0,0.0,242.29561576927543,0.0,0.0,2.451835484746288,ES,2026-04-23
2026-02-02 20:00:00+00:00,0.00982434078673321,273.4408771171454,0.52069006169686,30.602821550673948,112.36098557786772,142.64942822336621,198.52045427751796,0.0,0.0,239.36023892796794,0.0,0.0,2.534679922977168,ES,2026-04-23
