,Solar,Wind Onshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Other renewable,Storage,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Fossil Coal-derived gas,Other,bidding_zone,source_download_date
2026-01-02 08:00:00+00:00,3.764595125487011,239.84301709770781,0.0,71.30793793053968,0.0,0.0,0.0,0.0,0.0,0.21004854933670025,0.0,0.0,76.44940129692877,LT,2026-04-23
2026-01-02 09:00:00+00:00,12.881186596052043,330.9766416748103,0.0,93.29458867781601,0.0,0.0,0.0,0.0,0.0,0.2756255239543065,0.0,0.0,93.34695752736732,LT,2026-04-23
2026-01-02 10:00:00+00:00,33.67116569128497,438.5410099216441,0.9122753402320727,114.5501673482713,0.28157131817697284,0.20841396777517648,0.0,5.32802988069759,16.998478179097553,9.229940353327788,0.6109527179981574,0.46840901463795637,113.57458626685633,LT,2026-04-23
2026-01-02 11:00:00+00:00,43.752472071234216,490.9468079433768,2.271278515032891,116.39698062359909,0.7483196074267678,0.5347554554591977,0.0,13.368516488095311,43.65008840506591,25.0196941931592,1.607005511338655,1.1993964606232714,121.50468472558859,LT,2026-04-23
2026-01-02 12:00:00+00:00,27.26780222778552,474.8034230181003,2.5378634290633317,119.08182220327615,0.7042628141964556,0.5053510376801998,0.0,12.224979506060727,39.975635484934266,23.553279137388824,1.5288497635390534,1.1105408835708124,124.98119049440439,LT,2026-04-23
2026-01-02 13:00:00+00:00,12.683868368821036,488.5582800904324,2.8987437818375867,128.49660716428926,0.8033384580135141,0.5573394084482863,0.0,13.809474241157814,44.666195178370835,28.638655715321594,1.724457772250724,1.211295180913936,136.85174464014298,LT,2026-04-23
2026-01-02 14:00:00+00:00,2.9010822392776694,492.62152491761304,2.9001929641511555,132.41170521909225,1.0867346795433872,0.5661080283087722,1.3547715692160787,16.276472130443675,45.94620226121993,28.955232511402865,1.7555233035584221,1.2277739285537423,132.996676247619,LT,2026-04-23
2026-01-02 15:00:00+00:00,0.3070116954662769,473.18122558607087,2.1769121849128674,142.78755116658903,0.8620022650044592,0.42969514414284593,3.7684712790197064,12.795014757831128,35.740319419172295,21.629528134542834,1.3497441111094255,0.9284813327515762,128.36904292338664,LT,2026-04-23
2026-01-02 16:00:00+00:00,0.2706699756953267,483.4435788136468,2.7806780256421257,145.874759998474,1.1494792811903378,0.5651275295018833,4.6395213172164445,15.811067250991059,45.433469579288555,29.90900115789486,1.8029755876272346,1.2296904884867117,128.68998099434458,LT,2026-04-23
2026-01-02 17:00:00+00:00,0.2720232465063797,479.749527474819,2.1475424642828647,137.1827437619046,0.907058486446597,0.4561655360557769,3.5377138539045205,13.579136852504213,37.02561134149891,24.197557537386068,1.454841911579312,0.9913535153849077,116.27372401772682,LT,2026-04-23
2026-01-02 18:00:00+00:00,0.02766233509625834,481.40536378408916,0.9554090072320582,129.03876656658244,0.3722047030863924,0.20177627399709344,1.2148920817574498,5.99494163890828,17.59659633476012,10.707764057120244,0.6423123287989437,0.4432685816882879,109.37404230688333,LT,2026-04-23
2026-01-02 19:00:00+00:00,0.016565730386224796,348.7280663552769,0.0,85.87410040691933,0.0,0.0,0.0,0.0,0.0,0.04601591773951333,0.0,0.0,70.31025158967809,LT,2026-04-23
2026-01-02 20:00:00+00:00,0.07961490225743521,473.5615282975674,0.0,96.3551149370944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.75374186308079,LT,2026-04-23
2026-01-02 21:00:00+00:00,0.06192966601705105,348.6228019282323,0.0,54.03347903332292,0.0,0.0,0.0,0.0,0.0,0.04121774776509221,0.0,0.0,51.115571624662635,LT,2026-04-23
2026-01-02 22:00:00+00:00,0.0731539445923979,421.10587545683023,0.0,49.54034366029122,0.0,0.0,0.0,0.0,0.0,0.1875742169035843,0.0,0.0,57.86805272138253,LT,2026-04-23
2026-01-02 23:00:00+00:00,0.09992586174445513,525.9370750787207,0.0,52.09589137002822,0.0,0.0,0.0,0.0,0.0,0.05372358158304039,0.0,0.0,76.88838410792364,LT,2026-04-23
2026-01-03 00:00:00+00:00,0.08730479746332728,468.0722330128939,0.0,37.69537179184401,0.0,0.0,0.0,0.0,0.0,0.093876126304653,0.0,0.0,69.92621427149417,LT,2026-04-23
2026-01-03 01:00:00+00:00,0.08765025244544987,495.1898579481262,1.1536872837074694,29.304317970051997,0.34239846676914526,0.25605358121940824,0.0,6.660754100933377,20.468483562499042,11.1717405504232,0.8483188577810867,0.5749926019938337,69.99174482404989,LT,2026-04-23
2026-01-03 02:00:00+00:00,0.09719138260936022,594.5462759592992,1.8394304294433839,32.91986158184517,0.5497014664020163,0.41070673753397713,0.0,10.671212806601961,32.72255882171419,17.846237781119036,1.359824426814183,0.9197611653524295,81.34223744126506,LT,2026-04-23
2026-01-03 03:00:00+00:00,0.10179928282865133,633.9408738946453,2.6057981334964686,33.695499086117884,0.7721426919799023,0.5747244693379977,0.0,14.75793330539355,45.90171440213124,24.31024072849308,1.9015779352251525,1.2927569069668126,84.16993916338402,LT,2026-04-23
2026-01-03 04:00:00+00:00,0.08502430151401101,606.9233933032444,2.2479395381903786,36.2826539728653,0.6706802175429721,0.5024335661625208,0.0,13.217180601058338,39.946637980193195,18.85675091460335,1.6656636070436268,1.1540788300877325,79.47256316749414,LT,2026-04-23
2026-01-03 05:00:00+00:00,0.042468274772851256,630.8573452526275,2.466482672137804,43.735511869055735,0.7381145436030456,0.5569248107000839,0.0,14.712801143700906,44.07235298440694,21.763786550687637,1.8435274591843696,1.2403521020209922,86.82033233710213,LT,2026-04-23
2026-01-03 06:00:00+00:00,0.23924904753018203,558.6111399088269,1.0652004555419852,40.33615041924421,0.3369689396155142,0.23021644595349403,0.0,5.808194072873353,17.677895444719073,9.346689754570486,0.7397018898528879,0.49287720663279394,79.89071641463912,LT,2026-04-23
2026-01-03 07:00:00+00:00,3.9064956185033424,525.7650742682993,2.7323050060049803,35.837836784009916,0.8606009486202768,0.5916886094131708,0.0,14.65160122880482,44.660362643648924,22.604153283984335,1.9175915581091925,1.2601245192039434,80.53716553139786,LT,2026-04-23
2026-01-03 08:00:00+00:00,15.40227882228038,560.7028661101871,2.5480003098204596,46.62979978793963,0.7491657580402233,0.5538115919905179,0.0,13.85112809394182,43.08331522884178,22.925850293715815,1.7939379179527954,1.1764700862055495,87.93337599908394,LT,2026-04-23
2026-01-03 09:00:00+00:00,25.991459591743038,464.35599919716105,2.702442608144197,43.08162353400156,2.7373109541109075,0.5249738256503459,0.012715403845109672,13.077298224999701,41.54915656016643,23.841508775779445,1.7024796765366386,1.1191447506572663,79.00388689720431,LT,2026-04-23
2026-01-03 10:00:00+00:00,34.2980621944544,529.6320937449387,2.4682230457981,51.9003127806049,0.6766874169617115,0.532384769741456,0.0,13.247782346060143,40.22640538237191,20.785560133546948,1.7278098377011646,1.1337794508539796,92.04589889696653,LT,2026-04-23
2026-01-03 11:00:00+00:00,28.750461516287228,398.7500569836028,2.3440869474674404,41.12874261667185,0.6379156404544362,0.5008961711612061,0.0,12.468756123878787,37.494708966388906,19.094917863235363,1.6314842522779625,1.0687387025183968,70.32923421605568,LT,2026-04-23
2026-01-03 12:00:00+00:00,17.371359063411617,312.7723286683038,1.9489475789001176,32.89201512278466,0.5426518532913777,0.41551407468967166,0.0,10.290063639041293,32.218174249858194,16.307724066864242,1.3377406041582698,0.8870634219640162,55.56641765673272,LT,2026-04-23
2026-01-03 13:00:00+00:00,4.188794437649243,496.6245832468594,0.0,78.67263919162345,0.0,0.0,0.0,0.0,0.0,0.11858714523743345,0.0,0.0,98.22039597863045,LT,2026-04-23
2026-01-03 14:00:00+00:00,0.839565027296319,456.307072892889,0.0,82.98672391010005,0.0,0.0,0.0,0.0,0.0,0.10919395575305726,0.0,0.0,88.80744421396147,LT,2026-04-23
2026-01-03 15:00:00+00:00,0.16853035189482932,318.93578956706375,0.0,61.874392404085256,0.0,0.0,0.0,0.0,0.0,0.03926158459984375,0.0,0.0,64.8820260923563,LT,2026-04-23
2026-01-03 16:00:00+00:00,0.10768618863236971,207.2079136176432,0.0,42.53821004557206,0.0,0.0,0.0,0.0,0.0,0.10499567447397413,0.0,0.0,42.91619447367838,LT,2026-04-23
2026-01-03 17:00:00+00:00,0.11693261669781259,201.41423330790712,0.0,42.01632096403061,0.0,0.0,0.0,0.0,0.0,0.051740095883987876,0.0,0.0,42.47577301548043,LT,2026-04-23
2026-01-03 18:00:00+00:00,0.082313846764927,308.35561160418143,0.0,68.6371918524426,0.0,0.0,0.0,0.0,0.0,0.08585538124112335,0.0,0.0,69.18902731536993,LT,2026-04-23
2026-01-03 19:00:00+00:00,0.05226619021279246,195.60194811878867,0.0,44.75332448071779,0.0,0.0,0.0,0.0,0.0,0.02776424446894686,0.0,0.0,43.78969696581181,LT,2026-04-23
2026-01-03 20:00:00+00:00,0.06210490066753992,224.17446550352656,0.0,48.37930136732816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.659128228477705,LT,2026-04-23
2026-01-03 21:00:00+00:00,0.04696658049227859,161.24875643610122,0.0,34.37235607952886,0.0,0.0,0.0,0.0,0.0,0.025876903852495095,0.0,0.0,41.106044000025136,LT,2026-04-23
2026-01-03 22:00:00+00:00,0.026888038503654756,87.30639939586511,0.0,12.823320612651736,0.0,0.0,0.0,0.0,0.0,0.057746122960869284,0.0,0.0,23.185645830018622,LT,2026-04-23
2026-01-03 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LT,2026-04-23
2026-01-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LT,2026-04-23
2026-01-04 01:00:00+00:00,0.0009716894570844502,0.8816440655516488,2.0770735216732783,0.0,2.4193770811205217,0.0,0.01338616073890062,0.0,0.0,8.132547481458566,0.0,0.0,0.0,LT,2026-04-23
2026-01-04 02:00:00+00:00,0.007331891044288236,0.3967856309680741,0.7613830478511494,0.0,0.8551137141148573,0.0,0.001973304056688854,0.0,0.0,2.752412411964942,0.0,0.0,0.0,LT,2026-04-23
2026-01-04 03:00:00+00:00,0.005380266277585263,62.814715330734245,0.0,9.160249592349349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.519654810638823,LT,2026-04-23
2026-01-04 04:00:00+00:00,0.008347117573314392,115.81420452430018,0.0,17.343305143852042,0.0,0.0,0.0,0.0,0.0,0.03730555340028779,0.0,0.0,30.871837660874156,LT,2026-04-23
2026-01-04 05:00:00+00:00,0.015157132138468598,164.5239675380643,4.035344083072087,22.859066743580552,11.986429766698594,0.0,0.010313213904843637,0.0,0.0,18.0952999357246,0.0,0.0,42.09942158681654,LT,2026-04-23
2026-01-04 06:00:00+00:00,0.01132552697462227,164.19801012778169,0.0,22.66220612631649,0.0,0.0,0.0,0.0,0.0,0.02311332035637198,0.0,0.0,42.155344898570824,LT,2026-04-23
2026-01-04 07:00:00+00:00,0.09514907872381304,318.2953400302132,0.0,44.0992244214476,0.0,0.0,0.0,0.0,0.0,0.08255885355645383,0.0,0.0,75.72772761605896,LT,2026-04-23
2026-01-04 08:00:00+00:00,1.7835432073946864,459.82540990227136,0.0,63.42411140537729,0.0,0.0,0.0,0.0,0.0,0.22671559003984257,0.0,0.0,106.29021989491673,LT,2026-04-23
2026-01-04 09:00:00+00:00,29.17734150980425,530.0911496570801,2.5525674265180434,64.64386927497223,0.6126370640681398,0.4639218529643766,0.0,12.105465033822817,36.075035735058606,18.666847566856468,1.5861210131705807,1.0516865991538322,112.94835726653064,LT,2026-04-23
2026-01-04 10:00:00+00:00,40.72522978813481,549.0578001285871,2.716079083645207,71.1954405011894,0.6524334353073818,0.5045252222813115,0.0,13.081782860481667,38.93505223391751,21.254645991279826,1.7019924570164877,1.1218203316467856,120.05319796651247,LT,2026-04-23
2026-01-04 11:00:00+00:00,41.98473744414784,545.0750369380079,6.283743922297584,79.96233221510664,19.227738782119694,0.5328823673520975,1.0955435310123809,13.166090984037265,39.054383330125525,40.99554508867171,1.7442050330846057,1.1601484457261546,115.21761191831065,LT,2026-04-23
2026-01-04 12:00:00+00:00,33.942787083622676,549.1845095384073,12.838506559791536,84.42970168143279,53.43469844762683,0.5633033968900776,5.344950753722846,14.097805784735014,42.27978608669506,100.80445350182221,1.8267762803162664,1.225646410455421,117.627074474482,LT,2026-04-23
2026-01-04 13:00:00+00:00,16.090131209149625,533.4959034933553,12.890444782587437,91.26244905277467,54.32823386932585,0.5972779165037592,4.585785857652358,15.388663374507994,49.90917038400755,108.6318636697727,1.930444552709333,1.281513205907998,128.63311863174533,LT,2026-04-23
2026-01-04 14:00:00+00:00,4.831557967270702,529.1570987511133,11.806563919350573,98.0032709063739,54.22001311575127,0.6141513164703238,1.8055969355132069,15.534241586730314,52.518015410910635,89.06416615982018,2.004115467550853,1.3245759694762842,134.96663249366853,LT,2026-04-23
2026-01-04 15:00:00+00:00,0.5061315932633973,517.2511054641549,7.265188468188647,103.75157354099335,26.70006929398225,0.5914505392164059,3.9744668556549096,16.046309658301382,52.75238566298408,57.50591748125175,1.9306214182849952,1.2802045420342938,136.76957548168966,LT,2026-04-23
2026-01-04 16:00:00+00:00,0.03792993251507443,480.859548028191,2.8688507451709815,105.23784414440846,1.0189066738508818,0.5375430893715312,4.185733631597734,15.958382522804428,51.8509694058235,26.69749481473694,1.7567934883791732,1.1696195163327587,133.92038400681747,LT,2026-04-23
2026-01-04 17:00:00+00:00,0.02817399567459256,396.4596927208716,2.007023613947489,90.79286368269949,0.7042717698935884,0.3762782192107159,2.8972414509025475,11.299603891118107,36.285648657264076,18.64997438888296,1.2371388215661052,0.8168683380709668,114.29522044989781,LT,2026-04-23
2026-01-04 18:00:00+00:00,0.026321807153663165,419.5627012479384,0.5791223078544344,110.95661589018675,0.17222994109276457,0.10829119381132091,0.8220590314232039,3.216198209857983,10.040153407353815,5.231932102200921,0.35481205595805343,0.23447151213240472,136.69509129303626,LT,2026-04-23
2026-01-04 19:00:00+00:00,0.02613107271652448,397.0593778875639,0.17711540513718807,109.26413567747129,0.04189932776722088,0.03322695167852146,0.23328497300336024,0.897976288717812,2.974578531666962,1.6384288912172416,0.10798506258724273,0.07118753169494976,136.52467239877777,LT,2026-04-23
2026-01-04 20:00:00+00:00,0.027589648204230783,442.3789305451695,2.0905800060067254,119.88391465601056,0.4972222531686593,0.38974532956943475,0.0,10.28831700984536,35.17152325934783,18.517581068272836,1.2683976806029924,0.8392895015231394,147.47190904227878,LT,2026-04-23
2026-01-04 21:00:00+00:00,0.024824700433241167,428.83850251789033,2.135250552497214,118.93482019897816,0.509225545336029,0.3972796795636383,0.0,10.569921220023277,35.03607294128032,18.573488935726125,1.2824987741430502,0.8534636890672154,147.06965124506135,LT,2026-04-23
2026-01-04 22:00:00+00:00,0.028813963072146242,402.0685582538758,2.373812087916725,108.12884664680831,0.5696459533253982,0.44261730831776014,0.0,12.252066261826537,38.58481584384675,20.30827860380351,1.4332479721122637,0.9527016023250308,156.50659550276976,LT,2026-04-23
2026-01-04 23:00:00+00:00,0.033410462943855926,432.3367490405436,3.34434333992451,101.17075722309954,0.8165236053616729,0.6325638032417243,0.0,17.917162933575614,53.00896147940595,27.241222926179347,2.0383797667757384,1.3876510757477563,217.32227434320072,LT,2026-04-23
2026-01-05 00:00:00+00:00,0.03850059769183356,402.9139280968801,2.7057375451437333,95.90982896702016,0.6585457577934566,0.494200259601398,0.0,14.335280891851724,42.250532276689185,20.17961714035125,1.6348119196377335,1.031960118575214,225.59705642876415,LT,2026-04-23
2026-01-05 01:00:00+00:00,0.022966413354955823,239.6096587375264,0.0,68.86025057242766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.23212427669102,LT,2026-04-23
2026-01-05 02:00:00+00:00,0.02819291755339677,283.63753208571524,0.0,85.13119959224855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.37807540448281,LT,2026-04-23
2026-01-05 03:00:00+00:00,0.03448082843548838,329.3093926355563,1.6066594927569948,106.17349039948297,0.3891798977820067,0.30121234514975875,0.0,9.105516848517858,26.370347605987288,13.137925877538958,0.9731807461054344,0.6830798458599155,253.265533476827,LT,2026-04-23
2026-01-05 04:00:00+00:00,0.0385628017948586,298.7557943032436,1.5575593448361484,119.44745141778039,0.37419221697278593,0.29372778698548824,0.0,9.525118097303796,26.977689208225502,13.712050722550735,0.9333724360170171,0.664823130604472,272.0946585336853,LT,2026-04-23
2026-01-05 05:00:00+00:00,0.040176949815736544,270.422572497429,2.3194530677043725,142.77317265729465,0.5531679831067746,0.4316468505731169,0.0,16.864456838298963,42.27010395542059,21.178172501960425,1.3873823238672551,0.9908713897439527,309.0438229847852,LT,2026-04-23
2026-01-05 06:00:00+00:00,0.03411553437657615,185.89784674162925,0.0,129.49681868431847,0.0,0.0,0.0,0.0,0.0,0.15332824438910628,0.0,0.0,375.64289079528675,LT,2026-04-23
2026-01-05 07:00:00+00:00,3.4027237015686675,142.7330438109557,1.426875605303757,98.93590518564109,0.468406066804657,0.26665430084668235,0.0,13.859145785145447,28.180865903987012,14.831170820537109,0.815422523206944,0.6381989691015384,311.34158732690145,LT,2026-04-23
2026-01-05 08:00:00+00:00,12.772360290322272,131.40094122547563,10.676494397274483,96.18442147846,70.31612561027117,0.19460625160752068,4.498154567504233,10.573110485561074,21.267649313837595,156.15239273448844,0.5936757415124381,0.4718407241551883,309.19822717953,LT,2026-04-23
2026-01-05 09:00:00+00:00,40.54307366033837,152.25580789364017,8.356923491014147,126.45811255001195,40.668965915418326,0.5186652647356056,2.346006356426164,28.331700953050063,59.11729869748641,113.14226928777038,1.5762289279732706,1.2479150677781272,425.7120319343572,LT,2026-04-23
2026-01-05 10:00:00+00:00,51.115791996653456,121.33229299265308,7.7520480141688495,130.22795612625094,31.222351643085112,0.5093204789140652,0.9383455418063723,28.99869861474832,55.70989816150177,99.88419659259341,1.5352723822126886,1.1956143336290124,442.10321312178286,LT,2026-04-23
2026-01-05 11:00:00+00:00,50.73180461174168,106.26782631676181,10.437182745971725,124.9329538792931,46.45496524349359,0.52436478697327,1.1117760238058538,30.710299887957234,58.699169534589544,140.70022466568216,1.5830296899744571,1.215921419567895,454.98048119418746,LT,2026-04-23
2026-01-05 12:00:00+00:00,37.492080579378,99.16230587477095,8.170411498168587,126.0711384715784,42.24478659144766,0.536361076748952,1.0745890797128141,31.26225003831627,61.67494724101222,109.9722194891323,1.6840331231910737,1.2156976933818293,453.214179243161,LT,2026-04-23
2026-01-05 13:00:00+00:00,11.43655545475739,103.48897868373112,9.664584856901785,130.27765935722397,64.31752564565734,0.2385144669348844,0.435302361596708,13.806116312430369,27.317287752590488,136.68685828007887,0.7528682113033747,0.5275389348540088,461.52520968193977,LT,2026-04-23
2026-01-05 14:00:00+00:00,4.373017646885057,80.89694373687487,10.700520977722963,83.30999305567791,67.37897148236928,0.5715737546311249,2.3072354776490354,34.613612460693496,65.6303749913585,142.9684103334626,1.8472292272701285,1.2679371050270376,292.334179750378,LT,2026-04-23
2026-01-05 15:00:00+00:00,4.555106898868967,47.46222842090538,18.746311032055146,35.6442167302414,137.38567553677765,0.5762527262157733,8.22458161230961,34.83489451298465,65.92093437218674,256.7160472698169,1.8567428563984905,1.250640884635799,123.50136714660346,LT,2026-04-23
2026-01-05 16:00:00+00:00,0.09688174085999504,55.50254561642041,2.950179385068988,45.4076979224532,2.677798321868341,0.5343333051945084,4.330991351514703,33.30275424120349,58.172135303307854,32.383042985289585,1.7276961007845313,1.142593993186541,154.67134973284786,LT,2026-04-23
2026-01-05 17:00:00+00:00,0.01734469480407051,61.38520615045108,1.0418801480255702,62.085156293215476,0.3548914921310021,0.19985404307818994,1.0545711387951295,12.375338071147945,20.88647137188948,11.491007895621387,0.6494189690248899,0.4171154460799362,213.9167442857358,LT,2026-04-23
