,Solar,Wind Onshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Other renewable,Storage,Nuclear,Fossil Gas,Waste,Fossil Coal-derived gas,Fossil Oil shale,Fossil Peat,Other,bidding_zone,source_download_date
2026-01-01 17:00:00+00:00,0.015221498249487304,962.3625189657405,0.0,2194.1094812555666,0.0,0.0,0.0,829.1353696153849,0.12926962419946755,0.0,0.0,0.0,0.0,86.19813904085906,FI,2026-04-23
2026-01-01 18:00:00+00:00,0.014950146358535093,845.7027476367069,0.0,1663.1645686521704,0.0,0.0,0.0,829.9596402677663,0.16827004559390146,0.0,0.0,0.0,0.0,80.96482325140383,FI,2026-04-23
2026-01-01 19:00:00+00:00,0.014842632828874039,737.4985185289731,0.0,1368.4885235478698,0.0,0.0,0.0,822.211332170543,0.11540708031089965,0.0,0.0,0.0,0.0,76.27137603947443,FI,2026-04-23
2026-01-01 20:00:00+00:00,0.01491275236378374,760.0230069353381,0.0,1490.3252782218742,0.0,0.0,0.0,824.1866845191169,0.11570238902935659,0.0,0.0,0.0,0.0,77.63441518227785,FI,2026-04-23
2026-01-01 21:00:00+00:00,0.015512968822924977,682.1478961414657,0.0,1606.1528232474898,0.0,0.0,0.0,835.8752612823106,0.13036108254558804,0.0,0.0,0.0,0.0,80.47814527736553,FI,2026-04-23
2026-01-01 22:00:00+00:00,0.01637986462929949,795.7583082401035,0.0,2114.311236174542,0.0,0.0,0.0,843.5959197033601,0.13156517774537743,0.0,0.0,0.0,0.0,86.7615908396197,FI,2026-04-23
2026-01-01 23:00:00+00:00,0.013315063254948347,783.8648224020114,0.0,1377.6956216847032,0.0,0.0,0.0,691.4129607610021,0.07546999415760196,0.0,0.0,0.0,0.0,60.412810094871105,FI,2026-04-23
2026-01-02 00:00:00+00:00,0.007684846815324823,708.5127083292948,0.0,1308.1773569423165,0.0,0.0,0.0,401.615416051395,0.05008454136260577,0.0,0.0,0.0,0.0,38.836749288815966,FI,2026-04-23
2026-01-02 01:00:00+00:00,0.0065092521084899315,724.9123908899576,0.0,1320.8550996203244,0.0,0.0,0.0,351.58183599035306,0.04385180367824796,0.0,0.0,0.0,0.0,36.65031244357806,FI,2026-04-23
2026-01-02 02:00:00+00:00,0.004015887699356356,596.1783030151423,0.0,1406.0882160450976,0.0,0.0,0.0,225.9465237164181,0.028181668065658638,0.0,0.0,0.0,0.0,29.104759667577326,FI,2026-04-23
2026-01-02 03:00:00+00:00,0.004252964811925872,564.63525716737,0.0,1405.0846000810693,0.0,0.0,0.0,241.32752543423618,0.03010948539416547,0.0,0.0,0.0,0.0,30.193254867118583,FI,2026-04-23
2026-01-02 04:00:00+00:00,0.009672334108222783,651.2177693472541,0.0,1411.2387153341933,0.0,0.0,0.0,535.8013503406003,0.08356228171250785,0.0,0.0,0.0,0.0,54.44893036213175,FI,2026-04-23
2026-01-02 05:00:00+00:00,0.013814779576385812,676.2412413579881,0.0,1611.3142704750414,0.0,0.0,0.0,724.9227892230264,0.06780259914790582,0.0,0.0,0.0,0.0,75.8900815652198,FI,2026-04-23
2026-01-02 06:00:00+00:00,0.012097984805542198,616.8927959171058,0.0,1605.9017816748233,0.0,0.0,0.0,579.1684516981583,0.07222677495846089,0.0,0.0,0.0,0.0,70.72764595014885,FI,2026-04-23
2026-01-02 07:00:00+00:00,0.014494911267857015,552.789084249448,0.0,1544.0521591964778,0.0,0.0,0.0,311.409936216975,0.04370325005384025,0.0,0.0,0.0,0.0,45.01562217577757,FI,2026-04-23
2026-01-02 08:00:00+00:00,0.08762837369625485,529.7593514994076,0.0,1559.6286730870725,0.0,0.0,0.0,290.7107508337995,0.04079196690839095,0.0,0.0,0.0,0.0,45.872804239115844,FI,2026-04-23
2026-01-02 09:00:00+00:00,0.23477686904870781,454.42844166491176,0.0,1593.9160493428978,0.0,0.0,0.0,214.93288392195333,0.050249271490481605,0.0,0.0,0.0,0.0,39.03759892969805,FI,2026-04-23
2026-01-02 10:00:00+00:00,0.9646051444382023,467.20012262607634,0.0,1619.7880889202797,0.0,0.0,0.0,261.1447880182038,0.07326381209987015,0.0,0.0,0.0,0.0,44.67913147890191,FI,2026-04-23
2026-01-02 11:00:00+00:00,1.1121436201532149,449.0608632334511,0.0,1655.6616281061629,0.0,0.0,0.0,276.53800955105334,0.08618918795420082,0.0,0.0,0.0,0.0,47.44116630122568,FI,2026-04-23
2026-01-02 12:00:00+00:00,0.4864285315701272,415.6537564236032,0.0,1645.108926402451,0.0,0.0,0.0,200.070230542179,0.04676723481584362,0.0,0.0,0.0,0.0,38.258890865380685,FI,2026-04-23
2026-01-02 13:00:00+00:00,0.15059421681873447,425.54283186638725,0.0,1611.3724295914706,0.0,0.0,0.0,160.52213180993965,0.02750807680182795,0.0,0.0,0.0,0.0,32.434504438581854,FI,2026-04-23
2026-01-02 14:00:00+00:00,0.014833796871750581,403.7449155075396,0.0,1600.9607377602226,0.0,0.0,0.0,108.46289754815749,0.015209817356394786,0.0,0.0,0.0,0.0,26.00140556985194,FI,2026-04-23
2026-01-02 15:00:00+00:00,0.0012797453872311418,357.1882246946503,0.0,1614.4561025354044,0.0,0.0,0.0,59.95186784853625,0.011209448647280072,0.0,0.0,0.0,0.0,20.16631572737406,FI,2026-04-23
2026-01-02 16:00:00+00:00,0.0026146885831820005,393.0547283137796,0.0,1634.9274140755101,0.0,0.0,0.0,136.96699296554203,0.034151034555846546,0.0,0.0,0.0,0.0,29.414098922029382,FI,2026-04-23
2026-01-02 17:00:00+00:00,0.004014370934069765,446.45093187737666,0.0,1631.8526450311117,0.0,0.0,0.0,209.69569392468705,0.03597399615052336,0.0,0.0,0.0,0.0,38.43574079973986,FI,2026-04-23
2026-01-02 18:00:00+00:00,0.0041572698396406624,499.5015922836332,0.0,1589.181567393033,0.0,0.0,0.0,224.91356069144547,0.0456071796753828,0.0,0.0,0.0,0.0,39.253515182373626,FI,2026-04-23
2026-01-02 19:00:00+00:00,0.0049369829636775105,575.8698299609774,0.0,1531.0503657010267,0.0,0.0,0.0,264.0051639826549,0.037027372227581325,0.0,0.0,0.0,0.0,42.657676000149394,FI,2026-04-23
2026-01-02 20:00:00+00:00,0.005364410173640547,569.7117357451634,0.0,1555.3032928770076,0.0,0.0,0.0,283.3203299115341,0.03973637165659665,0.0,0.0,0.0,0.0,44.819540684465004,FI,2026-04-23
2026-01-02 21:00:00+00:00,0.004654739288366529,511.5169191540705,0.0,1568.846180814086,0.0,0.0,0.0,248.9897624335396,0.04266844347669319,0.0,0.0,0.0,0.0,40.29981441553856,FI,2026-04-23
2026-01-02 22:00:00+00:00,0.003009044249278654,449.3554022400186,0.0,1556.704509336576,0.0,0.0,0.0,155.45315924442397,0.021795893958557654,0.0,0.0,0.0,0.0,26.462124240773534,FI,2026-04-23
2026-01-02 23:00:00+00:00,0.012553042059915876,690.3870242776543,0.0,1663.9295374465846,0.0,0.0,0.0,647.4143218210429,0.06049658824055844,0.0,0.0,0.0,0.0,66.34606682441763,FI,2026-04-23
2026-01-03 00:00:00+00:00,0.012798766934675413,699.4968257537894,0.0,1671.5641805080868,0.0,0.0,0.0,654.8277489047874,0.08158576532064009,0.0,0.0,0.0,0.0,67.06686030108143,FI,2026-04-23
2026-01-03 01:00:00+00:00,0.011947857643196152,641.9682268753912,0.0,1675.879286387335,0.0,0.0,0.0,578.9976900148113,0.07213800841175036,0.0,0.0,0.0,0.0,59.59571085640758,FI,2026-04-23
2026-01-03 02:00:00+00:00,0.010379675706683881,616.6331917292982,0.0,1649.6749704881072,0.0,0.0,0.0,500.171840244782,0.06231700236658239,0.0,0.0,0.0,0.0,52.17230085973915,FI,2026-04-23
2026-01-03 03:00:00+00:00,0.011363856093228977,680.0206334467024,0.0,1622.6272817174067,0.0,0.0,0.0,565.7262312458643,0.07047352615955955,0.0,0.0,0.0,0.0,57.81901620777352,FI,2026-04-23
2026-01-03 04:00:00+00:00,0.01045178001058578,628.2284273532175,0.0,1626.0986644686666,0.0,0.0,0.0,504.59307855617504,0.07858481210966752,0.0,0.0,0.0,0.0,52.490793029820566,FI,2026-04-23
2026-01-03 05:00:00+00:00,0.009830724182774224,583.0950458677316,0.0,1648.60445669636,0.0,0.0,0.0,462.3681263986118,0.043211974429776805,0.0,0.0,0.0,0.0,50.57932833868349,FI,2026-04-23
2026-01-03 06:00:00+00:00,0.06277453174387587,590.4771840170257,0.0,1647.4093292145783,0.0,0.0,0.0,467.12546368667984,0.05820878052170466,0.0,0.0,0.0,0.0,55.26703976945052,FI,2026-04-23
2026-01-03 07:00:00+00:00,0.11685263047917951,559.1035069628481,0.0,1604.160616824239,0.0,0.0,0.0,374.3482473434793,0.05247872626310457,0.0,0.0,0.0,0.0,52.04329751269164,FI,2026-04-23
2026-01-03 08:00:00+00:00,0.24701666916188147,567.5824816315854,0.0,1612.1845693324346,0.0,0.0,0.0,366.85271879391865,0.051427951232792334,0.0,0.0,0.0,0.0,56.306785621666414,FI,2026-04-23
2026-01-03 09:00:00+00:00,0.9587510006508458,583.0121288967906,0.0,1639.5037630572144,0.0,0.0,0.0,435.40374859075536,0.10172984780157836,0.0,0.0,0.0,0.0,64.61987860678687,FI,2026-04-23
2026-01-03 10:00:00+00:00,1.0563854208753238,538.4881448473614,0.0,1603.6865845430698,0.0,0.0,0.0,326.07711868807036,0.091437733858627,0.0,0.0,0.0,0.0,52.475328766764484,FI,2026-04-23
2026-01-03 11:00:00+00:00,1.0482964178497676,495.56960281120445,0.0,1626.9490019451566,0.0,0.0,0.0,298.02593056208946,0.0882558086140851,0.0,0.0,0.0,0.0,48.44391245508573,FI,2026-04-23
2026-01-03 12:00:00+00:00,0.5321850714569937,438.99109905368357,0.0,1631.2411867774472,0.0,0.0,0.0,224.57979854138276,0.04901195915166576,0.0,0.0,0.0,0.0,39.13171859687795,FI,2026-04-23
2026-01-03 13:00:00+00:00,0.11862239344474856,404.57734300544035,0.0,1626.9359927113642,0.0,0.0,0.0,170.9910753407115,0.026650728700235583,0.0,0.0,0.0,0.0,31.87531582033885,FI,2026-04-23
2026-01-03 14:00:00+00:00,0.020553771993883876,365.5424485884296,0.0,1630.7361809403876,0.0,0.0,0.0,118.71607100337789,0.014800195855181908,0.0,0.0,0.0,0.0,24.46994549995587,FI,2026-04-23
2026-01-03 15:00:00+00:00,0.017608161574343303,334.01852858419255,0.0,1661.1979485969487,0.0,0.0,0.0,119.22668387517767,0.016774115286487402,0.0,0.0,0.0,0.0,24.622456666819964,FI,2026-04-23
2026-01-03 16:00:00+00:00,0.015337701388681381,298.07834471814704,0.0,1683.4651178162387,0.0,0.0,0.0,101.43843246304839,0.03666065283862528,0.0,0.0,0.0,0.0,22.0661066483387,FI,2026-04-23
2026-01-03 17:00:00+00:00,0.0186266852645106,282.6911400980265,0.0,1734.0739226028013,0.0,0.0,0.0,155.62491853610098,0.03171537766059434,0.0,0.0,0.0,0.0,29.90967670014644,FI,2026-04-23
2026-01-03 18:00:00+00:00,0.0033849191798118647,259.466283717176,0.0,1741.024826594841,0.0,0.0,0.0,163.01058155409768,0.025450520148961386,0.0,0.0,0.0,0.0,30.644472694556466,FI,2026-04-23
2026-01-03 19:00:00+00:00,0.005892466472498628,281.1491327840449,0.0,1466.9985955281084,0.0,0.0,0.0,284.34473549245257,0.0354434073533752,0.0,0.0,0.0,0.0,46.54120032156835,FI,2026-04-23
2026-01-03 20:00:00+00:00,0.006058085657545967,308.58785167953556,0.0,1690.3020458897906,0.0,0.0,0.0,294.0862753984507,0.036646264847158966,0.0,0.0,0.0,0.0,47.98112268171835,FI,2026-04-23
2026-01-03 21:00:00+00:00,0.007112988453105419,286.2420070116929,0.0,1625.3009513070278,0.0,0.0,0.0,354.05037873945656,0.06065338991020125,0.0,0.0,0.0,0.0,55.26389656345938,FI,2026-04-23
2026-01-03 22:00:00+00:00,0.004083606799358442,209.34867459560843,0.0,1799.1719378427051,0.0,0.0,0.0,206.4311468652063,0.028938945822225188,0.0,0.0,0.0,0.0,35.540218143859,FI,2026-04-23
2026-01-03 23:00:00+00:00,0.0004673581827009337,127.01401085423208,0.0,1685.7575890267744,0.0,0.0,0.0,22.187851320685365,0.0020733080193756762,0.0,0.0,0.0,0.0,11.413008132106032,FI,2026-04-23
2026-01-04 00:00:00+00:00,0.0,99.3261465777332,0.0,1744.6263540562732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.222499365993382,FI,2026-04-23
2026-01-04 01:00:00+00:00,0.0,103.47809080098371,0.0,1728.1413772683488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.080531930667647,FI,2026-04-23
2026-01-04 02:00:00+00:00,0.0,78.69327401307388,0.0,1596.7485621216927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.433163865233558,FI,2026-04-23
2026-01-04 03:00:00+00:00,0.0,72.09804272420183,0.0,1522.4718855303747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.130071745423434,FI,2026-04-23
2026-01-04 04:00:00+00:00,0.0,83.55671535919858,0.0,1566.2347239724818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.383560668319683,FI,2026-04-23
2026-01-04 05:00:00+00:00,0.0,78.27109132429328,0.0,1479.0900423679057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.613866307800785,FI,2026-04-23
2026-01-04 06:00:00+00:00,0.0,60.78387362282485,0.0,1537.2767979225323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.539328454642531,FI,2026-04-23
2026-01-04 07:00:00+00:00,0.0,72.9387699923385,0.0,1740.1889705885703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.697259419091198,FI,2026-04-23
2026-01-04 08:00:00+00:00,0.00023589100108260613,102.1111991481326,0.0,1760.1313704080064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.607194552859884,FI,2026-04-23
2026-01-04 09:00:00+00:00,0.003510450544810015,178.50020840762676,0.0,1754.48409927998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.512181861848175,FI,2026-04-23
2026-01-04 10:00:00+00:00,0.8644938910889832,272.5992101690807,0.0,1752.978333520344,0.0,0.0,0.0,284.8576589833593,0.07097045381086499,0.0,0.0,0.0,0.0,48.42933298231586,FI,2026-04-23
2026-01-04 11:00:00+00:00,1.9085185503278066,364.74763473409166,0.0,1840.2209770294332,0.0,0.0,0.0,572.9211352403432,0.1606070773139103,0.0,0.0,0.0,0.0,85.21612736849002,FI,2026-04-23
2026-01-04 12:00:00+00:00,1.5817353846931252,399.2942481824763,0.0,1891.4900970829249,0.0,0.0,0.0,673.7919273867126,0.1364163690395151,0.0,0.0,0.0,0.0,99.60557559415389,FI,2026-04-23
2026-01-04 13:00:00+00:00,0.4536285104433975,420.00618698496766,0.0,1896.45826176025,0.0,0.0,0.0,705.8398053918108,0.13193267390501137,0.0,0.0,0.0,0.0,103.41018467862295,FI,2026-04-23
2026-01-04 14:00:00+00:00,0.031145135416115265,428.38223242312364,0.0,1887.2369401761728,0.0,0.0,0.0,720.4346819316896,0.08978777777618815,0.0,0.0,0.0,0.0,107.67521255582194,FI,2026-04-23
2026-01-04 15:00:00+00:00,0.014062518273876137,403.0524172538136,0.0,1908.3305023112491,0.0,0.0,0.0,723.8110608140977,0.09018047790862453,0.0,0.0,0.0,0.0,108.27677662465729,FI,2026-04-23
2026-01-04 16:00:00+00:00,0.014464362555844159,389.3036983001833,0.0,1917.3189335921597,0.0,0.0,0.0,723.9512143934787,0.18045208646667177,0.0,0.0,0.0,0.0,108.53123726515545,FI,2026-04-23
2026-01-04 17:00:00+00:00,0.0140698421253916,369.6927567675529,0.0,1926.5797768429695,0.0,0.0,0.0,725.5292083936874,0.13561293614835276,0.0,0.0,0.0,0.0,108.6985752175161,FI,2026-04-23
2026-01-04 18:00:00+00:00,0.012639047662086811,345.45470483777626,0.0,1908.4977020336105,0.0,0.0,0.0,677.7062633675108,0.10554528319070407,0.0,0.0,0.0,0.0,102.1231454302493,FI,2026-04-23
2026-01-04 19:00:00+00:00,0.013606649865753245,373.48701508796717,0.0,1797.317862521584,0.0,0.0,0.0,740.524622354808,0.0922484736661237,0.0,0.0,0.0,0.0,108.96464491210911,FI,2026-04-23
2026-01-04 20:00:00+00:00,0.01385818491404104,414.08237506738067,0.0,1839.0848132142385,0.0,0.0,0.0,747.8761640165678,0.09316426832968769,0.0,0.0,0.0,0.0,108.82462524856936,FI,2026-04-23
2026-01-04 21:00:00+00:00,0.0140415405900451,457.5216554853075,0.0,1707.108673299031,0.0,0.0,0.0,757.5352150259625,0.12979575335335808,0.0,0.0,0.0,0.0,100.64061889575558,FI,2026-04-23
2026-01-04 22:00:00+00:00,0.014536992156731229,539.2701400800507,0.0,1712.6905454814232,0.0,0.0,0.0,766.4308226205976,0.09552027700521548,0.0,0.0,0.0,0.0,99.19843454876677,FI,2026-04-23
2026-01-04 23:00:00+00:00,0.014363569678225116,530.5793104640896,0.0,1653.7403109919067,0.0,0.0,0.0,768.4509777850437,0.05984820699260465,0.0,0.0,0.0,0.0,102.13018898228874,FI,2026-04-23
2026-01-05 00:00:00+00:00,0.014033378672747045,496.58469161477495,0.0,1661.881713177046,0.0,0.0,0.0,768.5144943088168,0.05984383229316437,0.0,0.0,0.0,0.0,102.42022368839605,FI,2026-04-23
2026-01-05 01:00:00+00:00,0.014584030881889245,442.20364463289354,0.0,1717.2337644568936,0.0,0.0,0.0,786.8023383338567,0.07353292881624829,0.0,0.0,0.0,0.0,104.42213561665783,FI,2026-04-23
2026-01-05 02:00:00+00:00,0.013475038408485143,383.4246917428485,0.0,1741.302391145079,0.0,0.0,0.0,737.9379242719242,0.09194056056962145,0.0,0.0,0.0,0.0,100.60457724117056,FI,2026-04-23
2026-01-05 03:00:00+00:00,0.008546156528824103,329.26528668661257,0.0,1679.5696388657896,0.0,0.0,0.0,461.0615539079895,0.05745315313495196,0.0,0.0,0.0,0.0,66.23752122994449,FI,2026-04-23
2026-01-05 04:00:00+00:00,0.011679749146545917,338.2058421009417,0.0,1727.1976707298782,0.0,0.0,0.0,612.1142001699983,0.0667414236945481,0.0,0.0,0.0,0.0,90.05386582634094,FI,2026-04-23
2026-01-05 05:00:00+00:00,0.008531023357430547,273.3598549557768,0.0,1720.1946328905346,0.0,0.0,0.0,447.93978675948205,0.03489171107333557,0.0,0.0,0.0,0.0,74.88730265977543,FI,2026-04-23
2026-01-05 06:00:00+00:00,0.008210257987085768,274.47887049824095,0.0,1700.6976409420993,0.0,0.0,0.0,416.61380252255765,0.045432257636047725,0.0,0.0,0.0,0.0,72.6810435214789,FI,2026-04-23
2026-01-05 07:00:00+00:00,0.03344735608391959,263.8217847920692,0.0,1717.2951973894255,0.0,0.0,0.0,448.80588090464636,0.06287753624131098,0.0,0.0,0.0,0.0,77.43081202153351,FI,2026-04-23
2026-01-05 08:00:00+00:00,0.6590737886888166,263.259694116498,0.0,1827.2220374376889,0.0,0.0,0.0,748.8203840050154,0.0932818914986005,0.0,0.0,0.0,0.0,120.64552876061018,FI,2026-04-23
2026-01-05 09:00:00+00:00,1.9241067193201755,235.87762805941347,0.0,1852.5617771393713,0.0,0.0,0.0,766.1689859660707,0.14311998492516886,0.0,0.0,0.0,0.0,124.19938213089932,FI,2026-04-23
2026-01-05 10:00:00+00:00,3.3319320251443925,206.69931765085954,0.0,1877.4466029359107,0.0,0.0,0.0,781.006431034738,0.1702068809851546,0.0,0.0,0.0,0.0,127.19550947236246,FI,2026-04-23
2026-01-05 11:00:00+00:00,3.7561914918492962,195.65956413784238,0.0,1886.1504638692988,0.0,0.0,0.0,782.8191378489704,0.14627576540310874,0.0,0.0,0.0,0.0,127.41836688663635,FI,2026-04-23
2026-01-05 12:00:00+00:00,2.3093017119105212,176.49309293955594,0.0,1884.101532809542,0.0,0.0,0.0,728.0254657523482,0.1360159674455578,0.0,0.0,0.0,0.0,120.00959081919787,FI,2026-04-23
2026-01-05 13:00:00+00:00,0.8839699605521878,165.75416807933587,0.0,1982.3312468363056,0.0,0.0,0.0,697.8366478389455,0.10884989047558033,0.0,0.0,0.0,0.0,116.38511739438532,FI,2026-04-23
2026-01-05 14:00:00+00:00,0.058748417935534675,181.63561077452488,0.0,1963.2596913112402,0.0,0.0,0.0,679.7803364015805,0.06379918689831819,0.0,0.0,0.0,0.0,113.97681390782063,FI,2026-04-23
2026-01-05 15:00:00+00:00,0.013109398205382492,176.3318790668581,0.0,1932.4568195162126,0.0,0.0,0.0,650.735253829899,0.050910284292747535,0.0,0.0,0.0,0.0,109.86202790453193,FI,2026-04-23
2026-01-05 16:00:00+00:00,0.005245440985922216,131.40364473941764,0.0,1847.6785165693323,0.0,0.0,0.0,260.4183206370082,0.061111933816569514,0.0,0.0,0.0,0.0,52.10816067943907,FI,2026-04-23
2026-01-05 17:00:00+00:00,0.004261277020498357,117.74182365215424,0.0,1830.2866885267083,0.0,0.0,0.0,220.79280691634807,0.04140512084694759,0.0,0.0,0.0,0.0,46.30801450692206,FI,2026-04-23
2026-01-05 18:00:00+00:00,0.014515776138989155,140.54903640011696,0.0,1880.31545457218,0.0,0.0,0.0,759.9261127977962,0.08311691858725896,0.0,0.0,0.0,0.0,124.93676353518023,FI,2026-04-23
2026-01-05 19:00:00+00:00,0.014515520076172015,128.30415250573685,0.0,1887.6079825887168,0.0,0.0,0.0,767.643082375411,0.07197778550167941,0.0,0.0,0.0,0.0,126.98328922455741,FI,2026-04-23
2026-01-05 20:00:00+00:00,0.015935457386983088,164.82707284181137,0.0,1960.9861568434042,0.0,0.0,0.0,793.7965971523639,0.09920907322635387,0.0,0.0,0.0,0.0,130.75002863180774,FI,2026-04-23
2026-01-05 21:00:00+00:00,0.01623053604610531,170.0285399346352,0.0,1932.7840281428998,0.0,0.0,0.0,791.6791753688851,0.13602734971973973,0.0,0.0,0.0,0.0,127.7559986678139,FI,2026-04-23
2026-01-05 22:00:00+00:00,0.016474964162552192,159.31770292649088,0.0,1872.3117346832505,0.0,0.0,0.0,795.9349606440613,0.06264244928727068,0.0,0.0,0.0,0.0,126.60648433274756,FI,2026-04-23
2026-01-05 23:00:00+00:00,0.014883413659757004,128.50862492978297,0.0,1925.5717087669975,0.0,0.0,0.0,803.1282054852101,0.0512117459260456,0.0,0.0,0.0,0.0,124.77536565842351,FI,2026-04-23
2026-01-06 00:00:00+00:00,0.014785252660721374,129.53720311170525,0.0,1897.369527643182,0.0,0.0,0.0,802.0757979345583,0.051539007096196514,0.0,0.0,0.0,0.0,114.37614705079727,FI,2026-04-23
2026-01-06 01:00:00+00:00,0.01482200485465816,125.52767529365255,0.0,1855.42836262599,0.0,0.0,0.0,798.1569926035276,0.051000446811727,0.0,0.0,0.0,0.0,111.9961470251636,FI,2026-04-23
2026-01-06 02:00:00+00:00,0.014431656335815937,121.40976469735034,0.0,1869.5052541522293,0.0,0.0,0.0,801.5789807901903,0.049764332192468744,0.0,0.0,0.0,0.0,109.46680437170227,FI,2026-04-23
2026-01-06 03:00:00+00:00,0.013503416911914532,127.35434255700093,0.0,1897.9439736246982,0.0,0.0,0.0,804.4873516981154,0.06082620230592132,0.0,0.0,0.0,0.0,108.39000250096757,FI,2026-04-23
2026-01-06 04:00:00+00:00,0.013599317326305016,123.64100311203865,0.0,1896.3797628191073,0.0,0.0,0.0,808.4974672399743,0.0722087645644514,0.0,0.0,0.0,0.0,107.87095874698907,FI,2026-04-23
2026-01-06 05:00:00+00:00,0.012890085237110847,116.35883554242199,0.0,1876.0693689473824,0.0,0.0,0.0,802.1691007279815,0.05967632054217985,0.0,0.0,0.0,0.0,112.35512837643473,FI,2026-04-23
