,Solar,Wind Onshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Other,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.06906151118193965,162.33041620973148,1.7124910850175745,0.569029276322353,17.563084733919464,0.0,25.08400783288993,172.79849373554313,0.7058956627052299,284.7491121882726,0.0,0.044166810800867325,1.3742409536154383,MK,2026-04-23
2026-01-01 01:00:00+00:00,0.09657788385641314,178.37874250805075,1.6763988008787354,0.6011578194912395,18.06423926388154,0.0,24.954409343322272,173.27508661398738,0.7024218442937366,258.85377132764677,0.0,0.0441117410774406,1.3530828535137591,MK,2026-04-23
2026-01-01 02:00:00+00:00,0.06242104638958754,203.23078700195995,1.5850431417073951,0.6494927629405602,18.261519013893636,0.0,24.549071602293367,172.8640746914517,0.6917730920490721,237.74677503177858,0.0,0.0486949639248715,1.3103476516113184,MK,2026-04-23
2026-01-01 03:00:00+00:00,0.19487118589800562,207.50715100218736,1.5319229268120163,0.6557364081518174,19.39027579135049,0.0,24.66910682414136,164.70541952829916,0.696869959987294,200.3449614158216,0.0,0.047801778638183225,1.2558831787127802,MK,2026-04-23
2026-01-01 04:00:00+00:00,0.22131072116095324,184.26653361537342,1.3929251052368683,5.581261635143979,22.24983980411083,0.7218367346938775,24.81216488316771,147.6861619269606,0.698448807513722,183.19267625696395,0.0,0.0487248018831679,1.1281157077909136,MK,2026-04-23
2026-01-01 05:00:00+00:00,0.7818814336281281,171.88769188387903,1.6631871514036827,8.662988649530135,30.95395115873664,4.423963133640553,14.374561100117623,168.01806414371762,0.40464326662129957,147.36545622360106,0.0,0.028202362629669395,1.435409492494624,MK,2026-04-23
2026-01-01 06:00:00+00:00,48.82346582295888,142.03984028898134,1.2311690300604956,7.065996535157741,22.433818035049548,1.465753424657534,10.295843677126701,127.03455769092406,0.28835083922215127,107.23716553588548,0.0,0.020006506089345934,1.0640326138867517,MK,2026-04-23
2026-01-01 07:00:00+00:00,143.17487824925223,101.20311755671621,0.4026624081978151,3.224433030527258,6.377646763220183,0.0,0.6456243602877899,54.267334625854666,0.018174227694066153,60.32049759875406,0.0,0.0012603562724916339,0.36437082322321773,MK,2026-04-23
2026-01-01 08:00:00+00:00,185.2397774327122,74.01918874996001,0.057886670227411535,1.0060817805383024,0.9905052461134862,0.0,0.0,20.766833220290703,0.0,34.86827208217795,0.0,0.0,0.051454817979921366,MK,2026-04-23
2026-01-01 09:00:00+00:00,214.305149479784,62.26234689845911,0.0,1.0503094955880417,0.0,0.0,0.0,17.267088107467405,0.0,24.115106018701436,0.0,0.0,0.0,MK,2026-04-23
2026-01-01 10:00:00+00:00,208.71843418191122,48.392989637968526,0.0,0.9466547268773187,0.0,0.0,0.0,15.335806575412564,0.0,22.606114877830368,0.0,0.0,0.0,MK,2026-04-23
2026-01-01 11:00:00+00:00,219.4195250659631,44.7778364116095,0.0,0.9345646437994723,0.0,0.0,0.0,16.17203166226913,0.0,26.69604221635884,0.0,0.0,0.0,MK,2026-04-23
2026-01-01 12:00:00+00:00,257.5935151068533,53.123259911718,0.13978283183931187,0.333382461311717,1.421125457033004,0.0,0.0,32.77296508934914,0.0,45.49560059225607,0.0,0.0,0.12036854963940745,MK,2026-04-23
2026-01-01 13:00:00+00:00,238.24733183340447,62.49013557308719,0.4096375846450173,0.4604132989348368,4.647427642405722,0.0,0.8269889481171471,63.09280903973873,0.02326946942827862,117.45261941124126,0.0,0.0015809909232648001,0.3477862080741127,MK,2026-04-23
2026-01-01 14:00:00+00:00,90.03421421899388,71.40784167251856,0.8925460353770793,5.581818905809528,18.173878814766024,0.5515667150861174,9.812490150553,108.22243466153272,0.2753538024431666,251.38254401643655,0.0,0.01879959948264863,0.6465114070007395,MK,2026-04-23
2026-01-01 15:00:00+00:00,3.5001193764757446,69.40634984016735,1.2111182289197926,30.877531287649262,23.748177453153733,17.28054298642534,11.801410851334632,131.97777407069032,0.3336880055299345,270.98497729975975,0.0,0.022444152680411018,0.8558664472137315,MK,2026-04-23
2026-01-01 16:00:00+00:00,2.820284063590938,56.18587107090561,1.2170896401373237,49.17586578984142,26.242304884673782,27.87850291517773,11.794985997821486,126.94756815276185,0.33317261334509013,264.5134355637313,0.0,0.02181422087761213,0.8691050871358491,MK,2026-04-23
2026-01-01 17:00:00+00:00,2.4705636629384315,51.97843792240546,1.261633084780454,54.954157172841285,25.976585885039402,46.357054125998225,13.129213154815293,129.61272346135277,0.3724945139989294,239.94057770792654,0.0,0.025705136275047447,0.9208541716281654,MK,2026-04-23
2026-01-01 18:00:00+00:00,1.3429940785558017,51.15320210810149,1.3820642469912412,49.78161848806199,25.270051050064204,43.588812204867416,15.661512816559616,139.71292182670777,0.44141836562807724,240.6565740016523,0.0,0.031029404895294575,0.9778014079147554,MK,2026-04-23
2026-01-01 19:00:00+00:00,0.30764894270340637,50.56924066015524,1.175840158604588,37.559214226092166,21.025081937163204,52.53733031674208,16.196782659178222,127.8552977523145,0.457614220426667,264.44410388508163,0.0,0.03247286515584209,0.8393723763824463,MK,2026-04-23
2026-01-01 20:00:00+00:00,0.23678599314146545,58.52712228314137,1.234507546459643,33.38368373241729,17.192320361500556,21.12878497508624,15.893595959762841,139.286241017922,0.44811419723108364,319.7263891474408,0.0,0.03133949107937521,0.9111152948173872,MK,2026-04-23
2026-01-01 21:00:00+00:00,1.146771823921136,73.51422842077227,1.3222419508944148,27.344337714293005,16.01973003903751,5.328005946850028,16.256413357754333,155.96946965001663,0.4592737813339063,355.57193356486493,0.0,0.031455908199989044,1.0361378420618854,MK,2026-04-23
2026-01-01 22:00:00+00:00,0.03117035197721583,97.26281635660936,1.656405919684192,15.125893940485794,14.12471979062951,4.92207527975585,17.1076400049225,176.667819852043,0.4832327513826355,325.34717628141715,0.0,0.03184350802362074,1.2392059630691488,MK,2026-04-23
2026-01-01 23:00:00+00:00,0.9383930987073443,101.30769002163629,3.7262039533331275,0.5900027231331592,33.5839130728701,0.0,49.18543000011713,312.60527718220993,1.3843505959585225,182.93217389488666,0.0,0.09139118318816837,2.655174273959545,MK,2026-04-23
2026-01-02 00:00:00+00:00,0.020498703512070896,100.84528584352594,3.6027851058392413,0.543416501716266,39.383303406171436,0.0,55.087217368568055,304.3941280108159,1.551657407912431,157.87108798295077,0.0,0.10350545989609176,2.5971142090917296,MK,2026-04-23
2026-01-02 01:00:00+00:00,0.017220371910094304,88.85585130668258,3.7221004346613777,0.45284386834134277,53.13778819477709,0.0,59.171907945802154,318.72719841126803,1.6694462734936475,104.20262236555533,0.0,0.10933516214846695,2.933685665359909,MK,2026-04-23
2026-01-02 02:00:00+00:00,0.03303478512794448,82.08400795746667,3.4840982638518643,0.4096900999218102,39.28559316746328,0.0,59.40313685444252,298.95303517903943,1.6705491907599157,73.92212915070121,0.0,0.11913463665653479,2.6355907145688056,MK,2026-04-23
