,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Other renewable,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Other,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.017776914584396133,1.5354998684388068,0.0,0.0,65.14276926676186,127.15791377849776,0.0,0.0,40.46696893404753,366.67907123766963,0.0,0.0,0.0,0.0,0.0,0.0,IT_NORD,2026-04-23
2026-01-01 01:00:00+00:00,0.007268765680571149,0.5041203191208848,0.0,0.0,64.66262737977961,123.09380044502738,0.0,0.0,38.82466970749617,354.90751338289544,0.0,0.0,0.0,0.0,0.0,0.0,IT_NORD,2026-04-23
2026-01-01 02:00:00+00:00,0.0,0.22954732784465565,0.0,0.0,83.96109657578586,164.16813153205584,0.0,0.0,52.809580520367454,472.8316440439462,0.0,0.0,0.0,0.0,0.0,0.0,IT_NORD,2026-04-23
2026-01-01 03:00:00+00:00,0.0,0.2447274280765349,0.0,0.0,65.36829910168453,141.70213296877773,0.0,0.0,45.76921021611524,407.1656302853459,0.0,0.0,0.0,0.0,0.0,0.0,IT_NORD,2026-04-23
2026-01-01 04:00:00+00:00,0.0,0.42456585349642634,0.0,0.0,88.57415163727545,159.96637729350996,0.0,0.0,50.556470093158545,457.9784351225597,0.0,0.0,0.0,0.0,0.0,0.0,IT_NORD,2026-04-23
2026-01-01 05:00:00+00:00,0.0,0.46680598604504925,0.0,0.0,73.12621999390385,189.73959851442544,0.0,0.0,55.06168741202934,540.8556880935963,0.0,0.0,0.0,0.0,0.0,0.0,IT_NORD,2026-04-23
2026-01-01 06:00:00+00:00,0.0,0.7026016480233931,0.0,0.0,104.85876739884833,243.79451187608754,0.0,0.0,75.2060831754035,691.4380359016372,0.0,0.0,0.0,0.0,0.0,0.0,IT_NORD,2026-04-23
2026-01-01 07:00:00+00:00,6.7827459137479105,1.9036060003141488,0.0,0.0,94.53274344266403,187.86286579638588,0.0,0.0,58.17627759072043,529.4917612561676,0.0,0.0,0.0,0.0,0.0,0.0,IT_NORD,2026-04-23
2026-01-01 08:00:00+00:00,66.841542371964,3.9410235514739163,0.0,0.0,112.62663701419207,210.73978326285794,0.0,0.0,60.412870472598776,589.4381433269131,0.0,0.0,0.0,0.0,0.0,0.0,IT_NORD,2026-04-23
2026-01-01 09:00:00+00:00,168.21690450738964,84.503438249944,0.0,21.3864444336677,56.69430458454183,270.2980252057255,0.006110412695333629,0.0,13.152498976550339,386.7717047045527,0.0,0.0,58.11681408006207,0.0,8.486684299074485,1.8670705457963865,IT_NORD,2026-04-23
2026-01-01 10:00:00+00:00,219.1881718955353,9.598249138554516,0.0,0.0,38.66980222255611,190.21506054829882,0.0,0.0,8.54666370550725,521.7820524895479,0.0,0.0,0.0,0.0,0.0,0.0,IT_NORD,2026-04-23
2026-01-01 11:00:00+00:00,290.05055095481885,88.86054577119958,0.0,20.181355744774965,33.30815368682337,284.47807513534576,0.005766101641364276,0.0,6.908254300905383,448.8490785817903,0.0,0.0,56.587880830388855,0.0,8.008474501894828,1.7618643904168623,IT_NORD,2026-04-23
2026-01-01 12:00:00+00:00,269.8772436019848,19.20229428379073,0.0,0.0,34.55902226594751,150.16368342472435,144.60390713476784,0.0,5.279443700932533,359.2608240476483,0.0,0.0,115.28744337485844,0.0,0.0,17.266138165345414,IT_NORD,2026-04-23
2026-01-01 13:00:00+00:00,160.82547874404773,18.044409097991014,0.0,0.0,35.211303007258344,160.62970796539304,105.51129431162408,0.0,6.126047898129266,393.0146196515664,0.0,0.0,85.57456718878812,0.0,0.0,12.312572135201979,IT_NORD,2026-04-23
2026-01-01 14:00:00+00:00,68.38452784762501,9.367211041432673,0.0,0.0,65.56475051858787,178.6328075685512,0.0,0.0,7.827570603795142,462.72313242000797,0.0,0.0,0.0,0.0,0.0,0.0,IT_NORD,2026-04-23
2026-01-01 15:00:00+00:00,17.22844476025984,14.051905440154586,0.0,0.0,117.577814516036,246.59147278554127,0.0,0.0,14.901838799307981,627.8985236987004,0.0,0.0,0.0,0.0,0.0,0.0,IT_NORD,2026-04-23
2026-01-01 16:00:00+00:00,0.7958112293018343,17.12780793221771,0.0,0.0,168.17325642058003,254.1255960769388,0.0,0.0,78.04173574045517,635.7357926005064,0.0,0.0,0.0,0.0,0.0,0.0,IT_NORD,2026-04-23
2026-01-01 17:00:00+00:00,0.7664449315198057,19.929694922828173,0.0,0.0,162.5192188491723,265.82956841848227,0.0,0.0,95.48654424381314,653.4685286341843,0.0,0.0,0.0,0.0,0.0,0.0,IT_NORD,2026-04-23
2026-01-01 18:00:00+00:00,0.5288935217500496,23.344032433260363,0.0,0.0,166.28592010422483,277.16595867789545,0.0,0.0,61.24903427810056,669.4261609847687,0.0,0.0,0.0,0.0,0.0,0.0,IT_NORD,2026-04-23
2026-01-01 19:00:00+00:00,0.3357996861439378,19.450935446793164,0.0,0.0,144.43158568949673,281.8052539479911,0.0,0.0,63.17347544039176,668.3029497891832,0.0,0.0,0.0,0.0,0.0,0.0,IT_NORD,2026-04-23
2026-01-01 20:00:00+00:00,0.24371142787200548,20.928266846141273,0.0,0.0,95.228688761866,278.08626676359887,0.0,0.0,35.372071936008865,647.6409942645129,0.0,0.0,0.0,0.0,0.0,0.0,IT_NORD,2026-04-23
2026-01-01 21:00:00+00:00,0.09511918897027324,12.461022148002705,0.0,0.0,54.87308619458244,161.43575306816734,0.0,0.0,14.376635559116139,369.25838384116105,0.0,0.0,0.0,0.0,0.0,0.0,IT_NORD,2026-04-23
2026-01-01 22:00:00+00:00,0.0318783604054583,5.470266889571667,0.0,0.0,30.675810607245648,77.16272968681321,0.0,0.0,7.195309361915211,173.46400509404884,0.0,0.0,0.0,0.0,0.0,0.0,IT_NORD,2026-04-23
2026-01-01 23:00:00+00:00,0.06496291156558512,18.247994713477542,0.0,0.0,88.87124453253551,205.26684429817954,0.0,0.0,6.382984104755872,593.6659694394859,0.0,0.0,0.0,0.0,0.0,0.0,IT_NORD,2026-04-23
2026-01-02 00:00:00+00:00,0.014945890161485635,16.663886837750805,0.0,0.0,27.928669731419355,78.9436360420351,97.40520855166632,0.0,2.3921788777332953,207.80243822769094,0.0,0.0,64.27693355690631,0.0,0.0,12.322102284636344,IT_NORD,2026-04-23
2026-01-02 01:00:00+00:00,0.0,31.510388247639035,34.480582542265445,12.619608657153863,18.62765412114442,169.47004769081525,283.12318992654775,0.0,0.0,2731.995056593414,0.0,0.0,258.0102016681544,2.9917803219188572,16.44321111237332,35.97827911857293,IT_NORD,2026-04-23
2026-01-02 02:00:00+00:00,0.0,43.602687946241076,32.31229777311936,14.910991056116767,14.893312972689,165.45688097150725,397.3790424191516,0.0,0.0,2694.4880781724273,0.0,0.0,350.2299334789772,3.792556157664199,20.05990153845656,50.37431751364972,IT_NORD,2026-04-23
2026-01-02 03:00:00+00:00,0.0,58.714107625181796,34.25966590547907,15.320743972262791,11.218709249877085,174.20719109445588,461.8459380843549,0.0,0.0,2763.85264363188,0.0,0.0,396.53342228388857,3.917312106671257,20.683663095606306,57.94660295034282,IT_NORD,2026-04-23
2026-01-02 04:00:00+00:00,0.0,74.55419456668722,38.38933922227712,14.882390632320648,47.411286324188765,260.1080913645361,485.53911806543385,0.0,2.8618210937246555,2976.9001807145114,0.0,0.0,409.3454697416158,3.800648061968869,20.321613840047004,59.88584637268848,IT_NORD,2026-04-23
2026-01-02 05:00:00+00:00,0.0,29.757246199072263,33.36332312941932,14.307446678400018,171.79871901594035,409.2390945853474,70.49761620977354,0.0,23.089411049689648,3496.0877423920792,0.0,0.0,131.68525075816717,3.6722568608321113,19.535862132006084,8.966030989272944,IT_NORD,2026-04-23
2026-01-02 06:00:00+00:00,0.0,23.910967341093265,30.23313891619814,12.795001563188267,264.64451348366555,462.1278450832191,0.0,0.0,159.49207884916274,3468.7013388646933,0.0,0.0,87.42351393823893,3.2655264365879098,17.406075523952726,0.0,IT_NORD,2026-04-23
2026-01-02 07:00:00+00:00,14.889624763845838,81.41697396065526,31.498829219751062,12.050508823203778,367.6391927490762,459.24813006045235,0.0,0.0,143.21654058210484,3333.5819006670067,0.0,0.0,99.28751690503472,3.0724781937676666,16.098304075101897,0.0,IT_NORD,2026-04-23
2026-01-02 08:00:00+00:00,118.86444244072419,252.35377835617152,25.32881010862889,10.904356995362917,360.5934549280417,435.17629689411183,0.0003959980728093789,0.0,98.46719544405812,2762.3630121533474,0.0,0.0,92.67248410951441,2.4061743955001997,13.24859876532971,0.12099941113619912,IT_NORD,2026-04-23
2026-01-02 09:00:00+00:00,301.10345619389386,181.9854483837627,16.58917898104447,13.399845441540696,186.940333402473,357.21048941192214,147.1593558567566,0.0,31.038745017256737,1823.813475001143,30.70574065540581,0.0,217.69620576692876,1.442441282117387,9.626657152273163,18.488627453481715,IT_NORD,2026-04-23
2026-01-02 10:00:00+00:00,667.0527361861805,262.22881242197184,15.7749874671963,13.046832795253135,171.92493535844648,373.22462469269647,396.2995879998216,0.0,30.72465390762334,1822.146374827927,0.0,0.0,401.15337018128133,1.674073728044548,11.418411948833011,50.28059848472463,IT_NORD,2026-04-23
2026-01-02 11:00:00+00:00,626.3724515115485,292.81327669712783,23.815782132712236,13.457525706392033,139.85630686561456,298.89541018240436,284.6269035130481,0.0,26.908045135528447,2123.0160717589283,0.0,0.0,292.5296414299701,2.339216993154307,14.510130844615164,36.084237228956155,IT_NORD,2026-04-23
2026-01-02 12:00:00+00:00,717.534254283753,310.9504653556838,33.525161635688306,10.127846738681146,124.60896023392893,281.2291422913534,433.0728168089297,0.0,16.89557860192825,2285.579736811147,0.0,0.0,390.8814636015563,2.665904767805094,14.457624877424049,54.72104399212081,IT_NORD,2026-04-23
2026-01-02 13:00:00+00:00,388.95785518528385,284.78960105319277,31.791350437284184,10.456114138861219,215.56412878366993,321.5633196037728,203.85734058108892,0.0,17.274724112564197,2598.840614601845,0.0,0.0,265.2656358022856,2.7529431945541805,14.952972793212759,24.683399712384958,IT_NORD,2026-04-23
2026-01-02 14:00:00+00:00,192.06245205026536,255.1403391183916,39.62044627738291,12.345058265852357,263.3188426459535,389.3291602679406,25.231643121642904,0.0,33.835156813164296,3019.7287278188433,0.0,6.339635548129068,156.51345898227822,3.0222860056536107,16.784455662264406,3.203337422238432,IT_NORD,2026-04-23
2026-01-02 15:00:00+00:00,53.24312907016794,216.6588087492676,35.82530507176117,11.023479087272896,400.5636674091204,470.9134225699496,0.0,0.0,227.04018837170565,3209.102231677186,0.0,14.121545207075748,194.64691481409244,2.9641196374664416,16.1971883349344,0.0,IT_NORD,2026-04-23
2026-01-02 16:00:00+00:00,11.421962967568657,215.38889336538242,40.57332188033737,10.408698525662794,484.3718131894435,554.2384896845895,0.0,0.0,527.4839006979446,3362.670344633216,0.0,21.756526152516514,243.4397194324638,2.966741243644874,16.15458822723078,0.0,IT_NORD,2026-04-23
2026-01-02 17:00:00+00:00,9.321377081366489,216.60327933248732,41.951836004673694,10.826579872368082,468.8214065852861,537.7861965011273,0.0,0.0,556.4912219000246,3240.3051059015124,0.0,21.749796751202265,242.40819094121568,2.9438804701968446,15.991128658539212,0.0,IT_NORD,2026-04-23
2026-01-02 18:00:00+00:00,9.114713950878043,217.71974365501674,43.340429289391736,11.470181057798886,502.6444881103259,565.1196905565929,0.0003477517351752127,0.0,581.7545353378785,3295.6638389829186,0.0,22.58835087390808,253.52615807627123,2.9661235840755715,16.785141298571325,0.10625747463687053,IT_NORD,2026-04-23
2026-01-02 19:00:00+00:00,0.037631211041315754,188.42487655668526,33.399869955484334,11.621557416139101,382.072657383204,525.9225244198277,0.0006179014282448235,0.0,371.7223756672876,3047.2093162835554,0.0,21.881481691456994,242.15585864626934,2.7648081559602695,16.097621497473966,0.18880321418591833,IT_NORD,2026-04-23
2026-01-02 20:00:00+00:00,0.008535899028281191,152.15164783358284,22.0651010350121,10.138819938793423,353.6077521858608,511.20381892070685,0.00012809485635681305,0.0,200.389591435913,3060.490715649158,0.0,22.79265646005374,223.04587151794658,2.8404200812457057,15.850800852845154,0.039140094997915105,IT_NORD,2026-04-23
2026-01-02 21:00:00+00:00,0.0,118.0152524518146,13.16337374437966,9.243375101621085,228.22654413969968,358.02561430937885,0.0,0.0,119.08610898660088,2598.7818287498108,0.0,20.968404584207622,203.31658865366808,2.7107183144334446,14.812190964384538,0.0,IT_NORD,2026-04-23
2026-01-02 22:00:00+00:00,0.014459147989190912,201.32847221937737,8.561862665962279,25.52156681315048,162.01107268192743,425.84197079737686,376.04613320660457,0.0,39.791530628015344,2016.947658254118,37.898872794468296,14.016507857128369,599.4894917157551,1.9390770698236781,16.889375832943873,52.35194831535915,IT_NORD,2026-04-23
2026-01-02 23:00:00+00:00,0.019661848054511887,263.1957996992904,13.218776237670202,31.49713226484178,126.78652613924059,379.776322886274,487.79927386348805,0.0,10.610846472596739,2333.285250998097,51.20338470355985,17.804587741586428,589.2981721801175,2.5154418087728607,20.84676098917371,68.09206216723616,IT_NORD,2026-04-23
2026-01-03 00:00:00+00:00,0.007967329943548066,297.4358172639139,16.462281233775194,26.985016831690142,88.60223666799077,269.02836410554073,649.6691890892316,0.0,0.0,2175.8163832526443,41.45083076430316,19.303502239126242,664.6439922960177,2.690399643654599,20.110276641565086,89.7937426406022,IT_NORD,2026-04-23
2026-01-03 01:00:00+00:00,0.005893011769988135,300.15331329613696,14.239123953161002,19.73672197597403,64.7579782859924,214.4088247460457,743.403295106517,0.0,0.0,1672.5068369209143,30.613017542734365,14.219753732167517,695.9746148705837,2.0910898570967107,15.133767389787893,102.75576931111837,IT_NORD,2026-04-23
2026-01-03 02:00:00+00:00,0.0119363714393435,289.3508279413801,10.369159613516226,16.0646244782759,36.62758883270678,201.5394700951593,940.2839894743571,0.0,0.18054083250822056,1089.3813491562457,38.69622415992171,8.54599157726387,940.8259570611166,1.2858286481288264,10.157128994864129,129.4293827631161,IT_NORD,2026-04-23
2026-01-03 03:00:00+00:00,0.011936562943710443,273.02833603104574,9.145594984191945,16.064828563039093,56.03584442175462,251.5473122388246,862.8078951706196,0.0,1.4623495158331132,1252.2511805179834,38.79830577816283,9.258618818185518,771.8487753426392,1.276797714087766,10.13076897972167,116.58145536096737,IT_NORD,2026-04-23
2026-01-03 04:00:00+00:00,0.01194758478931141,259.56210941170724,10.305639458743183,15.545959247816945,57.41074141951927,230.26657484850395,786.2430826288002,0.0,1.9499388830626874,1214.2732810377233,38.66985161870504,9.579042116399878,740.6559559859576,1.2578237172198092,9.832161781842494,105.935890259209,IT_NORD,2026-04-23
2026-01-03 05:00:00+00:00,0.01473395701803722,227.37818521783163,12.315972614400142,14.887821476360434,158.1990861143317,397.0170076301772,451.6077291149774,0.0,13.073717566023353,1754.7206777254046,38.27587354145709,8.961171596173582,530.4087198723514,1.2436861958105963,9.506699767053705,60.138917610629136,IT_NORD,2026-04-23
2026-01-03 06:00:00+00:00,0.07710208878140366,204.20437103388005,19.53632335350819,14.634350009769701,242.13074590609642,467.7339299620756,37.582210663774006,0.0,17.801587055517118,2553.8477323759043,38.06838067981891,13.282874373124573,172.04276608266116,1.9059844226158371,12.067670637192013,5.333971355281018,IT_NORD,2026-04-23
2026-01-03 07:00:00+00:00,17.259792398843118,261.95670623986706,28.831359116926954,19.1671633366085,290.50447575940757,535.4305465903391,0.0016161045004498729,0.0,70.57912219437867,3033.03457358009,49.96521571448704,18.193259659765914,227.3603775961655,2.4805268490250114,15.741455151124248,0.4938097084707946,IT_NORD,2026-04-23
2026-01-03 08:00:00+00:00,101.61831284595843,323.67995834026243,28.888805243702283,24.42959368463767,297.6624002696568,518.6809158478138,0.003069417310024766,0.0,95.41306440254542,2834.8400313605534,55.497281739686606,18.50751347379457,264.0700702876746,2.3945782058899807,17.251527369118502,0.9378775113964564,IT_NORD,2026-04-23
2026-01-03 09:00:00+00:00,245.05004215907456,313.96242556058445,25.316006962099493,25.031685016042807,254.94552387855555,437.2929969876769,0.0033779220639510213,0.0,55.7710013887068,2525.3686951951354,54.3931023896881,17.695843308268422,257.8224133300443,2.294478588521677,17.020264460663643,1.0321428528739232,IT_NORD,2026-04-23
2026-01-03 10:00:00+00:00,418.6872611180381,310.45656138621666,25.4816925350027,24.64712348490373,167.04438095631727,357.75925255819254,97.27273620865944,0.0,28.9692973205651,2258.9492379515223,49.152786514364124,17.364679205649,343.1856296248123,2.2459345267521287,16.878897801672867,13.654528807331772,IT_NORD,2026-04-23
