,Solar,Wind Onshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Other renewable,Storage,Nuclear,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Fossil Peat,Other,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.007752311829100025,681.5237354226965,0.0,1203.777709772598,6.426081017701259,1.4603831766521695,0.0,0.0,0.0,3.981138011088276,0.0,0.0,0.0,26.8232002874349,SE_1,2026-04-23
2026-01-01 01:00:00+00:00,0.00246175313495783,243.97866240925438,0.0,378.9166271788537,0.4580536543124359,0.1073887238648242,0.0,0.0,0.0,0.29287479700157487,0.0,0.0,0.0,9.543931483578179,SE_1,2026-04-23
2026-01-01 02:00:00+00:00,0.007954174158634374,693.021480947992,0.0,931.390771398875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.379793478974335,SE_1,2026-04-23
2026-01-01 03:00:00+00:00,0.0,0.26784643346580267,0.0,0.7940462191649676,0.09866409262596047,0.023458863614354467,0.0,0.0,0.0,0.06598439112891466,0.0,0.0,0.0,0.0,SE_1,2026-04-23
2026-01-01 04:00:00+00:00,0.0,0.05967930797138705,0.0,0.17616993026528058,0.020485451650158408,0.004501152656216322,0.0,0.0,0.0,0.014164157456957704,0.0,0.0,0.0,0.0,SE_1,2026-04-23
2026-01-01 05:00:00+00:00,0.003711994305906944,536.7083268934624,0.0,530.6169092186549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.421051893576863,SE_1,2026-04-23
2026-01-01 06:00:00+00:00,0.002108566013184549,423.6895116720598,0.0,491.17934277681934,12.63101660058935,3.0693495130399424,0.0,0.0,0.0,8.751588166640435,0.0,0.0,0.0,12.977082704837882,SE_1,2026-04-23
2026-01-01 07:00:00+00:00,0.0060921650659953985,1172.8782397015923,0.0,1235.5823817077933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.158286425548276,SE_1,2026-04-23
2026-01-01 08:00:00+00:00,0.0011920027484403713,167.9257711920342,0.0,178.36538495669242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.857651848524978,SE_1,2026-04-23
2026-01-01 09:00:00+00:00,0.014848393391496663,693.7456903178647,0.0,813.5885267868272,10.339545839978587,2.452625383131787,0.0,0.0,0.0,7.077584743242182,0.0,0.0,0.0,22.08117853556411,SE_1,2026-04-23
2026-01-01 10:00:00+00:00,0.01773226356188863,678.110288284765,0.0,762.8978803204535,8.2546612165766,1.884253659638888,0.0,0.0,0.0,5.6882036218294685,0.0,0.0,0.0,21.571980633174515,SE_1,2026-04-23
2026-01-01 11:00:00+00:00,0.01578727411730688,607.9077816363927,0.0,678.7372241753836,7.685939870184314,1.7129781008660672,0.0,0.0,0.0,5.247503350147766,0.0,0.0,0.0,17.817785592907995,SE_1,2026-04-23
2026-01-01 12:00:00+00:00,0.011813473350932007,581.0834337741078,0.0,558.7895705241506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.865182228390584,SE_1,2026-04-23
2026-01-01 13:00:00+00:00,0.004827490387259756,336.5978080419013,0.0,371.5260010430811,4.646927313039214,1.0838537755606459,0.0,0.0,0.0,3.142719339903113,0.0,0.0,0.0,9.397862996127282,SE_1,2026-04-23
2026-01-01 14:00:00+00:00,0.003976915164430043,837.9532281973787,0.0,837.2281734688414,0.1452741441646283,0.031845653473837554,0.0,0.0,0.0,0.09580420990978138,0.0,0.0,0.0,23.916697411067133,SE_1,2026-04-23
2026-01-01 15:00:00+00:00,0.0008899756481715857,182.86573655229236,0.0,198.26863168334768,0.4606087254734145,0.10575389457060982,0.0,0.0,0.0,0.30355900230171773,0.0,0.0,0.0,5.319820166365984,SE_1,2026-04-23
2026-01-01 16:00:00+00:00,0.0,2.4615059173716523,0.0,8.904072751381115,0.9116012231000853,0.19903047216771066,0.0,0.0,0.0,0.5987896359794337,0.0,0.0,0.0,0.0,SE_1,2026-04-23
2026-01-01 17:00:00+00:00,0.001784712950839669,338.9091223503626,0.0,344.47735883372826,0.27856979847152746,0.06321441689349991,0.0,0.0,0.0,0.1815948891977424,0.0,0.0,0.0,9.388354998395592,SE_1,2026-04-23
2026-01-01 18:00:00+00:00,6.589545294505469e-05,9.870142915917684,0.0,11.702772035460098,0.16416602618081808,0.03708745933610963,0.0,0.0,0.0,0.10681288469997345,0.0,0.0,0.0,0.26895278295235225,SE_1,2026-04-23
2026-01-01 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SE_1,2026-04-23
2026-01-01 20:00:00+00:00,0.0020427240088627383,171.7082966444741,0.0,174.79242080756947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.572239823947627,SE_1,2026-04-23
2026-01-01 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SE_1,2026-04-23
2026-01-01 22:00:00+00:00,0.007127135630064383,550.6450620468516,0.0,545.692921899262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.879888918256036,SE_1,2026-04-23
2026-01-01 23:00:00+00:00,0.00010481527153640862,8.687378319500402,0.0,8.061085711612181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27643115361588366,SE_1,2026-04-23
2026-01-02 00:00:00+00:00,0.0005082716663622493,47.572436789537896,0.0,42.22864244334451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5234124954512238,SE_1,2026-04-23
2026-01-02 01:00:00+00:00,0.0005107224313904144,55.09276503149384,0.0,49.180546405262525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.751177840812238,SE_1,2026-04-23
2026-01-02 02:00:00+00:00,0.0005502117370240392,51.440970383443485,0.0,46.71360310337477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7198763014447211,SE_1,2026-04-23
2026-01-02 03:00:00+00:00,0.001091200806787322,92.29269508172564,0.0,83.9715614627678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.109652254699763,SE_1,2026-04-23
2026-01-02 04:00:00+00:00,0.00031072914123085463,41.619887321399666,0.0,41.38983184998694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.339970099472151,SE_1,2026-04-23
2026-01-02 05:00:00+00:00,0.00015714623182754605,25.136557489745925,0.0,28.573442860815014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9148425032072423,SE_1,2026-04-23
2026-01-02 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SE_1,2026-04-23
2026-01-02 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SE_1,2026-04-23
2026-01-02 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SE_1,2026-04-23
2026-01-02 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SE_1,2026-04-23
