,Solar,Wind Onshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Other renewable,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Fossil Coal-derived gas,Other,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.0,1106.973382013645,95.77787133469565,20.21938873837541,505.792206768336,0.024679089903798114,0.0,0.0,0.0,0.0,1.2308753178468301,895.3122652986054,0.17583933112097572,34.27651375527517,0.5275179933629272,91.48946035883304,SI,2026-04-23
2026-01-01 01:00:00+00:00,0.0,1088.6609061177019,100.75633951796333,11.148608222033015,532.5320335299725,0.026065770387843117,0.0,0.0,0.0,0.0,1.2314986636535497,916.0016759266374,0.17592838052193566,36.202458872004335,0.527785141565807,91.91169985755792,SI,2026-04-23
2026-01-01 02:00:00+00:00,0.0,1005.4864863470921,102.70642003214037,12.3387350634114,534.6918560760898,0.02651647924196798,0.0,0.0,0.0,0.0,1.2938771769019248,904.1521585747862,0.184839596700275,36.8284433916222,0.4929055912007333,96.34776167081316,SI,2026-04-23
2026-01-01 03:00:00+00:00,0.0,1366.3379960457337,154.63488023432876,13.195519570694014,793.8976584612439,0.04090108784506068,0.0,0.0,0.0,0.0,1.6528597648692893,1110.1719829817112,0.1686591596805397,56.80706645147316,0.5397093109777271,109.57776693144277,SI,2026-04-23
2026-01-01 04:00:00+00:00,0.0,1428.1526583470115,168.5832236347823,48.18154990793599,866.3150380606645,0.044789089048170326,0.0,0.034695647737129444,0.0,0.0,2.2899127506505432,1179.6769136060434,0.13878259094851778,62.207068122458786,0.5551303637940711,113.47023787892522,SI,2026-04-23
2026-01-01 05:00:00+00:00,0.0,1285.1727457235484,167.73162520554075,39.485037719359056,917.647840648523,0.04478773362897575,0.0,24.00825877494838,0.0,0.0,2.527185134205093,1170.5239200937979,0.12479926588667124,62.20518559579965,0.5771966047258545,102.6514175000367,SI,2026-04-23
2026-01-01 06:00:00+00:00,0.030652031824021275,125.9471530663154,26.97740841183002,10.203757099615846,177.78008302460597,0.005304679898854264,0.0,0.09195609547206383,0.0,0.0,2.5134666095697447,586.1031234184208,0.1226081272960851,7.367610970630923,0.5977146205684148,89.68416184395193,SI,2026-04-23
2026-01-01 07:00:00+00:00,33.998611043751026,405.52684617997596,67.97179512651618,13.193492709021815,421.9266313183577,0.01684462079776674,0.0,18.01467183349175,0.0,0.0,2.7179449684384975,653.7364243719209,0.1325826813872438,23.39530666356492,0.6463405717628135,100.72250791101365,SI,2026-04-23
2026-01-01 08:00:00+00:00,86.42121756335067,33.3786924851896,15.652200262346945,6.716229479481785,106.05687769805212,0.0017398291335014105,0.0,25.304101477757076,0.0,0.0,2.5685919195528446,399.79561026617864,0.1735535080778949,2.4164293520852924,0.67685868150379,100.86289747728979,SI,2026-04-23
2026-01-01 09:00:00+00:00,114.91516922836043,4.4425967485190885,8.542256204170037,4.317892278385219,56.070247383940924,0.0,0.0,0.0,0.0,0.0,1.932919287074972,315.95436314292425,0.18705670520080372,0.0,0.6235223506693458,90.36397667075494,SI,2026-04-23
2026-01-01 10:00:00+00:00,234.1494282733398,5.162076902038048,19.081384685920682,5.1088610425394085,56.179784040481266,0.03127072961016959,0.8467869074786768,0.0,109.3022991662624,6.352092152793344,3.919089391861222,384.64711844222927,0.14453733881252656,0.924159443191082,0.6102687638751122,96.94084271956706,SI,2026-04-23
2026-01-01 11:00:00+00:00,147.34351390668044,8.172737700156683,9.629083730002531,3.8459542384278382,58.54357906279324,0.00045417923887458334,0.0,0.0,0.0,0.0,1.8125319869977177,347.9174589285792,0.11693754754823985,0.6308044984369213,0.5262189639670793,84.26072525717116,SI,2026-04-23
2026-01-01 12:00:00+00:00,142.94140746108147,44.77040423233265,19.774286876485796,5.553725430845865,117.2199100357546,0.0031162639821844464,0.0,0.0,0.0,0.0,1.9127321756514866,440.4167828219398,0.18969244717204825,4.32814441970062,0.5690773415161448,92.32072049353738,SI,2026-04-23
2026-01-01 13:00:00+00:00,166.22268795528248,121.76692910771928,44.435708927827825,7.817079433380484,231.53993347455375,0.02157288872003669,0.5060276975133581,0.0,62.67527395869649,3.805275892123,2.8534525229572605,588.03185540876,0.16327706677551804,12.019715579790699,0.587797440391865,99.15341264550791,SI,2026-04-23
2026-01-01 14:00:00+00:00,41.611001482749636,110.65654392022081,34.35619783563869,9.589823234503587,217.6239132954522,0.007246556623510193,0.0,0.0,0.0,0.0,1.6393192112366748,640.3634954556244,0.1418641625108661,10.06466197709749,0.5674566500434644,92.92847621829858,SI,2026-04-23
2026-01-01 15:00:00+00:00,2.8798170558242333,2.563187955445653,8.187123881217586,5.186686215725321,71.70895244764426,0.0,0.0,5.3826947064358714,0.0,0.0,1.5680679256843995,504.0886053789089,0.12062060966803072,0.0,0.5427927435061383,86.77145107993961,SI,2026-04-23
