,Solar,Wind Onshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Other renewable,Storage,Nuclear,Fossil Gas,Waste,Other,bidding_zone,source_download_date
2026-01-05 10:00:00+00:00,0.00803625351937356,70.92271241760064,0.0,893.8565220824291,0.0,0.0,0.0,0.0,0.0,0.0,6.862729246450935,SE_2,2026-04-23
2026-01-05 11:00:00+00:00,0.006320755845762785,54.387589054800266,0.0,732.8525224823338,0.00332641758980757,0.0006192577528749629,0.0,0.0,0.00273430668257975,0.0,5.22188772499495,SE_2,2026-04-23
2026-01-05 12:00:00+00:00,0.004776279672182006,50.32861094286244,0.0,780.3327366384444,0.258743529635339,0.04862964740521514,0.0,0.0,0.21635605291907486,0.0,5.785146909061266,SE_2,2026-04-23
2026-01-05 13:00:00+00:00,0.0,37.01870018414681,0.0,649.0473447296454,0.1979587938341799,0.03924221826770087,0.0,0.0,0.16757997070436456,0.0,4.854174103401452,SE_2,2026-04-23
2026-01-05 14:00:00+00:00,0.0,43.01053591516475,0.0,659.3466237780816,0.08397911204556677,0.015540757330192972,0.0,0.0,0.07109208252570738,0.0,4.947228354852096,SE_2,2026-04-23
2026-01-05 15:00:00+00:00,0.0,35.559126385146364,0.0,564.5473983527797,0.0,0.0,0.0,0.0,0.0,0.0,4.2934752620738035,SE_2,2026-04-23
2026-01-05 16:00:00+00:00,0.0,29.796905441612214,0.0,505.4860574881812,0.2295186545515159,0.019999886001333556,0.038395315348015185,0.0,0.0,0.00029375332561608694,3.803829460980061,SE_2,2026-04-23
2026-01-05 17:00:00+00:00,0.0,24.787331837162892,0.0,460.98752070758655,0.0,0.0,0.0,0.0,0.0,0.0,3.4751474552505783,SE_2,2026-04-23
2026-01-05 18:00:00+00:00,0.0,22.702182186508495,0.0,591.9594531578687,0.0,0.0,0.0,0.0,0.0,0.0,4.463364655622751,SE_2,2026-04-23
2026-01-05 19:00:00+00:00,0.0,16.185839413549136,0.0,522.0205816145294,0.0,0.0,0.0,0.0,0.0,0.0,3.993578971921413,SE_2,2026-04-23
2026-01-05 20:00:00+00:00,0.0,23.75892020532351,0.0,474.741622427375,0.0,0.0,0.0,0.0,0.0,0.0,3.6244573673015847,SE_2,2026-04-23
2026-01-05 21:00:00+00:00,0.0,25.111458918481073,0.0,452.43774439681243,0.0,0.0,0.0,0.0,0.0,0.0,3.4757966847064914,SE_2,2026-04-23
2026-01-05 22:00:00+00:00,0.0,26.696452818957425,0.0,535.9297706802075,0.40369714753179947,0.05615508313843618,0.0,0.0,0.2830092641124492,0.0,4.00591500605234,SE_2,2026-04-23
2026-01-05 23:00:00+00:00,0.0,40.35263250020061,0.0,1301.7489409742143,24.241066919148533,3.564360915727358,0.0,0.0,17.129703691769564,0.0,5.663294998939639,SE_2,2026-04-23
2026-01-06 00:00:00+00:00,0.0,42.265151672697755,0.0,1408.5490920917732,32.24816077694617,4.737423617876744,0.0,0.0,21.72363398010912,0.0,4.551537860597047,SE_2,2026-04-23
2026-01-06 01:00:00+00:00,0.0,40.2189784138197,0.0,1401.0850303095553,28.008242769825774,5.158236867269794,0.0,0.0,20.30227899692146,0.0,4.277232642607862,SE_2,2026-04-23
2026-01-06 02:00:00+00:00,0.0,36.711144447591806,0.0,1336.8573560764528,27.369848153540126,4.866399677830614,0.0,0.0,19.476638043000502,0.0,4.043613601584285,SE_2,2026-04-23
2026-01-06 03:00:00+00:00,0.0,37.17262199103418,0.0,1293.1790495563594,24.690087739165733,4.549667950524315,0.0,0.0,17.770098626808792,0.0,4.063474136107635,SE_2,2026-04-23
