,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Other renewable,Storage,Nuclear,Fossil Gas,Waste,Other,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.0,790.4957650285581,0.0016702097305624373,0.0,2633.5137710558142,338.08863016454933,21.741935834561488,60.445072710567686,0.0,0.0,10.263154996218894,0.0,NO_1,2026-04-23
2026-01-01 01:00:00+00:00,0.013483789010840937,620.3629216999528,0.3178897332375711,0.0,997.505736232049,161.15770987805735,6.540395409482596,12.744751698728008,783.1569446039605,0.08084498764529896,3.387867467903834,58.88145449997225,NO_1,2026-04-23
2026-01-01 02:00:00+00:00,0.0,1174.94536740184,0.2447600081060441,0.0,2854.1992784420145,479.55001911458146,30.449310212750564,60.39742537109514,0.0,0.0,11.363839449612403,0.0,NO_1,2026-04-23
2026-01-01 03:00:00+00:00,0.009448813646634724,529.1490525325546,0.24276031636171785,0.0,1480.1275838257397,206.3000131821769,7.389263670533896,43.747065390279076,560.6574823069541,0.06689425590537856,8.556828478202545,38.57860722764585,NO_1,2026-04-23
2026-01-01 04:00:00+00:00,0.0,1111.4783749877286,0.32282130906057266,0.0,1965.8017874774146,433.8020598757798,28.36470069481074,43.075474000674376,0.0,0.0,5.804781654531213,0.0,NO_1,2026-04-23
2026-01-01 05:00:00+00:00,0.0,503.34076055793327,0.651155731315417,0.0,2307.7092591913915,342.8064546715781,10.934057504922624,96.82737720089821,0.0,0.0,13.0809351419605,0.0,NO_1,2026-04-23
2026-01-01 06:00:00+00:00,0.0016840198978394364,820.7600986409061,1.3264962513204477,0.0,1593.9623661986798,410.35749069727774,11.729038252018627,15.188358686821676,351.53915367398236,0.042100497445985915,8.640517032805285,25.00269604884392,NO_1,2026-04-23
2026-01-01 07:00:00+00:00,0.0,1213.34315525515,1.0762657909706654,0.0,2370.258734932884,535.838360768936,23.77925963208669,55.23470514019189,0.0,0.0,12.019518479781404,0.0,NO_1,2026-04-23
2026-01-01 08:00:00+00:00,0.14386542793587231,802.5538824116186,0.9376970692502106,0.0,1524.8217140200927,334.649718071856,10.270670419148065,29.59872432158223,611.286282826075,0.08507154082935944,8.246400175733095,44.40597371587893,NO_1,2026-04-23
2026-01-01 09:00:00+00:00,0.0,1204.7423896415849,0.5709524167081574,0.0,2586.1537728610806,504.87027961533875,27.591367732300597,73.97028572218139,0.0,0.0,12.425952010805975,0.0,NO_1,2026-04-23
2026-01-01 10:00:00+00:00,0.0,1283.6771241962824,0.43793177492237334,0.0,2051.484793208436,433.9337331329789,27.44720578333755,41.262342087101125,0.0,0.0,8.606869816941723,0.0,NO_1,2026-04-23
2026-01-01 11:00:00+00:00,3.7729057322375614,791.4248267899205,0.9978080189698879,0.0,1448.9480595269629,274.41581374194277,6.531079246370816,20.5606967092751,877.2452656438517,0.25036332299967223,6.832952817217903,60.07022845025136,NO_1,2026-04-23
2026-01-01 12:00:00+00:00,2.5131175109177435,797.420388489263,0.653260263309318,0.0,1510.6383941496588,251.2874665576713,8.905556653929468,37.46052314872796,914.8368987141686,0.18608793120457193,6.75746864307363,61.39083793807566,NO_1,2026-04-23
2026-01-01 13:00:00+00:00,1.3991137137865366,680.5109124599126,0.5865097239142842,0.0,1667.4159506688306,235.24934365825885,7.257904107683613,52.37915258532867,913.3608140216872,0.14251221938238215,6.4892606148451835,61.43352622637007,NO_1,2026-04-23
2026-01-01 14:00:00+00:00,0.11817859813203059,663.9237089012449,0.5917328397182632,0.0,2105.889685644839,292.3201604037506,11.595990423408878,38.77829255369011,438.6214500981434,0.05476777900398232,7.322610113210898,30.058422644857817,NO_1,2026-04-23
2026-01-01 15:00:00+00:00,0.0,667.3598642203315,0.4839366922898631,0.0,2693.17943735392,351.7040736583998,16.923143641408146,46.27635019867928,0.0,0.0,8.348194234971043,0.0,NO_1,2026-04-23
2026-01-01 16:00:00+00:00,0.024190770818565254,359.2334605692825,0.15012440607750632,0.0,1669.7180153765078,122.49059414232313,1.8080129015527393,38.09999622326665,1295.292045834158,0.3232169796217487,6.37813523171009,103.50720756468107,NO_1,2026-04-23
2026-01-01 17:00:00+00:00,0.007120172920744551,590.0309582609304,0.7037214233813294,0.0,2152.149043031543,272.1355293754154,9.719275826341995,39.65333089266698,387.84534279112995,0.06046855983647178,5.790428348025607,31.279781317808485,NO_1,2026-04-23
2026-01-01 18:00:00+00:00,0.014433743386400692,467.060066091275,0.5719551616387164,0.0,1827.9235616444869,197.52326131156323,4.861780888349515,34.505456703719915,801.2914510268505,0.1624577177690121,5.828544412273902,64.3570312986869,NO_1,2026-04-23
2026-01-01 19:00:00+00:00,0.0,924.2906569394518,0.8169886701689453,0.0,2913.346578834091,413.12691475088377,19.0024568190307,48.69077886572566,0.0,0.0,7.500625120647982,0.0,NO_1,2026-04-23
