,Solar,Wind Onshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Other renewable,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Other,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.2697271488114467,722.9598556449313,139.67665601180826,13.662984517103332,525.3380179099203,0.016101027534374125,31.311760989323037,116.66614394025444,2079.0450151748323,269.2227238159449,0.0,541.6638619842395,39.49487093934575,22.516668041507117,73.68061285444409,HU,2026-04-23
2026-01-01 01:00:00+00:00,0.005700297530028493,711.119917343043,179.54708322921303,338.39472364757177,414.4056768808509,0.013508038434755324,66.17522374263288,4.50129180027485,1544.7020842688557,13.018764807522064,175.43613407821226,717.563178129754,54.31166542122085,22.98063152181362,80.64941679306992,HU,2026-04-23
2026-01-01 02:00:00+00:00,0.25856498660901545,578.7488935259026,157.83663690121836,6.343332727747473,527.3158670460152,0.01526203764810776,34.31436541463863,1.2983813940674076,2736.1409963174983,472.8439923997704,0.0,659.967444455541,42.908413689656236,21.43860183209586,81.14424727159086,HU,2026-04-23
2026-01-01 03:00:00+00:00,0.2723542716231796,98.33644764646519,143.51472317293798,246.78725199358678,217.9645680786239,0.0,61.10466601846149,0.20623192287091585,2321.1614005068604,274.6977942939507,139.8455620608899,602.1940873529193,55.81322910413476,2.3907900563089477,83.71089352036587,HU,2026-04-23
2026-01-01 04:00:00+00:00,0.3927940080823834,20.866164554881586,101.30517377481316,95.87029276354119,265.31182550657223,0.0,32.860391126461224,0.0,2485.4686764125818,496.4338416701552,39.95223915719353,488.25060295798886,37.69997156830985,0.8972228540162672,62.46580364540183,HU,2026-04-23
2026-01-01 05:00:00+00:00,0.4258387644374053,47.327821701521174,103.51439248540319,55.37938092598656,311.21348603558494,0.0012284151405173045,31.13890821770037,0.0,2424.6953185976045,468.17856513727895,22.70680782918149,466.4477308540055,36.586229761077114,2.3092737876741705,63.6750174874033,HU,2026-04-23
2026-01-01 06:00:00+00:00,0.2405519231692391,2.1470875772206464,124.04830751851661,24.204413324899868,279.58902534224376,4.7332539933649636e-05,64.87039529397532,0.0,2940.401429120023,23.904790493407834,0.0,249.73339905304485,83.79588676506171,0.06641300790021133,150.82325324799717,HU,2026-04-23
2026-01-01 07:00:00+00:00,66.61721764962701,208.50336185681766,51.34138817199883,79.83384513252282,273.96588445447316,0.0016285512621569678,14.16979015700483,11.677344645723458,1176.6869217383446,216.85809803792648,0.0,499.8406536575961,17.936443236714975,2.3448717204637917,33.37255098952381,HU,2026-04-23
2026-01-01 08:00:00+00:00,242.8573207917828,330.2380236945898,47.48669871706265,144.08534361537738,319.3027441432159,0.0005231228311927511,12.648689324776281,43.54659965034965,1173.3329072392658,253.24576418551936,0.0,771.2369337036424,15.867531411009672,0.7558269291044661,29.22009347147232,HU,2026-04-23
2026-01-01 09:00:00+00:00,336.95234049189895,402.6185754637238,41.28147825897773,134.2377954864284,309.10086835568694,0.0008771128113494014,9.13627314954455,8.127881181462962,999.1344277031626,237.12863657130129,0.0,735.391259444607,11.322452796042711,1.2446240646312563,20.922509919719975,HU,2026-04-23
2026-01-01 10:00:00+00:00,266.4477542771435,438.6279639458765,55.237101795542046,73.37298650732636,230.5137428243459,0.00130494942426363,19.954412259505098,2.0344607097331306,1262.4217287233864,152.1897366324567,0.0,574.2359248153049,24.250646927476833,1.8124297559217086,44.67480587655697,HU,2026-04-23
2026-01-01 11:00:00+00:00,314.2113599312438,521.6708778501362,32.207787330649424,57.56814534176474,215.3242525320561,0.0030240438539675518,2.2266468707172233,1.6281286292098833,597.9424582758421,193.15145722401354,0.0,531.5434968111742,2.7015052535404305,4.240761535669092,5.880098370129496,HU,2026-04-23
2026-01-01 12:00:00+00:00,268.0023094282257,409.27308499112246,39.917645109042674,38.13364308944633,254.74406460984022,0.007231372577605907,0.0,1.274189912651451,414.95763487049965,161.6304038017343,0.0,404.12119521636,0.0,10.079011533120186,2.209586065379583,HU,2026-04-23
2026-01-01 13:00:00+00:00,190.9727403616275,365.2531310361491,115.63061309977597,41.09267634496206,570.3428761765365,0.024511895913751625,14.820853443593844,0.0,580.2493005536044,4.187487350437526,8.81644858763407,424.8745101216867,16.394656853710533,34.18972583629528,38.02546833807279,HU,2026-04-23
2026-01-01 14:00:00+00:00,100.36795281171719,786.9785570636675,199.76563119052275,288.56566765476725,1000.3474910811512,0.04038703919677793,27.1524966577337,81.29731806565177,688.0368916592854,16.03792452954481,67.48907677274079,1031.3774546402285,22.13807819622454,57.21446765137306,47.14060498619437,HU,2026-04-23
2026-01-01 15:00:00+00:00,22.15126990733366,456.7396671665863,169.59317089199538,85.8030004781425,1020.2565432597842,0.026603552389825345,34.55520898315658,76.47502901409453,1780.8596552795952,170.30967404134964,0.0,745.0258313946799,43.63221134286257,36.98965052965439,88.63248415837543,HU,2026-04-23
2026-01-01 16:00:00+00:00,2.3234007404794745,133.41329747033316,121.55451623238427,99.14197476916662,865.4947993496273,0.0070706422204350845,44.23424410612859,259.1992912045624,2299.9360451290627,283.76753218018365,0.0,376.69819484505365,54.47796379386364,9.891482113821029,99.01018742311273,HU,2026-04-23
2026-01-01 17:00:00+00:00,1.4090509115428467,255.17367652448198,114.32164540977323,50.05183414599489,1185.6410803089877,0.015055237270031446,17.906598440035598,325.3962767023963,1612.3026498622594,582.2722345105645,0.0,515.1512257731506,22.694458985499658,21.06248763989896,44.626725548144734,HU,2026-04-23
2026-01-01 18:00:00+00:00,1.8049314037387663,591.5992923922827,167.46216733921543,58.27147299506959,1289.3251173892374,0.03743580234997689,7.448988904076546,218.74255136187287,932.8357269281647,414.4546835836028,0.0,782.3537549146631,9.380208249577873,52.158605501683546,27.900063234464564,HU,2026-04-23
2026-01-01 19:00:00+00:00,0.9603731569091254,257.6539979736066,142.28381517018857,61.70971580321795,832.7217333972167,0.015905100837000218,37.13055092167821,55.26561500820196,2090.7644765607674,263.9208856538875,0.0,511.36263000645084,47.257064809408625,22.22064245499112,87.85759398263862,HU,2026-04-23
2026-01-01 20:00:00+00:00,0.7619096252755325,31.859285498650195,273.47767328617897,98.84586281235556,651.1349820753707,0.00032461847411533595,143.54911166929443,130.75511454980824,6263.405059515061,48.00030639235855,6.154826040385607,590.4824865021076,181.40089226591036,0.598722680484768,318.3234424682827,HU,2026-04-23
