,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Other renewable,Storage,Fossil Gas,Waste,Other,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.0,208.27533736082046,0.672277184740004,0.0,584.0179974679108,149.52769264842067,0.0,0.0,0.0,3.40669533810803,0.0,NO_5,2026-04-23
2026-01-01 01:00:00+00:00,0.0,116.4876131532851,0.36638915367607844,0.0,319.37693204304855,81.59019112941655,0.0,0.0,0.0,1.9288745205736635,0.0,NO_5,2026-04-23
2026-01-01 02:00:00+00:00,0.0,161.8041286218445,0.6315432848511896,0.0,467.0430131907719,135.71639528568457,0.0,0.0,0.0,3.2049196168476963,0.0,NO_5,2026-04-23
2026-01-01 03:00:00+00:00,0.0,156.10579914309108,0.7475212723919346,0.0,439.7898925119202,153.41557904067153,0.0,0.0,0.0,3.6662080319252883,0.0,NO_5,2026-04-23
2026-01-01 04:00:00+00:00,0.0,92.46389673808264,0.9557598792960738,0.0,605.8365654273358,193.35693883896857,0.0,0.0,0.0,4.536839116316885,0.0,NO_5,2026-04-23
2026-01-01 05:00:00+00:00,0.0,185.49825027888863,0.6864863633468253,0.0,665.535251900089,175.89364042209115,3.0608498634596155,4.381045372719974,0.0,3.8194757994048043,0.0,NO_5,2026-04-23
2026-01-01 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_5,2026-04-23
2026-01-01 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_5,2026-04-23
2026-01-01 08:00:00+00:00,0.0,2.8471993326773903,0.014918978659984929,0.0,10.583919138309119,3.10584197068504,0.0,0.0,0.0,0.07312057966846795,0.0,NO_5,2026-04-23
2026-01-01 09:00:00+00:00,0.0,3.67058438717351,0.013404058360196452,0.0,9.689977492607012,3.1749342522924233,0.0,0.0,0.0,0.07609980956686115,0.0,NO_5,2026-04-23
2026-01-01 10:00:00+00:00,0.00721692799588481,4.130930463020959,0.017856361498070412,0.0,15.321378782178956,17.754159607403466,0.0,0.0,0.004951026495633872,0.3135068314070327,0.0,NO_5,2026-04-23
2026-01-01 11:00:00+00:00,0.0,4.334853085643465,0.016704283366042835,0.0,12.77678440139196,3.072346848740707,0.0,0.0,0.0,0.07431138085782521,0.0,NO_5,2026-04-23
2026-01-01 12:00:00+00:00,0.0,63.42622758540262,0.2303314634599778,0.0,167.88545297484603,41.68703506397567,0.0,0.0,0.0,0.9959529123157247,0.0,NO_5,2026-04-23
2026-01-01 13:00:00+00:00,0.0,61.175703880582724,0.21674806170619995,0.0,173.8077387077257,40.6507498798877,0.0,0.0,0.0,0.9740594700976799,0.0,NO_5,2026-04-23
2026-01-01 14:00:00+00:00,0.0,56.5753682410575,0.21568056891906073,0.0,236.21240061478696,42.79976338606619,0.0,0.0,0.0,1.0217871891703083,0.0,NO_5,2026-04-23
2026-01-01 15:00:00+00:00,0.0,40.206067065383664,0.16452500914059423,0.0,252.12248093452857,35.79094514038162,0.0,0.7280789908204103,0.0,0.8629028597451959,0.0,NO_5,2026-04-23
2026-01-01 16:00:00+00:00,0.0,97.68241211193443,0.43375539705212607,0.0,597.570706956116,81.9640131924914,0.0,8.691260824289587,0.0,1.932851518116441,0.0,NO_5,2026-04-23
2026-01-01 17:00:00+00:00,0.0,0.031709210080471145,0.0001333967895100522,0.0,0.18915857084479032,0.025446345930396096,0.0,0.0029558120307846803,0.0,0.0005966643240477469,0.0,NO_5,2026-04-23
2026-01-01 18:00:00+00:00,0.0,39.55964532006798,0.17325468993010146,0.0,247.52387184893567,33.293568955060344,0.0,3.5071103837049096,0.0,0.7675488023009227,0.0,NO_5,2026-04-23
2026-01-01 19:00:00+00:00,0.0,7.787351074992464,0.002853658744223647,0.0,31.31077494060786,35.50849087440119,0.07032607397727912,0.17738444697163466,0.011935417273549846,0.5058835130318118,0.0,NO_5,2026-04-23
2026-01-01 20:00:00+00:00,0.0,58.87278167382707,0.24536753485664314,0.0,351.28969436500495,51.28246101981969,0.2118411626741667,0.40254336090632914,0.0,1.1453108829111014,0.0,NO_5,2026-04-23
2026-01-01 21:00:00+00:00,0.0,55.89881350394556,0.24498347908192142,0.0,379.4503937517394,139.2053496971559,0.0,0.0,0.03216384962655124,2.418295718450687,0.0,NO_5,2026-04-23
2026-01-01 22:00:00+00:00,0.0,2.0156738604952458,0.011688340880239225,0.0,14.088650387045446,2.2818467702972423,0.0,0.0,0.0,0.05214064128182612,0.0,NO_5,2026-04-23
2026-01-01 23:00:00+00:00,0.0,1.8313668424046008,0.009058303037340676,0.0,8.271150958465913,1.7479367151782284,0.0,0.0,0.0,0.040487180913917724,0.0,NO_5,2026-04-23
2026-01-02 00:00:00+00:00,0.0,3.197552531339805,0.014420964117916754,0.0,10.46038331533021,2.787239392944928,0.0,0.0,0.0,0.06540379626713892,0.0,NO_5,2026-04-23
2026-01-02 01:00:00+00:00,0.0,1.4763273468647917,0.006032837406810129,0.0,2.9946058875314763,1.121487598410152,0.0,0.0,0.0,0.026546329786769643,0.0,NO_5,2026-04-23
2026-01-02 02:00:00+00:00,0.0,3.6773800025824346,0.01335407744125021,0.0,5.860531756129567,2.464793796640063,0.0,0.0,0.0,0.05894036720668547,0.0,NO_5,2026-04-23
2026-01-02 03:00:00+00:00,0.0,3.6903448525856812,0.012198272106245862,0.0,5.370418395063128,2.3699114673823227,0.0,0.0,0.0,0.057127012862621146,0.0,NO_5,2026-04-23
2026-01-02 04:00:00+00:00,0.0,3.7933724321659494,0.014798942914190642,0.0,6.432289384925606,2.792296145428613,0.0,0.0,0.0,0.06724309456564058,0.0,NO_5,2026-04-23
2026-01-02 05:00:00+00:00,0.0,1.3292139210918554,0.005160326317244441,0.0,3.205279011311381,0.9376643431350088,0.0,0.0,0.0,0.022682398144509997,0.0,NO_5,2026-04-23
2026-01-02 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_5,2026-04-23
2026-01-02 07:00:00+00:00,0.0,1.6342711686203264,0.0056889214677691416,0.0,8.609088684380723,1.0394165300502325,0.0,0.2366561620621573,0.0,0.024878533418795697,0.0,NO_5,2026-04-23
