,IT_SUD_IT_CSUD,IT_CSUD_IT_SUD,IT_SUD_IT_CALA,IT_CALA_IT_SUD,IT_SUD_GR,GR_IT_SUD,IT_SUD_IT_CSUD_net_export,IT_SUD_IT_CALA_net_export,IT_SUD_GR_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 23:00:00+00:00,1520.5,0.0,121.25,31.0,10.0,500.0,1520.5,90.25,-490.0,1120.75,None,IT_SUD,2026-04-23
2026-01-02 00:00:00+00:00,1738.75,0.0,22.5,107.25,0.0,500.0,1738.75,-84.75,-500.0,1154.0,None,IT_SUD,2026-04-23
2026-01-02 01:00:00+00:00,1901.25,0.0,0.0,160.75,0.0,500.0,1901.25,-160.75,-500.0,1240.5,None,IT_SUD,2026-04-23
2026-01-02 02:00:00+00:00,2317.0,0.0,0.0,310.25,0.0,500.0,2317.0,-310.25,-500.0,1506.75,None,IT_SUD,2026-04-23
2026-01-02 03:00:00+00:00,2707.25,0.0,0.0,554.75,0.0,500.0,2707.25,-554.75,-500.0,1652.5,None,IT_SUD,2026-04-23
2026-01-02 04:00:00+00:00,2636.25,0.0,0.0,512.5,0.0,500.0,2636.25,-512.5,-500.0,1623.75,None,IT_SUD,2026-04-23
2026-01-02 05:00:00+00:00,2429.0,0.0,0.0,468.5,0.0,500.0,2429.0,-468.5,-500.0,1460.5,None,IT_SUD,2026-04-23
2026-01-02 06:00:00+00:00,2377.5,0.0,0.0,495.25,57.0,500.0,2377.5,-495.25,-443.0,1439.25,None,IT_SUD,2026-04-23
2026-01-02 07:00:00+00:00,2562.25,0.0,0.0,481.5,11.0,500.0,2562.25,-481.5,-489.0,1591.75,None,IT_SUD,2026-04-23
2026-01-02 08:00:00+00:00,2460.25,0.0,101.0,124.0,0.0,500.0,2460.25,-23.0,-500.0,1937.25,None,IT_SUD,2026-04-23
2026-01-02 09:00:00+00:00,3620.25,0.0,0.0,517.25,28.0,500.0,3620.25,-517.25,-472.0,2631.0,None,IT_SUD,2026-04-23
2026-01-02 10:00:00+00:00,3999.5,0.0,0.0,635.25,317.0,316.0,3999.5,-635.25,1.0,3365.25,None,IT_SUD,2026-04-23
2026-01-02 11:00:00+00:00,3915.0,0.0,0.0,742.0,471.0,228.0,3915.0,-742.0,243.0,3416.0,None,IT_SUD,2026-04-23
2026-01-02 12:00:00+00:00,3828.0,0.0,0.0,935.0,629.0,168.0,3828.0,-935.0,461.0,3354.0,None,IT_SUD,2026-04-23
2026-01-02 13:00:00+00:00,3700.25,0.0,0.0,1004.25,385.0,117.0,3700.25,-1004.25,268.0,2964.0,None,IT_SUD,2026-04-23
2026-01-02 14:00:00+00:00,3606.25,0.0,0.0,1135.75,158.0,373.0,3606.25,-1135.75,-215.0,2255.5,None,IT_SUD,2026-04-23
2026-01-02 15:00:00+00:00,3332.75,0.0,0.0,1548.75,190.0,83.0,3332.75,-1548.75,107.0,1891.0,None,IT_SUD,2026-04-23
2026-01-02 16:00:00+00:00,3497.0,0.0,0.0,1473.0,129.0,503.0,3497.0,-1473.0,-374.0,1650.0,None,IT_SUD,2026-04-23
2026-01-02 17:00:00+00:00,3275.25,0.0,0.0,1167.0,73.0,541.0,3275.25,-1167.0,-468.0,1640.25,None,IT_SUD,2026-04-23
2026-01-02 18:00:00+00:00,3261.25,0.0,0.0,1164.0,171.0,671.0,3261.25,-1164.0,-500.0,1597.25,None,IT_SUD,2026-04-23
2026-01-02 19:00:00+00:00,3125.75,0.0,0.0,1040.0,174.0,674.0,3125.75,-1040.0,-500.0,1585.75,None,IT_SUD,2026-04-23
2026-01-02 20:00:00+00:00,3225.25,0.0,0.0,886.0,0.0,500.0,3225.25,-886.0,-500.0,1839.25,None,IT_SUD,2026-04-23
2026-01-02 21:00:00+00:00,3121.0,0.0,0.0,502.0,11.0,500.0,3121.0,-502.0,-489.0,2130.0,None,IT_SUD,2026-04-23
2026-01-02 22:00:00+00:00,3224.25,0.0,0.0,512.25,0.0,500.0,3224.25,-512.25,-500.0,2212.0,None,IT_SUD,2026-04-23
2026-01-02 23:00:00+00:00,2972.75,0.0,9.0,123.25,0.0,500.0,2972.75,-114.25,-500.0,2358.5,None,IT_SUD,2026-04-23
2026-01-03 00:00:00+00:00,3004.75,0.0,0.0,297.75,0.0,500.0,3004.75,-297.75,-500.0,2207.0,None,IT_SUD,2026-04-23
2026-01-03 01:00:00+00:00,3234.25,0.0,0.0,358.0,0.0,500.0,3234.25,-358.0,-500.0,2376.25,None,IT_SUD,2026-04-23
2026-01-03 02:00:00+00:00,3338.25,0.0,0.0,361.0,0.0,500.0,3338.25,-361.0,-500.0,2477.25,None,IT_SUD,2026-04-23
2026-01-03 03:00:00+00:00,3235.75,0.0,0.0,281.75,0.0,500.0,3235.75,-281.75,-500.0,2454.0,None,IT_SUD,2026-04-23
2026-01-03 04:00:00+00:00,3049.5,0.0,50.5,123.5,0.0,500.0,3049.5,-73.0,-500.0,2476.5,None,IT_SUD,2026-04-23
2026-01-03 05:00:00+00:00,2856.75,0.0,0.0,39.5,0.0,500.0,2856.75,-39.5,-500.0,2317.25,None,IT_SUD,2026-04-23
2026-01-03 06:00:00+00:00,2516.75,0.0,118.5,0.0,0.0,500.0,2516.75,118.5,-500.0,2135.25,None,IT_SUD,2026-04-23
2026-01-03 07:00:00+00:00,2268.75,0.0,171.0,0.0,0.0,500.0,2268.75,171.0,-500.0,1939.75,None,IT_SUD,2026-04-23
2026-01-03 08:00:00+00:00,2572.25,0.0,51.75,10.5,0.0,500.0,2572.25,41.25,-500.0,2113.5,None,IT_SUD,2026-04-23
2026-01-03 09:00:00+00:00,3148.0,0.0,0.0,202.25,0.0,500.0,3148.0,-202.25,-500.0,2445.75,None,IT_SUD,2026-04-23
2026-01-03 10:00:00+00:00,3833.75,0.0,0.0,601.75,0.0,500.0,3833.75,-601.75,-500.0,2732.0,None,IT_SUD,2026-04-23
2026-01-03 11:00:00+00:00,3855.0,0.0,0.0,598.0,0.0,500.0,3855.0,-598.0,-500.0,2757.0,None,IT_SUD,2026-04-23
2026-01-03 12:00:00+00:00,3808.25,0.0,0.0,714.0,0.0,500.0,3808.25,-714.0,-500.0,2594.25,None,IT_SUD,2026-04-23
2026-01-03 13:00:00+00:00,3504.25,0.0,0.0,775.75,0.0,500.0,3504.25,-775.75,-500.0,2228.5,None,IT_SUD,2026-04-23
2026-01-03 14:00:00+00:00,3648.75,0.0,0.0,1465.75,0.0,500.0,3648.75,-1465.75,-500.0,1683.0,None,IT_SUD,2026-04-23
2026-01-03 15:00:00+00:00,3258.25,0.0,0.0,1641.0,0.0,500.0,3258.25,-1641.0,-500.0,1117.25,None,IT_SUD,2026-04-23
2026-01-03 16:00:00+00:00,2892.75,0.0,0.0,1600.0,0.0,500.0,2892.75,-1600.0,-500.0,792.75,None,IT_SUD,2026-04-23
2026-01-03 17:00:00+00:00,2919.75,0.0,0.0,1631.0,0.0,500.0,2919.75,-1631.0,-500.0,788.75,None,IT_SUD,2026-04-23
2026-01-03 18:00:00+00:00,3002.75,0.0,0.0,1645.5,0.0,500.0,3002.75,-1645.5,-500.0,857.25,None,IT_SUD,2026-04-23
2026-01-03 19:00:00+00:00,3385.25,0.0,0.0,1817.0,0.0,500.0,3385.25,-1817.0,-500.0,1068.25,None,IT_SUD,2026-04-23
2026-01-03 20:00:00+00:00,3685.5,0.0,0.0,1792.0,0.0,500.0,3685.5,-1792.0,-500.0,1393.5,None,IT_SUD,2026-04-23
2026-01-03 21:00:00+00:00,3878.0,0.0,0.0,1577.5,0.0,500.0,3878.0,-1577.5,-500.0,1800.5,None,IT_SUD,2026-04-23
2026-01-03 22:00:00+00:00,3649.75,0.0,0.0,1045.75,0.0,500.0,3649.75,-1045.75,-500.0,2104.0,None,IT_SUD,2026-04-23
2026-01-03 23:00:00+00:00,3225.0,0.0,0.0,434.5,0.0,500.0,3225.0,-434.5,-500.0,2290.5,None,IT_SUD,2026-04-23
2026-01-04 00:00:00+00:00,3217.0,0.0,0.0,475.5,0.0,500.0,3217.0,-475.5,-500.0,2241.5,None,IT_SUD,2026-04-23
2026-01-04 01:00:00+00:00,3447.75,0.0,0.0,642.75,0.0,500.0,3447.75,-642.75,-500.0,2305.0,None,IT_SUD,2026-04-23
2026-01-04 02:00:00+00:00,3368.5,0.0,0.0,717.5,0.0,500.0,3368.5,-717.5,-500.0,2151.0,None,IT_SUD,2026-04-23
2026-01-04 03:00:00+00:00,3438.75,0.0,0.0,925.5,0.0,500.0,3438.75,-925.5,-500.0,2013.25,None,IT_SUD,2026-04-23
2026-01-04 04:00:00+00:00,2943.0,0.0,0.0,729.0,0.0,500.0,2943.0,-729.0,-500.0,1714.0,None,IT_SUD,2026-04-23
2026-01-04 05:00:00+00:00,2771.0,0.0,0.0,707.0,0.0,500.0,2771.0,-707.0,-500.0,1564.0,None,IT_SUD,2026-04-23
2026-01-04 06:00:00+00:00,2509.25,0.0,0.0,584.0,0.0,500.0,2509.25,-584.0,-500.0,1425.25,None,IT_SUD,2026-04-23
2026-01-04 07:00:00+00:00,2488.5,0.0,0.0,725.5,0.0,500.0,2488.5,-725.5,-500.0,1263.0,None,IT_SUD,2026-04-23
2026-01-04 08:00:00+00:00,3709.75,0.0,0.0,1674.5,0.0,500.0,3709.75,-1674.5,-500.0,1535.25,None,IT_SUD,2026-04-23
2026-01-04 09:00:00+00:00,4001.5,0.0,0.0,1837.25,0.0,500.0,4001.5,-1837.25,-500.0,1664.25,None,IT_SUD,2026-04-23
2026-01-04 10:00:00+00:00,4018.25,0.0,0.0,1801.75,0.0,500.0,4018.25,-1801.75,-500.0,1716.5,None,IT_SUD,2026-04-23
2026-01-04 11:00:00+00:00,3802.0,0.0,0.0,1655.25,0.0,500.0,3802.0,-1655.25,-500.0,1646.75,None,IT_SUD,2026-04-23
2026-01-04 12:00:00+00:00,3929.25,0.0,0.0,1812.0,0.0,500.0,3929.25,-1812.0,-500.0,1617.25,None,IT_SUD,2026-04-23
2026-01-04 13:00:00+00:00,3560.25,0.0,0.0,1538.25,0.0,500.0,3560.25,-1538.25,-500.0,1522.0,None,IT_SUD,2026-04-23
2026-01-04 14:00:00+00:00,3285.75,0.0,0.0,1590.5,19.0,500.0,3285.75,-1590.5,-481.0,1214.25,None,IT_SUD,2026-04-23
2026-01-04 15:00:00+00:00,3684.5,0.0,0.0,1815.25,501.0,762.0,3684.5,-1815.25,-261.0,1608.25,None,IT_SUD,2026-04-23
2026-01-04 16:00:00+00:00,3241.75,0.0,0.0,1903.0,366.0,638.0,3241.75,-1903.0,-272.0,1066.75,None,IT_SUD,2026-04-23
2026-01-04 17:00:00+00:00,3576.25,0.0,0.0,1933.0,157.0,657.0,3576.25,-1933.0,-500.0,1143.25,None,IT_SUD,2026-04-23
2026-01-04 18:00:00+00:00,3553.0,0.0,0.0,1928.0,0.0,500.0,3553.0,-1928.0,-500.0,1125.0,None,IT_SUD,2026-04-23
2026-01-04 19:00:00+00:00,3570.5,0.0,0.0,1981.5,0.0,500.0,3570.5,-1981.5,-500.0,1089.0,None,IT_SUD,2026-04-23
2026-01-04 20:00:00+00:00,3639.5,0.0,0.0,2046.75,0.0,500.0,3639.5,-2046.75,-500.0,1092.75,None,IT_SUD,2026-04-23
2026-01-04 21:00:00+00:00,3266.25,0.0,0.0,1843.5,0.0,500.0,3266.25,-1843.5,-500.0,922.75,None,IT_SUD,2026-04-23
2026-01-04 22:00:00+00:00,2686.0,0.0,0.0,1267.0,0.0,500.0,2686.0,-1267.0,-500.0,919.0,None,IT_SUD,2026-04-23
2026-01-04 23:00:00+00:00,1828.75,0.0,0.0,629.0,0.0,500.0,1828.75,-629.0,-500.0,699.75,None,IT_SUD,2026-04-23
2026-01-05 00:00:00+00:00,2353.75,0.0,0.0,893.25,0.0,500.0,2353.75,-893.25,-500.0,960.5,None,IT_SUD,2026-04-23
2026-01-05 01:00:00+00:00,2316.25,0.0,0.0,939.5,0.0,500.0,2316.25,-939.5,-500.0,876.75,None,IT_SUD,2026-04-23
2026-01-05 02:00:00+00:00,2342.0,0.0,0.0,940.75,0.0,500.0,2342.0,-940.75,-500.0,901.25,None,IT_SUD,2026-04-23
2026-01-05 03:00:00+00:00,2252.25,0.0,0.0,835.25,0.0,500.0,2252.25,-835.25,-500.0,917.0,None,IT_SUD,2026-04-23
2026-01-05 04:00:00+00:00,1838.0,0.0,0.0,494.75,0.0,500.0,1838.0,-494.75,-500.0,843.25,None,IT_SUD,2026-04-23
2026-01-05 05:00:00+00:00,3092.75,0.0,0.0,1468.75,45.0,500.0,3092.75,-1468.75,-455.0,1169.0,None,IT_SUD,2026-04-23
2026-01-05 06:00:00+00:00,4255.5,0.0,0.0,1928.5,13.0,511.0,4255.5,-1928.5,-498.0,1829.0,None,IT_SUD,2026-04-23
2026-01-05 07:00:00+00:00,4705.0,0.0,0.0,2056.25,131.0,631.0,4705.0,-2056.25,-500.0,2148.75,None,IT_SUD,2026-04-23
2026-01-05 08:00:00+00:00,4683.25,0.0,0.0,2106.25,124.0,624.0,4683.25,-2106.25,-500.0,2077.0,None,IT_SUD,2026-04-23
2026-01-05 09:00:00+00:00,4896.0,0.0,0.0,2242.75,45.0,545.0,4896.0,-2242.75,-500.0,2153.25,None,IT_SUD,2026-04-23
2026-01-05 10:00:00+00:00,5091.5,0.0,0.0,2405.75,73.0,573.0,5091.5,-2405.75,-500.0,2185.75,None,IT_SUD,2026-04-23
2026-01-05 11:00:00+00:00,4652.25,0.0,0.0,2111.0,73.0,564.0,4652.25,-2111.0,-491.0,2050.25,None,IT_SUD,2026-04-23
2026-01-05 12:00:00+00:00,4438.0,0.0,0.0,1986.5,196.0,649.0,4438.0,-1986.5,-453.0,1998.5,None,IT_SUD,2026-04-23
2026-01-05 13:00:00+00:00,4706.25,0.0,0.0,1983.5,180.0,680.0,4706.25,-1983.5,-500.0,2222.75,None,IT_SUD,2026-04-23
2026-01-05 14:00:00+00:00,4240.75,0.0,0.0,1690.25,185.0,685.0,4240.75,-1690.25,-500.0,2050.5,None,IT_SUD,2026-04-23
2026-01-05 15:00:00+00:00,3957.5,0.0,0.0,1543.5,198.0,698.0,3957.5,-1543.5,-500.0,1914.0,None,IT_SUD,2026-04-23
2026-01-05 16:00:00+00:00,3535.0,0.0,0.0,1320.75,199.0,699.0,3535.0,-1320.75,-500.0,1714.25,None,IT_SUD,2026-04-23
2026-01-05 17:00:00+00:00,3735.75,0.0,0.0,1502.0,138.0,638.0,3735.75,-1502.0,-500.0,1733.75,None,IT_SUD,2026-04-23
2026-01-05 18:00:00+00:00,3764.25,0.0,0.0,1475.25,158.0,658.0,3764.25,-1475.25,-500.0,1789.0,None,IT_SUD,2026-04-23
2026-01-05 19:00:00+00:00,3376.75,0.0,0.0,1252.75,65.0,565.0,3376.75,-1252.75,-500.0,1624.0,None,IT_SUD,2026-04-23
2026-01-05 20:00:00+00:00,3426.75,0.0,0.0,1318.75,11.0,506.0,3426.75,-1318.75,-495.0,1613.0,None,IT_SUD,2026-04-23
2026-01-05 21:00:00+00:00,3799.5,0.0,0.0,1567.25,0.0,500.0,3799.5,-1567.25,-500.0,1732.25,None,IT_SUD,2026-04-23
2026-01-05 22:00:00+00:00,2302.25,0.0,0.0,996.0,0.0,500.0,2302.25,-996.0,-500.0,806.25,None,IT_SUD,2026-04-23
2026-01-05 23:00:00+00:00,1997.75,0.0,0.0,641.5,0.0,500.0,1997.75,-641.5,-500.0,856.25,None,IT_SUD,2026-04-23
2026-01-06 00:00:00+00:00,1836.75,0.0,0.0,681.75,0.0,500.0,1836.75,-681.75,-500.0,655.0,None,IT_SUD,2026-04-23
2026-01-06 01:00:00+00:00,2041.25,0.0,0.0,859.0,0.0,500.0,2041.25,-859.0,-500.0,682.25,None,IT_SUD,2026-04-23
2026-01-06 02:00:00+00:00,2186.0,0.0,0.0,979.0,7.0,507.0,2186.0,-979.0,-500.0,707.0,None,IT_SUD,2026-04-23
2026-01-06 03:00:00+00:00,2211.25,0.0,0.0,1056.0,10.0,510.0,2211.25,-1056.0,-500.0,655.25,None,IT_SUD,2026-04-23
2026-01-06 04:00:00+00:00,2312.0,0.0,0.0,1161.5,95.0,500.0,2312.0,-1161.5,-405.0,745.5,None,IT_SUD,2026-04-23
2026-01-06 05:00:00+00:00,3129.0,0.0,0.0,1694.5,85.0,523.0,3129.0,-1694.5,-438.0,996.5,None,IT_SUD,2026-04-23
2026-01-06 06:00:00+00:00,4342.75,0.0,0.0,2599.5,209.0,630.0,4342.75,-2599.5,-421.0,1322.25,None,IT_SUD,2026-04-23
2026-01-06 07:00:00+00:00,4179.25,0.0,0.0,2477.5,217.0,519.0,4179.25,-2477.5,-302.0,1399.75,None,IT_SUD,2026-04-23
2026-01-06 08:00:00+00:00,4325.25,0.0,0.0,2340.75,57.0,500.0,4325.25,-2340.75,-443.0,1541.5,None,IT_SUD,2026-04-23
2026-01-06 09:00:00+00:00,4491.25,0.0,0.0,2444.75,113.0,500.0,4491.25,-2444.75,-387.0,1659.5,None,IT_SUD,2026-04-23
2026-01-06 10:00:00+00:00,4916.0,0.0,0.0,2501.25,142.0,500.0,4916.0,-2501.25,-358.0,2056.75,None,IT_SUD,2026-04-23
2026-01-06 11:00:00+00:00,4714.5,0.0,0.0,2198.25,168.0,638.0,4714.5,-2198.25,-470.0,2046.25,None,IT_SUD,2026-04-23
2026-01-06 12:00:00+00:00,4902.25,0.0,0.0,2305.75,239.0,739.0,4902.25,-2305.75,-500.0,2096.5,None,IT_SUD,2026-04-23
2026-01-06 13:00:00+00:00,5082.75,0.0,0.0,2336.5,198.0,698.0,5082.75,-2336.5,-500.0,2246.25,None,IT_SUD,2026-04-23
2026-01-06 14:00:00+00:00,4737.25,0.0,0.0,2032.25,120.0,620.0,4737.25,-2032.25,-500.0,2205.0,None,IT_SUD,2026-04-23
2026-01-06 15:00:00+00:00,4715.5,0.0,0.0,1931.75,249.0,749.0,4715.5,-1931.75,-500.0,2283.75,None,IT_SUD,2026-04-23
2026-01-06 16:00:00+00:00,4349.25,0.0,0.0,1512.0,327.0,827.0,4349.25,-1512.0,-500.0,2337.25,None,IT_SUD,2026-04-23
2026-01-06 17:00:00+00:00,3983.5,0.0,0.0,1150.25,91.0,591.0,3983.5,-1150.25,-500.0,2333.25,None,IT_SUD,2026-04-23
2026-01-06 18:00:00+00:00,4346.0,0.0,0.0,1347.5,3.0,503.0,4346.0,-1347.5,-500.0,2498.5,None,IT_SUD,2026-04-23
2026-01-06 19:00:00+00:00,4103.5,0.0,0.0,998.5,0.0,500.0,4103.5,-998.5,-500.0,2605.0,None,IT_SUD,2026-04-23
2026-01-06 20:00:00+00:00,3997.0,0.0,0.0,690.25,0.0,500.0,3997.0,-690.25,-500.0,2806.75,None,IT_SUD,2026-04-23
2026-01-06 21:00:00+00:00,3830.75,0.0,0.0,381.25,49.0,549.0,3830.75,-381.25,-500.0,2949.5,None,IT_SUD,2026-04-23
2026-01-06 22:00:00+00:00,2834.25,0.0,66.75,0.0,0.0,500.0,2834.25,66.75,-500.0,2401.0,None,IT_SUD,2026-04-23
2026-01-06 23:00:00+00:00,2573.75,0.0,0.0,255.0,0.0,500.0,2573.75,-255.0,-500.0,1818.75,None,IT_SUD,2026-04-23
2026-01-07 00:00:00+00:00,2372.75,0.0,0.0,221.25,0.0,500.0,2372.75,-221.25,-500.0,1651.5,None,IT_SUD,2026-04-23
2026-01-07 01:00:00+00:00,2336.0,0.0,0.0,253.25,0.0,500.0,2336.0,-253.25,-500.0,1582.75,None,IT_SUD,2026-04-23
2026-01-07 02:00:00+00:00,2170.5,0.0,0.0,247.0,0.0,500.0,2170.5,-247.0,-500.0,1423.5,None,IT_SUD,2026-04-23
2026-01-07 03:00:00+00:00,1848.5,0.0,0.0,114.5,0.0,500.0,1848.5,-114.5,-500.0,1234.0,None,IT_SUD,2026-04-23
2026-01-07 04:00:00+00:00,1414.25,0.0,112.75,0.0,0.0,500.0,1414.25,112.75,-500.0,1027.0,None,IT_SUD,2026-04-23
2026-01-07 05:00:00+00:00,2257.25,0.0,19.5,719.75,41.0,540.0,2257.25,-700.25,-499.0,1058.0,None,IT_SUD,2026-04-23
2026-01-07 06:00:00+00:00,2613.5,0.0,0.0,1114.0,68.0,568.0,2613.5,-1114.0,-500.0,999.5,None,IT_SUD,2026-04-23
2026-01-07 07:00:00+00:00,1924.25,0.0,0.0,564.0,55.0,555.0,1924.25,-564.0,-500.0,860.25,None,IT_SUD,2026-04-23
2026-01-07 08:00:00+00:00,2587.0,0.0,0.0,1211.25,71.0,571.0,2587.0,-1211.25,-500.0,875.75,None,IT_SUD,2026-04-23
2026-01-07 09:00:00+00:00,2841.25,0.0,0.0,1336.25,15.0,515.0,2841.25,-1336.25,-500.0,1005.0,None,IT_SUD,2026-04-23
2026-01-07 10:00:00+00:00,3067.25,0.0,0.0,1531.25,61.0,561.0,3067.25,-1531.25,-500.0,1036.0,None,IT_SUD,2026-04-23
2026-01-07 11:00:00+00:00,2705.5,0.0,0.0,1149.0,77.0,577.0,2705.5,-1149.0,-500.0,1056.5,None,IT_SUD,2026-04-23
2026-01-07 12:00:00+00:00,3006.5,0.0,0.0,1381.25,79.0,579.0,3006.5,-1381.25,-500.0,1125.25,None,IT_SUD,2026-04-23
2026-01-07 13:00:00+00:00,3163.75,0.0,0.0,1631.0,58.0,558.0,3163.75,-1631.0,-500.0,1032.75,None,IT_SUD,2026-04-23
2026-01-07 14:00:00+00:00,3197.0,0.0,0.0,1442.25,58.0,558.0,3197.0,-1442.25,-500.0,1254.75,None,IT_SUD,2026-04-23
2026-01-07 15:00:00+00:00,4892.75,0.0,0.0,2305.75,71.0,571.0,4892.75,-2305.75,-500.0,2087.0,None,IT_SUD,2026-04-23
2026-01-07 16:00:00+00:00,4594.75,0.0,0.0,2019.5,21.0,500.0,4594.75,-2019.5,-479.0,2096.25,None,IT_SUD,2026-04-23
2026-01-07 17:00:00+00:00,4671.75,0.0,0.0,1961.5,0.0,500.0,4671.75,-1961.5,-500.0,2210.25,None,IT_SUD,2026-04-23
2026-01-07 18:00:00+00:00,4578.75,0.0,0.0,1867.75,0.0,500.0,4578.75,-1867.75,-500.0,2211.0,None,IT_SUD,2026-04-23
2026-01-07 19:00:00+00:00,4950.5,0.0,0.0,2119.5,0.0,500.0,4950.5,-2119.5,-500.0,2331.0,None,IT_SUD,2026-04-23
2026-01-07 20:00:00+00:00,5028.25,0.0,0.0,1969.5,0.0,500.0,5028.25,-1969.5,-500.0,2558.75,None,IT_SUD,2026-04-23
2026-01-07 21:00:00+00:00,5002.75,0.0,0.0,1741.75,0.0,500.0,5002.75,-1741.75,-500.0,2761.0,None,IT_SUD,2026-04-23
2026-01-07 22:00:00+00:00,4585.5,0.0,0.0,1560.25,0.0,500.0,4585.5,-1560.25,-500.0,2525.25,None,IT_SUD,2026-04-23
2026-01-07 23:00:00+00:00,3795.5,0.0,0.0,1100.5,0.0,500.0,3795.5,-1100.5,-500.0,2195.0,None,IT_SUD,2026-04-23
2026-01-08 00:00:00+00:00,4020.5,0.0,0.0,1332.25,0.0,500.0,4020.5,-1332.25,-500.0,2188.25,None,IT_SUD,2026-04-23
2026-01-08 01:00:00+00:00,4383.0,0.0,0.0,1443.75,0.0,500.0,4383.0,-1443.75,-500.0,2439.25,None,IT_SUD,2026-04-23
2026-01-08 02:00:00+00:00,4465.25,0.0,0.0,1466.0,0.0,500.0,4465.25,-1466.0,-500.0,2499.25,None,IT_SUD,2026-04-23
2026-01-08 03:00:00+00:00,4145.75,0.0,0.0,1422.5,0.0,500.0,4145.75,-1422.5,-500.0,2223.25,None,IT_SUD,2026-04-23
2026-01-08 04:00:00+00:00,3949.0,0.0,0.0,1271.75,0.0,500.0,3949.0,-1271.75,-500.0,2177.25,None,IT_SUD,2026-04-23
