,SK_CZ,CZ_SK,SK_HU,HU_SK,SK_PL,PL_SK,SK_CZ_net_export,SK_HU_net_export,SK_PL_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-02 04:00:00+00:00,92.55,617.2,2283.0,75.475,0.2,1488.2,-524.6500000000001,2207.525,-1488.0,194.875,None,SK,2026-04-23
2026-01-02 05:00:00+00:00,5.475,592.05,2320.275,76.325,48.025,1526.5,-586.5749999999999,2243.9500000000003,-1478.475,178.90000000000055,None,SK,2026-04-23
2026-01-02 06:00:00+00:00,63.725,654.475,2239.0,98.25,13.325,1442.975,-590.75,2140.75,-1429.6499999999999,120.35000000000014,None,SK,2026-04-23
2026-01-02 07:00:00+00:00,41.675,540.2249999999999,1756.525,12.525,0.0,1301.675,-498.5499999999999,1744.0,-1301.675,-56.22499999999991,None,SK,2026-04-23
2026-01-02 08:00:00+00:00,35.45,486.25,1446.975,0.0,0.0,1239.0,-450.8,1446.975,-1239.0,-242.82500000000005,None,SK,2026-04-23
2026-01-02 09:00:00+00:00,128.4,474.3,1577.6,0.0,0.0,1498.95,-345.9,1577.6,-1498.95,-267.2500000000002,None,SK,2026-04-23
2026-01-02 10:00:00+00:00,92.325,471.5,1268.9,54.7,0.0,1367.875,-379.175,1214.2,-1367.875,-532.8499999999999,None,SK,2026-04-23
2026-01-02 11:00:00+00:00,56.2,488.45,1285.725,28.650000000000002,72.6,1380.7,-432.25,1257.0749999999998,-1308.1000000000001,-483.2750000000003,None,SK,2026-04-23
2026-01-02 12:00:00+00:00,72.65,454.85,1195.825,60.95,24.325,1113.575,-382.20000000000005,1134.875,-1089.25,-336.57500000000005,None,SK,2026-04-23
2026-01-02 13:00:00+00:00,65.675,635.925,1797.525,454.05,306.75,1145.275,-570.25,1343.4750000000001,-838.5250000000001,-65.29999999999995,None,SK,2026-04-23
2026-01-02 14:00:00+00:00,2.325,669.1,1999.6,261.225,304.95,1068.275,-666.775,1738.375,-763.325,308.27499999999986,None,SK,2026-04-23
2026-01-02 15:00:00+00:00,1.525,778.325,2203.85,60.925,306.05,1190.8,-776.8000000000001,2142.9249999999997,-884.75,481.37499999999955,None,SK,2026-04-23
2026-01-02 16:00:00+00:00,17.4,706.775,2176.975,177.025,354.975,1131.075,-689.375,1999.9499999999998,-776.1,534.4749999999998,None,SK,2026-04-23
2026-01-02 17:00:00+00:00,17.1,854.8,2347.95,98.69999999999999,269.5,1188.225,-837.6999999999999,2249.25,-918.7249999999999,492.8250000000003,None,SK,2026-04-23
2026-01-02 18:00:00+00:00,34.325,662.2,2244.825,293.125,372.575,1149.075,-627.875,1951.6999999999998,-776.5,547.3249999999998,None,SK,2026-04-23
2026-01-02 19:00:00+00:00,28.3,846.275,2385.7,137.22500000000002,168.125,1220.375,-817.975,2248.475,-1052.25,378.25,None,SK,2026-04-23
2026-01-02 20:00:00+00:00,80.45,672.375,2324.875,17.85,4.2749999999999995,1277.775,-591.925,2307.025,-1273.5,441.60000000000014,None,SK,2026-04-23
2026-01-02 21:00:00+00:00,2.925,632.375,2444.55,1.3,0.07500000000000001,1414.9,-629.45,2443.25,-1414.825,398.9749999999999,None,SK,2026-04-23
2026-01-02 22:00:00+00:00,7.4,693.4749999999999,2576.85,3.95,15.5,1526.875,-686.0749999999999,2572.9,-1511.375,375.4500000000003,None,SK,2026-04-23
2026-01-02 23:00:00+00:00,0.225,346.325,2270.425,1.1,5.925,1437.1,-346.09999999999997,2269.3250000000003,-1431.175,492.0500000000004,None,SK,2026-04-23
2026-01-03 00:00:00+00:00,27.725,132.15,2055.825,88.925,60.375,1334.3,-104.42500000000001,1966.8999999999999,-1273.925,588.55,None,SK,2026-04-23
2026-01-03 01:00:00+00:00,48.975,143.1,1842.1,58.224999999999994,33.25,1361.425,-94.125,1783.875,-1328.175,361.57500000000005,None,SK,2026-04-23
2026-01-03 02:00:00+00:00,69.65,154.3,1732.25,36.55,3.025,1397.85,-84.65,1695.7,-1394.8249999999998,216.22500000000014,None,SK,2026-04-23
2026-01-03 03:00:00+00:00,70.0,123.0,1683.325,198.775,167.3,1414.225,-53.0,1484.55,-1246.925,184.625,None,SK,2026-04-23
2026-01-03 04:00:00+00:00,71.25,228.0,1844.1499999999999,87.975,41.225,1493.3,-156.75,1756.175,-1452.075,147.3499999999999,None,SK,2026-04-23
2026-01-03 05:00:00+00:00,125.6,284.25,2167.475,166.275,117.675,1538.25,-158.65,2001.1999999999998,-1420.575,421.9749999999997,None,SK,2026-04-23
2026-01-03 06:00:00+00:00,121.625,559.55,2315.225,132.3,67.9,1575.775,-437.92499999999995,2182.9249999999997,-1507.875,237.12499999999977,None,SK,2026-04-23
2026-01-03 07:00:00+00:00,19.924999999999997,438.95,1898.3249999999998,30.0,27.275,1223.5,-419.025,1868.3249999999998,-1196.225,253.07499999999982,None,SK,2026-04-23
2026-01-03 08:00:00+00:00,69.02499999999999,201.775,1389.65,44.6,4.125,1003.625,-132.75,1345.0500000000002,-999.5,212.80000000000018,None,SK,2026-04-23
2026-01-03 09:00:00+00:00,54.6,35.175,1197.325,11.875,2.1,917.85,19.425000000000004,1185.45,-915.75,289.125,None,SK,2026-04-23
2026-01-03 10:00:00+00:00,30.775,117.175,1334.125,16.625,9.625,1082.625,-86.4,1317.5,-1073.0,158.0999999999999,None,SK,2026-04-23
2026-01-03 11:00:00+00:00,17.475,301.55,1372.975,32.425,69.3,908.8,-284.075,1340.55,-839.5,216.9749999999999,None,SK,2026-04-23
2026-01-03 12:00:00+00:00,62.375,483.825,1673.4,58.475,30.924999999999997,1000.925,-421.45,1614.9250000000002,-970.0,223.47500000000014,None,SK,2026-04-23
2026-01-03 13:00:00+00:00,6.7250000000000005,580.2249999999999,2282.175,5.075,1.1500000000000001,1309.325,-573.4999999999999,2277.1000000000004,-1308.175,395.4250000000004,None,SK,2026-04-23
2026-01-03 14:00:00+00:00,26.55,731.55,2531.65,77.1,57.1,1188.575,-705.0,2454.55,-1131.4750000000001,618.075,None,SK,2026-04-23
2026-01-03 15:00:00+00:00,0.1,891.825,2290.075,15.175,14.925,862.675,-891.725,2274.8999999999996,-847.75,535.4249999999997,None,SK,2026-04-23
2026-01-03 16:00:00+00:00,0.55,700.775,2349.625,107.0,106.525,958.625,-700.225,2242.625,-852.1,690.3000000000001,None,SK,2026-04-23
2026-01-03 17:00:00+00:00,0.0,884.7,2523.0,122.6,138.7,1041.0,-884.7,2400.4,-902.3,613.4000000000001,None,SK,2026-04-23
2026-01-03 18:00:00+00:00,1.475,710.725,2352.75,24.949999999999996,33.1,999.925,-709.25,2327.8,-966.8249999999999,651.7250000000003,None,SK,2026-04-23
2026-01-03 19:00:00+00:00,0.075,934.35,2463.6,30.275,42.625,1073.525,-934.275,2433.325,-1030.9,468.14999999999964,None,SK,2026-04-23
2026-01-03 20:00:00+00:00,32.0,871.75,2697.15,30.650000000000002,28.075,1406.625,-839.75,2666.5,-1378.55,448.20000000000005,None,SK,2026-04-23
2026-01-03 21:00:00+00:00,45.35,949.0,2701.0,192.975,91.3,1487.1,-903.65,2508.025,-1395.8,208.57500000000005,None,SK,2026-04-23
2026-01-03 22:00:00+00:00,52.025,846.375,2701.8,98.475,38.35,1501.6,-794.35,2603.3250000000003,-1463.25,345.72500000000036,None,SK,2026-04-23
2026-01-03 23:00:00+00:00,0.375,749.375,2745.0,13.45,10.075000000000001,1602.675,-749.0,2731.55,-1592.6,389.9500000000003,None,SK,2026-04-23
2026-01-04 00:00:00+00:00,21.525,719.275,2708.425,67.775,50.625,1568.125,-697.75,2640.65,-1517.5,425.4000000000001,None,SK,2026-04-23
2026-01-04 01:00:00+00:00,325.7,534.825,2399.05,250.575,51.375,1619.725,-209.12500000000006,2148.4750000000004,-1568.35,371.00000000000045,None,SK,2026-04-23
2026-01-04 02:00:00+00:00,104.425,397.525,2123.075,106.05000000000001,34.975,1630.725,-293.09999999999997,2017.0249999999999,-1595.75,128.17499999999995,None,SK,2026-04-23
2026-01-04 03:00:00+00:00,175.975,342.475,2156.175,279.8,110.775,1659.925,-166.50000000000003,1876.3750000000002,-1549.1499999999999,160.72500000000036,None,SK,2026-04-23
2026-01-04 04:00:00+00:00,89.65,403.425,2182.475,157.025,73.925,1684.175,-313.775,2025.4499999999998,-1610.25,101.42499999999973,None,SK,2026-04-23
2026-01-04 05:00:00+00:00,81.125,241.5,2157.3999999999996,103.65,41.125,1606.675,-160.375,2053.7499999999995,-1565.55,327.8249999999996,None,SK,2026-04-23
2026-01-04 06:00:00+00:00,145.6,411.375,2284.225,150.125,86.575,1729.15,-265.775,2134.1,-1642.575,225.74999999999977,None,SK,2026-04-23
2026-01-04 07:00:00+00:00,61.125,285.425,1929.925,153.975,99.375,1502.45,-224.3,1775.95,-1403.075,148.57500000000005,None,SK,2026-04-23
2026-01-04 08:00:00+00:00,12.600000000000001,197.2,1701.35,23.450000000000003,18.775,1423.7,-184.6,1677.8999999999999,-1404.925,88.375,None,SK,2026-04-23
2026-01-04 09:00:00+00:00,18.025,219.175,1886.65,23.0,9.7,1482.95,-201.15,1863.65,-1473.25,189.25,None,SK,2026-04-23
2026-01-04 10:00:00+00:00,36.95,291.35,1919.975,1.525,13.200000000000001,1613.1,-254.40000000000003,1918.4499999999998,-1599.8999999999999,64.14999999999986,None,SK,2026-04-23
2026-01-04 11:00:00+00:00,35.675,462.175,1847.875,19.8,3.5,1215.0,-426.5,1828.075,-1211.5,190.07500000000005,None,SK,2026-04-23
2026-01-04 12:00:00+00:00,51.675,694.275,2104.7,0.275,0.05,1287.725,-642.6,2104.4249999999997,-1287.675,174.14999999999986,None,SK,2026-04-23
2026-01-04 13:00:00+00:00,207.4,530.1,2052.625,316.45,159.25,1180.275,-322.70000000000005,1736.175,-1021.0250000000001,392.4499999999998,None,SK,2026-04-23
2026-01-04 14:00:00+00:00,76.89999999999999,661.125,2153.7,302.35,319.85,1076.025,-584.225,1851.35,-756.1750000000001,510.94999999999993,None,SK,2026-04-23
2026-01-04 15:00:00+00:00,187.1,715.3000000000001,2273.625,395.05,201.64999999999998,1156.225,-528.2,1878.575,-954.5749999999999,395.80000000000007,None,SK,2026-04-23
2026-01-04 16:00:00+00:00,151.25,622.825,2410.1,409.925,306.725,1327.4,-471.57500000000005,2000.175,-1020.6750000000001,507.92499999999984,None,SK,2026-04-23
2026-01-04 17:00:00+00:00,43.775,641.1,2324.05,131.15,191.225,1255.0749999999998,-597.325,2192.9,-1063.85,531.7250000000001,None,SK,2026-04-23
2026-01-04 18:00:00+00:00,72.35,585.45,2202.875,146.125,82.675,1141.025,-513.1,2056.75,-1058.3500000000001,485.29999999999995,None,SK,2026-04-23
2026-01-04 19:00:00+00:00,22.375,755.475,2496.775,33.2,73.05,1384.95,-733.1,2463.5750000000003,-1311.9,418.5750000000003,None,SK,2026-04-23
2026-01-04 20:00:00+00:00,78.4,863.55,2629.775,145.79999999999998,92.35000000000001,1345.375,-785.15,2483.975,-1253.025,445.7999999999997,None,SK,2026-04-23
2026-01-04 21:00:00+00:00,72.25,769.775,2590.725,104.125,59.349999999999994,1360.5,-697.525,2486.6,-1301.15,487.9249999999997,None,SK,2026-04-23
2026-01-04 22:00:00+00:00,0.9750000000000001,883.3499999999999,2633.9,0.9,41.75,1435.65,-882.3749999999999,2633.0,-1393.9,356.7249999999999,None,SK,2026-04-23
2026-01-04 23:00:00+00:00,137.675,572.175,2376.8,251.575,28.125,1519.85,-434.49999999999994,2125.2250000000004,-1491.725,199.00000000000045,None,SK,2026-04-23
2026-01-05 00:00:00+00:00,265.5,492.25,2091.75,286.775,54.325,1330.175,-226.75,1804.975,-1275.85,302.375,None,SK,2026-04-23
2026-01-05 01:00:00+00:00,427.5,521.425,2016.625,365.125,69.875,1353.125,-93.92499999999995,1651.5,-1283.25,274.32500000000005,None,SK,2026-04-23
2026-01-05 02:00:00+00:00,540.65,548.75,1746.1,400.175,71.325,1309.575,-8.100000000000023,1345.925,-1238.25,99.57499999999982,None,SK,2026-04-23
2026-01-05 03:00:00+00:00,438.675,650.225,1767.2,587.95,156.6,1133.675,-211.55,1179.25,-977.0749999999999,-9.374999999999886,None,SK,2026-04-23
2026-01-05 04:00:00+00:00,275.225,775.075,1967.2,379.7,138.2,1116.725,-499.85,1587.5,-978.5249999999999,109.12500000000023,None,SK,2026-04-23
2026-01-05 05:00:00+00:00,406.45,869.25,2010.7749999999999,468.65,95.9,985.5999999999999,-462.8,1542.125,-889.6999999999999,189.6250000000001,None,SK,2026-04-23
2026-01-05 06:00:00+00:00,101.05000000000001,758.575,1809.2,304.625,203.125,791.225,-657.5250000000001,1504.575,-588.1,258.94999999999993,None,SK,2026-04-23
2026-01-05 07:00:00+00:00,27.575,588.625,1182.325,43.5,65.95,254.9,-561.05,1138.825,-188.95,388.8250000000001,None,SK,2026-04-23
2026-01-05 08:00:00+00:00,23.450000000000003,745.925,1373.175,4.45,29.7,437.75,-722.4749999999999,1368.725,-408.05,238.2,None,SK,2026-04-23
2026-01-05 09:00:00+00:00,41.575,844.75,1598.1,168.0,191.1,636.25,-803.175,1430.1,-445.15,181.77499999999998,None,SK,2026-04-23
2026-01-05 10:00:00+00:00,12.1,990.1,1880.25,198.475,109.6,895.15,-978.0,1681.775,-785.55,-81.77499999999986,None,SK,2026-04-23
2026-01-05 11:00:00+00:00,58.3,1086.725,2044.1,248.35000000000002,298.1,1182.575,-1028.425,1795.75,-884.475,-117.14999999999998,None,SK,2026-04-23
2026-01-05 12:00:00+00:00,67.3,1012.3,1873.25,173.125,80.85,953.375,-945.0,1700.125,-872.525,-117.39999999999998,None,SK,2026-04-23
2026-01-05 13:00:00+00:00,181.45,982.575,1242.7,275.75,98.45,341.1,-801.125,966.95,-242.65000000000003,-76.82499999999999,None,SK,2026-04-23
2026-01-05 14:00:00+00:00,358.85,871.5,981.575,485.125,298.825,27.95,-512.65,496.45000000000005,270.875,254.67500000000007,None,SK,2026-04-23
2026-01-05 15:00:00+00:00,181.95,922.7,939.55,225.625,377.225,59.3,-740.75,713.925,317.925,291.09999999999997,None,SK,2026-04-23
2026-01-05 16:00:00+00:00,471.65000000000003,657.5,722.5999999999999,340.1,399.55,142.825,-185.84999999999997,382.4999999999999,256.725,453.37499999999994,None,SK,2026-04-23
2026-01-05 17:00:00+00:00,722.625,693.1,660.175,365.65,458.925,198.65,29.524999999999977,294.525,260.275,584.3249999999999,None,SK,2026-04-23
2026-01-05 18:00:00+00:00,176.425,720.2,774.225,210.725,368.85,60.575,-543.7750000000001,563.5,308.27500000000003,327.99999999999994,None,SK,2026-04-23
2026-01-05 19:00:00+00:00,140.95,837.95,864.55,31.15,113.42500000000001,263.325,-697.0,833.4,-149.89999999999998,-13.5,None,SK,2026-04-23
2026-01-05 20:00:00+00:00,27.875,860.575,1497.725,67.25,93.425,583.8,-832.7,1430.475,-490.37499999999994,107.39999999999992,None,SK,2026-04-23
2026-01-05 21:00:00+00:00,16.475,829.925,1763.55,99.95,161.175,744.575,-813.4499999999999,1663.6,-583.4000000000001,266.7499999999999,None,SK,2026-04-23
2026-01-05 22:00:00+00:00,20.875,554.775,1424.3999999999999,358.575,185.25,351.975,-533.9,1065.8249999999998,-166.72500000000002,365.1999999999998,None,SK,2026-04-23
2026-01-05 23:00:00+00:00,135.3,434.17499999999995,1167.175,621.025,495.6,491.475,-298.87499999999994,546.15,4.125,251.40000000000003,None,SK,2026-04-23
2026-01-06 00:00:00+00:00,151.725,208.0,744.575,585.55,420.4,237.425,-56.275000000000006,159.0250000000001,182.97499999999997,285.725,None,SK,2026-04-23
2026-01-06 01:00:00+00:00,155.5,246.15,834.8,466.3,306.9,336.45,-90.65,368.49999999999994,-29.55000000000001,248.2999999999999,None,SK,2026-04-23
2026-01-06 02:00:00+00:00,216.25,265.4,870.7,453.425,245.825,343.4,-49.14999999999998,417.27500000000003,-97.57499999999999,270.55000000000007,None,SK,2026-04-23
2026-01-06 03:00:00+00:00,133.725,240.4,797.325,457.95,302.42499999999995,274.475,-106.67500000000001,339.37500000000006,27.949999999999932,260.65,None,SK,2026-04-23
2026-01-06 04:00:00+00:00,169.05,261.85,970.6500000000001,449.675,292.125,448.5,-92.80000000000001,520.9750000000001,-156.375,271.8000000000001,None,SK,2026-04-23
2026-01-06 05:00:00+00:00,154.075,115.75,1301.6,481.125,320.67499999999995,655.225,38.32499999999999,820.4749999999999,-334.55000000000007,524.2499999999999,None,SK,2026-04-23
2026-01-06 06:00:00+00:00,290.875,0.0,1106.95,234.125,172.075,630.05,290.875,872.825,-457.97499999999997,705.7250000000001,None,SK,2026-04-23
2026-01-06 07:00:00+00:00,264.2,0.0,920.65,662.5749999999999,586.3,340.85,264.2,258.07500000000005,245.44999999999993,767.725,None,SK,2026-04-23
2026-01-06 08:00:00+00:00,241.975,33.275,877.475,707.35,645.675,297.25,208.7,170.125,348.42499999999995,727.25,None,SK,2026-04-23
2026-01-06 09:00:00+00:00,172.675,152.1,1186.9,147.1,263.775,593.375,20.575000000000017,1039.8000000000002,-329.6,730.7750000000002,None,SK,2026-04-23
2026-01-06 10:00:00+00:00,358.425,363.825,1467.1,330.625,250.25,790.025,-5.399999999999977,1136.475,-539.775,591.2999999999998,None,SK,2026-04-23
2026-01-06 11:00:00+00:00,440.7,490.2,1807.4,451.075,92.225,1033.975,-49.5,1356.325,-941.7499999999999,365.07500000000016,None,SK,2026-04-23
2026-01-06 12:00:00+00:00,963.175,601.25,1766.95,1265.625,348.05,791.8,361.92499999999995,501.32500000000005,-443.74999999999994,419.50000000000006,None,SK,2026-04-23
2026-01-06 13:00:00+00:00,1092.775,665.55,1669.6,1602.125,581.725,602.65,427.22500000000014,67.47499999999991,-20.924999999999955,473.7750000000001,None,SK,2026-04-23
2026-01-06 14:00:00+00:00,929.1,623.775,1296.875,1171.6,267.925,241.22500000000002,305.32500000000005,125.27500000000009,26.69999999999999,457.3000000000001,None,SK,2026-04-23
2026-01-06 15:00:00+00:00,677.7,757.65,1263.4,731.65,182.95,331.55,-79.94999999999993,531.7500000000001,-148.60000000000002,303.20000000000016,None,SK,2026-04-23
2026-01-06 16:00:00+00:00,847.725,676.75,1334.675,971.675,232.125,411.625,170.97500000000002,363.0,-179.5,354.475,None,SK,2026-04-23
2026-01-06 17:00:00+00:00,539.125,613.825,1284.25,711.9250000000001,344.075,474.5,-74.70000000000005,572.3249999999999,-130.425,367.1999999999999,None,SK,2026-04-23
2026-01-06 18:00:00+00:00,185.175,621.9,1480.3,507.57500000000005,319.4,608.075,-436.72499999999997,972.7249999999999,-288.67500000000007,247.32499999999993,None,SK,2026-04-23
2026-01-06 19:00:00+00:00,622.5,812.75,1818.75,1145.95,582.775,941.875,-190.25,672.8,-359.1,123.44999999999993,None,SK,2026-04-23
2026-01-06 20:00:00+00:00,74.525,894.45,1912.425,437.25,337.575,887.325,-819.9250000000001,1475.175,-549.75,105.49999999999989,None,SK,2026-04-23
2026-01-06 21:00:00+00:00,66.525,938.375,1947.9,166.625,145.675,1034.375,-871.85,1781.275,-888.7,20.725000000000023,None,SK,2026-04-23
2026-01-06 22:00:00+00:00,118.475,761.25,1738.0,168.375,88.8,869.55,-642.775,1569.625,-780.75,146.10000000000002,None,SK,2026-04-23
2026-01-06 23:00:00+00:00,11.524999999999999,454.5,1275.775,0.0,0.325,652.25,-442.975,1275.775,-651.925,180.8750000000001,None,SK,2026-04-23
2026-01-07 00:00:00+00:00,52.4,358.975,1068.05,9.3,0.325,583.0250000000001,-306.57500000000005,1058.75,-582.7,169.4749999999999,None,SK,2026-04-23
2026-01-07 01:00:00+00:00,75.75,392.42499999999995,1111.975,37.5,0.7,609.325,-316.67499999999995,1074.475,-608.625,149.17499999999995,None,SK,2026-04-23
2026-01-07 02:00:00+00:00,103.85,394.225,1145.825,69.525,0.275,727.025,-290.375,1076.3,-726.75,59.174999999999955,None,SK,2026-04-23
2026-01-07 03:00:00+00:00,86.75,540.25,1216.3,82.0,0.525,719.85,-453.5,1134.3,-719.325,-38.52500000000009,None,SK,2026-04-23
2026-01-07 04:00:00+00:00,0.85,552.325,1295.35,2.05,0.15,759.15,-551.475,1293.3,-759.0,-17.175000000000068,None,SK,2026-04-23
2026-01-07 05:00:00+00:00,0.0,538.25,1315.5,0.075,0.65,645.15,-538.25,1315.425,-644.5,132.67499999999995,None,SK,2026-04-23
2026-01-07 06:00:00+00:00,49.45,666.25,902.95,14.175,0.475,273.725,-616.8,888.7750000000001,-273.25,-1.2749999999998636,None,SK,2026-04-23
2026-01-07 07:00:00+00:00,38.375,635.25,640.25,8.25,0.22499999999999998,156.0,-596.875,632.0,-155.775,-120.65,None,SK,2026-04-23
2026-01-07 08:00:00+00:00,92.32499999999999,734.25,727.775,69.1,0.4,324.4,-641.925,658.675,-324.0,-307.25,None,SK,2026-04-23
2026-01-07 09:00:00+00:00,61.724999999999994,772.75,914.575,3.025,0.5,482.9,-711.025,911.5500000000001,-482.4,-281.8749999999999,None,SK,2026-04-23
2026-01-07 10:00:00+00:00,44.975,919.75,1165.6750000000002,0.025,0.5,653.525,-874.775,1165.65,-653.025,-362.14999999999986,None,SK,2026-04-23
2026-01-07 11:00:00+00:00,69.15,936.5,1176.95,27.875,0.475,626.75,-867.35,1149.075,-626.275,-344.54999999999995,None,SK,2026-04-23
2026-01-07 12:00:00+00:00,25.8,912.5,1037.575,76.625,0.55,491.8,-886.7,960.95,-491.25,-417.0,None,SK,2026-04-23
2026-01-07 13:00:00+00:00,98.625,984.75,1172.475,103.4,0.45,566.45,-886.125,1069.0749999999998,-566.0,-383.0500000000002,None,SK,2026-04-23
2026-01-07 14:00:00+00:00,171.3,912.0,1221.375,36.125,0.42499999999999993,480.675,-740.7,1185.25,-480.25,-35.700000000000045,None,SK,2026-04-23
2026-01-07 15:00:00+00:00,106.325,802.25,990.95,106.1,0.55,292.6,-695.925,884.85,-292.05,-103.12499999999994,None,SK,2026-04-23
2026-01-07 16:00:00+00:00,120.675,859.25,1044.85,20.35,0.45,396.75,-738.575,1024.5,-396.3,-110.37500000000006,None,SK,2026-04-23
2026-01-07 17:00:00+00:00,0.125,909.75,1191.225,23.675,0.44999999999999996,549.95,-909.625,1167.55,-549.5,-291.57500000000005,None,SK,2026-04-23
2026-01-07 18:00:00+00:00,0.0,869.75,1103.95,24.925,0.65,500.15,-869.75,1079.025,-499.5,-290.2249999999999,None,SK,2026-04-23
2026-01-07 19:00:00+00:00,0.0,943.5,1478.525,10.925,0.4,773.65,-943.5,1467.6000000000001,-773.25,-249.14999999999986,None,SK,2026-04-23
2026-01-07 20:00:00+00:00,0.0,935.5,1675.775,6.425,0.3,879.0,-935.5,1669.3500000000001,-878.7,-144.8499999999999,None,SK,2026-04-23
2026-01-07 21:00:00+00:00,0.0,960.5,2002.825,0.0,0.975,986.25,-960.5,2002.825,-985.275,57.05000000000007,None,SK,2026-04-23
2026-01-07 22:00:00+00:00,0.0,786.175,1704.1,195.225,0.75,688.875,-786.175,1508.875,-688.125,34.575000000000045,None,SK,2026-04-23
