,FI_EE,EE_FI,FI_SE_1,SE_1_FI,FI_SE_3,SE_3_FI,FI_EE_net_export,FI_SE_1_net_export,FI_SE_3_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-02-01 07:00:00+00:00,1016.0,0.0,0.0,1964.775,0.0,206.225,1016.0,-1964.775,-206.225,-1155.0,None,FI,2026-04-23
2026-02-01 08:00:00+00:00,1016.0,0.0,0.0,1911.375,0.0,411.725,1016.0,-1911.375,-411.725,-1307.1,None,FI,2026-04-23
2026-02-01 09:00:00+00:00,1016.0,0.0,0.0,1951.95,0.0,279.875,1016.0,-1951.95,-279.875,-1215.825,None,FI,2026-04-23
2026-02-01 10:00:00+00:00,1016.0,0.0,0.0,1947.95,0.0,172.8,1016.0,-1947.95,-172.8,-1104.75,None,FI,2026-04-23
2026-02-01 11:00:00+00:00,1016.0,0.0,0.0,1946.7,0.0,321.6,1016.0,-1946.7,-321.6,-1252.3000000000002,None,FI,2026-04-23
2026-02-01 12:00:00+00:00,1016.0,0.0,0.0,1948.85,0.0,380.85,1016.0,-1948.85,-380.85,-1313.6999999999998,None,FI,2026-04-23
2026-02-01 13:00:00+00:00,1016.0,0.0,0.0,1949.55,0.0,396.8,1016.0,-1949.55,-396.8,-1330.35,None,FI,2026-04-23
2026-02-01 14:00:00+00:00,1016.0,0.0,0.0,1962.75,0.0,343.475,1016.0,-1962.75,-343.475,-1290.225,None,FI,2026-04-23
2026-02-01 15:00:00+00:00,1016.0,0.0,0.0,1961.775,0.0,299.5,1016.0,-1961.775,-299.5,-1245.275,None,FI,2026-04-23
2026-02-01 16:00:00+00:00,1016.0,0.0,0.0,1962.05,0.0,249.3,1016.0,-1962.05,-249.3,-1195.35,None,FI,2026-04-23
2026-02-01 17:00:00+00:00,1016.0,0.0,0.0,1962.725,0.0,274.9,1016.0,-1962.725,-274.9,-1221.625,None,FI,2026-04-23
2026-02-01 18:00:00+00:00,1016.0,0.0,0.0,1952.375,0.0,291.375,1016.0,-1952.375,-291.375,-1227.75,None,FI,2026-04-23
2026-02-01 19:00:00+00:00,1016.0,0.0,0.0,1951.9,0.0,336.525,1016.0,-1951.9,-336.525,-1272.4250000000002,None,FI,2026-04-23
2026-02-01 20:00:00+00:00,1016.0,0.0,0.0,1954.075,0.0,591.4,1016.0,-1954.075,-591.4,-1529.475,None,FI,2026-04-23
2026-02-01 21:00:00+00:00,1016.0,0.0,0.0,1954.825,0.0,733.95,1016.0,-1954.825,-733.95,-1672.775,None,FI,2026-04-23
2026-02-01 22:00:00+00:00,1016.0,0.0,0.0,1953.55,0.0,968.1,1016.0,-1953.55,-968.1,-1905.65,None,FI,2026-04-23
2026-02-01 23:00:00+00:00,1014.1,0.0,0.0,1958.575,0.0,975.875,1014.1,-1958.575,-975.875,-1920.35,None,FI,2026-04-23
2026-02-02 00:00:00+00:00,981.55,0.0,0.0,1962.125,0.0,1155.925,981.55,-1962.125,-1155.925,-2136.5,None,FI,2026-04-23
2026-02-02 01:00:00+00:00,923.4,0.0,0.0,1956.925,0.0,1186.125,923.4,-1956.925,-1186.125,-2219.65,None,FI,2026-04-23
2026-02-02 02:00:00+00:00,787.025,0.0,0.0,1953.6,0.0,1199.425,787.025,-1953.6,-1199.425,-2366.0,None,FI,2026-04-23
2026-02-02 03:00:00+00:00,754.25,0.0,0.0,1952.775,0.0,1177.825,754.25,-1952.775,-1177.825,-2376.3500000000004,None,FI,2026-04-23
2026-02-02 04:00:00+00:00,651.5,0.0,0.0,1945.3,0.0,1200.0,651.5,-1945.3,-1200.0,-2493.8,None,FI,2026-04-23
2026-02-02 05:00:00+00:00,426.9,0.0,0.0,1932.5,0.0,1200.0,426.9,-1932.5,-1200.0,-2705.6,None,FI,2026-04-23
2026-02-02 06:00:00+00:00,125.19999999999999,0.0,0.0,1928.8,0.0,1200.0,125.19999999999999,-1928.8,-1200.0,-3003.6,None,FI,2026-04-23
2026-02-02 07:00:00+00:00,3.425,95.575,0.0,1924.975,0.0,1200.0,-92.15,-1924.975,-1200.0,-3217.125,None,FI,2026-04-23
2026-02-02 08:00:00+00:00,0.0,251.39999999999998,0.0,1926.5,0.0,1200.0,-251.39999999999998,-1926.5,-1200.0,-3377.9,None,FI,2026-04-23
2026-02-02 09:00:00+00:00,0.0,395.05,0.0,1924.5,0.0,1195.35,-395.05,-1924.5,-1195.35,-3514.9,None,FI,2026-04-23
2026-02-02 10:00:00+00:00,0.0,296.2,0.0,1931.4,0.0,1198.525,-296.2,-1931.4,-1198.525,-3426.125,None,FI,2026-04-23
2026-02-02 11:00:00+00:00,0.0,250.5,0.0,1930.725,0.0,1200.0,-250.5,-1930.725,-1200.0,-3381.225,None,FI,2026-04-23
2026-02-02 12:00:00+00:00,0.0,184.225,0.0,1939.7,0.0,1200.0,-184.225,-1939.7,-1200.0,-3323.925,None,FI,2026-04-23
2026-02-02 13:00:00+00:00,0.0,47.95,0.0,1939.525,0.0,1200.0,-47.95,-1939.525,-1200.0,-3187.4750000000004,None,FI,2026-04-23
2026-02-02 14:00:00+00:00,0.0,51.3,0.0,1940.95,0.0,1200.0,-51.3,-1940.95,-1200.0,-3192.25,None,FI,2026-04-23
2026-02-02 15:00:00+00:00,22.325000000000003,4.824999999999999,0.0,1943.275,0.0,1200.0,17.500000000000004,-1943.275,-1200.0,-3125.775,None,FI,2026-04-23
2026-02-02 16:00:00+00:00,7.8,28.875,0.0,1947.15,0.0,1200.0,-21.075,-1947.15,-1200.0,-3168.2250000000004,None,FI,2026-04-23
2026-02-02 17:00:00+00:00,0.0,149.95,0.0,1947.6,0.0,1200.0,-149.95,-1947.6,-1200.0,-3297.5499999999997,None,FI,2026-04-23
2026-02-02 18:00:00+00:00,0.0,158.05,0.0,1946.075,0.0,1200.0,-158.05,-1946.075,-1200.0,-3304.125,None,FI,2026-04-23
2026-02-02 19:00:00+00:00,0.0,114.275,0.0,1946.425,0.0,1200.0,-114.275,-1946.425,-1200.0,-3260.7,None,FI,2026-04-23
2026-02-02 20:00:00+00:00,118.425,0.0,0.0,1946.55,0.0,1200.0,118.425,-1946.55,-1200.0,-3028.125,None,FI,2026-04-23
2026-02-02 21:00:00+00:00,98.475,0.0,0.0,1951.9,0.0,1200.0,98.475,-1951.9,-1200.0,-3053.425,None,FI,2026-04-23
2026-02-02 22:00:00+00:00,235.875,0.0,0.0,1959.05,0.0,1200.0,235.875,-1959.05,-1200.0,-2923.175,None,FI,2026-04-23
2026-02-02 23:00:00+00:00,209.025,0.0,0.0,1959.025,0.0,1119.875,209.025,-1959.025,-1119.875,-2869.875,None,FI,2026-04-23
2026-02-03 00:00:00+00:00,387.125,0.0,0.0,1955.525,0.0,1075.6,387.125,-1955.525,-1075.6,-2644.0,None,FI,2026-04-23
2026-02-03 01:00:00+00:00,554.6,0.0,0.0,1953.8,0.0,871.875,554.6,-1953.8,-871.875,-2271.075,None,FI,2026-04-23
2026-02-03 02:00:00+00:00,657.9,0.0,0.0,1930.775,0.0,1008.275,657.9,-1930.775,-1008.275,-2281.15,None,FI,2026-04-23
2026-02-03 03:00:00+00:00,795.45,0.0,0.0,1956.45,0.0,1200.0,795.45,-1956.45,-1200.0,-2361.0,None,FI,2026-04-23
2026-02-03 04:00:00+00:00,469.725,0.0,0.0,1955.95,0.0,1200.0,469.725,-1955.95,-1200.0,-2686.225,None,FI,2026-04-23
2026-02-03 05:00:00+00:00,272.775,0.0,0.0,1955.55,0.0,1200.0,272.775,-1955.55,-1200.0,-2882.775,None,FI,2026-04-23
2026-02-03 06:00:00+00:00,473.0,0.0,0.0,1962.675,0.0,1200.0,473.0,-1962.675,-1200.0,-2689.675,None,FI,2026-04-23
2026-02-03 07:00:00+00:00,578.175,0.0,0.0,1957.525,0.0,1183.3,578.175,-1957.525,-1183.3,-2562.65,None,FI,2026-04-23
2026-02-03 08:00:00+00:00,447.45,0.0,0.0,1950.825,0.0,1190.35,447.45,-1950.825,-1190.35,-2693.725,None,FI,2026-04-23
2026-02-03 09:00:00+00:00,348.85,0.0,0.0,1949.2,0.0,1199.45,348.85,-1949.2,-1199.45,-2799.8,None,FI,2026-04-23
2026-02-03 10:00:00+00:00,529.9749999999999,0.0,0.0,1948.875,0.0,1199.575,529.9749999999999,-1948.875,-1199.575,-2618.4750000000004,None,FI,2026-04-23
2026-02-03 11:00:00+00:00,637.525,0.0,0.0,1949.85,0.0,1200.0,637.525,-1949.85,-1200.0,-2512.325,None,FI,2026-04-23
2026-02-03 12:00:00+00:00,632.0,0.0,0.0,1949.05,0.0,1200.0,632.0,-1949.05,-1200.0,-2517.05,None,FI,2026-04-23
2026-02-03 13:00:00+00:00,525.625,0.0,0.0,1950.0,0.0,1200.0,525.625,-1950.0,-1200.0,-2624.375,None,FI,2026-04-23
2026-02-03 14:00:00+00:00,337.15,0.0,0.0,1951.025,0.0,1200.0,337.15,-1951.025,-1200.0,-2813.875,None,FI,2026-04-23
2026-02-03 15:00:00+00:00,189.775,0.0,0.0,1952.25,0.0,1200.0,189.775,-1952.25,-1200.0,-2962.475,None,FI,2026-04-23
2026-02-03 16:00:00+00:00,126.725,0.0,0.0,1949.1,0.0,1200.0,126.725,-1949.1,-1200.0,-3022.375,None,FI,2026-04-23
2026-02-03 17:00:00+00:00,7.475,15.225,0.0,1951.675,0.0,1200.0,-7.75,-1951.675,-1200.0,-3159.425,None,FI,2026-04-23
2026-02-03 18:00:00+00:00,32.65,0.0,0.0,1954.875,0.0,1200.0,32.65,-1954.875,-1200.0,-3122.225,None,FI,2026-04-23
2026-02-03 19:00:00+00:00,117.22500000000001,0.0,0.0,1958.675,0.0,1200.0,117.22500000000001,-1958.675,-1200.0,-3041.45,None,FI,2026-04-23
2026-02-03 20:00:00+00:00,1.075,78.125,0.0,1957.1,0.0,1200.0,-77.05,-1957.1,-1200.0,-3234.1499999999996,None,FI,2026-04-23
2026-02-03 21:00:00+00:00,22.825,0.0,0.0,1960.2,0.0,1200.0,22.825,-1960.2,-1200.0,-3137.375,None,FI,2026-04-23
2026-02-03 22:00:00+00:00,71.6,5.575,0.0,1963.575,0.0,1200.0,66.02499999999999,-1963.575,-1200.0,-3097.55,None,FI,2026-04-23
2026-02-03 23:00:00+00:00,291.35,0.0,0.0,1963.0,0.0,1198.625,291.35,-1963.0,-1198.625,-2870.275,None,FI,2026-04-23
2026-02-04 00:00:00+00:00,271.875,0.0,0.0,1964.075,0.0,1194.225,271.875,-1964.075,-1194.225,-2886.425,None,FI,2026-04-23
2026-02-04 01:00:00+00:00,194.1,0.0,0.0,1965.25,0.0,1199.65,194.1,-1965.25,-1199.65,-2970.8,None,FI,2026-04-23
2026-02-04 02:00:00+00:00,113.6,0.0,0.0,1965.425,0.0,1199.025,113.6,-1965.425,-1199.025,-3050.8500000000004,None,FI,2026-04-23
2026-02-04 03:00:00+00:00,62.650000000000006,0.0,0.0,1965.675,0.0,1200.0,62.650000000000006,-1965.675,-1200.0,-3103.0249999999996,None,FI,2026-04-23
2026-02-04 04:00:00+00:00,0.0,28.549999999999997,0.0,1965.625,0.0,1200.0,-28.549999999999997,-1965.625,-1200.0,-3194.175,None,FI,2026-04-23
2026-02-04 05:00:00+00:00,46.325,0.0,0.0,1961.375,0.0,1200.0,46.325,-1961.375,-1200.0,-3115.05,None,FI,2026-04-23
2026-02-04 06:00:00+00:00,99.175,0.0,0.0,1948.3,0.0,1200.0,99.175,-1948.3,-1200.0,-3049.125,None,FI,2026-04-23
2026-02-04 07:00:00+00:00,191.3,0.0,0.0,1958.65,0.0,1200.0,191.3,-1958.65,-1200.0,-2967.3500000000004,None,FI,2026-04-23
2026-02-04 08:00:00+00:00,252.925,0.0,0.0,1961.6,0.0,1200.0,252.925,-1961.6,-1200.0,-2908.675,None,FI,2026-04-23
2026-02-04 09:00:00+00:00,249.5,0.0,0.0,1967.85,0.0,1200.0,249.5,-1967.85,-1200.0,-2918.35,None,FI,2026-04-23
2026-02-04 10:00:00+00:00,369.85,0.0,0.0,1959.825,0.0,1200.0,369.85,-1959.825,-1200.0,-2789.975,None,FI,2026-04-23
2026-02-04 11:00:00+00:00,540.15,0.0,0.0,1957.525,0.0,1200.0,540.15,-1957.525,-1200.0,-2617.375,None,FI,2026-04-23
2026-02-04 12:00:00+00:00,592.9,0.0,0.0,1956.75,0.0,1200.0,592.9,-1956.75,-1200.0,-2563.85,None,FI,2026-04-23
2026-02-04 13:00:00+00:00,525.35,0.0,0.0,1959.425,0.0,1200.0,525.35,-1959.425,-1200.0,-2634.075,None,FI,2026-04-23
2026-02-04 14:00:00+00:00,524.8,0.0,0.0,1951.15,0.0,1200.0,524.8,-1951.15,-1200.0,-2626.3500000000004,None,FI,2026-04-23
2026-02-04 15:00:00+00:00,394.65,0.0,0.0,1955.525,0.0,1200.0,394.65,-1955.525,-1200.0,-2760.875,None,FI,2026-04-23
2026-02-04 16:00:00+00:00,512.0,0.0,0.0,1957.1,0.0,1200.0,512.0,-1957.1,-1200.0,-2645.1,None,FI,2026-04-23
2026-02-04 17:00:00+00:00,476.4,0.0,0.0,1957.875,0.0,1200.0,476.4,-1957.875,-1200.0,-2681.475,None,FI,2026-04-23
2026-02-04 18:00:00+00:00,660.0,0.0,0.0,1955.975,0.0,1200.0,660.0,-1955.975,-1200.0,-2495.975,None,FI,2026-04-23
2026-02-04 19:00:00+00:00,550.7249999999999,0.0,0.0,1955.075,0.0,1200.0,550.7249999999999,-1955.075,-1200.0,-2604.3500000000004,None,FI,2026-04-23
2026-02-04 20:00:00+00:00,184.15,0.0,0.0,1956.05,0.0,1200.0,184.15,-1956.05,-1200.0,-2971.8999999999996,None,FI,2026-04-23
2026-02-04 21:00:00+00:00,62.825,0.0,0.0,1962.25,0.0,1200.0,62.825,-1962.25,-1200.0,-3099.425,None,FI,2026-04-23
2026-02-04 22:00:00+00:00,205.2,0.0,0.0,1964.5,0.0,1200.0,205.2,-1964.5,-1200.0,-2959.3,None,FI,2026-04-23
2026-02-04 23:00:00+00:00,497.25,0.0,0.0,1958.325,0.0,1200.0,497.25,-1958.325,-1200.0,-2661.075,None,FI,2026-04-23
2026-02-05 00:00:00+00:00,731.7,0.0,0.0,1961.875,0.0,1139.05,731.7,-1961.875,-1139.05,-2369.225,None,FI,2026-04-23
2026-02-05 01:00:00+00:00,1015.925,0.0,0.0,1963.425,0.0,959.275,1015.925,-1963.425,-959.275,-1906.775,None,FI,2026-04-23
2026-02-05 02:00:00+00:00,1016.0,0.0,0.0,1963.075,0.0,754.25,1016.0,-1963.075,-754.25,-1701.325,None,FI,2026-04-23
2026-02-05 03:00:00+00:00,1015.925,0.0,0.0,1956.15,0.0,805.675,1015.925,-1956.15,-805.675,-1745.9,None,FI,2026-04-23
2026-02-05 04:00:00+00:00,1016.0,0.0,0.0,1946.8,0.0,804.5,1016.0,-1946.8,-804.5,-1735.3,None,FI,2026-04-23
2026-02-05 05:00:00+00:00,1016.0,0.0,0.0,1951.125,0.0,731.35,1016.0,-1951.125,-731.35,-1666.475,None,FI,2026-04-23
2026-02-05 06:00:00+00:00,1015.825,0.0,0.0,1765.975,0.0,813.4,1015.825,-1765.975,-813.4,-1563.5499999999997,None,FI,2026-04-23
2026-02-05 07:00:00+00:00,1016.0,0.0,0.0,1717.725,0.0,796.075,1016.0,-1717.725,-796.075,-1497.8,None,FI,2026-04-23
2026-02-05 08:00:00+00:00,1010.975,0.0,0.0,1655.525,0.0,1020.15,1010.975,-1655.525,-1020.15,-1664.7,None,FI,2026-04-23
2026-02-05 09:00:00+00:00,1015.925,0.0,0.0,1624.85,0.0,874.575,1015.925,-1624.85,-874.575,-1483.5,None,FI,2026-04-23
2026-02-05 10:00:00+00:00,998.25,0.0,0.0,1572.525,0.0,1126.5,998.25,-1572.525,-1126.5,-1700.775,None,FI,2026-04-23
2026-02-05 11:00:00+00:00,889.525,0.0,0.0,1549.875,0.0,1200.0,889.525,-1549.875,-1200.0,-1860.35,None,FI,2026-04-23
2026-02-05 12:00:00+00:00,653.9,0.0,0.0,1469.225,0.0,1200.0,653.9,-1469.225,-1200.0,-2015.3249999999998,None,FI,2026-04-23
2026-02-05 13:00:00+00:00,647.8,0.0,0.0,1427.9,0.0,1200.0,647.8,-1427.9,-1200.0,-1980.1000000000001,None,FI,2026-04-23
2026-02-05 14:00:00+00:00,559.6500000000001,0.0,0.0,1460.0,0.0,1200.0,559.6500000000001,-1460.0,-1200.0,-2100.35,None,FI,2026-04-23
2026-02-05 15:00:00+00:00,585.3,0.0,0.0,1481.7,0.0,1200.0,585.3,-1481.7,-1200.0,-2096.4,None,FI,2026-04-23
2026-02-05 16:00:00+00:00,658.45,0.0,0.0,1711.475,0.0,1200.0,658.45,-1711.475,-1200.0,-2253.0249999999996,None,FI,2026-04-23
2026-02-05 17:00:00+00:00,353.825,0.0,0.0,1748.05,0.0,1200.0,353.825,-1748.05,-1200.0,-2594.225,None,FI,2026-04-23
2026-02-05 18:00:00+00:00,439.8,0.0,0.0,1900.65,0.0,1200.0,439.8,-1900.65,-1200.0,-2660.8500000000004,None,FI,2026-04-23
2026-02-05 19:00:00+00:00,572.45,0.0,0.0,1921.9,0.0,1200.0,572.45,-1921.9,-1200.0,-2549.45,None,FI,2026-04-23
2026-02-05 20:00:00+00:00,262.3,0.0,0.0,1928.1,0.0,1200.0,262.3,-1928.1,-1200.0,-2865.8,None,FI,2026-04-23
2026-02-05 21:00:00+00:00,79.725,0.0,0.0,1929.825,0.0,1200.0,79.725,-1929.825,-1200.0,-3050.1000000000004,None,FI,2026-04-23
2026-02-05 22:00:00+00:00,204.625,0.0,0.0,1930.45,0.0,1200.0,204.625,-1930.45,-1200.0,-2925.825,None,FI,2026-04-23
2026-02-05 23:00:00+00:00,5.475,13.275,0.0,1935.325,0.0,1200.0,-7.800000000000001,-1935.325,-1200.0,-3143.125,None,FI,2026-04-23
2026-02-06 00:00:00+00:00,26.200000000000003,8.4,0.0,1935.625,0.0,1200.0,17.800000000000004,-1935.625,-1200.0,-3117.825,None,FI,2026-04-23
2026-02-06 01:00:00+00:00,40.975,0.0,0.0,1915.15,0.0,1200.0,40.975,-1915.15,-1200.0,-3074.175,None,FI,2026-04-23
2026-02-06 02:00:00+00:00,73.65,0.0,0.0,1849.625,0.0,1200.0,73.65,-1849.625,-1200.0,-2975.975,None,FI,2026-04-23
2026-02-06 03:00:00+00:00,252.77500000000003,0.0,0.0,1843.875,0.0,1200.0,252.77500000000003,-1843.875,-1200.0,-2791.1,None,FI,2026-04-23
2026-02-06 04:00:00+00:00,111.625,0.0,0.0,1934.85,0.0,1200.0,111.625,-1934.85,-1200.0,-3023.225,None,FI,2026-04-23
2026-02-06 05:00:00+00:00,376.325,0.0,0.0,1935.2,0.0,1200.0,376.325,-1935.2,-1200.0,-2758.875,None,FI,2026-04-23
2026-02-06 06:00:00+00:00,482.725,0.0,0.0,1933.0,0.0,1200.0,482.725,-1933.0,-1200.0,-2650.275,None,FI,2026-04-23
2026-02-06 07:00:00+00:00,590.65,0.0,0.0,1928.925,0.0,1200.0,590.65,-1928.925,-1200.0,-2538.275,None,FI,2026-04-23
2026-02-06 08:00:00+00:00,659.3499999999999,0.0,0.0,1935.0,0.0,1200.0,659.3499999999999,-1935.0,-1200.0,-2475.65,None,FI,2026-04-23
2026-02-06 09:00:00+00:00,767.95,0.0,0.0,1933.625,0.0,1200.0,767.95,-1933.625,-1200.0,-2365.675,None,FI,2026-04-23
2026-02-06 10:00:00+00:00,835.25,0.0,0.0,1941.075,0.0,1200.0,835.25,-1941.075,-1200.0,-2305.825,None,FI,2026-04-23
2026-02-06 11:00:00+00:00,857.375,0.0,0.0,1936.6,0.0,1200.0,857.375,-1936.6,-1200.0,-2279.225,None,FI,2026-04-23
2026-02-06 12:00:00+00:00,916.15,0.0,0.0,1935.95,0.0,1200.0,916.15,-1935.95,-1200.0,-2219.8,None,FI,2026-04-23
2026-02-06 13:00:00+00:00,792.2,0.0,0.0,1935.175,0.0,1200.0,792.2,-1935.175,-1200.0,-2342.975,None,FI,2026-04-23
2026-02-06 14:00:00+00:00,724.45,0.0,0.0,1933.1,0.0,1200.0,724.45,-1933.1,-1200.0,-2408.6499999999996,None,FI,2026-04-23
2026-02-06 15:00:00+00:00,980.8,0.0,0.0,1935.5,0.0,1200.0,980.8,-1935.5,-1200.0,-2154.7,None,FI,2026-04-23
2026-02-06 16:00:00+00:00,1016.0,0.0,0.0,1937.525,0.0,1200.0,1016.0,-1937.525,-1200.0,-2121.525,None,FI,2026-04-23
2026-02-06 17:00:00+00:00,1014.875,0.0,0.0,1940.725,0.0,1200.0,1014.875,-1940.725,-1200.0,-2125.85,None,FI,2026-04-23
2026-02-06 18:00:00+00:00,1015.525,0.0,0.0,1941.45,0.0,1200.0,1015.525,-1941.45,-1200.0,-2125.925,None,FI,2026-04-23
2026-02-06 19:00:00+00:00,1016.0,0.0,0.0,1944.05,0.0,1200.0,1016.0,-1944.05,-1200.0,-2128.05,None,FI,2026-04-23
2026-02-06 20:00:00+00:00,654.7750000000001,0.0,0.0,1947.85,0.0,1200.0,654.7750000000001,-1947.85,-1200.0,-2493.075,None,FI,2026-04-23
2026-02-06 21:00:00+00:00,855.825,0.0,0.0,1950.975,0.0,1200.0,855.825,-1950.975,-1200.0,-2295.1499999999996,None,FI,2026-04-23
2026-02-06 22:00:00+00:00,732.175,0.0,0.0,1957.325,0.0,1200.0,732.175,-1957.325,-1200.0,-2425.15,None,FI,2026-04-23
2026-02-06 23:00:00+00:00,606.1,0.0,0.0,1959.35,0.0,1200.0,606.1,-1959.35,-1200.0,-2553.25,None,FI,2026-04-23
2026-02-07 00:00:00+00:00,579.725,0.0,0.0,1962.225,0.0,1200.0,579.725,-1962.225,-1200.0,-2582.5,None,FI,2026-04-23
2026-02-07 01:00:00+00:00,629.9,0.0,0.0,1960.075,0.0,1200.0,629.9,-1960.075,-1200.0,-2530.175,None,FI,2026-04-23
2026-02-07 02:00:00+00:00,590.6,0.0,0.0,1964.625,0.0,1200.0,590.6,-1964.625,-1200.0,-2574.025,None,FI,2026-04-23
2026-02-07 03:00:00+00:00,511.175,0.0,0.0,1975.425,0.0,1200.0,511.175,-1975.425,-1200.0,-2664.25,None,FI,2026-04-23
2026-02-07 04:00:00+00:00,626.5,0.0,0.0,1962.775,0.0,1200.0,626.5,-1962.775,-1200.0,-2536.275,None,FI,2026-04-23
2026-02-07 05:00:00+00:00,674.125,0.0,0.0,1962.075,0.0,1200.0,674.125,-1962.075,-1200.0,-2487.95,None,FI,2026-04-23
2026-02-07 06:00:00+00:00,780.575,0.0,0.0,1959.05,0.0,1200.0,780.575,-1959.05,-1200.0,-2378.475,None,FI,2026-04-23
2026-02-07 07:00:00+00:00,911.475,0.0,0.0,1947.25,0.0,1200.0,911.475,-1947.25,-1200.0,-2235.775,None,FI,2026-04-23
2026-02-07 08:00:00+00:00,911.275,0.0,0.0,1919.0,0.0,1200.0,911.275,-1919.0,-1200.0,-2207.725,None,FI,2026-04-23
2026-02-07 09:00:00+00:00,907.275,0.0,0.0,1934.525,0.0,1192.1,907.275,-1934.525,-1192.1,-2219.35,None,FI,2026-04-23
2026-02-07 10:00:00+00:00,928.8,0.0,0.0,1935.7,0.0,1200.0,928.8,-1935.7,-1200.0,-2206.9,None,FI,2026-04-23
2026-02-07 11:00:00+00:00,998.1,0.0,0.0,1937.5,0.0,1200.0,998.1,-1937.5,-1200.0,-2139.4,None,FI,2026-04-23
2026-02-07 12:00:00+00:00,908.75,0.0,0.0,1939.525,0.0,1200.0,908.75,-1939.525,-1200.0,-2230.775,None,FI,2026-04-23
2026-02-07 13:00:00+00:00,915.475,0.0,0.0,1909.575,0.0,1200.0,915.475,-1909.575,-1200.0,-2194.1,None,FI,2026-04-23
2026-02-07 14:00:00+00:00,817.125,0.0,0.0,1875.95,0.0,1200.0,817.125,-1875.95,-1200.0,-2258.825,None,FI,2026-04-23
2026-02-07 15:00:00+00:00,808.975,0.0,0.0,1853.55,0.0,1200.0,808.975,-1853.55,-1200.0,-2244.575,None,FI,2026-04-23
2026-02-07 16:00:00+00:00,631.575,0.0,0.0,1835.05,0.0,1200.0,631.575,-1835.05,-1200.0,-2403.475,None,FI,2026-04-23
2026-02-07 17:00:00+00:00,550.6999999999999,0.0,0.0,1829.65,0.0,1200.0,550.6999999999999,-1829.65,-1200.0,-2478.9500000000003,None,FI,2026-04-23
2026-02-07 18:00:00+00:00,556.5,0.0,0.0,1875.525,0.0,1200.0,556.5,-1875.525,-1200.0,-2519.025,None,FI,2026-04-23
2026-02-07 19:00:00+00:00,763.875,0.0,0.0,1940.8,0.0,1200.0,763.875,-1940.8,-1200.0,-2376.925,None,FI,2026-04-23
2026-02-07 20:00:00+00:00,413.95,0.0,0.0,1959.075,0.0,1200.0,413.95,-1959.075,-1200.0,-2745.125,None,FI,2026-04-23
2026-02-07 21:00:00+00:00,211.125,0.0,0.0,1957.075,0.0,1200.0,211.125,-1957.075,-1200.0,-2945.95,None,FI,2026-04-23
2026-02-07 22:00:00+00:00,152.3,0.0,0.0,1960.85,0.0,1200.0,152.3,-1960.85,-1200.0,-3008.55,None,FI,2026-04-23
2026-02-07 23:00:00+00:00,70.875,0.0,0.0,1992.425,0.0,1200.0,70.875,-1992.425,-1200.0,-3121.55,None,FI,2026-04-23
2026-02-08 00:00:00+00:00,193.925,0.0,0.0,1992.225,0.0,1199.975,193.925,-1992.225,-1199.975,-2998.2749999999996,None,FI,2026-04-23
2026-02-08 01:00:00+00:00,171.1,0.0,0.0,1993.225,0.0,1200.0,171.1,-1993.225,-1200.0,-3022.125,None,FI,2026-04-23
2026-02-08 02:00:00+00:00,118.4,0.0,0.0,1977.85,0.0,1169.025,118.4,-1977.85,-1169.025,-3028.475,None,FI,2026-04-23
2026-02-08 03:00:00+00:00,305.5,0.0,0.0,1970.3,0.0,1200.0,305.5,-1970.3,-1200.0,-2864.8,None,FI,2026-04-23
2026-02-08 04:00:00+00:00,229.525,0.0,0.0,1973.475,0.0,1200.0,229.525,-1973.475,-1200.0,-2943.95,None,FI,2026-04-23
2026-02-08 05:00:00+00:00,135.575,0.0,0.0,1971.975,0.0,1195.3,135.575,-1971.975,-1195.3,-3031.7,None,FI,2026-04-23
2026-02-08 06:00:00+00:00,95.225,0.0,0.0,1970.275,0.0,1193.95,95.225,-1970.275,-1193.95,-3069.0,None,FI,2026-04-23
2026-02-08 07:00:00+00:00,137.275,0.0,0.0,1966.575,0.0,1151.325,137.275,-1966.575,-1151.325,-2980.625,None,FI,2026-04-23
2026-02-08 08:00:00+00:00,271.7,0.0,0.0,1964.125,0.0,1200.0,271.7,-1964.125,-1200.0,-2892.425,None,FI,2026-04-23
2026-02-08 09:00:00+00:00,425.275,0.0,0.0,1965.6,0.0,1200.0,425.275,-1965.6,-1200.0,-2740.325,None,FI,2026-04-23
2026-02-08 10:00:00+00:00,367.7,0.0,0.0,1961.975,0.0,1188.425,367.7,-1961.975,-1188.425,-2782.7,None,FI,2026-04-23
2026-02-08 11:00:00+00:00,266.55,0.0,0.0,1961.35,0.0,1200.0,266.55,-1961.35,-1200.0,-2894.8,None,FI,2026-04-23
2026-02-08 12:00:00+00:00,527.475,0.0,0.0,1959.55,0.0,1200.0,527.475,-1959.55,-1200.0,-2632.075,None,FI,2026-04-23
2026-02-08 13:00:00+00:00,724.725,0.0,0.0,1956.7,0.0,1200.0,724.725,-1956.7,-1200.0,-2431.975,None,FI,2026-04-23
2026-02-08 14:00:00+00:00,647.55,0.0,0.0,1956.55,0.0,1200.0,647.55,-1956.55,-1200.0,-2509.0,None,FI,2026-04-23
2026-02-08 15:00:00+00:00,765.325,0.0,0.0,1951.4,0.0,1192.625,765.325,-1951.4,-1192.625,-2378.7,None,FI,2026-04-23
