,FI_EE,EE_FI,FI_SE_1,SE_1_FI,FI_SE_3,SE_3_FI,FI_EE_net_export,FI_SE_1_net_export,FI_SE_3_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-02 14:00:00+00:00,540.825,0.0,0.0,1942.725,0.0,196.475,540.825,-1942.725,-196.475,-1598.3749999999998,None,FI,2026-04-23
2026-01-02 15:00:00+00:00,396.85,0.0,0.0,1943.6,0.0,108.175,396.85,-1943.6,-108.175,-1654.925,None,FI,2026-04-23
2026-01-02 16:00:00+00:00,149.95,0.0,0.0,1947.125,0.0,247.275,149.95,-1947.125,-247.275,-2044.45,None,FI,2026-04-23
2026-01-02 17:00:00+00:00,221.75,0.0,0.0,1947.125,0.0,379.35,221.75,-1947.125,-379.35,-2104.725,None,FI,2026-04-23
2026-01-02 18:00:00+00:00,416.54999999999995,0.0,0.0,1946.15,0.0,406.75,416.54999999999995,-1946.15,-406.75,-1936.3500000000001,None,FI,2026-04-23
2026-01-02 19:00:00+00:00,827.1750000000001,0.0,0.0,1939.5,0.0,474.125,827.1750000000001,-1939.5,-474.125,-1586.4499999999998,None,FI,2026-04-23
2026-01-02 20:00:00+00:00,636.0,0.0,0.0,1945.775,0.0,507.425,636.0,-1945.775,-507.425,-1817.2,None,FI,2026-04-23
2026-01-02 21:00:00+00:00,821.475,0.0,0.0,1927.55,0.0,442.15,821.475,-1927.55,-442.15,-1548.225,None,FI,2026-04-23
2026-01-02 22:00:00+00:00,661.425,0.0,0.0,1913.25,0.0,274.75,661.425,-1913.25,-274.75,-1526.575,None,FI,2026-04-23
2026-01-02 23:00:00+00:00,892.425,0.0,0.0,1930.8,0.0,1137.35,892.425,-1930.8,-1137.35,-2175.725,None,FI,2026-04-23
2026-01-03 00:00:00+00:00,990.875,0.0,0.0,1954.4,0.0,1138.65,990.875,-1954.4,-1138.65,-2102.175,None,FI,2026-04-23
2026-01-03 01:00:00+00:00,815.0,0.0,0.0,1951.3,0.0,1005.225,815.0,-1951.3,-1005.225,-2141.525,None,FI,2026-04-23
2026-01-03 02:00:00+00:00,721.125,0.0,0.0,1949.125,0.0,869.6,721.125,-1949.125,-869.6,-2097.6,None,FI,2026-04-23
2026-01-03 03:00:00+00:00,684.875,0.0,0.0,1948.6,0.0,977.675,684.875,-1948.6,-977.675,-2241.3999999999996,None,FI,2026-04-23
2026-01-03 04:00:00+00:00,908.4,0.0,0.0,1941.6,0.0,869.9,908.4,-1941.6,-869.9,-1903.1,None,FI,2026-04-23
2026-01-03 05:00:00+00:00,875.825,0.0,0.0,1941.5,0.0,803.2,875.825,-1941.5,-803.2,-1868.875,None,FI,2026-04-23
2026-01-03 06:00:00+00:00,1006.6,0.0,0.0,1939.55,0.0,820.85,1006.6,-1939.55,-820.85,-1753.8,None,FI,2026-04-23
2026-01-03 07:00:00+00:00,1010.65,0.0,0.0,1916.75,0.0,673.075,1010.65,-1916.75,-673.075,-1579.1750000000002,None,FI,2026-04-23
2026-01-03 08:00:00+00:00,1015.75,0.0,0.0,1933.925,0.0,669.3,1015.75,-1933.925,-669.3,-1587.475,None,FI,2026-04-23
2026-01-03 09:00:00+00:00,1008.7,0.0,0.0,1930.5,0.0,793.1,1008.7,-1930.5,-793.1,-1714.9,None,FI,2026-04-23
2026-01-03 10:00:00+00:00,857.325,0.0,0.0,1926.55,0.0,595.325,857.325,-1926.55,-595.325,-1664.55,None,FI,2026-04-23
2026-01-03 11:00:00+00:00,869.15,0.0,0.0,1926.15,0.0,543.975,869.15,-1926.15,-543.975,-1600.975,None,FI,2026-04-23
2026-01-03 12:00:00+00:00,961.525,0.0,0.0,1925.45,0.0,409.075,961.525,-1925.45,-409.075,-1373.0,None,FI,2026-04-23
2026-01-03 13:00:00+00:00,927.05,0.0,0.0,1923.85,0.0,310.675,927.05,-1923.85,-310.675,-1307.475,None,FI,2026-04-23
2026-01-03 14:00:00+00:00,886.95,0.0,0.0,1923.775,0.0,215.725,886.95,-1923.775,-215.725,-1252.55,None,FI,2026-04-23
2026-01-03 15:00:00+00:00,1012.5,0.0,0.0,1923.0,0.0,216.1,1012.5,-1923.0,-216.1,-1126.6,None,FI,2026-04-23
2026-01-03 16:00:00+00:00,1016.0,0.0,0.0,1921.2,0.0,183.9,1016.0,-1921.2,-183.9,-1089.1000000000001,None,FI,2026-04-23
2026-01-03 17:00:00+00:00,1016.0,0.0,0.0,1922.2,0.0,280.15,1016.0,-1922.2,-280.15,-1186.35,None,FI,2026-04-23
2026-01-03 18:00:00+00:00,1016.0,0.0,0.0,1902.65,0.0,291.525,1016.0,-1902.65,-291.525,-1178.1750000000002,None,FI,2026-04-23
2026-01-03 19:00:00+00:00,1016.0,0.0,0.0,1576.075,0.0,503.0,1016.0,-1576.075,-503.0,-1063.075,None,FI,2026-04-23
2026-01-03 20:00:00+00:00,1016.0,0.0,0.0,1823.5,0.0,517.5,1016.0,-1823.5,-517.5,-1325.0,None,FI,2026-04-23
2026-01-03 21:00:00+00:00,1016.0,0.0,0.0,1704.225,0.0,616.7,1016.0,-1704.225,-616.7,-1304.925,None,FI,2026-04-23
2026-01-03 22:00:00+00:00,1016.0,0.0,0.0,1893.275,0.0,357.25,1016.0,-1893.275,-357.25,-1234.525,None,FI,2026-04-23
2026-01-03 23:00:00+00:00,1007.025,0.0,0.0,1809.175,0.0,37.2,1007.025,-1809.175,-37.2,-839.35,None,FI,2026-04-23
2026-01-04 00:00:00+00:00,995.8,0.0,0.0,1853.175,78.225,0.0,995.8,-1853.175,78.225,-779.15,None,FI,2026-04-23
2026-01-04 01:00:00+00:00,1003.125,0.0,0.0,1840.7,206.225,0.0,1003.125,-1840.7,206.225,-631.35,None,FI,2026-04-23
2026-01-04 02:00:00+00:00,1013.725,0.0,0.0,1683.875,194.5,0.0,1013.725,-1683.875,194.5,-475.65,None,FI,2026-04-23
2026-01-04 03:00:00+00:00,1010.525,0.0,0.0,1602.7,315.2,0.0,1010.525,-1602.7,315.2,-276.9750000000001,None,FI,2026-04-23
2026-01-04 04:00:00+00:00,1000.25,0.0,0.0,1658.175,218.025,0.0,1000.25,-1658.175,218.025,-439.9,None,FI,2026-04-23
2026-01-04 05:00:00+00:00,1012.05,0.0,0.0,1564.975,200.95,0.0,1012.05,-1564.975,200.95,-351.97499999999997,None,FI,2026-04-23
2026-01-04 06:00:00+00:00,991.1,0.0,0.0,1607.6,263.45,0.0,991.1,-1607.6,263.45,-353.0499999999999,None,FI,2026-04-23
2026-01-04 07:00:00+00:00,1009.85,0.0,0.0,1825.825,454.5,0.0,1009.85,-1825.825,454.5,-361.475,None,FI,2026-04-23
2026-01-04 08:00:00+00:00,1015.75,0.0,0.0,1874.85,202.775,0.0,1015.75,-1874.85,202.775,-656.3249999999999,None,FI,2026-04-23
2026-01-04 09:00:00+00:00,1015.925,0.0,0.0,1945.5,100.2,14.65,1015.925,-1945.5,85.55,-844.0250000000001,None,FI,2026-04-23
2026-01-04 10:00:00+00:00,1016.0,0.0,0.0,1881.85,0.0,477.95,1016.0,-1881.85,-477.95,-1343.8,None,FI,2026-04-23
2026-01-04 11:00:00+00:00,1016.0,0.0,0.0,1905.8,0.0,959.375,1016.0,-1905.8,-959.375,-1849.175,None,FI,2026-04-23
2026-01-04 12:00:00+00:00,1016.0,0.0,0.0,1942.525,0.0,1123.375,1016.0,-1942.525,-1123.375,-2049.9,None,FI,2026-04-23
2026-01-04 13:00:00+00:00,1016.0,0.0,0.0,1949.125,0.0,1177.175,1016.0,-1949.125,-1177.175,-2110.3,None,FI,2026-04-23
2026-01-04 14:00:00+00:00,1016.0,0.0,0.0,1947.5,0.0,1196.35,1016.0,-1947.5,-1196.35,-2127.85,None,FI,2026-04-23
2026-01-04 15:00:00+00:00,1016.0,0.0,0.0,1943.575,0.0,1200.0,1016.0,-1943.575,-1200.0,-2127.575,None,FI,2026-04-23
2026-01-04 16:00:00+00:00,1014.525,0.0,0.0,1939.825,0.0,1199.475,1014.525,-1939.825,-1199.475,-2124.775,None,FI,2026-04-23
2026-01-04 17:00:00+00:00,883.525,0.0,0.0,1937.425,0.0,1193.225,883.525,-1937.425,-1193.225,-2247.125,None,FI,2026-04-23
2026-01-04 18:00:00+00:00,574.6,0.0,0.0,1926.275,0.0,1107.625,574.6,-1926.275,-1107.625,-2459.3,None,FI,2026-04-23
2026-01-04 19:00:00+00:00,438.4,0.0,0.0,1820.4,0.0,1200.0,438.4,-1820.4,-1200.0,-2582.0,None,FI,2026-04-23
2026-01-04 20:00:00+00:00,368.4,0.0,0.0,1909.975,0.0,1200.0,368.4,-1909.975,-1200.0,-2741.575,None,FI,2026-04-23
2026-01-04 21:00:00+00:00,141.0,0.0,0.0,1822.95,0.0,1200.0,141.0,-1822.95,-1200.0,-2881.95,None,FI,2026-04-23
2026-01-04 22:00:00+00:00,149.725,0.0,0.0,1919.65,0.0,1198.05,149.725,-1919.65,-1198.05,-2967.9750000000004,None,FI,2026-04-23
2026-01-04 23:00:00+00:00,106.15,0.0,0.0,1854.975,0.0,1200.0,106.15,-1854.975,-1200.0,-2948.825,None,FI,2026-04-23
2026-01-05 00:00:00+00:00,107.0,0.0,0.0,1845.1,0.0,1184.375,107.0,-1845.1,-1184.375,-2922.475,None,FI,2026-04-23
2026-01-05 01:00:00+00:00,414.45,0.0,0.0,1851.0,0.0,1199.75,414.45,-1851.0,-1199.75,-2636.3,None,FI,2026-04-23
2026-01-05 02:00:00+00:00,416.0,0.0,0.0,1846.725,0.0,1116.65,416.0,-1846.725,-1116.65,-2547.375,None,FI,2026-04-23
2026-01-05 03:00:00+00:00,156.225,0.0,0.0,1843.925,0.0,692.275,156.225,-1843.925,-692.275,-2379.975,None,FI,2026-04-23
2026-01-05 04:00:00+00:00,356.975,0.0,0.0,1840.075,0.0,927.575,356.975,-1840.075,-927.575,-2410.675,None,FI,2026-04-23
2026-01-05 05:00:00+00:00,169.95,0.0,0.0,1830.475,0.0,685.95,169.95,-1830.475,-685.95,-2346.475,None,FI,2026-04-23
2026-01-05 06:00:00+00:00,411.75,0.0,0.0,1824.9,0.0,639.625,411.75,-1824.9,-639.625,-2052.775,None,FI,2026-04-23
2026-01-05 07:00:00+00:00,630.9749999999999,0.0,0.0,1818.7,0.0,688.75,630.9749999999999,-1818.7,-688.75,-1876.4750000000001,None,FI,2026-04-23
2026-01-05 08:00:00+00:00,864.175,0.0,0.0,1817.075,0.0,1143.625,864.175,-1817.075,-1143.625,-2096.525,None,FI,2026-04-23
2026-01-05 09:00:00+00:00,744.125,0.0,0.0,1813.275,0.0,1167.6,744.125,-1813.275,-1167.6,-2236.75,None,FI,2026-04-23
2026-01-05 10:00:00+00:00,762.6,0.0,0.0,1813.025,0.0,1182.825,762.6,-1813.025,-1182.825,-2233.25,None,FI,2026-04-23
2026-01-05 11:00:00+00:00,876.65,0.0,0.0,1812.45,0.0,1183.5,876.65,-1812.45,-1183.5,-2119.3,None,FI,2026-04-23
2026-01-05 12:00:00+00:00,771.125,0.0,0.0,1810.45,0.0,1100.625,771.125,-1810.45,-1100.625,-2139.95,None,FI,2026-04-23
2026-01-05 13:00:00+00:00,781.025,0.0,0.0,1910.35,0.0,1052.95,781.025,-1910.35,-1052.95,-2182.2749999999996,None,FI,2026-04-23
2026-01-05 14:00:00+00:00,656.775,0.0,0.0,1909.125,0.0,1029.65,656.775,-1909.125,-1029.65,-2282.0,None,FI,2026-04-23
2026-01-05 15:00:00+00:00,828.8,0.0,0.0,1882.675,0.0,986.775,828.8,-1882.675,-986.775,-2040.65,None,FI,2026-04-23
2026-01-05 16:00:00+00:00,292.34999999999997,47.075,0.0,1895.85,3.425,399.25,245.27499999999998,-1895.85,-395.825,-2046.3999999999999,None,FI,2026-04-23
2026-01-05 17:00:00+00:00,136.675,35.225,0.0,1880.7,0.0,334.475,101.45000000000002,-1880.7,-334.475,-2113.725,None,FI,2026-04-23
2026-01-05 18:00:00+00:00,714.9749999999999,0.0,0.0,1753.75,0.0,1152.075,714.9749999999999,-1753.75,-1152.075,-2190.8500000000004,None,FI,2026-04-23
2026-01-05 19:00:00+00:00,735.6500000000001,0.0,0.0,1748.1,0.0,1162.525,735.6500000000001,-1748.1,-1162.525,-2174.975,None,FI,2026-04-23
2026-01-05 20:00:00+00:00,421.275,0.0,0.0,1851.15,0.0,1199.325,421.275,-1851.15,-1199.325,-2629.2,None,FI,2026-04-23
2026-01-05 21:00:00+00:00,269.875,0.0,0.0,1831.65,0.0,1190.75,269.875,-1831.65,-1190.75,-2752.525,None,FI,2026-04-23
2026-01-05 22:00:00+00:00,390.0,0.0,0.0,1754.275,0.0,1199.975,390.0,-1754.275,-1199.975,-2564.25,None,FI,2026-04-23
2026-01-05 23:00:00+00:00,800.825,0.0,0.0,1782.05,0.0,1200.0,800.825,-1782.05,-1200.0,-2181.225,None,FI,2026-04-23
2026-01-06 00:00:00+00:00,755.875,0.0,0.0,1743.425,0.0,1200.0,755.875,-1743.425,-1200.0,-2187.55,None,FI,2026-04-23
2026-01-06 01:00:00+00:00,698.075,0.0,0.0,1691.175,0.0,1200.0,698.075,-1691.175,-1200.0,-2193.1,None,FI,2026-04-23
2026-01-06 02:00:00+00:00,735.85,0.0,0.0,1702.025,0.0,1200.0,735.85,-1702.025,-1200.0,-2166.175,None,FI,2026-04-23
2026-01-06 03:00:00+00:00,706.75,0.0,0.0,1738.25,0.0,1200.0,706.75,-1738.25,-1200.0,-2231.5,None,FI,2026-04-23
2026-01-06 04:00:00+00:00,549.4,0.0,0.0,1736.475,0.0,1200.0,549.4,-1736.475,-1200.0,-2387.075,None,FI,2026-04-23
2026-01-06 05:00:00+00:00,609.275,0.0,0.0,1709.8,0.0,1197.225,609.275,-1709.8,-1197.225,-2297.75,None,FI,2026-04-23
2026-01-06 06:00:00+00:00,689.725,0.0,0.0,1692.075,0.0,838.6,689.725,-1692.075,-838.6,-1840.95,None,FI,2026-04-23
2026-01-06 07:00:00+00:00,637.45,0.0,0.0,1686.8,0.0,506.075,637.45,-1686.8,-506.075,-1555.425,None,FI,2026-04-23
2026-01-06 08:00:00+00:00,685.975,0.0,0.0,1523.725,0.0,615.325,685.975,-1523.725,-615.325,-1453.0749999999998,None,FI,2026-04-23
2026-01-06 09:00:00+00:00,948.2249999999999,0.0,0.0,1704.05,0.0,669.95,948.2249999999999,-1704.05,-669.95,-1425.775,None,FI,2026-04-23
2026-01-06 10:00:00+00:00,832.95,0.0,0.0,1639.075,0.0,666.575,832.95,-1639.075,-666.575,-1472.7,None,FI,2026-04-23
2026-01-06 11:00:00+00:00,787.225,0.0,0.0,1633.55,0.0,891.4,787.225,-1633.55,-891.4,-1737.725,None,FI,2026-04-23
2026-01-06 12:00:00+00:00,1012.025,0.0,0.0,1667.625,0.0,928.7,1012.025,-1667.625,-928.7,-1584.3000000000002,None,FI,2026-04-23
2026-01-06 13:00:00+00:00,1014.45,0.0,0.0,1712.475,0.0,768.125,1014.45,-1712.475,-768.125,-1466.1499999999999,None,FI,2026-04-23
2026-01-06 14:00:00+00:00,1012.85,0.0,0.0,1725.3,0.0,509.225,1012.85,-1725.3,-509.225,-1221.675,None,FI,2026-04-23
2026-01-06 15:00:00+00:00,1016.0,0.0,0.0,1672.35,4.15,161.325,1016.0,-1672.35,-157.17499999999998,-813.5249999999999,None,FI,2026-04-23
2026-01-06 16:00:00+00:00,990.2,0.0,0.0,1683.0,26.875,20.6,990.2,-1683.0,6.274999999999999,-686.525,None,FI,2026-04-23
2026-01-06 17:00:00+00:00,1009.925,0.0,0.0,1668.6,34.025,4.825,1009.925,-1668.6,29.2,-629.4749999999999,None,FI,2026-04-23
2026-01-06 18:00:00+00:00,1015.575,0.0,0.0,1763.35,49.025,0.725,1015.575,-1763.35,48.3,-699.4749999999999,None,FI,2026-04-23
2026-01-06 19:00:00+00:00,1013.775,0.0,0.0,1713.675,192.2,0.0,1013.775,-1713.675,192.2,-507.7,None,FI,2026-04-23
2026-01-06 20:00:00+00:00,1005.025,0.0,0.0,1628.55,0.0,249.05,1005.025,-1628.55,-249.05,-872.575,None,FI,2026-04-23
2026-01-06 21:00:00+00:00,973.375,0.0,0.0,1650.575,0.0,187.9,973.375,-1650.575,-187.9,-865.1,None,FI,2026-04-23
2026-01-06 22:00:00+00:00,925.0,0.0,0.0,1667.825,0.0,85.975,925.0,-1667.825,-85.975,-828.8000000000001,None,FI,2026-04-23
2026-01-06 23:00:00+00:00,1012.8,0.0,0.0,1875.075,0.0,864.125,1012.8,-1875.075,-864.125,-1726.4,None,FI,2026-04-23
2026-01-07 00:00:00+00:00,1016.0,0.0,0.0,1864.9,0.0,924.6,1016.0,-1864.9,-924.6,-1773.5,None,FI,2026-04-23
2026-01-07 01:00:00+00:00,1016.0,0.0,0.0,1863.225,0.0,888.25,1016.0,-1863.225,-888.25,-1735.475,None,FI,2026-04-23
2026-01-07 02:00:00+00:00,1016.0,0.0,0.0,1872.5,0.0,823.2,1016.0,-1872.5,-823.2,-1679.7,None,FI,2026-04-23
2026-01-07 03:00:00+00:00,1016.0,0.0,0.0,1931.6,0.0,716.325,1016.0,-1931.6,-716.325,-1631.925,None,FI,2026-04-23
2026-01-07 04:00:00+00:00,1016.0,0.0,0.0,1938.85,0.0,844.325,1016.0,-1938.85,-844.325,-1767.175,None,FI,2026-04-23
2026-01-07 05:00:00+00:00,1015.7,0.0,0.0,1927.225,0.0,967.4,1015.7,-1927.225,-967.4,-1878.9249999999997,None,FI,2026-04-23
2026-01-07 06:00:00+00:00,1016.0,0.0,0.0,1909.225,0.0,909.2,1016.0,-1909.225,-909.2,-1802.425,None,FI,2026-04-23
2026-01-07 07:00:00+00:00,1016.0,0.0,0.0,1910.2,0.0,615.2,1016.0,-1910.2,-615.2,-1509.4,None,FI,2026-04-23
2026-01-07 08:00:00+00:00,1016.0,0.0,0.0,1923.4,0.0,564.425,1016.0,-1923.4,-564.425,-1471.825,None,FI,2026-04-23
2026-01-07 09:00:00+00:00,1016.0,0.0,0.0,1931.925,0.0,883.4,1016.0,-1931.925,-883.4,-1799.3249999999998,None,FI,2026-04-23
2026-01-07 10:00:00+00:00,1016.0,0.0,0.0,1935.5,0.0,990.05,1016.0,-1935.5,-990.05,-1909.55,None,FI,2026-04-23
2026-01-07 11:00:00+00:00,1016.0,0.0,0.0,1945.15,0.0,1102.85,1016.0,-1945.15,-1102.85,-2032.0,None,FI,2026-04-23
2026-01-07 12:00:00+00:00,1016.0,0.0,0.0,1946.35,0.0,1154.9,1016.0,-1946.35,-1154.9,-2085.25,None,FI,2026-04-23
2026-01-07 13:00:00+00:00,1016.0,0.0,0.0,1952.275,0.0,1055.4,1016.0,-1952.275,-1055.4,-1991.6750000000002,None,FI,2026-04-23
2026-01-07 14:00:00+00:00,1016.0,0.0,0.0,1952.675,0.0,894.975,1016.0,-1952.675,-894.975,-1831.65,None,FI,2026-04-23
2026-01-07 15:00:00+00:00,1016.0,0.0,0.0,1951.8,0.0,735.55,1016.0,-1951.8,-735.55,-1671.35,None,FI,2026-04-23
2026-01-07 16:00:00+00:00,1016.0,0.0,0.0,1944.15,0.0,571.025,1016.0,-1944.15,-571.025,-1499.1750000000002,None,FI,2026-04-23
2026-01-07 17:00:00+00:00,1016.0,0.0,0.0,1947.25,0.0,594.95,1016.0,-1947.25,-594.95,-1526.2,None,FI,2026-04-23
2026-01-07 18:00:00+00:00,1016.0,0.0,0.0,1948.25,0.0,549.3,1016.0,-1948.25,-549.3,-1481.55,None,FI,2026-04-23
2026-01-07 19:00:00+00:00,1016.0,0.0,0.0,1949.475,0.0,588.325,1016.0,-1949.475,-588.325,-1521.8,None,FI,2026-04-23
2026-01-07 20:00:00+00:00,1016.0,0.0,0.0,1956.65,0.0,897.25,1016.0,-1956.65,-897.25,-1837.9,None,FI,2026-04-23
2026-01-07 21:00:00+00:00,1014.825,0.0,0.0,1954.075,0.0,960.25,1014.825,-1954.075,-960.25,-1899.5,None,FI,2026-04-23
2026-01-07 22:00:00+00:00,1015.5,0.0,0.0,1956.25,0.0,1155.25,1015.5,-1956.25,-1155.25,-2096.0,None,FI,2026-04-23
2026-01-07 23:00:00+00:00,1013.325,0.0,0.0,1950.05,0.0,1200.0,1013.325,-1950.05,-1200.0,-2136.725,None,FI,2026-04-23
2026-01-08 00:00:00+00:00,1016.0,0.0,0.0,1954.5,0.0,1200.0,1016.0,-1954.5,-1200.0,-2138.5,None,FI,2026-04-23
2026-01-08 01:00:00+00:00,1016.0,0.0,0.0,1925.75,0.0,1162.8,1016.0,-1925.75,-1162.8,-2072.55,None,FI,2026-04-23
2026-01-08 02:00:00+00:00,1016.0,0.0,0.0,1947.7,0.0,1186.425,1016.0,-1947.7,-1186.425,-2118.125,None,FI,2026-04-23
2026-01-08 03:00:00+00:00,1016.0,0.0,0.0,1903.525,0.0,1182.7,1016.0,-1903.525,-1182.7,-2070.2250000000004,None,FI,2026-04-23
2026-01-08 04:00:00+00:00,1016.0,0.0,0.0,1871.575,0.0,1199.425,1016.0,-1871.575,-1199.425,-2055.0,None,FI,2026-04-23
2026-01-08 05:00:00+00:00,1016.0,0.0,0.0,1864.05,0.0,1192.95,1016.0,-1864.05,-1192.95,-2041.0,None,FI,2026-04-23
2026-01-08 06:00:00+00:00,1016.0,0.0,0.0,1804.175,0.0,1172.1,1016.0,-1804.175,-1172.1,-1960.2749999999999,None,FI,2026-04-23
2026-01-08 07:00:00+00:00,1016.0,0.0,0.0,1663.475,0.0,1113.9,1016.0,-1663.475,-1113.9,-1761.375,None,FI,2026-04-23
2026-01-08 08:00:00+00:00,1016.0,0.0,0.0,1655.55,0.0,1106.7,1016.0,-1655.55,-1106.7,-1746.25,None,FI,2026-04-23
