,NO_4_SE_2,SE_2_NO_4,NO_4_NO_3,NO_3_NO_4,NO_4_SE_1,SE_1_NO_4,NO_4_SE_2_net_export,NO_4_NO_3_net_export,NO_4_SE_1_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-02-25 08:00:00+00:00,20.775,0.0,935.0,0.0,0.0,0.075,20.775,935.0,-0.075,955.6999999999999,None,NO_4,2026-04-23
2026-02-25 09:00:00+00:00,0.0,0.0,910.075,0.0,0.0,0.05,0.0,910.075,-0.05,910.0250000000001,None,NO_4,2026-04-23
2026-02-25 10:00:00+00:00,0.0,0.0,478.0,0.0,0.0,59.025,0.0,478.0,-59.025,418.975,None,NO_4,2026-04-23
2026-02-25 11:00:00+00:00,6.925,0.0,441.95,0.0,0.1,0.0,6.925,441.95,0.1,448.975,None,NO_4,2026-04-23
2026-02-25 12:00:00+00:00,9.8,0.0,369.125,0.0,0.0,98.9,9.8,369.125,-98.9,280.025,None,NO_4,2026-04-23
2026-02-25 13:00:00+00:00,3.325,0.0,438.4,0.0,0.0,174.95,3.325,438.4,-174.95,266.775,None,NO_4,2026-04-23
2026-02-25 14:00:00+00:00,7.0,0.0,677.375,0.0,0.0,146.1,7.0,677.375,-146.1,538.275,None,NO_4,2026-04-23
2026-02-25 15:00:00+00:00,0.0,0.0,829.225,0.0,0.0,146.775,0.0,829.225,-146.775,682.45,None,NO_4,2026-04-23
2026-02-25 16:00:00+00:00,0.0,0.0,1024.875,0.0,0.0,144.7,0.0,1024.875,-144.7,880.175,None,NO_4,2026-04-23
2026-02-25 17:00:00+00:00,0.775,0.0,1219.75,0.0,0.0,300.75,0.775,1219.75,-300.75,919.7750000000001,None,NO_4,2026-04-23
2026-02-25 18:00:00+00:00,0.0,0.0,1221.675,0.0,0.0,479.225,0.0,1221.675,-479.225,742.4499999999999,None,NO_4,2026-04-23
2026-02-25 19:00:00+00:00,2.95,0.0,913.25,0.0,0.0,527.65,2.95,913.25,-527.65,388.55000000000007,None,NO_4,2026-04-23
2026-02-25 20:00:00+00:00,3.75,0.0,796.45,0.0,0.0,375.575,3.75,796.45,-375.575,424.62500000000006,None,NO_4,2026-04-23
2026-02-25 21:00:00+00:00,1.25,0.0,824.8,0.0,0.0,398.725,1.25,824.8,-398.725,427.32499999999993,None,NO_4,2026-04-23
2026-02-25 22:00:00+00:00,1.125,0.0,845.875,0.0,0.0,465.45,1.125,845.875,-465.45,381.55,None,NO_4,2026-04-23
2026-02-25 23:00:00+00:00,5.275,0.0,954.175,0.0,0.0,511.8,5.275,954.175,-511.8,447.6499999999999,None,NO_4,2026-04-23
2026-02-26 00:00:00+00:00,1.025,4.25,921.5,0.0,0.0,429.85,-3.225,921.5,-429.85,488.42499999999995,None,NO_4,2026-04-23
2026-02-26 01:00:00+00:00,0.0,2.0,956.625,0.0,0.0,355.275,-2.0,956.625,-355.275,599.35,None,NO_4,2026-04-23
2026-02-26 02:00:00+00:00,0.0,1.0,876.575,0.0,0.0,240.9,-1.0,876.575,-240.9,634.6750000000001,None,NO_4,2026-04-23
2026-02-26 03:00:00+00:00,0.0,1.075,728.875,0.0,0.025,1.1,-1.075,728.875,-1.0750000000000002,726.7249999999999,None,NO_4,2026-04-23
2026-02-26 04:00:00+00:00,1.6,0.175,747.875,0.0,129.2,0.0,1.425,747.875,129.2,878.5,None,NO_4,2026-04-23
2026-02-26 05:00:00+00:00,0.0,0.3,855.225,0.0,147.6,0.0,-0.3,855.225,147.6,1002.5250000000001,None,NO_4,2026-04-23
2026-02-26 06:00:00+00:00,85.0,0.0,988.45,0.0,47.525,0.05,85.0,988.45,47.475,1120.925,None,NO_4,2026-04-23
2026-02-26 07:00:00+00:00,98.575,0.0,871.675,0.0,0.0,0.05,98.575,871.675,-0.05,970.2,None,NO_4,2026-04-23
2026-02-26 08:00:00+00:00,0.0,0.3,821.5,0.0,115.675,0.0,-0.3,821.5,115.675,936.875,None,NO_4,2026-04-23
2026-02-26 09:00:00+00:00,0.0,0.3,646.825,0.0,71.325,0.0,-0.3,646.825,71.325,717.8500000000001,None,NO_4,2026-04-23
2026-02-26 10:00:00+00:00,0.0,0.3,526.4,0.0,9.35,0.0,-0.3,526.4,9.35,535.45,None,NO_4,2026-04-23
2026-02-26 11:00:00+00:00,0.0,0.3,440.575,0.0,0.0,0.0,-0.3,440.575,0.0,440.275,None,NO_4,2026-04-23
2026-02-26 12:00:00+00:00,0.0,0.0,545.525,0.0,0.0,0.0,0.0,545.525,0.0,545.525,None,NO_4,2026-04-23
2026-02-26 13:00:00+00:00,0.0,0.0,666.125,0.0,0.0,0.0,0.0,666.125,0.0,666.125,None,NO_4,2026-04-23
2026-02-26 14:00:00+00:00,0.0,0.0,1046.95,0.0,0.0,22.2,0.0,1046.95,-22.2,1024.75,None,NO_4,2026-04-23
2026-02-26 15:00:00+00:00,1.175,0.0,1211.775,0.0,0.0,102.625,1.175,1211.775,-102.625,1110.325,None,NO_4,2026-04-23
2026-02-26 16:00:00+00:00,1.975,0.0,1364.75,0.0,0.0,213.325,1.975,1364.75,-213.325,1153.3999999999999,None,NO_4,2026-04-23
2026-02-26 17:00:00+00:00,2.0,0.0,1280.225,0.0,0.0,86.85,2.0,1280.225,-86.85,1195.375,None,NO_4,2026-04-23
2026-02-26 18:00:00+00:00,1.975,0.0,1101.325,0.0,0.0,21.0,1.975,1101.325,-21.0,1082.3,None,NO_4,2026-04-23
2026-02-26 19:00:00+00:00,2.225,0.075,947.825,0.0,0.0,14.35,2.15,947.825,-14.35,935.625,None,NO_4,2026-04-23
2026-02-26 20:00:00+00:00,3.8,0.05,872.45,0.0,0.0,0.0,3.75,872.45,0.0,876.2,None,NO_4,2026-04-23
2026-02-26 21:00:00+00:00,18.95,0.0,726.3,0.0,1.05,0.0,18.95,726.3,1.05,746.3,None,NO_4,2026-04-23
2026-02-26 22:00:00+00:00,61.575,0.0,540.325,0.0,4.225,0.0,61.575,540.325,4.225,606.1250000000001,None,NO_4,2026-04-23
2026-02-26 23:00:00+00:00,0.0,0.0,797.025,0.0,0.0,0.0,0.0,797.025,0.0,797.025,None,NO_4,2026-04-23
2026-02-27 00:00:00+00:00,0.0,0.0,947.475,0.0,31.725,0.0,0.0,947.475,31.725,979.2,None,NO_4,2026-04-23
2026-02-27 01:00:00+00:00,0.0,0.0,966.025,0.0,53.325,0.0,0.0,966.025,53.325,1019.35,None,NO_4,2026-04-23
2026-02-27 02:00:00+00:00,0.0,0.0,1038.675,0.0,147.8,0.0,0.0,1038.675,147.8,1186.475,None,NO_4,2026-04-23
2026-02-27 03:00:00+00:00,0.0,0.0,1134.8,0.0,134.625,0.0,0.0,1134.8,134.625,1269.425,None,NO_4,2026-04-23
2026-02-27 04:00:00+00:00,0.0,0.0,1238.9,0.0,108.0,0.0,0.0,1238.9,108.0,1346.9,None,NO_4,2026-04-23
2026-02-27 05:00:00+00:00,44.125,0.0,1405.1,0.0,7.975,0.0,44.125,1405.1,7.975,1457.1999999999998,None,NO_4,2026-04-23
2026-02-27 06:00:00+00:00,220.175,0.0,1272.45,0.0,0.0,0.0,220.175,1272.45,0.0,1492.625,None,NO_4,2026-04-23
2026-02-27 07:00:00+00:00,377.375,0.0,923.275,0.0,63.925,0.0,377.375,923.275,63.925,1364.575,None,NO_4,2026-04-23
2026-02-27 08:00:00+00:00,0.0,141.875,1053.025,0.0,4.925,21.475,-141.875,1053.025,-16.55,894.6000000000001,None,NO_4,2026-04-23
2026-02-27 09:00:00+00:00,0.0,0.0,1079.175,0.0,36.075,0.0,0.0,1079.175,36.075,1115.25,None,NO_4,2026-04-23
2026-02-27 10:00:00+00:00,0.0,0.0,1115.525,0.0,43.425,0.0,0.0,1115.525,43.425,1158.95,None,NO_4,2026-04-23
2026-02-27 11:00:00+00:00,0.0,0.0,1116.05,0.0,31.725,0.0,0.0,1116.05,31.725,1147.7749999999999,None,NO_4,2026-04-23
2026-02-27 12:00:00+00:00,0.0,0.0,1219.8,0.0,59.725,0.0,0.0,1219.8,59.725,1279.5249999999999,None,NO_4,2026-04-23
2026-02-27 13:00:00+00:00,0.0,24.1,1538.9,0.0,10.675,6.25,-24.1,1538.9,4.425000000000001,1519.2250000000001,None,NO_4,2026-04-23
2026-02-27 14:00:00+00:00,0.0,78.025,1587.6,0.0,0.0,14.375,-78.025,1587.6,-14.375,1495.1999999999998,None,NO_4,2026-04-23
2026-02-27 15:00:00+00:00,506.875,0.0,1084.925,0.0,0.0,0.75,506.875,1084.925,-0.75,1591.05,None,NO_4,2026-04-23
2026-02-27 16:00:00+00:00,689.2,0.0,1002.325,0.0,0.0,0.0,689.2,1002.325,0.0,1691.525,None,NO_4,2026-04-23
2026-02-27 17:00:00+00:00,357.175,0.0,1350.525,0.0,0.0,0.0,357.175,1350.525,0.0,1707.7,None,NO_4,2026-04-23
2026-02-27 18:00:00+00:00,108.325,0.0,1512.425,0.0,3.0,0.0,108.325,1512.425,3.0,1623.75,None,NO_4,2026-04-23
2026-02-27 19:00:00+00:00,8.0,0.0,1474.825,0.0,9.125,0.0,8.0,1474.825,9.125,1491.95,None,NO_4,2026-04-23
2026-02-27 20:00:00+00:00,17.425,0.0,1443.4,0.0,0.5,0.0,17.425,1443.4,0.5,1461.325,None,NO_4,2026-04-23
2026-02-27 21:00:00+00:00,25.575,0.0,1393.3,0.0,3.075,0.0,25.575,1393.3,3.075,1421.95,None,NO_4,2026-04-23
2026-02-27 22:00:00+00:00,6.675,0.0,1316.875,0.0,5.5,0.0,6.675,1316.875,5.5,1329.05,None,NO_4,2026-04-23
2026-02-27 23:00:00+00:00,0.0,0.0,1291.675,0.0,0.0,0.0,0.0,1291.675,0.0,1291.675,None,NO_4,2026-04-23
2026-02-28 00:00:00+00:00,0.0,0.0,1151.15,0.0,0.0,0.0,0.0,1151.15,0.0,1151.15,None,NO_4,2026-04-23
2026-02-28 01:00:00+00:00,1.275,0.0,1122.325,0.0,1.975,0.0,1.275,1122.325,1.975,1125.575,None,NO_4,2026-04-23
2026-02-28 02:00:00+00:00,127.75,0.0,1023.2,0.0,0.3,0.0,127.75,1023.2,0.3,1151.25,None,NO_4,2026-04-23
2026-02-28 03:00:00+00:00,170.95,0.0,1080.175,0.0,0.0,0.0,170.95,1080.175,0.0,1251.125,None,NO_4,2026-04-23
2026-02-28 04:00:00+00:00,152.75,0.0,1085.4,0.0,18.5,0.0,152.75,1085.4,18.5,1256.65,None,NO_4,2026-04-23
2026-02-28 05:00:00+00:00,14.7,0.0,1229.05,0.0,0.0,84.7,14.7,1229.05,-84.7,1159.05,None,NO_4,2026-04-23
2026-02-28 06:00:00+00:00,22.525,0.0,1234.5,0.0,0.0,304.4,22.525,1234.5,-304.4,952.6250000000001,None,NO_4,2026-04-23
2026-02-28 07:00:00+00:00,1.3,0.0,1267.4,0.0,0.0,262.15,1.3,1267.4,-262.15,1006.5500000000001,None,NO_4,2026-04-23
2026-02-28 08:00:00+00:00,0.0,0.025,1272.4,0.0,0.0,226.35,-0.025,1272.4,-226.35,1046.025,None,NO_4,2026-04-23
2026-02-28 09:00:00+00:00,0.0,0.05,1294.0,0.0,0.0,202.45,-0.05,1294.0,-202.45,1091.5,None,NO_4,2026-04-23
2026-02-28 10:00:00+00:00,0.0,0.075,1266.05,0.0,0.0,149.175,-0.075,1266.05,-149.175,1116.8,None,NO_4,2026-04-23
2026-02-28 11:00:00+00:00,0.425,0.05,1190.375,0.0,0.0,40.55,0.375,1190.375,-40.55,1150.2,None,NO_4,2026-04-23
2026-02-28 12:00:00+00:00,0.0,0.125,1133.125,0.0,0.0,125.5,-0.125,1133.125,-125.5,1007.5,None,NO_4,2026-04-23
2026-02-28 13:00:00+00:00,0.05,0.075,1002.825,0.0,0.0,248.475,-0.024999999999999994,1002.825,-248.475,754.325,None,NO_4,2026-04-23
2026-02-28 14:00:00+00:00,0.1,0.0,1076.875,0.0,0.0,192.775,0.1,1076.875,-192.775,884.1999999999999,None,NO_4,2026-04-23
2026-02-28 15:00:00+00:00,156.1,0.0,881.975,0.0,0.0,69.9,156.1,881.975,-69.9,968.1750000000001,None,NO_4,2026-04-23
2026-02-28 16:00:00+00:00,0.0,0.0,1204.05,0.0,0.0,129.725,0.0,1204.05,-129.725,1074.325,None,NO_4,2026-04-23
2026-02-28 17:00:00+00:00,0.0,0.025,1227.975,0.0,0.0,183.95,-0.025,1227.975,-183.95,1043.9999999999998,None,NO_4,2026-04-23
2026-02-28 18:00:00+00:00,0.0,0.025,1178.4,0.0,0.0,192.35,-0.025,1178.4,-192.35,986.025,None,NO_4,2026-04-23
2026-02-28 19:00:00+00:00,4.85,0.025,1153.475,0.0,0.0,378.775,4.824999999999999,1153.475,-378.775,779.525,None,NO_4,2026-04-23
2026-02-28 20:00:00+00:00,20.3,0.0,1152.575,0.0,0.0,462.05,20.3,1152.575,-462.05,710.825,None,NO_4,2026-04-23
2026-02-28 21:00:00+00:00,22.775,0.0,1226.6,0.0,0.0,398.575,22.775,1226.6,-398.575,850.8,None,NO_4,2026-04-23
2026-02-28 22:00:00+00:00,6.625,0.0,1133.025,0.0,0.0,433.7,6.625,1133.025,-433.7,705.95,None,NO_4,2026-04-23
2026-02-28 23:00:00+00:00,18.85,0.0,969.5,0.0,0.0,1084.4,18.85,969.5,-1084.4,-96.05000000000007,None,NO_4,2026-04-23
2026-03-01 00:00:00+00:00,20.15,0.0,919.975,0.0,0.0,1078.7,20.15,919.975,-1078.7,-138.57500000000005,None,NO_4,2026-04-23
2026-03-01 01:00:00+00:00,25.875,0.35,823.225,0.0,0.0,893.05,25.525,823.225,-893.05,-44.299999999999955,None,NO_4,2026-04-23
2026-03-01 02:00:00+00:00,0.025,3.325,867.6,0.0,0.0,623.55,-3.3000000000000003,867.6,-623.55,240.7500000000001,None,NO_4,2026-04-23
2026-03-01 03:00:00+00:00,0.0,3.5,790.025,0.0,0.0,538.25,-3.5,790.025,-538.25,248.27499999999998,None,NO_4,2026-04-23
2026-03-01 04:00:00+00:00,0.0,4.025,723.6,0.0,0.0,472.65,-4.025,723.6,-472.65,246.92500000000007,None,NO_4,2026-04-23
2026-03-01 05:00:00+00:00,0.0,1.175,787.7,0.0,0.0,182.675,-1.175,787.7,-182.675,603.8500000000001,None,NO_4,2026-04-23
2026-03-01 06:00:00+00:00,0.0,5.075,781.75,0.0,5.65,40.975,-5.075,781.75,-35.325,741.3499999999999,None,NO_4,2026-04-23
2026-03-01 07:00:00+00:00,0.0,2.5,642.525,0.0,0.0,52.3,-2.5,642.525,-52.3,587.725,None,NO_4,2026-04-23
2026-03-01 08:00:00+00:00,0.15,3.525,233.275,0.0,2.0,0.0,-3.375,233.275,2.0,231.9,None,NO_4,2026-04-23
2026-03-01 09:00:00+00:00,26.2,0.0,533.3,0.0,31.275,0.0,26.2,533.3,31.275,590.775,None,NO_4,2026-04-23
2026-03-01 10:00:00+00:00,26.925,0.0,623.25,0.0,28.925,0.0,26.925,623.25,28.925,679.0999999999999,None,NO_4,2026-04-23
2026-03-01 11:00:00+00:00,74.65,0.0,613.975,0.0,18.75,0.0,74.65,613.975,18.75,707.375,None,NO_4,2026-04-23
2026-03-01 12:00:00+00:00,23.7,0.0,568.8,0.0,27.3,0.0,23.7,568.8,27.3,619.8,None,NO_4,2026-04-23
2026-03-01 13:00:00+00:00,25.5,0.0,434.8,0.0,32.975,0.0,25.5,434.8,32.975,493.27500000000003,None,NO_4,2026-04-23
2026-03-01 14:00:00+00:00,6.65,8.825,388.875,0.0,2.5,0.0,-2.174999999999999,388.875,2.5,389.2,None,NO_4,2026-04-23
2026-03-01 15:00:00+00:00,5.675,6.775,907.075,0.0,0.0,187.825,-1.1000000000000005,907.075,-187.825,718.1500000000001,None,NO_4,2026-04-23
2026-03-01 16:00:00+00:00,0.0,0.125,1173.625,0.0,0.0,133.95,-0.125,1173.625,-133.95,1039.55,None,NO_4,2026-04-23
2026-03-01 17:00:00+00:00,3.525,0.0,1200.25,0.0,0.0,181.675,3.525,1200.25,-181.675,1022.1000000000001,None,NO_4,2026-04-23
2026-03-01 18:00:00+00:00,0.0,3.275,1190.325,0.0,0.0,131.0,-3.275,1190.325,-131.0,1056.05,None,NO_4,2026-04-23
2026-03-01 19:00:00+00:00,0.0,1.025,1113.9,0.0,0.0,100.775,-1.025,1113.9,-100.775,1012.1,None,NO_4,2026-04-23
2026-03-01 20:00:00+00:00,0.0,3.15,1067.675,0.0,0.0,2.0,-3.15,1067.675,-2.0,1062.5249999999999,None,NO_4,2026-04-23
2026-03-01 21:00:00+00:00,0.0,16.75,925.525,0.0,0.0,0.0,-16.75,925.525,0.0,908.775,None,NO_4,2026-04-23
2026-03-01 22:00:00+00:00,0.0,16.775,882.3,0.0,0.0,12.05,-16.775,882.3,-12.05,853.475,None,NO_4,2026-04-23
2026-03-01 23:00:00+00:00,10.05,0.0,719.6,0.0,0.0,3.325,10.05,719.6,-3.325,726.3249999999999,None,NO_4,2026-04-23
2026-03-02 00:00:00+00:00,0.0,0.55,788.5,0.0,0.0,3.85,-0.55,788.5,-3.85,784.1,None,NO_4,2026-04-23
2026-03-02 01:00:00+00:00,0.0,0.525,722.05,0.0,0.0,3.25,-0.525,722.05,-3.25,718.275,None,NO_4,2026-04-23
2026-03-02 02:00:00+00:00,174.6,0.0,422.6,0.0,0.0,2.0,174.6,422.6,-2.0,595.2,None,NO_4,2026-04-23
2026-03-02 03:00:00+00:00,168.85,0.0,236.325,0.0,0.0,0.275,168.85,236.325,-0.275,404.9,None,NO_4,2026-04-23
2026-03-02 04:00:00+00:00,432.75,0.0,3.95,0.0,0.0,0.0,432.75,3.95,0.0,436.7,None,NO_4,2026-04-23
2026-03-02 05:00:00+00:00,497.05,0.0,2.375,0.0,0.0,3.425,497.05,2.375,-3.425,496.0,None,NO_4,2026-04-23
2026-03-02 06:00:00+00:00,174.25,0.0,153.375,0.0,0.0,0.0,174.25,153.375,0.0,327.625,None,NO_4,2026-04-23
2026-03-02 07:00:00+00:00,13.9,0.0,192.55,0.0,0.0,0.0,13.9,192.55,0.0,206.45000000000002,None,NO_4,2026-04-23
2026-03-02 08:00:00+00:00,18.325,0.0,210.2,0.0,0.0,0.0,18.325,210.2,0.0,228.52499999999998,None,NO_4,2026-04-23
2026-03-02 09:00:00+00:00,9.65,0.0,144.025,0.0,0.0,0.0,9.65,144.025,0.0,153.675,None,NO_4,2026-04-23
2026-03-02 10:00:00+00:00,0.0,0.0,128.65,0.0,0.0,0.0,0.0,128.65,0.0,128.65,None,NO_4,2026-04-23
2026-03-02 11:00:00+00:00,92.175,0.0,95.15,0.0,0.0,0.0,92.175,95.15,0.0,187.325,None,NO_4,2026-04-23
2026-03-02 12:00:00+00:00,35.9,0.0,76.725,0.0,0.0,0.0,35.9,76.725,0.0,112.625,None,NO_4,2026-04-23
2026-03-02 13:00:00+00:00,80.2,0.0,27.025,0.0,0.0,0.0,80.2,27.025,0.0,107.225,None,NO_4,2026-04-23
2026-03-02 14:00:00+00:00,94.975,0.0,51.5,0.0,0.0,14.775,94.975,51.5,-14.775,131.7,None,NO_4,2026-04-23
2026-03-02 15:00:00+00:00,201.95,0.0,56.05,0.0,10.0,0.0,201.95,56.05,10.0,268.0,None,NO_4,2026-04-23
2026-03-02 16:00:00+00:00,12.8,0.0,133.3,0.0,12.15,0.0,12.8,133.3,12.15,158.25000000000003,None,NO_4,2026-04-23
2026-03-02 17:00:00+00:00,86.425,0.0,102.7,0.0,13.025,0.0,86.425,102.7,13.025,202.15,None,NO_4,2026-04-23
2026-03-02 18:00:00+00:00,2.7,0.0,125.8,0.0,0.0,130.375,2.7,125.8,-130.375,-1.875,None,NO_4,2026-04-23
2026-03-02 19:00:00+00:00,0.0,0.0,337.3,0.0,0.0,382.425,0.0,337.3,-382.425,-45.125,None,NO_4,2026-04-23
2026-03-02 20:00:00+00:00,1.375,0.0,307.775,0.0,0.0,276.35,1.375,307.775,-276.35,32.799999999999955,None,NO_4,2026-04-23
2026-03-02 21:00:00+00:00,1.225,0.0,209.325,0.0,0.0,143.075,1.225,209.325,-143.075,67.475,None,NO_4,2026-04-23
2026-03-02 22:00:00+00:00,0.0,7.475,43.225,0.0,0.0,84.55,-7.475,43.225,-84.55,-48.8,None,NO_4,2026-04-23
2026-03-02 23:00:00+00:00,4.625,79.175,2.725,0.0,27.0,0.0,-74.55,2.725,27.0,-44.825,None,NO_4,2026-04-23
2026-03-03 00:00:00+00:00,0.0,79.15,0.0,0.0,3.075,0.0,-79.15,0.0,3.075,-76.075,None,NO_4,2026-04-23
2026-03-03 01:00:00+00:00,0.0,65.95,0.0,0.0,1.5,0.0,-65.95,0.0,1.5,-64.45,None,NO_4,2026-04-23
2026-03-03 02:00:00+00:00,0.0,131.725,0.0,0.0,0.0,0.0,-131.725,0.0,0.0,-131.725,None,NO_4,2026-04-23
2026-03-03 03:00:00+00:00,0.0,70.225,0.0,0.0,0.0,0.0,-70.225,0.0,0.0,-70.225,None,NO_4,2026-04-23
2026-03-03 04:00:00+00:00,0.0,17.85,121.6,0.0,0.0,0.0,-17.85,121.6,0.0,103.75,None,NO_4,2026-04-23
2026-03-03 05:00:00+00:00,0.0,0.0,546.9,0.0,0.0,0.0,0.0,546.9,0.0,546.9,None,NO_4,2026-04-23
2026-03-03 06:00:00+00:00,0.0,0.0,820.55,0.0,0.0,152.3,0.0,820.55,-152.3,668.25,None,NO_4,2026-04-23
2026-03-03 07:00:00+00:00,0.0,0.0,708.975,0.0,0.0,106.75,0.0,708.975,-106.75,602.225,None,NO_4,2026-04-23
2026-03-03 08:00:00+00:00,0.0,22.65,324.725,0.0,0.0,300.45,-22.65,324.725,-300.45,1.6250000000000568,None,NO_4,2026-04-23
2026-03-03 09:00:00+00:00,0.0,191.9,0.0,0.025,4.875,45.7,-191.9,-0.025,-40.825,-232.75,None,NO_4,2026-04-23
2026-03-03 10:00:00+00:00,0.0,316.6,0.0,0.0,27.9,0.0,-316.6,0.0,27.9,-288.70000000000005,None,NO_4,2026-04-23
2026-03-03 11:00:00+00:00,0.0,262.95,0.0,0.0,13.575,0.0,-262.95,0.0,13.575,-249.375,None,NO_4,2026-04-23
2026-03-03 12:00:00+00:00,0.0,273.075,0.0,0.0,4.325,0.0,-273.075,0.0,4.325,-268.75,None,NO_4,2026-04-23
2026-03-03 13:00:00+00:00,0.0,345.45,0.0,0.0,0.0,0.05,-345.45,0.0,-0.05,-345.5,None,NO_4,2026-04-23
2026-03-03 14:00:00+00:00,0.0,273.575,0.0,0.0,0.0,0.0,-273.575,0.0,0.0,-273.575,None,NO_4,2026-04-23
2026-03-03 15:00:00+00:00,0.0,94.7,0.0,0.0,0.0,0.0,-94.7,0.0,0.0,-94.7,None,NO_4,2026-04-23
2026-03-03 16:00:00+00:00,0.0,102.275,0.0,0.0,1.925,0.0,-102.275,0.0,1.925,-100.35000000000001,None,NO_4,2026-04-23
2026-03-03 17:00:00+00:00,0.0,0.0,130.275,0.0,1.25,0.0,0.0,130.275,1.25,131.525,None,NO_4,2026-04-23
2026-03-03 18:00:00+00:00,0.0,87.475,8.075,0.0,0.0,0.0,-87.475,8.075,0.0,-79.39999999999999,None,NO_4,2026-04-23
2026-03-03 19:00:00+00:00,0.0,162.9,16.15,0.0,0.125,0.0,-162.9,16.15,0.125,-146.625,None,NO_4,2026-04-23
2026-03-03 20:00:00+00:00,0.0,387.475,0.0,0.0,0.0,0.0,-387.475,0.0,0.0,-387.475,None,NO_4,2026-04-23
2026-03-03 21:00:00+00:00,0.0,448.0,0.0,0.0,0.0,0.0,-448.0,0.0,0.0,-448.0,None,NO_4,2026-04-23
2026-03-03 22:00:00+00:00,0.0,813.825,0.0,0.0,0.0,0.0,-813.825,0.0,0.0,-813.825,None,NO_4,2026-04-23
2026-03-03 23:00:00+00:00,0.0,776.0,0.0,0.0,16.8,0.0,-776.0,0.0,16.8,-759.2,None,NO_4,2026-04-23
2026-03-04 00:00:00+00:00,0.0,787.2,0.0,0.0,5.975,0.0,-787.2,0.0,5.975,-781.225,None,NO_4,2026-04-23
2026-03-04 01:00:00+00:00,0.0,825.125,0.0,0.0,1.85,0.0,-825.125,0.0,1.85,-823.275,None,NO_4,2026-04-23
2026-03-04 02:00:00+00:00,0.0,67.625,388.975,0.0,0.0,998.075,-67.625,388.975,-998.075,-676.725,None,NO_4,2026-04-23
2026-03-04 03:00:00+00:00,0.0,0.0,730.4,0.0,0.0,1416.825,0.0,730.4,-1416.825,-686.4250000000001,None,NO_4,2026-04-23
2026-03-04 04:00:00+00:00,0.075,0.0,429.475,0.0,0.0,1126.75,0.075,429.475,-1126.75,-697.2,None,NO_4,2026-04-23
2026-03-04 05:00:00+00:00,0.0,0.0,462.225,0.0,0.0,951.875,0.0,462.225,-951.875,-489.65,None,NO_4,2026-04-23
2026-03-04 06:00:00+00:00,0.0,0.0,426.15,0.0,0.0,607.6,0.0,426.15,-607.6,-181.45000000000005,None,NO_4,2026-04-23
2026-03-04 07:00:00+00:00,0.0,0.0,192.9,0.0,0.0,508.525,0.0,192.9,-508.525,-315.625,None,NO_4,2026-04-23
2026-03-04 08:00:00+00:00,0.0,108.375,7.55,0.0,0.0,217.525,-108.375,7.55,-217.525,-318.35,None,NO_4,2026-04-23
2026-03-04 09:00:00+00:00,0.0,465.175,0.0,0.0,0.0,115.7,-465.175,0.0,-115.7,-580.875,None,NO_4,2026-04-23
2026-03-04 10:00:00+00:00,0.0,586.875,0.0,0.0,0.0,0.0,-586.875,0.0,0.0,-586.875,None,NO_4,2026-04-23
2026-03-04 11:00:00+00:00,0.0,597.3,0.0,0.0,0.0,0.0,-597.3,0.0,0.0,-597.3,None,NO_4,2026-04-23
2026-03-04 12:00:00+00:00,0.0,595.8,0.0,0.0,0.0,0.0,-595.8,0.0,0.0,-595.8,None,NO_4,2026-04-23
2026-03-04 13:00:00+00:00,0.0,587.0,0.0,0.0,0.45,0.0,-587.0,0.0,0.45,-586.55,None,NO_4,2026-04-23
2026-03-04 14:00:00+00:00,0.0,419.775,0.0,0.0,0.0,18.525,-419.775,0.0,-18.525,-438.29999999999995,None,NO_4,2026-04-23
2026-03-04 15:00:00+00:00,0.0,146.575,0.0,0.0,0.0,32.225,-146.575,0.0,-32.225,-178.79999999999998,None,NO_4,2026-04-23
2026-03-04 16:00:00+00:00,0.0,0.0,171.35,0.0,0.0,0.0,0.0,171.35,0.0,171.35,None,NO_4,2026-04-23
2026-03-04 17:00:00+00:00,0.0,0.0,590.475,0.0,3.5,0.0,0.0,590.475,3.5,593.975,None,NO_4,2026-04-23
2026-03-04 18:00:00+00:00,9.3,0.0,709.7,0.0,0.0,0.0,9.3,709.7,0.0,719.0,None,NO_4,2026-04-23
2026-03-04 19:00:00+00:00,8.0,0.0,812.575,0.0,0.0,0.0,8.0,812.575,0.0,820.575,None,NO_4,2026-04-23
2026-03-04 20:00:00+00:00,0.0,0.0,819.1,0.0,2.925,0.0,0.0,819.1,2.925,822.025,None,NO_4,2026-04-23
2026-03-04 21:00:00+00:00,0.0,0.0,840.075,0.0,0.0,59.1,0.0,840.075,-59.1,780.975,None,NO_4,2026-04-23
2026-03-04 22:00:00+00:00,0.0,0.0,729.4,0.0,0.0,240.55,0.0,729.4,-240.55,488.84999999999997,None,NO_4,2026-04-23
2026-03-04 23:00:00+00:00,11.675,0.0,552.75,0.0,0.0,382.225,11.675,552.75,-382.225,182.19999999999993,None,NO_4,2026-04-23
2026-03-05 00:00:00+00:00,30.5,0.0,829.675,0.0,0.0,763.4,30.5,829.675,-763.4,96.77499999999998,None,NO_4,2026-04-23
2026-03-05 01:00:00+00:00,30.95,0.0,861.375,0.0,0.0,744.4,30.95,861.375,-744.4,147.92500000000007,None,NO_4,2026-04-23
