,HU_AT,AT_HU,HU_HR,HR_HU,HU_RO,RO_HU,HU_RS,RS_HU,HU_SI,SI_HU,HU_SK,SK_HU,HU_AT_net_export,HU_HR_net_export,HU_RO_net_export,HU_RS_net_export,HU_SI_net_export,HU_SK_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 16:00:00+00:00,31.525,496.525,342.225,196.625,1504.825,40.025,551.0,45.0,4.0,1195.975,3.25,2995.425,-465.0,145.60000000000002,1464.8,506.0,-1191.975,-2992.175,-2532.75,None,HU,2026-04-23
2026-01-01 17:00:00+00:00,0.0,1007.7750000000001,261.525,103.025,1562.425,26.925,661.0,95.0,2.075,2522.825,1.4,1220.9,-1007.7750000000001,158.49999999999997,1535.5,566.0,-2520.75,-1219.5,-2488.025,None,HU,2026-04-23
2026-01-01 18:00:00+00:00,13.575000000000001,2470.025,205.75,41.175,1558.275,39.375,411.0,95.0,10.15,1617.3,1.45,491.625,-2456.4500000000003,164.575,1518.9,316.0,-1607.1499999999999,-490.175,-2554.3,None,HU,2026-04-23
2026-01-01 19:00:00+00:00,24.925,973.15,98.9,73.25,1255.175,0.175,738.0,95.0,1019.2249999999999,2101.6000000000004,1.025,2381.55,-948.225,25.650000000000006,1255.0,643.0,-1082.3750000000005,-2380.525,-2487.4750000000004,None,HU,2026-04-23
2026-01-01 20:00:00+00:00,25.75,45.525,0.0,77.65,1483.925,2.5,547.0,95.0,4446.15,84.575,2.8499999999999996,8644.175,-19.775,-77.65,1481.425,452.0,4361.575,-8641.324999999999,-2443.749999999999,None,HU,2026-04-23
2026-01-01 21:00:00+00:00,5.85,387.125,0.0,24.725,1095.325,0.0,795.0,95.0,34.25,2666.325,0.3,1125.75,-381.275,-24.725,1095.325,700.0,-2632.075,-1125.45,-2368.2,None,HU,2026-04-23
2026-01-01 22:00:00+00:00,0.475,1429.125,0.0,44.525,1184.975,4.525,767.0,95.0,327.92499999999995,1735.775,1.4,1155.6,-1428.65,-44.525,1180.4499999999998,672.0,-1407.8500000000001,-1154.1999999999998,-2182.7750000000005,None,HU,2026-04-23
2026-01-01 23:00:00+00:00,53.3,929.2,107.775,12.35,1334.775,113.425,619.0,114.0,0.0,419.875,42.025,2527.075,-875.9000000000001,95.42500000000001,1221.3500000000001,505.0,-419.875,-2485.0499999999997,-1959.0499999999997,None,HU,2026-04-23
2026-01-02 00:00:00+00:00,48.25,846.2,11.7,108.175,1295.225,129.925,732.0,114.0,0.0,471.75,30.075,2381.375,-797.95,-96.475,1165.3,618.0,-471.75,-2351.3,-1934.1750000000002,None,HU,2026-04-23
2026-01-02 01:00:00+00:00,34.325,773.3,0.0,318.275,1431.5,52.05,531.0,114.0,2.45,448.95,14.825000000000001,2269.275,-738.9749999999999,-318.275,1379.45,417.0,-446.5,-2254.4500000000003,-1961.7500000000002,None,HU,2026-04-23
2026-01-02 02:00:00+00:00,51.15,735.4,0.0,352.3,1441.625,82.44999999999999,512.0,114.0,0.0,467.25,0.175,2256.45,-684.25,-352.3,1359.175,398.0,-467.25,-2256.2749999999996,-2002.8999999999996,None,HU,2026-04-23
2026-01-02 03:00:00+00:00,60.15,762.425,0.0,305.325,1381.1,50.775000000000006,451.0,114.0,0.0,451.85,6.075,2226.8,-702.275,-305.325,1330.3249999999998,337.0,-451.85,-2220.7250000000004,-2012.8500000000004,None,HU,2026-04-23
2026-01-02 04:00:00+00:00,137.775,851.425,0.0,263.825,1412.95,5.025,219.0,45.0,10.4,499.2,75.475,2283.0,-713.65,-263.825,1407.925,174.0,-488.8,-2207.525,-2091.875,None,HU,2026-04-23
2026-01-02 05:00:00+00:00,106.675,859.75,16.05,230.575,1324.775,24.9,280.0,45.0,0.15,563.175,76.325,2320.275,-753.075,-214.52499999999998,1299.875,235.0,-563.025,-2243.9500000000003,-2239.7000000000003,None,HU,2026-04-23
2026-01-02 06:00:00+00:00,7.75,1060.825,0.0,112.425,1401.1000000000001,134.075,128.0,114.0,100.875,452.75,98.25,2239.0,-1053.075,-112.425,1267.025,14.0,-351.875,-2140.75,-2377.1,None,HU,2026-04-23
2026-01-02 07:00:00+00:00,128.125,560.125,35.349999999999994,33.625,72.325,498.15,90.0,114.0,151.075,288.8,12.525,1756.525,-432.0,1.7249999999999943,-425.825,-24.0,-137.72500000000002,-1744.0,-2761.825,None,HU,2026-04-23
2026-01-02 08:00:00+00:00,85.325,300.6,281.875,0.0,40.724999999999994,1652.75,281.0,174.0,45.1,68.7,0.0,1446.975,-215.27500000000003,281.875,-1612.025,107.0,-23.6,-1446.975,-2909.0,None,HU,2026-04-23
2026-01-02 09:00:00+00:00,70.375,556.875,641.75,0.0,225.05,2309.0,280.0,174.0,360.45,162.725,0.0,1577.6,-486.5,641.75,-2083.95,106.0,197.725,-1577.6,-3202.575,None,HU,2026-04-23
2026-01-02 10:00:00+00:00,0.0,406.25,609.2,0.0,326.75,2611.6,276.0,174.0,375.65,257.225,54.7,1268.9,-406.25,609.2,-2284.85,102.0,118.42499999999995,-1214.2,-3075.6749999999997,None,HU,2026-04-23
2026-01-02 11:00:00+00:00,33.325,546.225,519.375,0.0,499.05,2232.35,191.0,174.0,294.225,477.45,28.650000000000002,1285.725,-512.9,519.375,-1733.3,17.0,-183.22499999999997,-1257.0749999999998,-3150.1249999999995,None,HU,2026-04-23
2026-01-02 12:00:00+00:00,2.375,928.2,436.1,0.0,515.075,1688.15,116.0,140.0,54.525,245.75,60.95,1195.825,-925.825,436.1,-1173.075,-24.0,-191.225,-1134.875,-3012.9,None,HU,2026-04-23
2026-01-02 13:00:00+00:00,16.725,1117.2,26.175,299.3,171.475,282.90000000000003,186.0,105.0,70.625,495.25,454.05,1797.525,-1100.4750000000001,-273.125,-111.42500000000004,81.0,-424.625,-1343.4750000000001,-3172.125,None,HU,2026-04-23
2026-01-02 14:00:00+00:00,92.6,1474.575,0.0,484.17499999999995,1542.275,151.875,114.0,45.0,38.5,894.25,261.225,1999.6,-1381.9750000000001,-484.17499999999995,1390.4,69.0,-855.75,-1738.375,-3000.875,None,HU,2026-04-23
2026-01-02 15:00:00+00:00,69.075,1353.975,0.0,343.825,1146.55,9.65,103.0,46.0,9.625,925.775,60.925,2203.85,-1284.8999999999999,-343.825,1136.8999999999999,57.0,-916.15,-2142.9249999999997,-3493.8999999999996,None,HU,2026-04-23
2026-01-02 16:00:00+00:00,191.125,1309.35,0.0,300.375,984.3,93.05,101.0,52.0,63.775,939.0,177.025,2176.975,-1118.225,-300.375,891.25,49.0,-875.225,-1999.9499999999998,-3353.5249999999996,None,HU,2026-04-23
2026-01-02 17:00:00+00:00,4.725,1269.925,0.0,230.575,911.55,261.325,72.0,52.0,663.825,869.025,98.69999999999999,2347.95,-1265.2,-230.575,650.2249999999999,20.0,-205.19999999999993,-2249.25,-3280.0,None,HU,2026-04-23
2026-01-02 18:00:00+00:00,77.925,1188.525,0.0,244.575,1040.15,288.725,73.0,52.0,207.95,861.525,293.125,2244.825,-1110.6000000000001,-244.575,751.4250000000001,21.0,-653.575,-1951.6999999999998,-3188.025,None,HU,2026-04-23
2026-01-02 19:00:00+00:00,129.22500000000002,1389.2,0.0,126.5,1296.525,330.84999999999997,168.0,81.0,299.875,803.875,137.22500000000002,2385.7,-1259.975,-126.5,965.6750000000002,87.0,-504.0,-2248.475,-3086.2749999999996,None,HU,2026-04-23
2026-01-02 20:00:00+00:00,7.55,1259.65,21.2,60.275000000000006,834.475,109.075,151.0,80.0,307.275,495.825,17.85,2324.875,-1252.1000000000001,-39.075,725.4,71.0,-188.55,-2307.025,-2990.3500000000004,None,HU,2026-04-23
2026-01-02 21:00:00+00:00,0.175,1185.175,175.45,2.0,387.2,224.325,229.0,80.0,703.575,301.125,1.3,2444.55,-1185.0,173.45,162.875,149.0,402.45000000000005,-2443.25,-2740.475,None,HU,2026-04-23
2026-01-02 22:00:00+00:00,0.0,1050.0,426.775,1.725,81.0,192.225,470.0,80.0,695.35,14.5,3.95,2576.85,-1050.0,425.04999999999995,-111.225,390.0,680.85,-2572.9,-2238.2250000000004,None,HU,2026-04-23
2026-01-02 23:00:00+00:00,0.15,429.75,613.575,0.0,0.475,1154.9750000000001,554.0,60.0,463.775,11.774999999999999,1.1,2270.425,-429.6,613.575,-1154.5000000000002,494.0,452.0,-2269.3250000000003,-2293.8500000000004,None,HU,2026-04-23
2026-01-03 00:00:00+00:00,0.5,202.7,438.625,0.0,9.75,1116.925,427.0,75.0,519.45,0.2,88.925,2055.825,-202.2,438.625,-1107.175,352.0,519.25,-1966.8999999999999,-1966.3999999999999,None,HU,2026-04-23
2026-01-03 01:00:00+00:00,124.125,96.475,365.325,0.0,18.15,944.925,239.0,75.0,478.925,0.55,58.224999999999994,1842.1,27.650000000000006,365.325,-926.775,164.0,478.375,-1783.875,-1675.3,None,HU,2026-04-23
2026-01-03 02:00:00+00:00,361.7,33.25,208.25,19.1,22.2,945.025,145.0,75.0,391.625,0.17500000000000002,36.55,1732.25,328.45,189.15,-922.8249999999999,70.0,391.45,-1695.7,-1639.475,None,HU,2026-04-23
2026-01-03 03:00:00+00:00,356.125,197.8,309.425,0.0,27.025,1043.825,128.0,225.0,424.775,0.17500000000000002,198.775,1683.325,158.325,309.425,-1016.8000000000001,-97.0,424.59999999999997,-1484.55,-1706.0,None,HU,2026-04-23
2026-01-03 04:00:00+00:00,366.675,336.425,461.15,0.0,7.0,904.275,146.0,235.0,395.825,0.325,87.975,1844.1499999999999,30.25,461.15,-897.275,-89.0,395.5,-1756.175,-1855.55,None,HU,2026-04-23
2026-01-03 05:00:00+00:00,355.34999999999997,560.625,628.625,0.0,5.1499999999999995,607.075,139.0,261.0,388.975,0.15,166.275,2167.475,-205.27500000000003,628.625,-601.9250000000001,-122.0,388.82500000000005,-2001.1999999999998,-1912.9499999999998,None,HU,2026-04-23
2026-01-03 06:00:00+00:00,260.975,859.95,487.40000000000003,57.575,112.35,419.975,129.0,105.0,211.675,0.325,132.3,2315.225,-598.975,429.82500000000005,-307.625,24.0,211.35000000000002,-2182.9249999999997,-2424.3499999999995,None,HU,2026-04-23
2026-01-03 07:00:00+00:00,302.325,471.975,627.475,50.3,0.0,1388.475,176.0,105.0,305.9,4.9,30.0,1898.3249999999998,-169.65000000000003,577.1750000000001,-1388.475,71.0,301.0,-1868.3249999999998,-2477.2749999999996,None,HU,2026-04-23
2026-01-03 08:00:00+00:00,270.9,120.575,698.025,102.7,0.0,1903.0,288.0,155.0,538.975,3.725,44.6,1389.65,150.325,595.3249999999999,-1903.0,133.0,535.25,-1345.0500000000002,-1834.1500000000003,None,HU,2026-04-23
2026-01-03 09:00:00+00:00,399.525,0.575,748.575,196.45,73.0,1872.275,382.0,165.0,628.575,1.375,11.875,1197.325,398.95,552.125,-1799.275,217.0,627.2,-1185.45,-1189.45,None,HU,2026-04-23
2026-01-03 10:00:00+00:00,460.15,0.3,925.625,0.0,1.125,1655.725,435.0,105.0,637.15,1.25,16.625,1334.125,459.84999999999997,925.625,-1654.6,330.0,635.9,-1317.5,-620.725,None,HU,2026-04-23
2026-01-03 11:00:00+00:00,256.575,17.924999999999997,857.825,0.0,11.425,1106.675,640.0,105.0,597.625,2.0,32.425,1372.975,238.64999999999998,857.825,-1095.25,535.0,595.625,-1340.55,-208.70000000000005,None,HU,2026-04-23
2026-01-03 12:00:00+00:00,140.22500000000002,446.55,767.85,1.4,414.85,799.4,805.0,105.0,366.075,24.549999999999997,58.475,1673.4,-306.325,766.45,-384.54999999999995,700.0,341.525,-1614.9250000000002,-497.8250000000003,None,HU,2026-04-23
2026-01-03 13:00:00+00:00,143.525,900.7,588.225,0.0,398.4,216.025,805.0,105.0,245.8,73.6,5.075,2282.175,-757.1750000000001,588.225,182.37499999999997,700.0,172.20000000000002,-2277.1000000000004,-1391.4750000000004,None,HU,2026-04-23
2026-01-03 14:00:00+00:00,23.225,1105.125,348.3,61.4,818.3,185.5,665.0,142.0,129.025,360.45,77.1,2531.65,-1081.9,286.90000000000003,632.8,523.0,-231.42499999999998,-2454.55,-2325.175,None,HU,2026-04-23
2026-01-03 15:00:00+00:00,2.825,961.8000000000001,156.25,30.924999999999997,669.75,140.7,198.0,172.0,182.0,713.5,15.175,2290.075,-958.975,125.325,529.05,26.0,-531.5,-2274.8999999999996,-3084.9999999999995,None,HU,2026-04-23
2026-01-03 16:00:00+00:00,3.95,827.525,232.60000000000002,115.05,282.9,133.875,466.0,172.0,121.125,497.6,107.0,2349.625,-823.5749999999999,117.55000000000003,149.02499999999998,294.0,-376.475,-2242.625,-2882.1,None,HU,2026-04-23
2026-01-03 17:00:00+00:00,22.6,782.175,232.625,173.9,113.275,117.05,724.0,172.0,209.10000000000002,501.84999999999997,122.6,2523.0,-759.5749999999999,58.724999999999994,-3.7749999999999915,552.0,-292.74999999999994,-2400.4,-2845.775,None,HU,2026-04-23
2026-01-03 18:00:00+00:00,0.5,873.75,182.02499999999998,356.4,344.6,70.975,466.0,172.0,292.925,369.75,24.949999999999996,2352.75,-873.25,-174.375,273.625,294.0,-76.82499999999999,-2327.8,-2884.625,None,HU,2026-04-23
2026-01-03 19:00:00+00:00,19.1,1209.525,181.375,113.175,1042.4,77.85,428.0,172.0,87.72500000000001,425.85,30.275,2463.6,-1190.4250000000002,68.2,964.5500000000001,256.0,-338.125,-2433.325,-2673.125,None,HU,2026-04-23
2026-01-03 20:00:00+00:00,12.6,1264.6,243.8,91.875,1201.35,104.075,373.0,142.0,56.5,371.825,30.650000000000002,2697.15,-1252.0,151.925,1097.2749999999999,231.0,-315.325,-2666.5,-2753.625,None,HU,2026-04-23
2026-01-03 21:00:00+00:00,15.625,1346.125,246.75,77.55,1263.425,141.1,320.0,105.0,65.25,324.1,192.975,2701.0,-1330.5,169.2,1122.325,215.0,-258.85,-2508.025,-2590.85,None,HU,2026-04-23
2026-01-03 22:00:00+00:00,17.525,1042.3,314.65,240.95,908.1,171.075,603.0,55.0,148.825,68.85,98.475,2701.8,-1024.7749999999999,73.69999999999999,737.0250000000001,548.0,79.975,-2603.3250000000003,-2189.4,None,HU,2026-04-23
2026-01-03 23:00:00+00:00,12.8,1029.55,325.4,61.3,927.25,109.45,458.0,144.0,186.84999999999997,75.125,13.45,2745.0,-1016.75,264.09999999999997,817.8,314.0,111.72499999999997,-2731.55,-2240.675,None,HU,2026-04-23
2026-01-04 00:00:00+00:00,10.774999999999999,924.275,319.575,57.55,1063.3,108.52499999999999,381.0,244.0,137.85,17.375,67.775,2708.425,-913.5,262.025,954.775,137.0,120.475,-2640.65,-2079.875,None,HU,2026-04-23
2026-01-04 01:00:00+00:00,0.575,707.075,276.925,53.6,892.675,206.275,89.0,244.0,180.675,4.375,250.575,2399.05,-706.5,223.32500000000002,686.4,-155.0,176.3,-2148.4750000000004,-1923.9500000000003,None,HU,2026-04-23
2026-01-04 02:00:00+00:00,329.975,606.35,113.69999999999999,44.6,943.425,579.425,69.0,244.0,231.625,58.5,106.05000000000001,2123.075,-276.375,69.1,364.0,-175.0,173.125,-2017.0249999999999,-1862.175,None,HU,2026-04-23
2026-01-04 03:00:00+00:00,99.325,526.325,229.325,49.65,707.275,503.9,69.0,244.0,324.8,3.8,279.8,2156.175,-427.00000000000006,179.67499999999998,203.375,-175.0,321.0,-1876.3750000000002,-1774.3250000000003,None,HU,2026-04-23
2026-01-04 04:00:00+00:00,347.275,611.075,173.925,6.525,758.225,491.975,72.0,264.0,247.175,1.425,157.025,2182.475,-263.80000000000007,167.4,266.25,-192.0,245.75,-2025.4499999999998,-1801.85,None,HU,2026-04-23
2026-01-04 05:00:00+00:00,615.775,486.275,141.775,27.075000000000003,626.375,647.55,64.0,264.0,189.875,93.05,103.65,2157.3999999999996,129.5,114.7,-21.174999999999955,-200.0,96.825,-2053.7499999999995,-1933.8999999999994,None,HU,2026-04-23
2026-01-04 06:00:00+00:00,620.875,566.225,12.825,115.15,723.8,482.45000000000005,90.0,264.0,31.775,154.2,150.125,2284.225,54.64999999999998,-102.325,241.3499999999999,-174.0,-122.42499999999998,-2134.1,-2236.85,None,HU,2026-04-23
2026-01-04 07:00:00+00:00,480.675,177.79999999999998,67.75,54.225,1.7,955.675,127.0,274.0,144.825,48.25,153.975,1929.925,302.875,13.524999999999999,-953.9749999999999,-147.0,96.57499999999999,-1775.95,-2463.95,None,HU,2026-04-23
2026-01-04 08:00:00+00:00,159.3,123.375,288.675,143.5,74.575,1168.5,153.0,308.0,373.95000000000005,91.375,23.450000000000003,1701.35,35.92500000000001,145.175,-1093.925,-155.0,282.57500000000005,-1677.8999999999999,-2463.1499999999996,None,HU,2026-04-23
2026-01-04 09:00:00+00:00,36.775,229.075,425.1,165.5,458.525,985.175,243.0,283.0,441.075,158.825,23.0,1886.65,-192.29999999999998,259.6,-526.65,-40.0,282.25,-1863.65,-2080.75,None,HU,2026-04-23
2026-01-04 10:00:00+00:00,216.15,180.025,458.375,209.275,402.0,670.25,249.0,144.0,381.425,42.475,1.525,1919.975,36.125,249.1,-268.25,105.0,338.95,-1918.4499999999998,-1457.5249999999999,None,HU,2026-04-23
2026-01-04 11:00:00+00:00,321.15000000000003,52.75,418.42499999999995,172.75,740.325,639.725,308.0,146.0,390.675,214.95,19.8,1847.875,268.40000000000003,245.67499999999995,100.60000000000002,162.0,175.72500000000002,-1828.075,-875.675,None,HU,2026-04-23
2026-01-04 12:00:00+00:00,194.025,190.25,258.025,142.7,766.375,166.625,444.0,146.0,190.975,8.75,0.275,2104.7,3.7750000000000057,115.32499999999999,599.75,298.0,182.225,-2104.4249999999997,-905.3499999999997,None,HU,2026-04-23
2026-01-04 13:00:00+00:00,16.975,821.25,108.325,238.225,1045.1,71.0,503.0,147.0,12.85,426.675,316.45,2052.625,-804.275,-129.89999999999998,974.0999999999999,356.0,-413.825,-1736.175,-1754.075,None,HU,2026-04-23
2026-01-04 14:00:00+00:00,0.75,969.9000000000001,0.0,480.2,1110.25,147.725,359.0,227.0,38.675,542.875,302.35,2153.7,-969.1500000000001,-480.2,962.525,132.0,-504.2,-1851.35,-2710.375,None,HU,2026-04-23
2026-01-04 15:00:00+00:00,8.8,1038.2,0.0,507.175,1225.55,281.7,146.0,247.0,82.55000000000001,681.775,395.05,2273.625,-1029.4,-507.175,943.8499999999999,-101.0,-599.2249999999999,-1878.575,-3171.525,None,HU,2026-04-23
2026-01-04 16:00:00+00:00,596.25,920.725,12.15,340.75,899.55,607.225,124.0,327.0,7.1,587.925,409.925,2410.1,-324.475,-328.6,292.32499999999993,-203.0,-580.8249999999999,-2000.175,-3144.75,None,HU,2026-04-23
2026-01-04 17:00:00+00:00,334.5,836.525,261.275,270.8,716.875,574.225,80.0,332.0,211.025,533.5,131.15,2324.05,-502.025,-9.525000000000034,142.64999999999998,-252.0,-322.475,-2192.9,-3136.275,None,HU,2026-04-23
2026-01-04 18:00:00+00:00,6.7,743.125,83.80000000000001,215.05,125.3,65.05,85.0,418.0,447.6,399.75,146.125,2202.875,-736.425,-131.25,60.25,-333.0,47.85000000000002,-2056.75,-3149.325,None,HU,2026-04-23
2026-01-04 19:00:00+00:00,5.45,957.55,75.925,237.675,748.025,169.375,164.0,418.0,501.65,303.70000000000005,33.2,2496.775,-952.0999999999999,-161.75,578.65,-254.0,197.94999999999993,-2463.5750000000003,-3054.8250000000003,None,HU,2026-04-23
2026-01-04 20:00:00+00:00,38.8,1067.375,102.925,146.8,861.5,379.425,295.0,233.0,339.95,232.5,145.79999999999998,2629.775,-1028.575,-43.875000000000014,482.075,62.0,107.44999999999999,-2483.975,-2904.9,None,HU,2026-04-23
2026-01-04 21:00:00+00:00,4.1,821.575,256.25,107.025,485.225,183.52499999999998,517.0,229.0,58.025000000000006,239.925,104.125,2590.725,-817.475,149.225,301.70000000000005,288.0,-181.9,-2486.6,-2747.0499999999997,None,HU,2026-04-23
2026-01-04 22:00:00+00:00,10.325,543.075,107.5,0.4,142.25,12.875,492.0,229.0,375.175,8.9,0.9,2633.9,-532.75,107.1,129.375,263.0,366.27500000000003,-2633.0,-2300.0,None,HU,2026-04-23
2026-01-04 23:00:00+00:00,2.675,676.675,51.65,142.6,688.625,167.3,431.0,183.0,7.3999999999999995,126.375,251.575,2376.8,-674.0,-90.94999999999999,521.325,248.0,-118.975,-2125.2250000000004,-2239.8250000000003,None,HU,2026-04-23
2026-01-05 00:00:00+00:00,0.6,490.4,42.3,140.2,513.775,187.9,180.0,184.0,5.9,29.0,286.775,2091.75,-489.79999999999995,-97.89999999999999,325.875,-4.0,-23.1,-1804.975,-2093.8999999999996,None,HU,2026-04-23
2026-01-05 01:00:00+00:00,4.550000000000001,467.25,0.0,207.025,711.6750000000001,240.025,120.0,185.0,118.8,77.475,365.125,2016.625,-462.7,-207.025,471.6500000000001,-65.0,41.325,-1651.5,-1873.25,None,HU,2026-04-23
2026-01-05 02:00:00+00:00,17.75,314.7,0.0,285.825,535.575,246.8,95.0,157.0,0.575,33.675,400.175,1746.1,-296.95,-285.825,288.77500000000003,-62.0,-33.099999999999994,-1345.925,-1735.0249999999999,None,HU,2026-04-23
2026-01-05 03:00:00+00:00,1.45,373.3,0.0,233.675,357.52500000000003,132.525,95.0,174.0,106.275,282.2,587.95,1767.2,-371.85,-233.675,225.00000000000003,-79.0,-175.92499999999998,-1179.25,-1814.7,None,HU,2026-04-23
2026-01-05 04:00:00+00:00,0.775,539.025,0.0,142.825,737.825,220.975,70.0,380.0,43.400000000000006,56.85,379.7,1967.2,-538.25,-142.825,516.85,-310.0,-13.449999999999996,-1587.5,-2075.175,None,HU,2026-04-23
2026-01-05 05:00:00+00:00,0.975,1071.725,42.099999999999994,178.0,1036.0,210.1,55.0,468.0,86.75000000000001,168.1,468.65,2010.7749999999999,-1070.75,-135.9,825.9,-413.0,-81.34999999999998,-1542.125,-2417.2250000000004,None,HU,2026-04-23
2026-01-05 06:00:00+00:00,9.825,1301.9,0.0,160.625,1252.625,172.425,76.0,425.0,90.575,471.4,304.625,1809.2,-1292.075,-160.625,1080.2,-349.0,-380.825,-1504.575,-2606.9,None,HU,2026-04-23
2026-01-05 07:00:00+00:00,234.625,1188.125,2.475,132.3,714.425,227.175,59.0,442.0,182.1,621.9,43.5,1182.325,-953.5,-129.82500000000002,487.24999999999994,-383.0,-439.79999999999995,-1138.825,-2557.7,None,HU,2026-04-23
2026-01-05 08:00:00+00:00,289.575,1225.625,0.0,80.0,722.95,136.275,68.0,409.0,133.975,584.025,4.45,1373.175,-936.05,-80.0,586.6750000000001,-341.0,-450.04999999999995,-1368.725,-2589.1499999999996,None,HU,2026-04-23
2026-01-05 09:00:00+00:00,84.14999999999999,1590.875,123.75,116.925,960.85,142.95,271.0,342.0,65.10000000000001,502.975,168.0,1598.1,-1506.725,6.825000000000003,817.9000000000001,-71.0,-437.875,-1430.1,-2620.9749999999995,None,HU,2026-04-23
2026-01-05 10:00:00+00:00,71.025,1653.6,258.6,185.15,1154.525,85.2,360.0,394.0,123.65,476.775,198.475,1880.25,-1582.5749999999998,73.45000000000002,1069.325,-34.0,-353.125,-1681.775,-2508.7,None,HU,2026-04-23
2026-01-05 11:00:00+00:00,9.1,1751.35,295.65,235.57500000000002,1240.1,200.425,568.0,337.0,127.17500000000001,436.35,248.35000000000002,2044.1,-1742.25,60.07499999999996,1039.675,231.0,-309.175,-1795.75,-2516.425,None,HU,2026-04-23
