,RO_BG,BG_RO,RO_HU,HU_RO,RO_RS,RS_RO,RO_BG_net_export,RO_HU_net_export,RO_RS_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-02 14:00:00+00:00,1514.775,506.875,151.875,1542.275,45.0,0.0,1007.9000000000001,-1390.4,45.0,-337.5,None,RO,2026-04-23
2026-01-02 15:00:00+00:00,1142.8999999999999,459.975,9.65,1146.55,45.0,0.0,682.9249999999998,-1136.8999999999999,45.0,-408.975,None,RO,2026-04-23
2026-01-02 16:00:00+00:00,1262.5,555.27499975,93.05,984.3,51.0,0.0,707.22500025,-891.25,51.0,-133.02499975,None,RO,2026-04-23
2026-01-02 17:00:00+00:00,1262.225,702.54999975,261.325,911.55,45.0,0.0,559.6750002499999,-650.2249999999999,45.0,-45.549999749999984,None,RO,2026-04-23
2026-01-02 18:00:00+00:00,1486.4499999999998,682.975,288.725,1040.15,45.0,0.0,803.4749999999998,-751.4250000000001,45.0,97.04999999999973,None,RO,2026-04-23
2026-01-02 19:00:00+00:00,1880.32499975,753.0999995,330.84999999999997,1296.525,86.0,0.0,1127.22500025,-965.6750000000002,86.0,247.5500002499998,None,RO,2026-04-23
2026-01-02 20:00:00+00:00,1445.0,616.05,109.075,834.475,89.0,0.0,828.95,-725.4,89.0,192.55000000000007,None,RO,2026-04-23
2026-01-02 21:00:00+00:00,1248.52499975,784.375,224.325,387.2,169.0,0.0,464.14999975,-162.875,169.0,470.27499975,None,RO,2026-04-23
2026-01-02 22:00:00+00:00,1011.0,761.075,192.225,81.0,231.0,0.0,249.92499999999995,111.225,231.0,592.15,None,RO,2026-04-23
2026-01-02 23:00:00+00:00,556.45,890.875,1154.9750000000001,0.475,220.0,45.0,-334.42499999999995,1154.5000000000002,175.0,995.0750000000003,None,RO,2026-04-23
2026-01-03 00:00:00+00:00,625.3499999999999,746.275,1116.925,9.75,240.0,45.0,-120.92500000000007,1107.175,195.0,1181.25,None,RO,2026-04-23
2026-01-03 01:00:00+00:00,975.79999975,710.625,944.925,18.15,226.0,39.0,265.17499975,926.775,187.0,1378.94999975,None,RO,2026-04-23
2026-01-03 02:00:00+00:00,1027.74999975,698.1,945.025,22.2,179.0,45.0,329.6499997499999,922.8249999999999,134.0,1386.4749997499998,None,RO,2026-04-23
2026-01-03 03:00:00+00:00,1023.025,736.95,1043.825,27.025,124.0,45.0,286.07499999999993,1016.8000000000001,79.0,1381.875,None,RO,2026-04-23
2026-01-03 04:00:00+00:00,990.35,742.975,904.275,7.0,65.0,30.0,247.375,897.275,35.0,1179.65,None,RO,2026-04-23
2026-01-03 05:00:00+00:00,1226.65,745.95,607.075,5.1499999999999995,55.0,164.0,480.70000000000005,601.9250000000001,-109.0,973.625,None,RO,2026-04-23
2026-01-03 06:00:00+00:00,931.85,671.575,419.975,112.35,55.0,179.0,260.275,307.625,-124.0,443.9,None,RO,2026-04-23
2026-01-03 07:00:00+00:00,0.0,1187.2,1388.475,0.0,198.0,186.0,-1187.2,1388.475,12.0,213.27499999999986,None,RO,2026-04-23
2026-01-03 08:00:00+00:00,12.325,1797.0,1903.0,0.0,220.0,0.0,-1784.675,1903.0,220.0,338.32500000000005,None,RO,2026-04-23
2026-01-03 09:00:00+00:00,0.0,1897.45,1872.275,73.0,207.0,0.0,-1897.45,1799.275,207.0,108.82500000000005,None,RO,2026-04-23
2026-01-03 10:00:00+00:00,1.125,1726.475,1655.725,1.125,199.0,0.0,-1725.35,1654.6,199.0,128.25,None,RO,2026-04-23
2026-01-03 11:00:00+00:00,11.425,1179.85,1106.675,11.425,238.0,0.0,-1168.425,1095.25,238.0,164.82500000000005,None,RO,2026-04-23
2026-01-03 12:00:00+00:00,254.27499975,906.025,799.4,414.85,227.0,0.0,-651.75000025,384.54999999999995,227.0,-40.200000250000016,None,RO,2026-04-23
2026-01-03 13:00:00+00:00,277.225,672.225,216.025,398.4,166.0,48.0,-395.0,-182.37499999999997,118.0,-459.375,None,RO,2026-04-23
2026-01-03 14:00:00+00:00,242.70000000000002,571.675,185.5,818.3,140.0,285.0,-328.9749999999999,-632.8,-145.0,-1106.7749999999999,None,RO,2026-04-23
2026-01-03 15:00:00+00:00,270.4,966.4000000000001,140.7,669.75,55.0,310.0,-696.0000000000001,-529.05,-255.0,-1480.0500000000002,None,RO,2026-04-23
2026-01-03 16:00:00+00:00,0.0,1235.25,133.875,282.9,55.0,330.0,-1235.25,-149.02499999999998,-275.0,-1659.275,None,RO,2026-04-23
2026-01-03 17:00:00+00:00,2.225,1480.49999975,117.05,113.275,55.0,330.0,-1478.27499975,3.7749999999999915,-275.0,-1749.49999975,None,RO,2026-04-23
2026-01-03 18:00:00+00:00,1.14999975,1237.99999975,70.975,344.6,55.0,320.0,-1236.85,-273.625,-265.0,-1775.475,None,RO,2026-04-23
2026-01-03 19:00:00+00:00,80.125,589.625,77.85,1042.4,91.0,324.0,-509.5,-964.5500000000001,-233.0,-1707.0500000000002,None,RO,2026-04-23
2026-01-03 20:00:00+00:00,226.72499975,469.075,104.075,1201.35,128.0,201.0,-242.35000025,-1097.2749999999999,-73.0,-1412.6250002499999,None,RO,2026-04-23
2026-01-03 21:00:00+00:00,267.375,501.775,141.1,1263.425,215.0,108.0,-234.39999999999998,-1122.325,107.0,-1249.725,None,RO,2026-04-23
2026-01-03 22:00:00+00:00,207.75,552.15,171.075,908.1,190.0,129.0,-344.4,-737.0250000000001,61.0,-1020.4250000000002,None,RO,2026-04-23
2026-01-03 23:00:00+00:00,158.275,520.69999975,109.45,927.25,197.0,0.0,-362.42499975,-817.8,197.0,-983.2249997499998,None,RO,2026-04-23
2026-01-04 00:00:00+00:00,529.1,511.75,108.52499999999999,1063.3,142.0,0.0,17.350000000000023,-954.775,142.0,-795.425,None,RO,2026-04-23
2026-01-04 01:00:00+00:00,642.475,680.87499975,206.275,892.675,114.0,0.0,-38.399999750000006,-686.4,114.0,-610.79999975,None,RO,2026-04-23
2026-01-04 02:00:00+00:00,1008.6,1019.1,579.425,943.425,87.0,0.0,-10.5,-364.0,87.0,-287.5,None,RO,2026-04-23
2026-01-04 03:00:00+00:00,957.725,923.3249995,503.9,707.275,60.0,3.0,34.40000050000003,-203.375,57.0,-111.97499949999997,None,RO,2026-04-23
2026-01-04 04:00:00+00:00,1238.5,907.15,491.975,758.225,60.0,3.0,331.35,-266.25,57.0,122.10000000000002,None,RO,2026-04-23
2026-01-04 05:00:00+00:00,1121.125,985.175,647.55,626.375,60.0,22.0,135.95000000000005,21.174999999999955,38.0,195.125,None,RO,2026-04-23
2026-01-04 06:00:00+00:00,987.6,866.3,482.45000000000005,723.8,60.0,62.0,121.30000000000007,-241.3499999999999,-2.0,-122.04999999999984,None,RO,2026-04-23
2026-01-04 07:00:00+00:00,2.875,1398.05,955.675,1.7,110.0,26.0,-1395.175,953.9749999999999,84.0,-357.20000000000005,None,RO,2026-04-23
2026-01-04 08:00:00+00:00,40.95,1884.7,1168.5,74.575,90.0,28.0,-1843.75,1093.925,62.0,-687.825,None,RO,2026-04-23
2026-01-04 09:00:00+00:00,285.25,1896.575,985.175,458.525,70.0,44.0,-1611.325,526.65,26.0,-1058.6750000000002,None,RO,2026-04-23
2026-01-04 10:00:00+00:00,279.925,1610.525,670.25,402.0,90.0,40.0,-1330.6000000000001,268.25,50.0,-1012.3500000000001,None,RO,2026-04-23
2026-01-04 11:00:00+00:00,286.25,1539.1000000000001,639.725,740.325,70.0,44.0,-1252.8500000000001,-100.60000000000002,26.0,-1327.4500000000003,None,RO,2026-04-23
2026-01-04 12:00:00+00:00,191.6,1149.4,166.625,766.375,80.0,19.0,-957.8000000000001,-599.75,61.0,-1496.5500000000002,None,RO,2026-04-23
2026-01-04 13:00:00+00:00,30.55,692.375,71.0,1045.1,120.0,15.0,-661.825,-974.0999999999999,105.0,-1530.925,None,RO,2026-04-23
2026-01-04 14:00:00+00:00,12.75,747.875,147.725,1110.25,60.0,23.0,-735.125,-962.525,37.0,-1660.65,None,RO,2026-04-23
2026-01-04 15:00:00+00:00,149.125,1009.6249997499999,281.7,1225.55,60.0,51.0,-860.4999997499999,-943.8499999999999,9.0,-1795.3499997499998,None,RO,2026-04-23
2026-01-04 16:00:00+00:00,80.775,1455.625,607.225,899.55,60.0,68.0,-1374.85,-292.32499999999993,-8.0,-1675.1749999999997,None,RO,2026-04-23
2026-01-04 17:00:00+00:00,216.32499975,1736.025,574.225,716.875,60.0,68.0,-1519.7000002500001,-142.64999999999998,-8.0,-1670.35000025,None,RO,2026-04-23
2026-01-04 18:00:00+00:00,0.0,1471.15,65.05,125.3,60.0,68.0,-1471.15,-60.25,-8.0,-1539.4,None,RO,2026-04-23
2026-01-04 19:00:00+00:00,50.849999999999994,838.0,169.375,748.025,60.0,13.0,-787.15,-578.65,47.0,-1318.8,None,RO,2026-04-23
2026-01-04 20:00:00+00:00,95.925,718.1999999999999,379.425,861.5,60.0,11.0,-622.275,-482.075,49.0,-1055.35,None,RO,2026-04-23
2026-01-04 21:00:00+00:00,23.5,795.9749995,183.52499999999998,485.225,90.0,11.0,-772.4749995,-301.70000000000005,79.0,-995.1749995,None,RO,2026-04-23
2026-01-04 22:00:00+00:00,0.475,704.95,12.875,142.25,131.0,18.0,-704.475,-129.375,113.0,-720.85,None,RO,2026-04-23
2026-01-04 23:00:00+00:00,428.85,551.7,167.3,688.625,70.0,125.0,-122.85000000000002,-521.325,-55.0,-699.1750000000001,None,RO,2026-04-23
2026-01-05 00:00:00+00:00,367.75,562.1,187.9,513.775,70.0,115.0,-194.35000000000002,-325.875,-45.0,-565.225,None,RO,2026-04-23
2026-01-05 01:00:00+00:00,795.775,630.2,240.025,711.6750000000001,70.0,125.0,165.57499999999993,-471.6500000000001,-55.0,-361.07500000000016,None,RO,2026-04-23
2026-01-05 02:00:00+00:00,771.0,591.3,246.8,535.575,70.0,133.0,179.70000000000005,-288.77500000000003,-63.0,-172.075,None,RO,2026-04-23
2026-01-05 03:00:00+00:00,708.375,623.25,132.525,357.52500000000003,70.0,156.0,85.125,-225.00000000000003,-86.0,-225.87500000000003,None,RO,2026-04-23
2026-01-05 04:00:00+00:00,731.85,670.375,220.975,737.825,70.0,118.0,61.47500000000002,-516.85,-48.0,-503.375,None,RO,2026-04-23
2026-01-05 05:00:00+00:00,839.125,689.75,210.1,1036.0,70.0,83.0,149.375,-825.9,-13.0,-689.525,None,RO,2026-04-23
2026-01-05 06:00:00+00:00,785.9,596.0,172.425,1252.625,70.0,125.0,189.89999999999998,-1080.2,-55.0,-945.3000000000001,None,RO,2026-04-23
2026-01-05 07:00:00+00:00,68.27499999999999,582.275,227.175,714.425,70.0,125.0,-514.0,-487.24999999999994,-55.0,-1056.25,None,RO,2026-04-23
2026-01-05 08:00:00+00:00,2.425,565.2,136.275,722.95,70.0,83.0,-562.7750000000001,-586.6750000000001,-13.0,-1162.4500000000003,None,RO,2026-04-23
2026-01-05 09:00:00+00:00,7.85,620.975,142.95,960.85,70.0,125.0,-613.125,-817.9000000000001,-55.0,-1486.025,None,RO,2026-04-23
2026-01-05 10:00:00+00:00,245.625,637.3,85.2,1154.525,70.0,125.0,-391.67499999999995,-1069.325,-55.0,-1516.0,None,RO,2026-04-23
2026-01-05 11:00:00+00:00,277.625,829.8,200.425,1240.1,70.0,191.0,-552.175,-1039.675,-121.0,-1712.85,None,RO,2026-04-23
2026-01-05 12:00:00+00:00,201.0,755.325,189.89999999999998,1243.675,70.0,234.0,-554.325,-1053.775,-164.0,-1772.1000000000001,None,RO,2026-04-23
2026-01-05 13:00:00+00:00,248.3,597.97499975,118.45,1270.075,70.0,226.0,-349.67499975000004,-1151.625,-156.0,-1657.29999975,None,RO,2026-04-23
2026-01-05 14:00:00+00:00,1.35,966.94999975,427.7,1133.65,70.0,125.0,-965.5999997499999,-705.95,-55.0,-1726.54999975,None,RO,2026-04-23
2026-01-05 15:00:00+00:00,5.0,1635.3,421.55,781.2,70.0,234.0,-1630.3,-359.65000000000003,-164.0,-2153.95,None,RO,2026-04-23
2026-01-05 16:00:00+00:00,4.75,1779.325,490.6,483.775,70.0,192.0,-1774.575,6.8250000000000455,-122.0,-1889.75,None,RO,2026-04-23
2026-01-05 17:00:00+00:00,3.5,1691.24999975,701.675,627.475,70.0,184.0,-1687.74999975,74.19999999999993,-114.0,-1727.54999975,None,RO,2026-04-23
2026-01-05 18:00:00+00:00,3.75,1177.6999999999998,115.25,657.5,70.0,139.0,-1173.9499999999998,-542.25,-69.0,-1785.1999999999998,None,RO,2026-04-23
2026-01-05 19:00:00+00:00,0.0,849.225,133.65,886.05,70.0,87.0,-849.225,-752.4,-17.0,-1618.625,None,RO,2026-04-23
2026-01-05 20:00:00+00:00,132.64999975,730.2,197.325,582.925,70.0,125.0,-597.55000025,-385.59999999999997,-55.0,-1038.15000025,None,RO,2026-04-23
2026-01-05 21:00:00+00:00,124.80000000000001,895.15,233.725,259.35,70.0,110.0,-770.3499999999999,-25.62500000000003,-40.0,-835.9749999999999,None,RO,2026-04-23
2026-01-05 22:00:00+00:00,47.95,1083.4,686.625,0.0,70.0,123.0,-1035.45,686.625,-53.0,-401.82500000000005,None,RO,2026-04-23
2026-01-05 23:00:00+00:00,0.0,1695.375,1391.375,33.349999999999994,70.0,57.0,-1695.375,1358.025,13.0,-324.3499999999999,None,RO,2026-04-23
2026-01-06 00:00:00+00:00,0.0,1670.225,1612.375,16.15,70.0,74.0,-1670.225,1596.225,-4.0,-78.0,None,RO,2026-04-23
2026-01-06 01:00:00+00:00,14.35,1265.79999975,1325.0,7.025,70.0,96.0,-1251.4499997500002,1317.975,-26.0,40.52500024999972,None,RO,2026-04-23
2026-01-06 02:00:00+00:00,53.7,1171.59999975,1278.825,0.0,70.0,103.0,-1117.89999975,1278.825,-33.0,127.92500025000004,None,RO,2026-04-23
2026-01-06 03:00:00+00:00,215.525,1214.475,1041.25,0.0,70.0,101.0,-998.9499999999999,1041.25,-31.0,11.300000000000068,None,RO,2026-04-23
2026-01-06 04:00:00+00:00,15.675,1072.65,823.875,0.0,70.0,96.0,-1056.9750000000001,823.875,-26.0,-259.10000000000014,None,RO,2026-04-23
2026-01-06 05:00:00+00:00,130.675,910.04999975,520.35,5.775,70.0,80.0,-779.3749997499999,514.575,-10.0,-274.79999974999987,None,RO,2026-04-23
2026-01-06 06:00:00+00:00,18.675,887.2,445.025,46.6,70.0,62.0,-868.5250000000001,398.42499999999995,8.0,-462.10000000000014,None,RO,2026-04-23
2026-01-06 07:00:00+00:00,6.0,1505.875,1016.175,6.0,70.0,29.0,-1499.875,1010.175,41.0,-448.70000000000005,None,RO,2026-04-23
2026-01-06 08:00:00+00:00,46.475,1745.575,1005.75,0.0,70.0,0.0,-1699.1000000000001,1005.75,70.0,-623.3500000000001,None,RO,2026-04-23
2026-01-06 09:00:00+00:00,0.0,1889.775,1016.5,0.0,70.0,0.0,-1889.775,1016.5,70.0,-803.2750000000001,None,RO,2026-04-23
2026-01-06 10:00:00+00:00,10.0,1876.425,881.0,10.0,70.0,0.0,-1866.425,871.0,70.0,-925.425,None,RO,2026-04-23
2026-01-06 11:00:00+00:00,20.75,1851.7,568.075,152.2,220.0,0.0,-1830.95,415.87500000000006,220.0,-1195.075,None,RO,2026-04-23
2026-01-06 12:00:00+00:00,0.0,1788.52499975,719.0,570.975,220.0,0.0,-1788.52499975,148.02499999999998,220.0,-1420.49999975,None,RO,2026-04-23
2026-01-06 13:00:00+00:00,12.2,1332.4749997499998,803.15,916.0999999999999,170.0,0.0,-1320.2749997499998,-112.94999999999993,170.0,-1263.2249997499998,None,RO,2026-04-23
2026-01-06 14:00:00+00:00,20.1,1137.725,686.575,1192.2749999999999,220.0,108.0,-1117.625,-505.6999999999998,112.0,-1511.3249999999998,None,RO,2026-04-23
2026-01-06 15:00:00+00:00,2.25,1576.275,69.45,649.3,210.0,99.0,-1574.025,-579.8499999999999,111.0,-2042.875,None,RO,2026-04-23
2026-01-06 16:00:00+00:00,33.5,1884.89999975,131.275,398.9,316.0,88.0,-1851.39999975,-267.625,228.0,-1891.02499975,None,RO,2026-04-23
2026-01-06 17:00:00+00:00,37.7,1665.62499975,64.3,342.6,330.0,95.0,-1627.9249997499999,-278.3,235.0,-1671.2249997499998,None,RO,2026-04-23
2026-01-06 18:00:00+00:00,37.975,1529.625,341.425,542.0,70.0,43.0,-1491.65,-200.575,27.0,-1665.2250000000001,None,RO,2026-04-23
2026-01-06 19:00:00+00:00,56.125,992.6,382.425,885.75,70.0,71.0,-936.475,-503.325,-1.0,-1440.8,None,RO,2026-04-23
2026-01-06 20:00:00+00:00,230.69999975000002,785.025,361.325,747.0,70.0,0.0,-554.3250002499999,-385.675,70.0,-870.0000002499999,None,RO,2026-04-23
2026-01-06 21:00:00+00:00,244.275,955.55,402.25,261.675,70.0,45.0,-711.275,140.575,25.0,-545.7,None,RO,2026-04-23
2026-01-06 22:00:00+00:00,9.35,1277.17499975,1045.75,0.0,70.0,56.0,-1267.8249997500002,1045.75,14.0,-208.0749997500002,None,RO,2026-04-23
2026-01-06 23:00:00+00:00,0.0,1393.72499975,902.45,24.125,145.0,8.0,-1393.72499975,878.325,137.0,-378.39999975,None,RO,2026-04-23
2026-01-07 00:00:00+00:00,0.0,1273.3,992.875,42.8,60.0,103.0,-1273.3,950.075,-43.0,-366.2249999999999,None,RO,2026-04-23
2026-01-07 01:00:00+00:00,0.0,943.32499975,764.175,9.149999999999999,30.0,143.0,-943.32499975,755.025,-113.0,-301.29999975,None,RO,2026-04-23
2026-01-07 02:00:00+00:00,0.0,838.94999975,680.65,0.0,30.0,214.0,-838.94999975,680.65,-184.0,-342.29999975,None,RO,2026-04-23
2026-01-07 03:00:00+00:00,32.675,735.05,504.875,0.0,30.0,218.0,-702.375,504.875,-188.0,-385.5,None,RO,2026-04-23
2026-01-07 04:00:00+00:00,0.0,963.425,478.425,0.0,30.0,197.0,-963.425,478.425,-167.0,-652.0,None,RO,2026-04-23
2026-01-07 05:00:00+00:00,55.87499975,776.125,321.2,52.425,30.0,345.0,-720.25000025,268.775,-315.0,-766.47500025,None,RO,2026-04-23
2026-01-07 06:00:00+00:00,228.17499999999998,793.17499975,54.15,149.85,30.0,329.0,-564.99999975,-95.69999999999999,-299.0,-959.69999975,None,RO,2026-04-23
2026-01-07 07:00:00+00:00,62.225,1478.39999975,830.225,64.05,40.0,331.0,-1416.17499975,766.1750000000001,-291.0,-940.99999975,None,RO,2026-04-23
2026-01-07 08:00:00+00:00,140.45,1714.32499975,892.275,238.85,210.0,300.0,-1573.87499975,653.425,-90.0,-1010.44999975,None,RO,2026-04-23
2026-01-07 09:00:00+00:00,7.45,1868.44999975,1005.1,113.625,210.0,300.0,-1860.99999975,891.475,-90.0,-1059.52499975,None,RO,2026-04-23
2026-01-07 10:00:00+00:00,104.65,1552.3,439.15,225.95000000000002,40.0,300.0,-1447.6499999999999,213.19999999999996,-260.0,-1494.4499999999998,None,RO,2026-04-23
2026-01-07 11:00:00+00:00,159.6,1571.5749999999998,284.325,457.47499999999997,147.0,300.0,-1411.975,-173.14999999999998,-153.0,-1738.125,None,RO,2026-04-23
2026-01-07 12:00:00+00:00,15.450000000000001,1464.37499975,83.0,283.475,147.0,300.0,-1448.9249997499999,-200.47500000000002,-153.0,-1802.39999975,None,RO,2026-04-23
2026-01-07 13:00:00+00:00,2.525,1621.14999975,403.075,466.275,137.0,344.0,-1618.62499975,-63.19999999999999,-207.0,-1888.82499975,None,RO,2026-04-23
2026-01-07 14:00:00+00:00,3.0,1293.19999975,82.925,537.675,134.0,382.0,-1290.19999975,-454.74999999999994,-248.0,-1992.94999975,None,RO,2026-04-23
2026-01-07 15:00:00+00:00,132.375,2181.575,338.85,269.475,124.0,277.0,-2049.2,69.375,-153.0,-2132.825,None,RO,2026-04-23
2026-01-07 16:00:00+00:00,216.275,2188.72499975,439.45,327.5,140.0,328.0,-1972.4499997499997,111.94999999999999,-188.0,-2048.49999975,None,RO,2026-04-23
2026-01-07 17:00:00+00:00,172.725,1819.4499999999998,157.25,266.325,132.0,300.0,-1646.725,-109.07499999999999,-168.0,-1923.8,None,RO,2026-04-23
2026-01-07 18:00:00+00:00,182.55,1706.475,164.825,345.0,132.0,300.0,-1523.925,-180.175,-168.0,-1872.1,None,RO,2026-04-23
2026-01-07 19:00:00+00:00,139.99999975,991.4,151.7,659.325,140.0,289.0,-851.40000025,-507.62500000000006,-149.0,-1508.02500025,None,RO,2026-04-23
2026-01-07 20:00:00+00:00,10.6,918.6249995000001,173.675,365.375,175.0,164.0,-908.0249995,-191.7,11.0,-1088.7249995,None,RO,2026-04-23
2026-01-07 21:00:00+00:00,38.6,1098.375,143.05,245.39999999999998,145.0,19.0,-1059.775,-102.34999999999997,126.0,-1036.125,None,RO,2026-04-23
2026-01-07 22:00:00+00:00,3.75,1577.8249999999998,692.7,3.75,181.0,0.0,-1574.0749999999998,688.95,181.0,-704.1249999999998,None,RO,2026-04-23
2026-01-07 23:00:00+00:00,32.150000000000006,1367.075,773.375,106.1,235.0,31.0,-1334.925,667.275,204.0,-463.65,None,RO,2026-04-23
2026-01-08 00:00:00+00:00,17.025,1324.325,998.4000000000001,65.275,201.0,41.0,-1307.3,933.1250000000001,160.0,-214.17499999999984,None,RO,2026-04-23
2026-01-08 01:00:00+00:00,117.1,1155.325,1254.775,234.775,117.0,85.0,-1038.2250000000001,1020.0000000000001,32.0,13.774999999999977,None,RO,2026-04-23
