,GR_BG,BG_GR,GR_MK,MK_GR,GR_IT_SUD,IT_SUD_GR,GR_BG_net_export,GR_MK_net_export,GR_IT_SUD_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-02 10:00:00+00:00,1034.3,1.25,433.0,0.0,316.0,317.0,1033.05,433.0,-1.0,1465.05,None,GR,2026-04-23
2026-01-02 11:00:00+00:00,1044.525,7.8500000000000005,425.0,0.0,228.0,471.0,1036.6750000000002,425.0,-243.0,1218.6750000000002,None,GR,2026-04-23
2026-01-02 12:00:00+00:00,1050.0,0.0,418.0,0.0,168.0,629.0,1050.0,418.0,-461.0,1007.0,None,GR,2026-04-23
2026-01-02 13:00:00+00:00,951.0,19.95,419.0,0.0,117.0,385.0,931.05,419.0,-268.0,1082.05,None,GR,2026-04-23
2026-01-02 14:00:00+00:00,278.925,257.65,407.0,0.0,373.0,158.0,21.275000000000034,407.0,215.0,643.2750000000001,None,GR,2026-04-23
2026-01-02 15:00:00+00:00,230.25,409.6,359.0,0.0,83.0,190.0,-179.35000000000002,359.0,-107.0,72.64999999999998,None,GR,2026-04-23
2026-01-02 16:00:00+00:00,278.57500000000005,775.65,347.0,0.0,503.0,129.0,-497.07499999999993,347.0,374.0,223.92500000000007,None,GR,2026-04-23
2026-01-02 17:00:00+00:00,312.8,624.775,333.0,0.0,541.0,73.0,-311.97499999999997,333.0,468.0,489.02500000000003,None,GR,2026-04-23
2026-01-02 18:00:00+00:00,394.1,875.45,343.0,0.0,671.0,171.0,-481.35,343.0,500.0,361.65,None,GR,2026-04-23
2026-01-02 19:00:00+00:00,362.15,693.2,333.0,0.0,674.0,174.0,-331.05000000000007,333.0,500.0,501.94999999999993,None,GR,2026-04-23
2026-01-02 20:00:00+00:00,401.9,252.59999999999997,348.0,0.0,500.0,0.0,149.3,348.0,500.0,997.3,None,GR,2026-04-23
2026-01-02 21:00:00+00:00,532.8,68.95,351.0,0.0,500.0,11.0,463.84999999999997,351.0,489.0,1303.85,None,GR,2026-04-23
2026-01-02 22:00:00+00:00,473.725,45.575,374.0,0.0,500.0,0.0,428.15000000000003,374.0,500.0,1302.15,None,GR,2026-04-23
2026-01-02 23:00:00+00:00,910.725,0.475,478.0,0.0,500.0,0.0,910.25,478.0,500.0,1888.25,None,GR,2026-04-23
2026-01-03 00:00:00+00:00,747.425,9.75,333.0,1.0,500.0,0.0,737.675,332.0,500.0,1569.675,None,GR,2026-04-23
2026-01-03 01:00:00+00:00,739.85,18.9,244.0,1.0,500.0,0.0,720.95,243.0,500.0,1463.95,None,GR,2026-04-23
2026-01-03 02:00:00+00:00,806.225,35.9,241.0,0.0,500.0,0.0,770.325,241.0,500.0,1511.325,None,GR,2026-04-23
2026-01-03 03:00:00+00:00,883.425,66.125,225.0,0.0,500.0,0.0,817.3,225.0,500.0,1542.3,None,GR,2026-04-23
2026-01-03 04:00:00+00:00,650.3,49.35,215.0,0.0,500.0,0.0,600.9499999999999,215.0,500.0,1315.9499999999998,None,GR,2026-04-23
2026-01-03 05:00:00+00:00,372.0,111.22500000000001,300.0,0.0,500.0,0.0,260.775,300.0,500.0,1060.775,None,GR,2026-04-23
2026-01-03 06:00:00+00:00,428.65,77.975,279.0,0.0,500.0,0.0,350.67499999999995,279.0,500.0,1129.675,None,GR,2026-04-23
2026-01-03 07:00:00+00:00,826.55,22.225,318.0,0.0,500.0,0.0,804.3249999999999,318.0,500.0,1622.3249999999998,None,GR,2026-04-23
2026-01-03 08:00:00+00:00,1076.65,97.375,370.0,0.0,500.0,0.0,979.2750000000001,370.0,500.0,1849.275,None,GR,2026-04-23
2026-01-03 09:00:00+00:00,1050.0,27.599999999999998,449.0,0.0,500.0,0.0,1022.4,449.0,500.0,1971.4,None,GR,2026-04-23
2026-01-03 10:00:00+00:00,1118.0,1.125,454.0,0.0,500.0,0.0,1116.875,454.0,500.0,2070.875,None,GR,2026-04-23
2026-01-03 11:00:00+00:00,1109.6,1.375,448.0,0.0,500.0,0.0,1108.225,448.0,500.0,2056.225,None,GR,2026-04-23
2026-01-03 12:00:00+00:00,1204.75,171.9,423.0,0.0,500.0,0.0,1032.85,423.0,500.0,1955.85,None,GR,2026-04-23
2026-01-03 13:00:00+00:00,1277.225,18.15,422.0,0.0,500.0,0.0,1259.0749999999998,422.0,500.0,2181.075,None,GR,2026-04-23
2026-01-03 14:00:00+00:00,1237.15,80.35,400.0,0.0,500.0,0.0,1156.8000000000002,400.0,500.0,2056.8,None,GR,2026-04-23
2026-01-03 15:00:00+00:00,1157.175,38.325,302.0,0.0,500.0,0.0,1118.85,302.0,500.0,1920.85,None,GR,2026-04-23
2026-01-03 16:00:00+00:00,1213.275,1.1,355.0,0.0,500.0,0.0,1212.1750000000002,355.0,500.0,2067.175,None,GR,2026-04-23
2026-01-03 17:00:00+00:00,1256.725,69.4,317.0,0.0,500.0,0.0,1187.3249999999998,317.0,500.0,2004.3249999999998,None,GR,2026-04-23
2026-01-03 18:00:00+00:00,1296.3,65.94999999999999,306.0,0.0,500.0,0.0,1230.35,306.0,500.0,2036.35,None,GR,2026-04-23
2026-01-03 19:00:00+00:00,1324.85,32.75,312.0,0.0,500.0,0.0,1292.1,312.0,500.0,2104.1,None,GR,2026-04-23
2026-01-03 20:00:00+00:00,1397.875,0.0,319.0,0.0,500.0,0.0,1397.875,319.0,500.0,2216.875,None,GR,2026-04-23
2026-01-03 21:00:00+00:00,1381.025,2.825,397.0,0.0,500.0,0.0,1378.2,397.0,500.0,2275.2,None,GR,2026-04-23
2026-01-03 22:00:00+00:00,1359.6,27.325,410.0,0.0,500.0,0.0,1332.2749999999999,410.0,500.0,2242.2749999999996,None,GR,2026-04-23
2026-01-03 23:00:00+00:00,1099.075,0.0,500.0,0.0,500.0,0.0,1099.075,500.0,500.0,2099.075,None,GR,2026-04-23
2026-01-04 00:00:00+00:00,940.525,29.25,466.0,0.0,500.0,0.0,911.275,466.0,500.0,1877.275,None,GR,2026-04-23
2026-01-04 01:00:00+00:00,1178.175,0.0,490.0,0.0,500.0,0.0,1178.175,490.0,500.0,2168.175,None,GR,2026-04-23
2026-01-04 02:00:00+00:00,1252.55,0.0,470.0,0.0,500.0,0.0,1252.55,470.0,500.0,2222.55,None,GR,2026-04-23
2026-01-04 03:00:00+00:00,1269.2,0.0,466.0,0.0,500.0,0.0,1269.2,466.0,500.0,2235.2,None,GR,2026-04-23
2026-01-04 04:00:00+00:00,702.475,0.0,449.0,0.0,500.0,0.0,702.475,449.0,500.0,1651.475,None,GR,2026-04-23
2026-01-04 05:00:00+00:00,485.05,77.475,458.0,0.0,500.0,0.0,407.57500000000005,458.0,500.0,1365.575,None,GR,2026-04-23
2026-01-04 06:00:00+00:00,486.675,79.0,500.0,0.0,500.0,0.0,407.675,500.0,500.0,1407.675,None,GR,2026-04-23
2026-01-04 07:00:00+00:00,1005.0250000000001,0.0,468.0,0.0,500.0,0.0,1005.0250000000001,468.0,500.0,1973.025,None,GR,2026-04-23
2026-01-04 08:00:00+00:00,1170.925,0.175,500.0,0.0,500.0,0.0,1170.75,500.0,500.0,2170.75,None,GR,2026-04-23
2026-01-04 09:00:00+00:00,1153.75,0.0,500.0,0.0,500.0,0.0,1153.75,500.0,500.0,2153.75,None,GR,2026-04-23
2026-01-04 10:00:00+00:00,1175.75,0.0,500.0,0.0,500.0,0.0,1175.75,500.0,500.0,2175.75,None,GR,2026-04-23
2026-01-04 11:00:00+00:00,1189.75,0.0,500.0,0.0,500.0,0.0,1189.75,500.0,500.0,2189.75,None,GR,2026-04-23
2026-01-04 12:00:00+00:00,1270.325,33.575,500.0,0.0,500.0,0.0,1236.75,500.0,500.0,2236.75,None,GR,2026-04-23
2026-01-04 13:00:00+00:00,1278.45,0.0,490.0,0.0,500.0,0.0,1278.45,490.0,500.0,2268.45,None,GR,2026-04-23
2026-01-04 14:00:00+00:00,1326.45,0.0,479.0,0.0,500.0,19.0,1326.45,479.0,481.0,2286.45,None,GR,2026-04-23
2026-01-04 15:00:00+00:00,1468.0,151.1,486.0,0.0,762.0,501.0,1316.9,486.0,261.0,2063.9,None,GR,2026-04-23
2026-01-04 16:00:00+00:00,1354.3,82.025,496.0,0.0,638.0,366.0,1272.2749999999999,496.0,272.0,2040.2749999999999,None,GR,2026-04-23
2026-01-04 17:00:00+00:00,1452.625,218.825,496.0,0.0,657.0,157.0,1233.8,496.0,500.0,2229.8,None,GR,2026-04-23
2026-01-04 18:00:00+00:00,1331.75,0.0,496.0,0.0,500.0,0.0,1331.75,496.0,500.0,2327.75,None,GR,2026-04-23
2026-01-04 19:00:00+00:00,1428.825,48.075,486.0,0.0,500.0,0.0,1380.75,486.0,500.0,2366.75,None,GR,2026-04-23
2026-01-04 20:00:00+00:00,1422.85,31.1,478.0,0.0,500.0,0.0,1391.75,478.0,500.0,2369.75,None,GR,2026-04-23
2026-01-04 21:00:00+00:00,1374.25,23.5,498.0,0.0,500.0,0.0,1350.75,498.0,500.0,2348.75,None,GR,2026-04-23
2026-01-04 22:00:00+00:00,1312.75,0.0,482.0,0.0,500.0,0.0,1312.75,482.0,500.0,2294.75,None,GR,2026-04-23
2026-01-04 23:00:00+00:00,824.7,4.6,326.0,0.0,500.0,0.0,820.1,326.0,500.0,1646.1,None,GR,2026-04-23
2026-01-05 00:00:00+00:00,828.4,3.625,299.0,0.0,500.0,0.0,824.775,299.0,500.0,1623.775,None,GR,2026-04-23
2026-01-05 01:00:00+00:00,818.125,4.7,231.0,60.0,500.0,0.0,813.425,171.0,500.0,1484.425,None,GR,2026-04-23
2026-01-05 02:00:00+00:00,815.025,29.0,229.0,62.0,500.0,0.0,786.025,167.0,500.0,1453.025,None,GR,2026-04-23
2026-01-05 03:00:00+00:00,793.075,27.45,210.0,62.0,500.0,0.0,765.625,148.0,500.0,1413.625,None,GR,2026-04-23
2026-01-05 04:00:00+00:00,841.5999999999999,62.150000000000006,181.0,62.0,500.0,0.0,779.4499999999999,119.0,500.0,1398.4499999999998,None,GR,2026-04-23
2026-01-05 05:00:00+00:00,844.2750000000001,4.7,203.0,62.0,500.0,45.0,839.575,141.0,455.0,1435.575,None,GR,2026-04-23
2026-01-05 06:00:00+00:00,815.4,0.225,261.0,60.0,511.0,13.0,815.175,201.0,498.0,1514.175,None,GR,2026-04-23
2026-01-05 07:00:00+00:00,850.0,0.0,324.0,0.0,631.0,131.0,850.0,324.0,500.0,1674.0,None,GR,2026-04-23
2026-01-05 08:00:00+00:00,850.0,0.0,335.0,0.0,624.0,124.0,850.0,335.0,500.0,1685.0,None,GR,2026-04-23
2026-01-05 09:00:00+00:00,850.0,0.0,387.0,0.0,545.0,45.0,850.0,387.0,500.0,1737.0,None,GR,2026-04-23
2026-01-05 10:00:00+00:00,850.0,0.0,355.0,0.0,573.0,73.0,850.0,355.0,500.0,1705.0,None,GR,2026-04-23
2026-01-05 11:00:00+00:00,900.0,0.0,353.0,0.0,564.0,73.0,900.0,353.0,491.0,1744.0,None,GR,2026-04-23
2026-01-05 12:00:00+00:00,900.0,0.0,316.0,0.0,649.0,196.0,900.0,316.0,453.0,1669.0,None,GR,2026-04-23
2026-01-05 13:00:00+00:00,900.0,0.0,307.0,0.0,680.0,180.0,900.0,307.0,500.0,1707.0,None,GR,2026-04-23
2026-01-05 14:00:00+00:00,900.0,0.0,306.0,0.0,685.0,185.0,900.0,306.0,500.0,1706.0,None,GR,2026-04-23
2026-01-05 15:00:00+00:00,900.0,0.0,296.0,0.0,698.0,198.0,900.0,296.0,500.0,1696.0,None,GR,2026-04-23
2026-01-05 16:00:00+00:00,901.25,1.25,328.0,0.0,699.0,199.0,900.0,328.0,500.0,1728.0,None,GR,2026-04-23
2026-01-05 17:00:00+00:00,900.0,0.0,307.0,0.0,638.0,138.0,900.0,307.0,500.0,1707.0,None,GR,2026-04-23
2026-01-05 18:00:00+00:00,900.0,0.0,358.0,0.0,658.0,158.0,900.0,358.0,500.0,1758.0,None,GR,2026-04-23
2026-01-05 19:00:00+00:00,900.0,0.0,391.0,0.0,565.0,65.0,900.0,391.0,500.0,1791.0,None,GR,2026-04-23
2026-01-05 20:00:00+00:00,904.375,4.375,370.0,0.0,506.0,11.0,900.0,370.0,495.0,1765.0,None,GR,2026-04-23
2026-01-05 21:00:00+00:00,900.0,0.0,319.0,0.0,500.0,0.0,900.0,319.0,500.0,1719.0,None,GR,2026-04-23
2026-01-05 22:00:00+00:00,900.0,0.0,374.0,0.0,500.0,0.0,900.0,374.0,500.0,1774.0,None,GR,2026-04-23
2026-01-05 23:00:00+00:00,1200.0,0.0,350.0,0.0,500.0,0.0,1200.0,350.0,500.0,2050.0,None,GR,2026-04-23
2026-01-06 00:00:00+00:00,1200.0,0.0,299.0,0.0,500.0,0.0,1200.0,299.0,500.0,1999.0,None,GR,2026-04-23
2026-01-06 01:00:00+00:00,1200.0,0.0,288.0,0.0,500.0,0.0,1200.0,288.0,500.0,1988.0,None,GR,2026-04-23
2026-01-06 02:00:00+00:00,1200.0,0.0,260.0,0.0,507.0,7.0,1200.0,260.0,500.0,1960.0,None,GR,2026-04-23
2026-01-06 03:00:00+00:00,1197.0,0.0,277.0,0.0,510.0,10.0,1197.0,277.0,500.0,1974.0,None,GR,2026-04-23
2026-01-06 04:00:00+00:00,1196.7,0.0,289.0,0.0,500.0,95.0,1196.7,289.0,405.0,1890.7,None,GR,2026-04-23
2026-01-06 05:00:00+00:00,1200.0,0.0,300.0,0.0,523.0,85.0,1200.0,300.0,438.0,1938.0,None,GR,2026-04-23
2026-01-06 06:00:00+00:00,1172.475,0.0,304.0,0.0,630.0,209.0,1172.475,304.0,421.0,1897.475,None,GR,2026-04-23
2026-01-06 07:00:00+00:00,1171.4,0.0,297.0,0.0,519.0,217.0,1171.4,297.0,302.0,1770.4,None,GR,2026-04-23
2026-01-06 08:00:00+00:00,1089.025,0.0,387.0,0.0,500.0,57.0,1089.025,387.0,443.0,1919.025,None,GR,2026-04-23
2026-01-06 09:00:00+00:00,1192.35,0.0,417.0,0.0,500.0,113.0,1192.35,417.0,387.0,1996.35,None,GR,2026-04-23
2026-01-06 10:00:00+00:00,1200.0,0.0,402.0,0.0,500.0,142.0,1200.0,402.0,358.0,1960.0,None,GR,2026-04-23
2026-01-06 11:00:00+00:00,1200.0,0.0,433.0,0.0,638.0,168.0,1200.0,433.0,470.0,2103.0,None,GR,2026-04-23
2026-01-06 12:00:00+00:00,1200.0,0.0,431.0,0.0,739.0,239.0,1200.0,431.0,500.0,2131.0,None,GR,2026-04-23
2026-01-06 13:00:00+00:00,1200.0,0.0,420.0,0.0,698.0,198.0,1200.0,420.0,500.0,2120.0,None,GR,2026-04-23
2026-01-06 14:00:00+00:00,1200.0,0.0,313.0,0.0,620.0,120.0,1200.0,313.0,500.0,2013.0,None,GR,2026-04-23
2026-01-06 15:00:00+00:00,1200.0,0.0,334.0,0.0,749.0,249.0,1200.0,334.0,500.0,2034.0,None,GR,2026-04-23
2026-01-06 16:00:00+00:00,1200.0,0.0,365.0,0.0,827.0,327.0,1200.0,365.0,500.0,2065.0,None,GR,2026-04-23
2026-01-06 17:00:00+00:00,1200.0,0.0,364.0,0.0,591.0,91.0,1200.0,364.0,500.0,2064.0,None,GR,2026-04-23
2026-01-06 18:00:00+00:00,1200.0,0.0,320.0,0.0,503.0,3.0,1200.0,320.0,500.0,2020.0,None,GR,2026-04-23
2026-01-06 19:00:00+00:00,1200.0,0.0,325.0,0.0,500.0,0.0,1200.0,325.0,500.0,2025.0,None,GR,2026-04-23
2026-01-06 20:00:00+00:00,1200.0,0.0,260.0,0.0,500.0,0.0,1200.0,260.0,500.0,1960.0,None,GR,2026-04-23
2026-01-06 21:00:00+00:00,1200.0,0.0,373.0,0.0,549.0,49.0,1200.0,373.0,500.0,2073.0,None,GR,2026-04-23
2026-01-06 22:00:00+00:00,1200.0,0.0,388.0,0.0,500.0,0.0,1200.0,388.0,500.0,2088.0,None,GR,2026-04-23
2026-01-06 23:00:00+00:00,1200.0,0.0,368.0,0.0,500.0,0.0,1200.0,368.0,500.0,2068.0,None,GR,2026-04-23
2026-01-07 00:00:00+00:00,1200.0,0.0,323.0,0.0,500.0,0.0,1200.0,323.0,500.0,2023.0,None,GR,2026-04-23
2026-01-07 01:00:00+00:00,1200.0,0.0,302.0,0.0,500.0,0.0,1200.0,302.0,500.0,2002.0,None,GR,2026-04-23
2026-01-07 02:00:00+00:00,1200.0,0.0,255.0,20.0,500.0,0.0,1200.0,235.0,500.0,1935.0,None,GR,2026-04-23
2026-01-07 03:00:00+00:00,1199.375,3.2,255.0,24.0,500.0,0.0,1196.175,231.0,500.0,1927.175,None,GR,2026-04-23
2026-01-07 04:00:00+00:00,1200.0,0.0,255.0,24.0,500.0,0.0,1200.0,231.0,500.0,1931.0,None,GR,2026-04-23
2026-01-07 05:00:00+00:00,1200.0,132.75,259.0,12.0,540.0,41.0,1067.25,247.0,499.0,1813.25,None,GR,2026-04-23
2026-01-07 06:00:00+00:00,1116.525,9.8,256.0,27.0,568.0,68.0,1106.7250000000001,229.0,500.0,1835.7250000000001,None,GR,2026-04-23
2026-01-07 07:00:00+00:00,1200.0,0.0,280.0,3.0,555.0,55.0,1200.0,277.0,500.0,1977.0,None,GR,2026-04-23
2026-01-07 08:00:00+00:00,1191.175,0.0,351.0,0.0,571.0,71.0,1191.175,351.0,500.0,2042.175,None,GR,2026-04-23
2026-01-07 09:00:00+00:00,1200.0,0.0,389.0,0.0,515.0,15.0,1200.0,389.0,500.0,2089.0,None,GR,2026-04-23
2026-01-07 10:00:00+00:00,1200.0,0.0,393.0,0.0,561.0,61.0,1200.0,393.0,500.0,2093.0,None,GR,2026-04-23
2026-01-07 11:00:00+00:00,1350.0,0.0,386.0,0.0,577.0,77.0,1350.0,386.0,500.0,2236.0,None,GR,2026-04-23
2026-01-07 12:00:00+00:00,1350.0,0.0,343.0,0.0,579.0,79.0,1350.0,343.0,500.0,2193.0,None,GR,2026-04-23
2026-01-07 13:00:00+00:00,1350.0,0.0,325.0,0.0,558.0,58.0,1350.0,325.0,500.0,2175.0,None,GR,2026-04-23
2026-01-07 14:00:00+00:00,1341.05,0.0,344.0,0.0,558.0,58.0,1341.05,344.0,500.0,2185.05,None,GR,2026-04-23
2026-01-07 15:00:00+00:00,1349.65,0.0,416.0,0.0,571.0,71.0,1349.65,416.0,500.0,2265.65,None,GR,2026-04-23
2026-01-07 16:00:00+00:00,1349.0,0.0,429.0,0.0,500.0,21.0,1349.0,429.0,479.0,2257.0,None,GR,2026-04-23
2026-01-07 17:00:00+00:00,1350.0,0.0,422.0,0.0,500.0,0.0,1350.0,422.0,500.0,2272.0,None,GR,2026-04-23
2026-01-07 18:00:00+00:00,1350.0,0.0,373.0,0.0,500.0,0.0,1350.0,373.0,500.0,2223.0,None,GR,2026-04-23
2026-01-07 19:00:00+00:00,1350.0,0.0,418.0,0.0,500.0,0.0,1350.0,418.0,500.0,2268.0,None,GR,2026-04-23
2026-01-07 20:00:00+00:00,1350.0,0.0,419.0,0.0,500.0,0.0,1350.0,419.0,500.0,2269.0,None,GR,2026-04-23
2026-01-07 21:00:00+00:00,1344.0,0.0,453.0,0.0,500.0,0.0,1344.0,453.0,500.0,2297.0,None,GR,2026-04-23
2026-01-07 22:00:00+00:00,1294.0,0.0,490.0,0.0,500.0,0.0,1294.0,490.0,500.0,2284.0,None,GR,2026-04-23
2026-01-07 23:00:00+00:00,1295.0,0.0,483.0,0.0,500.0,0.0,1295.0,483.0,500.0,2278.0,None,GR,2026-04-23
2026-01-08 00:00:00+00:00,1310.0,0.0,482.0,0.0,500.0,0.0,1310.0,482.0,500.0,2292.0,None,GR,2026-04-23
2026-01-08 01:00:00+00:00,1325.0,0.0,477.0,0.0,500.0,0.0,1325.0,477.0,500.0,2302.0,None,GR,2026-04-23
2026-01-08 02:00:00+00:00,1352.0,0.0,459.0,0.0,500.0,0.0,1352.0,459.0,500.0,2311.0,None,GR,2026-04-23
2026-01-08 03:00:00+00:00,1346.0,0.0,445.0,0.0,500.0,0.0,1346.0,445.0,500.0,2291.0,None,GR,2026-04-23
2026-01-08 04:00:00+00:00,1331.275,20.225,430.0,0.0,500.0,0.0,1311.0500000000002,430.0,500.0,2241.05,None,GR,2026-04-23
2026-01-08 05:00:00+00:00,1328.0,0.0,430.0,0.0,510.0,10.0,1328.0,430.0,500.0,2258.0,None,GR,2026-04-23
2026-01-08 06:00:00+00:00,1300.0,0.0,498.0,0.0,601.0,101.0,1300.0,498.0,500.0,2298.0,None,GR,2026-04-23
2026-01-08 07:00:00+00:00,1300.0,0.0,500.0,0.0,528.0,28.0,1300.0,500.0,500.0,2300.0,None,GR,2026-04-23
2026-01-08 08:00:00+00:00,1300.0,0.0,500.0,0.0,550.0,50.0,1300.0,500.0,500.0,2300.0,None,GR,2026-04-23
2026-01-08 09:00:00+00:00,1300.0,0.0,500.0,0.0,546.0,46.0,1300.0,500.0,500.0,2300.0,None,GR,2026-04-23
2026-01-08 10:00:00+00:00,1300.0,0.0,500.0,0.0,574.0,74.0,1300.0,500.0,500.0,2300.0,None,GR,2026-04-23
2026-01-08 11:00:00+00:00,1368.0,0.0,500.0,0.0,560.0,221.0,1368.0,500.0,339.0,2207.0,None,GR,2026-04-23
2026-01-08 12:00:00+00:00,1367.0,0.0,500.0,0.0,640.0,299.0,1367.0,500.0,341.0,2208.0,None,GR,2026-04-23
2026-01-08 13:00:00+00:00,1328.0,0.0,500.0,0.0,619.0,119.0,1328.0,500.0,500.0,2328.0,None,GR,2026-04-23
2026-01-08 14:00:00+00:00,1275.0,0.0,500.0,0.0,588.0,88.0,1275.0,500.0,500.0,2275.0,None,GR,2026-04-23
2026-01-08 15:00:00+00:00,1214.0,0.0,500.0,0.0,561.0,61.0,1214.0,500.0,500.0,2214.0,None,GR,2026-04-23
2026-01-08 16:00:00+00:00,1250.0,0.0,500.0,0.0,500.0,0.0,1250.0,500.0,500.0,2250.0,None,GR,2026-04-23
2026-01-08 17:00:00+00:00,1250.0,0.0,500.0,0.0,500.0,0.0,1250.0,500.0,500.0,2250.0,None,GR,2026-04-23
2026-01-08 18:00:00+00:00,1252.0,0.0,500.0,0.0,517.0,16.0,1252.0,500.0,501.0,2253.0,None,GR,2026-04-23
2026-01-08 19:00:00+00:00,1283.0,0.0,488.0,0.0,512.0,20.0,1283.0,488.0,492.0,2263.0,None,GR,2026-04-23
