,BG_GR,GR_BG,BG_MK,MK_BG,BG_RO,RO_BG,BG_RS,RS_BG,BG_GR_net_export,BG_MK_net_export,BG_RO_net_export,BG_RS_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 21:00:00+00:00,1259.55,29.1,36.0,0.0,405.0,2545.325,222.0,117.0,1230.45,36.0,-2140.325,105.0,-768.8749999999998,None,BG,2026-04-23
2026-01-01 22:00:00+00:00,1411.0,68.575,36.0,0.0,409.525,2809.525,239.0,26.0,1342.425,36.0,-2400.0,213.0,-808.575,None,BG,2026-04-23
2026-01-01 23:00:00+00:00,1248.2,21.35,99.0,0.0,494.0,2624.975,132.0,190.0,1226.8500000000001,99.0,-2130.975,-58.0,-863.1249999999998,None,BG,2026-04-23
2026-01-02 00:00:00+00:00,1332.15,0.0,108.0,0.0,455.0,2681.625,132.0,303.0,1332.15,108.0,-2226.625,-171.0,-957.4749999999999,None,BG,2026-04-23
2026-01-02 01:00:00+00:00,1228.075,0.0,116.0,0.0,416.425,2810.0,122.0,189.0,1228.075,116.0,-2393.575,-67.0,-1116.4999999999998,None,BG,2026-04-23
2026-01-02 02:00:00+00:00,1100.55,0.0,119.0,0.0,445.2,2769.0,123.0,277.0,1100.55,119.0,-2323.8,-154.0,-1258.2500000000002,None,BG,2026-04-23
2026-01-02 03:00:00+00:00,999.7,0.0,104.0,0.0,453.15,2638.0,125.0,217.0,999.7,104.0,-2184.85,-92.0,-1173.1499999999999,None,BG,2026-04-23
2026-01-02 04:00:00+00:00,1081.075,5.025,102.0,0.0,433.425,2551.875,106.0,76.0,1076.05,102.0,-2118.45,30.0,-910.3999999999999,None,BG,2026-04-23
2026-01-02 05:00:00+00:00,1169.125,0.0,95.0,20.0,399.25,2457.2,99.0,141.0,1169.125,75.0,-2057.95,-42.0,-855.8249999999998,None,BG,2026-04-23
2026-01-02 06:00:00+00:00,761.225,149.8,118.0,2.0,569.3,2224.275,131.0,0.0,611.425,116.0,-1654.9750000000001,131.0,-796.5500000000002,None,BG,2026-04-23
2026-01-02 07:00:00+00:00,346.32500000000005,129.55,95.0,9.0,692.025,532.1,206.0,0.0,216.77500000000003,86.0,159.92499999999995,206.0,668.7,None,BG,2026-04-23
2026-01-02 08:00:00+00:00,0.0,133.7,85.0,23.0,1226.0500000000002,0.0,244.0,0.0,-133.7,62.0,1226.0500000000002,244.0,1398.3500000000001,None,BG,2026-04-23
2026-01-02 09:00:00+00:00,3.625,517.775,100.0,36.0,1649.84999975,28.4,326.0,0.0,-514.15,64.0,1621.44999975,326.0,1497.29999975,None,BG,2026-04-23
2026-01-02 10:00:00+00:00,1.25,1034.3,88.0,35.0,1864.0,106.05,322.0,0.0,-1033.05,53.0,1757.95,322.0,1099.9,None,BG,2026-04-23
2026-01-02 11:00:00+00:00,7.8500000000000005,1044.525,89.0,34.0,1738.15,204.65,361.0,0.0,-1036.6750000000002,55.0,1533.5,361.0,912.8249999999998,None,BG,2026-04-23
2026-01-02 12:00:00+00:00,0.0,1050.0,55.0,10.0,1439.95,206.75,345.0,0.0,-1050.0,45.0,1233.2,345.0,573.2,None,BG,2026-04-23
2026-01-02 13:00:00+00:00,19.95,951.0,72.0,6.0,615.65,272.3,329.0,0.0,-931.05,66.0,343.34999999999997,329.0,-192.70000000000005,None,BG,2026-04-23
2026-01-02 14:00:00+00:00,257.65,278.925,77.0,2.0,506.875,1514.775,134.0,0.0,-21.275000000000034,75.0,-1007.9000000000001,134.0,-820.1750000000002,None,BG,2026-04-23
2026-01-02 15:00:00+00:00,409.6,230.25,69.0,0.0,459.975,1142.8999999999999,111.0,0.0,179.35000000000002,69.0,-682.9249999999998,111.0,-323.5749999999998,None,BG,2026-04-23
2026-01-02 16:00:00+00:00,775.65,278.57500000000005,67.0,0.0,555.27499975,1262.5,111.0,0.0,497.07499999999993,67.0,-707.22500025,111.0,-32.15000025000006,None,BG,2026-04-23
2026-01-02 17:00:00+00:00,624.775,312.8,84.0,0.0,702.54999975,1262.225,111.0,0.0,311.97499999999997,84.0,-559.6750002499999,111.0,-52.70000024999996,None,BG,2026-04-23
2026-01-02 18:00:00+00:00,875.45,394.1,86.0,11.0,682.975,1486.4499999999998,111.0,1.0,481.35,75.0,-803.4749999999998,110.0,-137.12499999999977,None,BG,2026-04-23
2026-01-02 19:00:00+00:00,693.2,362.15,87.0,0.0,753.0999995,1880.32499975,111.0,0.0,331.05000000000007,87.0,-1127.22500025,111.0,-598.1750002499999,None,BG,2026-04-23
2026-01-02 20:00:00+00:00,252.59999999999997,401.9,82.0,0.0,616.05,1445.0,116.0,0.0,-149.3,82.0,-828.95,116.0,-780.25,None,BG,2026-04-23
2026-01-02 21:00:00+00:00,68.95,532.8,79.0,0.0,784.375,1248.52499975,111.0,0.0,-463.84999999999997,79.0,-464.14999975,111.0,-737.9999997499999,None,BG,2026-04-23
2026-01-02 22:00:00+00:00,45.575,473.725,100.0,0.0,761.075,1011.0,149.0,0.0,-428.15000000000003,100.0,-249.92499999999995,149.0,-429.07500000000005,None,BG,2026-04-23
2026-01-02 23:00:00+00:00,0.475,910.725,86.0,0.0,890.875,556.45,211.0,25.0,-910.25,86.0,334.42499999999995,186.0,-303.82500000000005,None,BG,2026-04-23
2026-01-03 00:00:00+00:00,9.75,747.425,83.0,0.0,746.275,625.3499999999999,180.0,25.0,-737.675,83.0,120.92500000000007,155.0,-378.7499999999999,None,BG,2026-04-23
2026-01-03 01:00:00+00:00,18.9,739.85,82.0,0.0,710.625,975.79999975,180.0,25.0,-720.95,82.0,-265.17499975,155.0,-749.12499975,None,BG,2026-04-23
2026-01-03 02:00:00+00:00,35.9,806.225,81.0,0.0,698.1,1027.74999975,180.0,25.0,-770.325,81.0,-329.6499997499999,155.0,-863.9749997499999,None,BG,2026-04-23
2026-01-03 03:00:00+00:00,66.125,883.425,81.0,0.0,736.95,1023.025,280.0,25.0,-817.3,81.0,-286.07499999999993,255.0,-767.3749999999999,None,BG,2026-04-23
2026-01-03 04:00:00+00:00,49.35,650.3,82.0,0.0,742.975,990.35,310.0,25.0,-600.9499999999999,82.0,-247.375,285.0,-481.32499999999993,None,BG,2026-04-23
2026-01-03 05:00:00+00:00,111.22500000000001,372.0,80.0,0.0,745.95,1226.65,326.0,25.0,-260.775,80.0,-480.70000000000005,301.0,-360.475,None,BG,2026-04-23
2026-01-03 06:00:00+00:00,77.975,428.65,85.0,1.0,671.575,931.85,196.0,25.0,-350.67499999999995,84.0,-260.275,171.0,-355.94999999999993,None,BG,2026-04-23
2026-01-03 07:00:00+00:00,22.225,826.55,104.0,3.0,1187.2,0.0,223.0,25.0,-804.3249999999999,101.0,1187.2,198.0,681.8750000000001,None,BG,2026-04-23
2026-01-03 08:00:00+00:00,97.375,1076.65,212.0,37.0,1797.0,12.325,313.0,25.0,-979.2750000000001,175.0,1784.675,288.0,1268.3999999999999,None,BG,2026-04-23
2026-01-03 09:00:00+00:00,27.599999999999998,1050.0,215.0,39.0,1897.45,0.0,425.0,25.0,-1022.4,176.0,1897.45,400.0,1451.0500000000002,None,BG,2026-04-23
2026-01-03 10:00:00+00:00,1.125,1118.0,199.0,40.0,1726.475,1.125,411.0,25.0,-1116.875,159.0,1725.35,386.0,1153.475,None,BG,2026-04-23
2026-01-03 11:00:00+00:00,1.375,1109.6,236.0,40.0,1179.85,11.425,420.0,25.0,-1108.225,196.0,1168.425,395.0,651.2,None,BG,2026-04-23
2026-01-03 12:00:00+00:00,171.9,1204.75,226.0,39.0,906.025,254.27499975,425.0,25.0,-1032.85,187.0,651.75000025,400.0,205.90000025000006,None,BG,2026-04-23
2026-01-03 13:00:00+00:00,18.15,1277.225,224.0,5.0,672.225,277.225,425.0,80.0,-1259.0749999999998,219.0,395.0,345.0,-300.0749999999998,None,BG,2026-04-23
2026-01-03 14:00:00+00:00,80.35,1237.15,60.0,2.0,571.675,242.70000000000002,425.0,25.0,-1156.8000000000002,58.0,328.9749999999999,400.0,-369.8250000000003,None,BG,2026-04-23
2026-01-03 15:00:00+00:00,38.325,1157.175,51.0,0.0,966.4000000000001,270.4,425.0,25.0,-1118.85,51.0,696.0000000000001,400.0,28.150000000000205,None,BG,2026-04-23
2026-01-03 16:00:00+00:00,1.1,1213.275,47.0,0.0,1235.25,0.0,425.0,208.0,-1212.1750000000002,47.0,1235.25,217.0,287.0749999999998,None,BG,2026-04-23
2026-01-03 17:00:00+00:00,69.4,1256.725,47.0,0.0,1480.49999975,2.225,425.0,412.0,-1187.3249999999998,47.0,1478.27499975,13.0,350.9499997500002,None,BG,2026-04-23
2026-01-03 18:00:00+00:00,65.94999999999999,1296.3,47.0,0.0,1237.99999975,1.14999975,425.0,89.0,-1230.35,47.0,1236.85,336.0,389.5,None,BG,2026-04-23
2026-01-03 19:00:00+00:00,32.75,1324.85,47.0,0.0,589.625,80.125,425.0,93.0,-1292.1,47.0,509.5,332.0,-403.5999999999999,None,BG,2026-04-23
2026-01-03 20:00:00+00:00,0.0,1397.875,42.0,0.0,469.075,226.72499975,425.0,113.0,-1397.875,42.0,242.35000025,312.0,-801.52499975,None,BG,2026-04-23
2026-01-03 21:00:00+00:00,2.825,1381.025,93.0,0.0,501.775,267.375,425.0,137.0,-1378.2,93.0,234.39999999999998,288.0,-762.8000000000002,None,BG,2026-04-23
2026-01-03 22:00:00+00:00,27.325,1359.6,87.0,0.0,552.15,207.75,425.0,130.0,-1332.2749999999999,87.0,344.4,295.0,-605.8749999999999,None,BG,2026-04-23
2026-01-03 23:00:00+00:00,0.0,1099.075,84.0,40.0,520.69999975,158.275,197.0,0.0,-1099.075,44.0,362.42499975,197.0,-495.65000025000006,None,BG,2026-04-23
2026-01-04 00:00:00+00:00,29.25,940.525,94.0,37.0,511.75,529.1,230.0,0.0,-911.275,57.0,-17.350000000000023,230.0,-641.625,None,BG,2026-04-23
2026-01-04 01:00:00+00:00,0.0,1178.175,70.0,30.0,680.87499975,642.475,200.0,0.0,-1178.175,40.0,38.399999750000006,200.0,-899.77500025,None,BG,2026-04-23
2026-01-04 02:00:00+00:00,0.0,1252.55,70.0,30.0,1019.1,1008.6,200.0,0.0,-1252.55,40.0,10.5,200.0,-1002.05,None,BG,2026-04-23
2026-01-04 03:00:00+00:00,0.0,1269.2,71.0,26.0,923.3249995,957.725,200.0,0.0,-1269.2,45.0,-34.40000050000003,200.0,-1058.6000005,None,BG,2026-04-23
2026-01-04 04:00:00+00:00,0.0,702.475,66.0,35.0,907.15,1238.5,220.0,0.0,-702.475,31.0,-331.35,220.0,-782.825,None,BG,2026-04-23
2026-01-04 05:00:00+00:00,77.475,485.05,91.0,35.0,985.175,1121.125,234.0,0.0,-407.57500000000005,56.0,-135.95000000000005,234.0,-253.5250000000001,None,BG,2026-04-23
2026-01-04 06:00:00+00:00,79.0,486.675,84.0,31.0,866.3,987.6,234.0,0.0,-407.675,53.0,-121.30000000000007,234.0,-241.97500000000008,None,BG,2026-04-23
2026-01-04 07:00:00+00:00,0.0,1005.0250000000001,103.0,33.0,1398.05,2.875,298.0,0.0,-1005.0250000000001,70.0,1395.175,298.0,758.1499999999999,None,BG,2026-04-23
2026-01-04 08:00:00+00:00,0.175,1170.925,160.0,37.0,1884.7,40.95,400.0,0.0,-1170.75,123.0,1843.75,400.0,1196.0,None,BG,2026-04-23
2026-01-04 09:00:00+00:00,0.0,1153.75,262.0,40.0,1896.575,285.25,400.0,0.0,-1153.75,222.0,1611.325,400.0,1079.575,None,BG,2026-04-23
2026-01-04 10:00:00+00:00,0.0,1175.75,249.0,32.0,1610.525,279.925,255.0,0.0,-1175.75,217.0,1330.6000000000001,255.0,626.8500000000001,None,BG,2026-04-23
2026-01-04 11:00:00+00:00,0.0,1189.75,279.0,43.0,1539.1000000000001,286.25,261.0,25.0,-1189.75,236.0,1252.8500000000001,236.0,535.1000000000001,None,BG,2026-04-23
2026-01-04 12:00:00+00:00,33.575,1270.325,249.0,53.0,1149.4,191.6,295.0,160.0,-1236.75,196.0,957.8000000000001,135.0,52.05000000000007,None,BG,2026-04-23
2026-01-04 13:00:00+00:00,0.0,1278.45,167.0,32.0,692.375,30.55,252.0,210.0,-1278.45,135.0,661.825,42.0,-439.625,None,BG,2026-04-23
2026-01-04 14:00:00+00:00,0.0,1326.45,70.0,37.0,747.875,12.75,248.0,280.0,-1326.45,33.0,735.125,-32.0,-590.325,None,BG,2026-04-23
2026-01-04 15:00:00+00:00,151.1,1468.0,84.0,35.0,1009.6249997499999,149.125,242.0,80.0,-1316.9,49.0,860.4999997499999,162.0,-245.40000025000018,None,BG,2026-04-23
2026-01-04 16:00:00+00:00,82.025,1354.3,86.0,40.0,1455.625,80.775,242.0,80.0,-1272.2749999999999,46.0,1374.85,162.0,310.57500000000005,None,BG,2026-04-23
2026-01-04 17:00:00+00:00,218.825,1452.625,97.0,40.0,1736.025,216.32499975,215.0,85.0,-1233.8,57.0,1519.7000002500001,130.0,472.9000002500002,None,BG,2026-04-23
2026-01-04 18:00:00+00:00,0.0,1331.75,95.0,40.0,1471.15,0.0,215.0,0.0,-1331.75,55.0,1471.15,215.0,409.4000000000001,None,BG,2026-04-23
2026-01-04 19:00:00+00:00,48.075,1428.825,97.0,40.0,838.0,50.849999999999994,215.0,0.0,-1380.75,57.0,787.15,215.0,-321.6,None,BG,2026-04-23
2026-01-04 20:00:00+00:00,31.1,1422.85,97.0,40.0,718.1999999999999,95.925,260.0,135.0,-1391.75,57.0,622.275,125.0,-587.475,None,BG,2026-04-23
2026-01-04 21:00:00+00:00,23.5,1374.25,94.0,40.0,795.9749995,23.5,245.0,135.0,-1350.75,54.0,772.4749995,110.0,-414.27500050000003,None,BG,2026-04-23
2026-01-04 22:00:00+00:00,0.0,1312.75,101.0,30.0,704.95,0.475,339.0,135.0,-1312.75,71.0,704.475,204.0,-333.275,None,BG,2026-04-23
2026-01-04 23:00:00+00:00,4.6,824.7,76.0,57.0,551.7,428.85,220.0,0.0,-820.1,19.0,122.85000000000002,220.0,-458.25,None,BG,2026-04-23
2026-01-05 00:00:00+00:00,3.625,828.4,61.0,57.0,562.1,367.75,165.0,0.0,-824.775,4.0,194.35000000000002,165.0,-461.42499999999995,None,BG,2026-04-23
2026-01-05 01:00:00+00:00,4.7,818.125,64.0,71.0,630.2,795.775,164.0,80.0,-813.425,-7.0,-165.57499999999993,84.0,-901.9999999999999,None,BG,2026-04-23
2026-01-05 02:00:00+00:00,29.0,815.025,54.0,94.0,591.3,771.0,164.0,111.0,-786.025,-40.0,-179.70000000000005,53.0,-952.725,None,BG,2026-04-23
2026-01-05 03:00:00+00:00,27.45,793.075,54.0,70.0,623.25,708.375,164.0,111.0,-765.625,-16.0,-85.125,53.0,-813.75,None,BG,2026-04-23
2026-01-05 04:00:00+00:00,62.150000000000006,841.5999999999999,58.0,65.0,670.375,731.85,164.0,114.0,-779.4499999999999,-7.0,-61.47500000000002,50.0,-797.925,None,BG,2026-04-23
2026-01-05 05:00:00+00:00,4.7,844.2750000000001,66.0,38.0,689.75,839.125,145.0,41.0,-839.575,28.0,-149.375,104.0,-856.95,None,BG,2026-04-23
2026-01-05 06:00:00+00:00,0.225,815.4,65.0,106.0,596.0,785.9,165.0,41.0,-815.175,-41.0,-189.89999999999998,124.0,-922.0749999999998,None,BG,2026-04-23
2026-01-05 07:00:00+00:00,0.0,850.0,80.0,95.0,582.275,68.27499999999999,165.0,41.0,-850.0,-15.0,514.0,124.0,-227.0,None,BG,2026-04-23
2026-01-05 08:00:00+00:00,0.0,850.0,68.0,98.0,565.2,2.425,165.0,41.0,-850.0,-30.0,562.7750000000001,124.0,-193.2249999999999,None,BG,2026-04-23
2026-01-05 09:00:00+00:00,0.0,850.0,75.0,109.0,620.975,7.85,165.0,41.0,-850.0,-34.0,613.125,124.0,-146.875,None,BG,2026-04-23
2026-01-05 10:00:00+00:00,0.0,850.0,67.0,93.0,637.3,245.625,165.0,81.0,-850.0,-26.0,391.67499999999995,84.0,-400.32500000000005,None,BG,2026-04-23
2026-01-05 11:00:00+00:00,0.0,900.0,72.0,92.0,829.8,277.625,165.0,291.0,-900.0,-20.0,552.175,-126.0,-493.82500000000005,None,BG,2026-04-23
2026-01-05 12:00:00+00:00,0.0,900.0,77.0,112.0,755.325,201.0,164.0,219.0,-900.0,-35.0,554.325,-55.0,-435.67499999999995,None,BG,2026-04-23
2026-01-05 13:00:00+00:00,0.0,900.0,68.0,122.0,597.97499975,248.3,164.0,109.0,-900.0,-54.0,349.67499975000004,55.0,-549.3250002499999,None,BG,2026-04-23
2026-01-05 14:00:00+00:00,0.0,900.0,66.0,107.0,966.94999975,1.35,165.0,77.0,-900.0,-41.0,965.5999997499999,88.0,112.59999974999994,None,BG,2026-04-23
2026-01-05 15:00:00+00:00,0.0,900.0,61.0,104.0,1635.3,5.0,204.0,68.0,-900.0,-43.0,1630.3,136.0,823.3,None,BG,2026-04-23
2026-01-05 16:00:00+00:00,1.25,901.25,60.0,79.0,1779.325,4.75,205.0,41.0,-900.0,-19.0,1774.575,164.0,1019.575,None,BG,2026-04-23
2026-01-05 17:00:00+00:00,0.0,900.0,61.0,104.0,1691.24999975,3.5,205.0,46.0,-900.0,-43.0,1687.74999975,159.0,903.7499997499999,None,BG,2026-04-23
2026-01-05 18:00:00+00:00,0.0,900.0,64.0,74.0,1177.6999999999998,3.75,205.0,41.0,-900.0,-10.0,1173.9499999999998,164.0,427.9499999999998,None,BG,2026-04-23
2026-01-05 19:00:00+00:00,0.0,900.0,63.0,76.0,849.225,0.0,205.0,41.0,-900.0,-13.0,849.225,164.0,100.22500000000002,None,BG,2026-04-23
2026-01-05 20:00:00+00:00,4.375,904.375,61.0,76.0,730.2,132.64999975,165.0,41.0,-900.0,-15.0,597.55000025,124.0,-193.44999974999996,None,BG,2026-04-23
2026-01-05 21:00:00+00:00,0.0,900.0,68.0,45.0,895.15,124.80000000000001,165.0,0.0,-900.0,23.0,770.3499999999999,165.0,58.34999999999991,None,BG,2026-04-23
2026-01-05 22:00:00+00:00,0.0,900.0,91.0,45.0,1083.4,47.95,165.0,0.0,-900.0,46.0,1035.45,165.0,346.45000000000005,None,BG,2026-04-23
2026-01-05 23:00:00+00:00,0.0,1200.0,50.0,184.0,1695.375,0.0,144.0,59.0,-1200.0,-134.0,1695.375,85.0,446.375,None,BG,2026-04-23
2026-01-06 00:00:00+00:00,0.0,1200.0,49.0,185.0,1670.225,0.0,144.0,55.0,-1200.0,-136.0,1670.225,89.0,423.2249999999999,None,BG,2026-04-23
2026-01-06 01:00:00+00:00,0.0,1200.0,30.0,201.0,1265.79999975,14.35,144.0,55.0,-1200.0,-171.0,1251.4499997500002,89.0,-30.550000249999812,None,BG,2026-04-23
2026-01-06 02:00:00+00:00,0.0,1200.0,25.0,230.0,1171.59999975,53.7,144.0,90.0,-1200.0,-205.0,1117.89999975,54.0,-233.10000025,None,BG,2026-04-23
2026-01-06 03:00:00+00:00,0.0,1197.0,28.0,230.0,1214.475,215.525,144.0,154.0,-1197.0,-202.0,998.9499999999999,-10.0,-410.05000000000007,None,BG,2026-04-23
2026-01-06 04:00:00+00:00,0.0,1196.7,23.0,211.0,1072.65,15.675,144.0,154.0,-1196.7,-188.0,1056.9750000000001,-10.0,-337.7249999999999,None,BG,2026-04-23
2026-01-06 05:00:00+00:00,0.0,1200.0,25.0,225.0,910.04999975,130.675,229.0,90.0,-1200.0,-200.0,779.3749997499999,139.0,-481.6250002500001,None,BG,2026-04-23
2026-01-06 06:00:00+00:00,0.0,1172.475,25.0,190.0,887.2,18.675,324.0,47.0,-1172.475,-165.0,868.5250000000001,277.0,-191.94999999999982,None,BG,2026-04-23
2026-01-06 07:00:00+00:00,0.0,1171.4,21.0,178.0,1505.875,6.0,400.0,0.0,-1171.4,-157.0,1499.875,400.0,571.4749999999999,None,BG,2026-04-23
2026-01-06 08:00:00+00:00,0.0,1089.025,26.0,180.0,1745.575,46.475,407.0,7.0,-1089.025,-154.0,1699.1000000000001,400.0,856.075,None,BG,2026-04-23
2026-01-06 09:00:00+00:00,0.0,1192.35,17.0,182.0,1889.775,0.0,400.0,0.0,-1192.35,-165.0,1889.775,400.0,932.4250000000002,None,BG,2026-04-23
2026-01-06 10:00:00+00:00,0.0,1200.0,14.0,183.0,1876.425,10.0,400.0,0.0,-1200.0,-169.0,1866.425,400.0,897.425,None,BG,2026-04-23
2026-01-06 11:00:00+00:00,0.0,1200.0,14.0,182.0,1851.7,20.75,400.0,0.0,-1200.0,-168.0,1830.95,400.0,862.95,None,BG,2026-04-23
2026-01-06 12:00:00+00:00,0.0,1200.0,14.0,182.0,1788.52499975,0.0,400.0,0.0,-1200.0,-168.0,1788.52499975,400.0,820.52499975,None,BG,2026-04-23
2026-01-06 13:00:00+00:00,0.0,1200.0,35.0,178.0,1332.4749997499998,12.2,415.0,15.0,-1200.0,-143.0,1320.2749997499998,400.0,377.2749997499998,None,BG,2026-04-23
2026-01-06 14:00:00+00:00,0.0,1200.0,31.0,211.0,1137.725,20.1,490.0,90.0,-1200.0,-180.0,1117.625,400.0,137.625,None,BG,2026-04-23
2026-01-06 15:00:00+00:00,0.0,1200.0,47.0,195.0,1576.275,2.25,440.0,40.0,-1200.0,-148.0,1574.025,400.0,626.0250000000001,None,BG,2026-04-23
2026-01-06 16:00:00+00:00,0.0,1200.0,51.0,183.0,1884.89999975,33.5,440.0,40.0,-1200.0,-132.0,1851.39999975,400.0,919.39999975,None,BG,2026-04-23
2026-01-06 17:00:00+00:00,0.0,1200.0,41.0,193.0,1665.62499975,37.7,490.0,90.0,-1200.0,-152.0,1627.9249997499999,400.0,675.9249997499999,None,BG,2026-04-23
2026-01-06 18:00:00+00:00,0.0,1200.0,36.0,195.0,1529.625,37.975,530.0,130.0,-1200.0,-159.0,1491.65,400.0,532.6500000000001,None,BG,2026-04-23
2026-01-06 19:00:00+00:00,0.0,1200.0,34.0,202.0,992.6,56.125,490.0,90.0,-1200.0,-168.0,936.475,400.0,-31.524999999999977,None,BG,2026-04-23
2026-01-06 20:00:00+00:00,0.0,1200.0,44.0,145.0,785.025,230.69999975000002,415.0,15.0,-1200.0,-101.0,554.3250002499999,400.0,-346.6749997500001,None,BG,2026-04-23
2026-01-06 21:00:00+00:00,0.0,1200.0,44.0,185.0,955.55,244.275,455.0,55.0,-1200.0,-141.0,711.275,400.0,-229.72500000000002,None,BG,2026-04-23
2026-01-06 22:00:00+00:00,0.0,1200.0,51.0,185.0,1277.17499975,9.35,144.0,9.0,-1200.0,-134.0,1267.8249997500002,135.0,68.82499975000019,None,BG,2026-04-23
2026-01-06 23:00:00+00:00,0.0,1200.0,23.0,125.0,1393.72499975,0.0,137.0,25.0,-1200.0,-102.0,1393.72499975,112.0,203.72499975000005,None,BG,2026-04-23
2026-01-07 00:00:00+00:00,0.0,1200.0,22.0,125.0,1273.3,0.0,137.0,65.0,-1200.0,-103.0,1273.3,72.0,42.299999999999955,None,BG,2026-04-23
2026-01-07 01:00:00+00:00,0.0,1200.0,25.0,125.0,943.32499975,0.0,137.0,65.0,-1200.0,-100.0,943.32499975,72.0,-284.67500025000004,None,BG,2026-04-23
2026-01-07 02:00:00+00:00,0.0,1200.0,26.0,129.0,838.94999975,0.0,105.0,105.0,-1200.0,-103.0,838.94999975,0.0,-464.05000025000004,None,BG,2026-04-23
2026-01-07 03:00:00+00:00,3.2,1199.375,25.0,165.0,735.05,32.675,105.0,125.0,-1196.175,-140.0,702.375,-20.0,-653.8,None,BG,2026-04-23
2026-01-07 04:00:00+00:00,0.0,1200.0,21.0,154.0,963.425,0.0,105.0,125.0,-1200.0,-133.0,963.425,-20.0,-389.57500000000005,None,BG,2026-04-23
