,GB_BE,BE_GB,GB_FR,FR_GB,GB_NL,NL_GB,GB_NO_2,NO_2_GB,GB_DK_1,DK_1_GB,GB_BE_net_export,GB_FR_net_export,GB_NL_net_export,GB_NO_2_net_export,GB_DK_1_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-03 06:00:00+00:00,165.0,160.0,550.0,1248.0,60.0,194.0,0.0,275.2,11.0,263.0,5.0,-698.0,-134.0,-275.2,-252.0,-1354.2,None,GB,2026-04-23
2026-01-03 07:00:00+00:00,142.0,266.0,360.0,1426.0,60.0,371.0,0.0,740.2,47.0,100.0,-124.0,-1066.0,-311.0,-740.2,-53.0,-2294.2,None,GB,2026-04-23
2026-01-03 08:00:00+00:00,0.0,430.0,225.0,1350.0,71.0,506.0,0.0,927.8,25.0,182.0,-430.0,-1125.0,-435.0,-927.8,-157.0,-3074.8,None,GB,2026-04-23
2026-01-03 09:00:00+00:00,166.0,767.0,163.0,2256.0,1.0,846.0,0.0,1277.8,96.0,496.0,-601.0,-2093.0,-845.0,-1277.8,-400.0,-5216.8,None,GB,2026-04-23
2026-01-03 10:00:00+00:00,113.0,832.0,134.0,2220.0,150.0,802.0,0.0,1009.6,58.0,568.0,-719.0,-2086.0,-652.0,-1009.6,-510.0,-4976.6,None,GB,2026-04-23
2026-01-03 11:00:00+00:00,0.0,757.0,0.0,2184.0,0.0,774.0,0.0,897.8,0.0,392.0,-757.0,-2184.0,-774.0,-897.8,-392.0,-5004.8,None,GB,2026-04-23
2026-01-03 12:00:00+00:00,0.0,809.0,0.0,2349.0,108.0,757.0,0.0,759.7,0.0,390.0,-809.0,-2349.0,-649.0,-759.7,-390.0,-4956.7,None,GB,2026-04-23
2026-01-03 13:00:00+00:00,66.0,692.0,120.0,2464.0,354.0,771.0,0.0,629.2,54.0,381.0,-626.0,-2344.0,-417.0,-629.2,-327.0,-4343.2,None,GB,2026-04-23
2026-01-03 14:00:00+00:00,118.0,704.0,291.0,1969.0,300.0,663.0,0.0,790.9,134.0,272.0,-586.0,-1678.0,-363.0,-790.9,-138.0,-3555.9,None,GB,2026-04-23
2026-01-03 15:00:00+00:00,93.0,511.0,162.0,1840.0,303.0,603.0,0.0,742.9,0.0,607.0,-418.0,-1678.0,-300.0,-742.9,-607.0,-3745.9,None,GB,2026-04-23
2026-01-03 16:00:00+00:00,48.0,922.0,210.0,2435.0,160.0,986.0,0.0,1164.1,20.0,937.0,-874.0,-2225.0,-826.0,-1164.1,-917.0,-6006.1,None,GB,2026-04-23
2026-01-03 17:00:00+00:00,20.0,897.0,120.0,2835.0,12.0,1075.0,0.0,1297.0,40.0,1306.0,-877.0,-2715.0,-1063.0,-1297.0,-1266.0,-7218.0,None,GB,2026-04-23
2026-01-03 18:00:00+00:00,182.0,932.0,275.0,3072.0,0.0,1075.0,0.0,1449.0,0.0,1368.0,-750.0,-2797.0,-1075.0,-1449.0,-1368.0,-7439.0,None,GB,2026-04-23
2026-01-03 19:00:00+00:00,361.0,1012.0,174.0,2715.0,0.0,1069.0,0.0,1449.0,0.0,1400.0,-651.0,-2541.0,-1069.0,-1449.0,-1400.0,-7110.0,None,GB,2026-04-23
2026-01-03 20:00:00+00:00,37.0,982.0,695.0,2398.0,42.0,1061.0,0.0,1449.0,2.0,1326.0,-945.0,-1703.0,-1019.0,-1449.0,-1324.0,-6440.0,None,GB,2026-04-23
2026-01-03 21:00:00+00:00,0.0,848.0,562.0,2398.0,135.0,1004.0,0.0,1449.0,0.0,1296.0,-848.0,-1836.0,-869.0,-1449.0,-1296.0,-6298.0,None,GB,2026-04-23
2026-01-03 22:00:00+00:00,0.0,592.0,375.0,2309.0,0.0,904.0,0.0,1449.0,0.0,1257.0,-592.0,-1934.0,-904.0,-1449.0,-1257.0,-6136.0,None,GB,2026-04-23
2026-01-03 23:00:00+00:00,32.0,450.0,0.0,1757.0,0.0,895.0,0.0,1081.4,0.0,667.0,-418.0,-1757.0,-895.0,-1081.4,-667.0,-4818.4,None,GB,2026-04-23
2026-01-04 00:00:00+00:00,161.0,480.0,207.0,1718.0,0.0,829.0,0.0,1001.5,0.0,762.0,-319.0,-1511.0,-829.0,-1001.5,-762.0,-4422.5,None,GB,2026-04-23
2026-01-04 01:00:00+00:00,0.0,455.0,138.0,1778.0,0.0,794.0,0.0,1013.7,0.0,840.0,-455.0,-1640.0,-794.0,-1013.7,-840.0,-4742.7,None,GB,2026-04-23
2026-01-04 02:00:00+00:00,0.0,485.0,61.0,1960.0,0.0,717.0,0.0,1000.0,0.0,793.0,-485.0,-1899.0,-717.0,-1000.0,-793.0,-4894.0,None,GB,2026-04-23
2026-01-04 03:00:00+00:00,0.0,514.0,45.0,1856.0,0.0,774.0,0.0,1021.9,0.0,590.0,-514.0,-1811.0,-774.0,-1021.9,-590.0,-4710.9,None,GB,2026-04-23
2026-01-04 04:00:00+00:00,0.0,530.0,54.0,1701.0,9.0,724.0,0.0,859.5,0.0,399.0,-530.0,-1647.0,-715.0,-859.5,-399.0,-4150.5,None,GB,2026-04-23
2026-01-04 05:00:00+00:00,0.0,481.0,57.0,1549.0,0.0,437.0,0.0,789.7,0.0,353.0,-481.0,-1492.0,-437.0,-789.7,-353.0,-3552.7,None,GB,2026-04-23
2026-01-04 06:00:00+00:00,0.0,301.0,110.0,1160.0,0.0,457.0,0.0,873.8,0.0,346.0,-301.0,-1050.0,-457.0,-873.8,-346.0,-3027.8,None,GB,2026-04-23
2026-01-04 07:00:00+00:00,0.0,391.0,506.0,1043.0,5.0,33.0,0.0,408.8,19.0,80.0,-391.0,-537.0,-28.0,-408.8,-61.0,-1425.8,None,GB,2026-04-23
2026-01-04 08:00:00+00:00,0.0,283.0,15.0,1142.0,0.0,150.0,0.0,844.0,0.0,28.0,-283.0,-1127.0,-150.0,-844.0,-28.0,-2432.0,None,GB,2026-04-23
2026-01-04 09:00:00+00:00,0.0,646.0,0.0,2915.0,0.0,816.0,0.0,1309.0,0.0,426.0,-646.0,-2915.0,-816.0,-1309.0,-426.0,-6112.0,None,GB,2026-04-23
2026-01-04 10:00:00+00:00,0.0,802.0,0.0,3052.0,0.0,1037.0,0.0,986.1,0.0,663.0,-802.0,-3052.0,-1037.0,-986.1,-663.0,-6540.1,None,GB,2026-04-23
2026-01-04 11:00:00+00:00,168.0,730.0,0.0,2869.0,0.0,1060.0,0.0,815.1,0.0,683.0,-562.0,-2869.0,-1060.0,-815.1,-683.0,-5989.1,None,GB,2026-04-23
2026-01-04 12:00:00+00:00,50.0,988.0,0.0,3423.0,0.0,1060.0,0.0,859.5,0.0,782.0,-938.0,-3423.0,-1060.0,-859.5,-782.0,-7062.5,None,GB,2026-04-23
2026-01-04 13:00:00+00:00,0.0,867.0,0.0,3322.0,0.0,908.0,0.0,459.2,0.0,513.0,-867.0,-3322.0,-908.0,-459.2,-513.0,-6069.2,None,GB,2026-04-23
2026-01-04 14:00:00+00:00,60.0,374.0,55.0,2526.0,60.0,326.0,0.0,7.1,69.0,422.0,-314.0,-2471.0,-266.0,-7.1,-353.0,-3411.1,None,GB,2026-04-23
2026-01-04 15:00:00+00:00,210.0,116.0,313.0,1861.0,180.0,288.0,0.0,0.0,176.0,95.0,94.0,-1548.0,-108.0,0.0,81.0,-1481.0,None,GB,2026-04-23
2026-01-04 16:00:00+00:00,75.0,137.0,143.0,1343.0,63.0,305.0,0.0,47.2,0.0,0.0,-62.0,-1200.0,-242.0,-47.2,0.0,-1551.2,None,GB,2026-04-23
2026-01-04 17:00:00+00:00,75.0,288.0,156.0,1177.0,112.0,295.0,0.0,332.0,2.0,41.0,-213.0,-1021.0,-183.0,-332.0,-39.0,-1788.0,None,GB,2026-04-23
2026-01-04 18:00:00+00:00,56.0,137.0,255.0,1145.0,93.0,243.0,0.0,422.4,57.0,30.0,-81.0,-890.0,-150.0,-422.4,27.0,-1516.4,None,GB,2026-04-23
2026-01-04 19:00:00+00:00,131.0,120.0,819.0,1092.0,87.0,153.0,0.0,465.0,35.0,391.0,11.0,-273.0,-66.0,-465.0,-356.0,-1149.0,None,GB,2026-04-23
2026-01-04 20:00:00+00:00,197.0,69.0,1187.0,1256.0,143.0,232.0,0.0,0.0,209.0,615.0,128.0,-69.0,-89.0,0.0,-406.0,-436.0,None,GB,2026-04-23
2026-01-04 21:00:00+00:00,352.0,73.0,1579.0,866.0,243.0,252.0,0.0,0.0,317.0,699.0,279.0,713.0,-9.0,0.0,-382.0,601.0,None,GB,2026-04-23
2026-01-04 22:00:00+00:00,324.0,54.0,1878.0,689.0,291.0,21.0,0.0,0.0,479.0,13.0,270.0,1189.0,270.0,0.0,466.0,2195.0,None,GB,2026-04-23
2026-01-04 23:00:00+00:00,290.0,24.0,1255.0,206.0,501.0,10.0,0.0,17.0,533.0,0.0,266.0,1049.0,491.0,-17.0,533.0,2322.0,None,GB,2026-04-23
2026-01-05 00:00:00+00:00,267.0,33.0,1089.0,207.0,547.0,9.0,0.0,175.7,439.0,0.0,234.0,882.0,538.0,-175.7,439.0,1917.3,None,GB,2026-04-23
2026-01-05 01:00:00+00:00,367.0,116.0,1179.0,227.0,614.0,129.0,0.0,111.0,456.0,32.0,251.0,952.0,485.0,-111.0,424.0,2001.0,None,GB,2026-04-23
2026-01-05 02:00:00+00:00,192.0,55.0,1464.0,227.0,590.0,42.0,0.0,0.0,484.0,120.0,137.0,1237.0,548.0,0.0,364.0,2286.0,None,GB,2026-04-23
2026-01-05 03:00:00+00:00,182.0,63.0,1394.0,207.0,587.0,12.0,0.0,0.0,570.0,0.0,119.0,1187.0,575.0,0.0,570.0,2451.0,None,GB,2026-04-23
2026-01-05 04:00:00+00:00,255.0,137.0,2301.0,207.0,714.0,74.0,419.5,0.0,597.0,109.0,118.0,2094.0,640.0,419.5,488.0,3759.5,None,GB,2026-04-23
2026-01-05 05:00:00+00:00,974.0,56.0,3580.0,510.0,979.0,406.0,884.5,0.0,1080.0,0.0,918.0,3070.0,573.0,884.5,1080.0,6525.5,None,GB,2026-04-23
2026-01-05 06:00:00+00:00,1016.0,755.0,3734.0,1116.0,1058.0,567.0,915.1,0.0,1075.0,0.0,261.0,2618.0,491.0,915.1,1075.0,5360.1,None,GB,2026-04-23
2026-01-05 07:00:00+00:00,1016.0,853.0,3636.0,1535.0,1000.0,916.0,480.3,0.0,1055.0,0.0,163.0,2101.0,84.0,480.3,1055.0,3883.3,None,GB,2026-04-23
2026-01-05 08:00:00+00:00,555.0,485.0,2482.0,1670.0,788.0,762.0,15.3,0.0,799.0,268.0,70.0,812.0,26.0,15.3,531.0,1454.3,None,GB,2026-04-23
2026-01-05 09:00:00+00:00,254.0,252.0,1415.0,1308.0,463.0,396.0,0.0,117.7,731.0,0.0,2.0,107.0,67.0,-117.7,731.0,789.3,None,GB,2026-04-23
2026-01-05 10:00:00+00:00,329.0,444.0,1803.0,809.0,480.0,637.0,0.0,267.5,900.0,0.0,-115.0,994.0,-157.0,-267.5,900.0,1354.5,None,GB,2026-04-23
2026-01-05 11:00:00+00:00,354.0,131.0,2051.0,1657.0,570.0,556.0,0.0,174.7,1100.0,52.0,223.0,394.0,14.0,-174.7,1048.0,1504.3,None,GB,2026-04-23
2026-01-05 12:00:00+00:00,563.0,817.0,2060.0,791.0,788.0,798.0,0.0,0.0,1100.0,168.0,-254.0,1269.0,-10.0,0.0,932.0,1937.0,None,GB,2026-04-23
2026-01-05 13:00:00+00:00,443.0,795.0,1870.0,1664.0,940.0,392.0,0.0,0.0,1100.0,76.0,-352.0,206.0,548.0,0.0,1024.0,1426.0,None,GB,2026-04-23
2026-01-05 14:00:00+00:00,334.0,529.0,2060.0,1449.0,940.0,468.0,0.0,0.0,1100.0,25.0,-195.0,611.0,472.0,0.0,1075.0,1963.0,None,GB,2026-04-23
2026-01-05 15:00:00+00:00,576.0,543.0,1761.0,1931.0,870.0,11.0,0.0,465.0,1100.0,0.0,33.0,-170.0,859.0,-465.0,1100.0,1357.0,None,GB,2026-04-23
2026-01-05 16:00:00+00:00,605.0,838.0,1696.0,1816.0,870.0,937.0,0.0,930.0,1100.0,331.0,-233.0,-120.0,-67.0,-930.0,769.0,-581.0,None,GB,2026-04-23
2026-01-05 17:00:00+00:00,339.0,980.0,1616.0,1616.0,902.0,1114.0,0.0,1395.0,1235.0,588.0,-641.0,0.0,-212.0,-1395.0,647.0,-1601.0,None,GB,2026-04-23
2026-01-05 18:00:00+00:00,493.0,677.0,1452.0,2060.0,380.0,312.0,0.0,1310.3,1411.0,311.0,-184.0,-608.0,68.0,-1310.3,1100.0,-934.3,None,GB,2026-04-23
2026-01-05 19:00:00+00:00,594.0,574.0,1490.0,2005.0,481.0,481.0,0.0,1176.1,1699.0,599.0,20.0,-515.0,0.0,-1176.1,1100.0,-571.0999999999999,None,GB,2026-04-23
2026-01-05 20:00:00+00:00,378.0,684.0,240.0,1719.0,417.0,467.0,0.0,730.3,794.0,870.0,-306.0,-1479.0,-50.0,-730.3,-76.0,-2641.3,None,GB,2026-04-23
2026-01-05 21:00:00+00:00,7.0,552.0,420.0,1086.0,418.0,630.0,0.0,265.3,405.0,741.0,-545.0,-666.0,-212.0,-265.3,-336.0,-2024.3,None,GB,2026-04-23
2026-01-05 22:00:00+00:00,164.0,216.0,886.0,356.0,600.0,110.0,0.0,0.0,1050.0,0.0,-52.0,530.0,490.0,0.0,1050.0,2018.0,None,GB,2026-04-23
2026-01-05 23:00:00+00:00,360.0,60.0,1653.0,206.0,400.0,0.0,0.0,0.0,851.0,0.0,300.0,1447.0,400.0,0.0,851.0,2998.0,None,GB,2026-04-23
2026-01-06 00:00:00+00:00,316.0,66.0,989.0,206.0,450.0,0.0,0.0,0.0,658.0,0.0,250.0,783.0,450.0,0.0,658.0,2141.0,None,GB,2026-04-23
2026-01-06 01:00:00+00:00,513.0,63.0,1368.0,206.0,486.0,0.0,0.0,0.0,656.0,0.0,450.0,1162.0,486.0,0.0,656.0,2754.0,None,GB,2026-04-23
2026-01-06 02:00:00+00:00,530.0,54.0,1308.0,206.0,499.0,0.0,0.0,0.0,640.0,0.0,476.0,1102.0,499.0,0.0,640.0,2717.0,None,GB,2026-04-23
2026-01-06 03:00:00+00:00,555.0,55.0,1566.0,208.0,596.0,12.0,192.5,0.0,782.0,0.0,500.0,1358.0,584.0,192.5,782.0,3416.5,None,GB,2026-04-23
2026-01-06 04:00:00+00:00,883.0,32.0,2067.0,300.0,892.0,151.0,657.5,0.0,870.0,255.0,851.0,1767.0,741.0,657.5,615.0,4631.5,None,GB,2026-04-23
2026-01-06 05:00:00+00:00,987.0,444.0,3259.0,811.0,1026.0,234.0,1122.5,0.0,1085.0,77.0,543.0,2448.0,792.0,1122.5,1008.0,5913.5,None,GB,2026-04-23
2026-01-06 06:00:00+00:00,1002.0,660.0,2872.0,206.0,1066.0,962.0,1395.0,0.0,1073.0,726.0,342.0,2666.0,104.0,1395.0,347.0,4854.0,None,GB,2026-04-23
2026-01-06 07:00:00+00:00,799.0,877.0,2007.0,1832.0,1006.0,793.0,930.0,0.0,878.0,639.0,-78.0,175.0,213.0,930.0,239.0,1479.0,None,GB,2026-04-23
2026-01-06 08:00:00+00:00,704.0,921.0,1358.0,1027.0,892.0,1330.0,465.0,0.0,1025.0,1290.0,-217.0,331.0,-438.0,465.0,-265.0,-124.0,None,GB,2026-04-23
2026-01-06 09:00:00+00:00,592.0,1273.0,994.0,1106.0,683.0,1546.0,0.0,0.0,850.0,1107.0,-681.0,-112.0,-863.0,0.0,-257.0,-1913.0,None,GB,2026-04-23
2026-01-06 10:00:00+00:00,661.0,1174.0,1101.0,1004.0,733.0,1583.0,0.0,0.0,1108.0,1342.0,-513.0,97.0,-850.0,0.0,-234.0,-1500.0,None,GB,2026-04-23
2026-01-06 11:00:00+00:00,608.0,718.0,842.0,793.0,752.0,1524.0,0.0,0.0,1100.0,937.0,-110.0,49.0,-772.0,0.0,163.0,-670.0,None,GB,2026-04-23
2026-01-06 12:00:00+00:00,347.0,554.0,788.0,953.0,375.0,716.0,0.0,0.0,1040.0,1189.0,-207.0,-165.0,-341.0,0.0,-149.0,-862.0,None,GB,2026-04-23
