,GB_BE,BE_GB,GB_FR,FR_GB,GB_NL,NL_GB,GB_NO_2,NO_2_GB,GB_DK_1,DK_1_GB,GB_BE_net_export,GB_FR_net_export,GB_NL_net_export,GB_NO_2_net_export,GB_DK_1_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,252.0,499.0,2341.0,287.0,102.0,1120.0,0.0,671.6,0.0,1000.0,-247.0,2054.0,-1018.0,-671.6,-1000.0,-882.6,None,GB,2026-04-23
2026-01-01 01:00:00+00:00,242.0,593.0,3104.0,306.0,197.0,1048.0,0.0,694.9,0.0,1000.0,-351.0,2798.0,-851.0,-694.9,-1000.0,-98.89999999999998,None,GB,2026-04-23
2026-01-01 02:00:00+00:00,142.0,283.0,2459.0,407.0,45.0,1013.0,0.0,398.9,0.0,1000.0,-141.0,2052.0,-968.0,-398.9,-1000.0,-455.9,None,GB,2026-04-23
2026-01-01 03:00:00+00:00,231.0,312.0,2706.0,588.0,238.0,962.0,0.0,20.5,0.0,1000.0,-81.0,2118.0,-724.0,-20.5,-1000.0,292.5,None,GB,2026-04-23
2026-01-01 04:00:00+00:00,322.0,495.0,3214.0,532.0,96.0,755.0,141.9,0.0,0.0,975.0,-173.0,2682.0,-659.0,141.9,-975.0,1016.9000000000001,None,GB,2026-04-23
2026-01-01 05:00:00+00:00,570.0,159.0,3417.0,899.0,0.0,749.0,147.7,0.0,0.0,1000.0,411.0,2518.0,-749.0,147.7,-1000.0,1327.6999999999998,None,GB,2026-04-23
2026-01-01 06:00:00+00:00,399.0,371.0,2793.0,614.0,1.0,797.0,363.3,0.0,0.0,982.0,28.0,2179.0,-796.0,363.3,-982.0,792.3,None,GB,2026-04-23
2026-01-01 07:00:00+00:00,329.0,1015.0,2019.0,563.0,0.0,808.0,228.6,0.0,0.0,1000.0,-686.0,1456.0,-808.0,228.6,-1000.0,-809.4,None,GB,2026-04-23
2026-01-01 08:00:00+00:00,224.0,1075.0,829.0,753.0,63.0,730.0,141.2,0.0,0.0,1000.0,-851.0,76.0,-667.0,141.2,-1000.0,-2300.8,None,GB,2026-04-23
2026-01-01 09:00:00+00:00,172.0,905.0,225.0,1304.0,143.0,746.0,0.0,0.0,0.0,1000.0,-733.0,-1079.0,-603.0,0.0,-1000.0,-3415.0,None,GB,2026-04-23
2026-01-01 10:00:00+00:00,172.0,923.0,0.0,2083.0,328.0,730.0,0.0,0.0,0.0,1000.0,-751.0,-2083.0,-402.0,0.0,-1000.0,-4236.0,None,GB,2026-04-23
2026-01-01 11:00:00+00:00,2.0,1032.0,0.0,2236.0,1042.0,1047.0,117.2,0.0,0.0,1000.0,-1030.0,-2236.0,-5.0,117.2,-1000.0,-4153.8,None,GB,2026-04-23
2026-01-01 12:00:00+00:00,0.0,1032.0,12.0,3382.0,719.0,1060.0,0.0,91.8,0.0,1000.0,-1032.0,-3370.0,-341.0,-91.8,-1000.0,-5834.8,None,GB,2026-04-23
2026-01-01 13:00:00+00:00,0.0,1032.0,10.0,3323.0,191.0,1061.0,0.0,54.0,0.0,1000.0,-1032.0,-3313.0,-870.0,-54.0,-1000.0,-6269.0,None,GB,2026-04-23
2026-01-01 14:00:00+00:00,0.0,995.0,0.0,3340.0,767.0,1059.0,0.0,519.0,0.0,1000.0,-995.0,-3340.0,-292.0,-519.0,-1000.0,-6146.0,None,GB,2026-04-23
2026-01-01 15:00:00+00:00,0.0,1012.0,200.0,3528.0,92.0,1060.0,0.0,984.0,0.0,1000.0,-1012.0,-3328.0,-968.0,-984.0,-1000.0,-7292.0,None,GB,2026-04-23
2026-01-01 16:00:00+00:00,12.0,1012.0,0.0,3528.0,362.0,1060.0,0.0,1449.0,0.0,1000.0,-1000.0,-3528.0,-698.0,-1449.0,-1000.0,-7675.0,None,GB,2026-04-23
2026-01-01 17:00:00+00:00,0.0,1012.0,0.0,3528.0,30.0,1066.0,0.0,1449.0,0.0,1000.0,-1012.0,-3528.0,-1036.0,-1449.0,-1000.0,-8025.0,None,GB,2026-04-23
2026-01-01 18:00:00+00:00,0.0,1012.0,0.0,3528.0,0.0,1067.0,0.0,1449.0,0.0,1000.0,-1012.0,-3528.0,-1067.0,-1449.0,-1000.0,-8056.0,None,GB,2026-04-23
2026-01-01 19:00:00+00:00,0.0,1003.0,44.0,3363.0,0.0,1065.0,0.0,1449.0,0.0,1000.0,-1003.0,-3319.0,-1065.0,-1449.0,-1000.0,-7836.0,None,GB,2026-04-23
2026-01-01 20:00:00+00:00,0.0,1012.0,27.0,2779.0,0.0,1063.0,0.0,1449.0,0.0,1000.0,-1012.0,-2752.0,-1063.0,-1449.0,-1000.0,-7276.0,None,GB,2026-04-23
2026-01-01 21:00:00+00:00,119.0,804.0,193.0,1963.0,111.0,917.0,0.0,1154.4,0.0,1000.0,-685.0,-1770.0,-806.0,-1154.4,-1000.0,-5415.4,None,GB,2026-04-23
2026-01-01 22:00:00+00:00,367.0,442.0,452.0,1815.0,46.0,783.0,0.0,689.4,0.0,1000.0,-75.0,-1363.0,-737.0,-689.4,-1000.0,-3864.4,None,GB,2026-04-23
2026-01-01 23:00:00+00:00,59.0,282.0,411.0,1820.0,110.0,914.0,0.0,224.4,0.0,1000.0,-223.0,-1409.0,-804.0,-224.4,-1000.0,-3660.4,None,GB,2026-04-23
2026-01-02 00:00:00+00:00,226.0,409.0,226.0,3121.0,259.0,1058.0,240.6,0.0,195.0,1000.0,-183.0,-2895.0,-799.0,240.6,-805.0,-4441.4,None,GB,2026-04-23
2026-01-02 01:00:00+00:00,191.0,342.0,269.0,2979.0,630.0,1059.0,705.6,0.0,236.0,1000.0,-151.0,-2710.0,-429.0,705.6,-764.0,-3348.4,None,GB,2026-04-23
2026-01-02 02:00:00+00:00,178.0,304.0,374.0,2822.0,319.0,1059.0,1035.0,0.0,72.0,1000.0,-126.0,-2448.0,-740.0,1035.0,-928.0,-3207.0,None,GB,2026-04-23
2026-01-02 03:00:00+00:00,194.0,313.0,525.0,2809.0,796.0,1059.0,1035.0,0.0,325.0,1000.0,-119.0,-2284.0,-263.0,1035.0,-675.0,-2306.0,None,GB,2026-04-23
2026-01-02 04:00:00+00:00,336.0,325.0,884.0,2708.0,709.0,821.0,876.0,0.0,452.0,806.0,11.0,-1824.0,-112.0,876.0,-354.0,-1403.0,None,GB,2026-04-23
2026-01-02 05:00:00+00:00,605.0,328.0,1279.0,2700.0,858.0,705.0,411.0,0.0,403.0,687.0,277.0,-1421.0,153.0,411.0,-284.0,-864.0,None,GB,2026-04-23
2026-01-02 06:00:00+00:00,708.0,213.0,624.0,1905.0,405.0,605.0,0.0,54.0,603.0,975.0,495.0,-1281.0,-200.0,-54.0,-372.0,-1412.0,None,GB,2026-04-23
2026-01-02 07:00:00+00:00,481.0,188.0,55.0,2679.0,557.0,705.0,0.0,519.0,6.0,1000.0,293.0,-2624.0,-148.0,-519.0,-994.0,-3992.0,None,GB,2026-04-23
2026-01-02 08:00:00+00:00,210.0,523.0,36.0,3474.0,25.0,1035.0,0.0,984.0,0.0,1000.0,-313.0,-3438.0,-1010.0,-984.0,-1000.0,-6745.0,None,GB,2026-04-23
2026-01-02 09:00:00+00:00,277.0,1124.0,0.0,3528.0,0.0,1061.0,0.0,1449.0,0.0,1000.0,-847.0,-3528.0,-1061.0,-1449.0,-1000.0,-7885.0,None,GB,2026-04-23
2026-01-02 10:00:00+00:00,199.0,1056.0,0.0,3528.0,0.0,1061.0,0.0,1449.0,0.0,1000.0,-857.0,-3528.0,-1061.0,-1449.0,-1000.0,-7895.0,None,GB,2026-04-23
2026-01-02 11:00:00+00:00,119.0,1111.0,209.0,3373.0,52.0,1060.0,0.0,1449.0,0.0,1000.0,-992.0,-3164.0,-1008.0,-1449.0,-1000.0,-7613.0,None,GB,2026-04-23
2026-01-02 12:00:00+00:00,17.0,1032.0,38.0,3384.0,128.0,1060.0,0.0,1449.0,0.0,1000.0,-1015.0,-3346.0,-932.0,-1449.0,-1000.0,-7742.0,None,GB,2026-04-23
2026-01-02 13:00:00+00:00,69.0,870.0,99.0,3483.0,23.0,1060.0,0.0,1449.0,10.0,1000.0,-801.0,-3384.0,-1037.0,-1449.0,-990.0,-7661.0,None,GB,2026-04-23
2026-01-02 14:00:00+00:00,40.0,912.0,90.0,3527.0,564.0,1060.0,0.0,1449.0,0.0,1000.0,-872.0,-3437.0,-496.0,-1449.0,-1000.0,-7254.0,None,GB,2026-04-23
2026-01-02 15:00:00+00:00,114.0,851.0,8.0,3375.0,0.0,1060.0,0.0,1449.0,0.0,1000.0,-737.0,-3367.0,-1060.0,-1449.0,-1000.0,-7613.0,None,GB,2026-04-23
2026-01-02 16:00:00+00:00,159.0,800.0,44.0,3319.0,21.0,1030.0,0.0,1449.0,0.0,1256.0,-641.0,-3275.0,-1009.0,-1449.0,-1256.0,-7630.0,None,GB,2026-04-23
2026-01-02 17:00:00+00:00,0.0,822.0,0.0,3348.0,0.0,1060.0,0.0,1449.0,0.0,1456.0,-822.0,-3348.0,-1060.0,-1449.0,-1456.0,-8135.0,None,GB,2026-04-23
2026-01-02 18:00:00+00:00,0.0,711.0,0.0,3465.0,0.0,1060.0,0.0,1449.0,0.0,1456.0,-711.0,-3465.0,-1060.0,-1449.0,-1456.0,-8141.0,None,GB,2026-04-23
2026-01-02 19:00:00+00:00,0.0,766.0,0.0,3302.0,0.0,1060.0,0.0,1449.0,0.0,1456.0,-766.0,-3302.0,-1060.0,-1449.0,-1456.0,-8033.0,None,GB,2026-04-23
2026-01-02 20:00:00+00:00,416.0,626.0,27.0,3051.0,0.0,1060.0,0.0,1449.0,0.0,1456.0,-210.0,-3024.0,-1060.0,-1449.0,-1456.0,-7199.0,None,GB,2026-04-23
2026-01-02 21:00:00+00:00,650.0,549.0,312.0,1682.0,0.0,1060.0,0.0,1449.0,0.0,1456.0,101.0,-1370.0,-1060.0,-1449.0,-1456.0,-5234.0,None,GB,2026-04-23
2026-01-02 22:00:00+00:00,781.0,381.0,181.0,1461.0,0.0,935.0,0.0,1449.0,0.0,1424.0,400.0,-1280.0,-935.0,-1449.0,-1424.0,-4688.0,None,GB,2026-04-23
2026-01-02 23:00:00+00:00,363.0,21.0,140.0,934.0,37.0,459.0,0.0,1449.0,0.0,918.0,342.0,-794.0,-422.0,-1449.0,-918.0,-3241.0,None,GB,2026-04-23
2026-01-03 00:00:00+00:00,111.0,153.0,192.0,1079.0,0.0,353.0,0.0,1449.0,0.0,1130.0,-42.0,-887.0,-353.0,-1449.0,-1130.0,-3861.0,None,GB,2026-04-23
2026-01-03 01:00:00+00:00,0.0,174.0,208.0,1401.0,0.0,727.0,0.0,1259.3,0.0,1255.0,-174.0,-1193.0,-727.0,-1259.3,-1255.0,-4608.3,None,GB,2026-04-23
2026-01-03 02:00:00+00:00,0.0,197.0,111.0,1294.0,0.0,663.0,0.0,978.7,0.0,865.0,-197.0,-1183.0,-663.0,-978.7,-865.0,-3886.7,None,GB,2026-04-23
2026-01-03 03:00:00+00:00,0.0,205.0,314.0,1369.0,37.0,430.0,0.0,803.7,0.0,700.0,-205.0,-1055.0,-393.0,-803.7,-700.0,-3156.7,None,GB,2026-04-23
2026-01-03 04:00:00+00:00,7.0,127.0,426.0,1029.0,37.0,299.0,0.0,465.0,40.0,575.0,-120.0,-603.0,-262.0,-465.0,-535.0,-1985.0,None,GB,2026-04-23
2026-01-03 05:00:00+00:00,77.0,60.0,483.0,1119.0,41.0,122.0,0.0,0.0,57.0,451.0,17.0,-636.0,-81.0,0.0,-394.0,-1094.0,None,GB,2026-04-23
