,HR_BA,BA_HR,HR_HU,HU_HR,HR_RS,RS_HR,HR_SI,SI_HR,HR_BA_net_export,HR_HU_net_export,HR_RS_net_export,HR_SI_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 10:00:00+00:00,500.0,0.0,20.925,1139.35,364.0,0.0,43.4,352.65,500.0,-1118.425,364.0,-309.25,-563.675,None,HR,2026-04-23
2026-01-01 11:00:00+00:00,470.0,0.0,3.6,1049.225,361.0,17.0,42.725,376.4,470.0,-1045.625,344.0,-333.67499999999995,-565.3,None,HR,2026-04-23
2026-01-01 12:00:00+00:00,500.0,0.0,29.825,838.925,306.0,0.0,52.95,450.025,500.0,-809.0999999999999,306.0,-397.075,-400.1749999999999,None,HR,2026-04-23
2026-01-01 13:00:00+00:00,500.0,0.0,695.6999999999999,614.775,286.0,0.0,44.675,1261.7749999999999,500.0,80.92499999999995,286.0,-1217.1,-350.17499999999995,None,HR,2026-04-23
2026-01-01 14:00:00+00:00,444.0,0.0,976.9,154.7,196.0,0.0,47.15,1375.925,444.0,822.2,196.0,-1328.7749999999999,133.42500000000018,None,HR,2026-04-23
2026-01-01 15:00:00+00:00,350.0,0.0,79.05,231.15,345.0,0.0,49.3,434.1,350.0,-152.10000000000002,345.0,-384.8,158.09999999999997,None,HR,2026-04-23
2026-01-01 16:00:00+00:00,350.0,0.0,196.625,342.225,314.0,0.0,52.075,510.075,350.0,-145.60000000000002,314.0,-458.0,60.39999999999998,None,HR,2026-04-23
2026-01-01 17:00:00+00:00,339.0,0.0,103.025,261.525,315.0,0.0,56.475,441.675,339.0,-158.49999999999997,315.0,-385.2,110.30000000000001,None,HR,2026-04-23
2026-01-01 18:00:00+00:00,339.0,0.0,41.175,205.75,318.0,0.0,52.425,385.475,339.0,-164.575,318.0,-333.05,159.375,None,HR,2026-04-23
2026-01-01 19:00:00+00:00,440.0,0.0,73.25,98.9,401.0,0.0,50.75,703.425,440.0,-25.650000000000006,401.0,-652.675,162.67500000000007,None,HR,2026-04-23
2026-01-01 20:00:00+00:00,499.0,0.0,77.65,0.0,401.0,0.0,48.45,937.975,499.0,77.65,401.0,-889.525,88.125,None,HR,2026-04-23
2026-01-01 21:00:00+00:00,499.0,0.0,24.725,0.0,286.0,0.0,49.25,771.775,499.0,24.725,286.0,-722.525,87.20000000000005,None,HR,2026-04-23
2026-01-01 22:00:00+00:00,499.0,0.0,44.525,0.0,361.0,0.0,50.4,858.825,499.0,44.525,361.0,-808.4250000000001,96.09999999999991,None,HR,2026-04-23
2026-01-01 23:00:00+00:00,500.0,0.0,12.35,107.775,395.0,0.0,48.825,758.175,500.0,-95.42500000000001,395.0,-709.3499999999999,90.22500000000014,None,HR,2026-04-23
2026-01-02 00:00:00+00:00,479.0,0.0,108.175,11.7,276.0,0.0,48.2,649.0,479.0,96.475,276.0,-600.8,250.67500000000007,None,HR,2026-04-23
2026-01-02 01:00:00+00:00,407.0,0.0,318.275,0.0,148.0,0.0,53.5,532.275,407.0,318.275,148.0,-478.775,394.5,None,HR,2026-04-23
2026-01-02 02:00:00+00:00,414.0,0.0,352.3,0.0,134.0,0.0,48.175,507.475,414.0,352.3,134.0,-459.3,440.99999999999994,None,HR,2026-04-23
2026-01-02 03:00:00+00:00,444.0,0.0,305.325,0.0,107.0,0.0,49.05,512.875,444.0,305.325,107.0,-463.825,392.50000000000006,None,HR,2026-04-23
2026-01-02 04:00:00+00:00,405.0,0.0,263.825,0.0,146.0,0.0,50.125,590.975,405.0,263.825,146.0,-540.85,273.975,None,HR,2026-04-23
2026-01-02 05:00:00+00:00,394.0,0.0,230.575,16.05,51.0,0.0,62.675,598.75,394.0,214.52499999999998,51.0,-536.075,123.44999999999993,None,HR,2026-04-23
2026-01-02 06:00:00+00:00,344.0,0.0,112.425,0.0,79.0,0.0,83.85,704.375,344.0,112.425,79.0,-620.525,-85.10000000000002,None,HR,2026-04-23
2026-01-02 07:00:00+00:00,271.0,5.0,33.625,35.349999999999994,21.0,42.0,93.125,621.45,266.0,-1.7249999999999943,-21.0,-528.325,-285.05000000000007,None,HR,2026-04-23
2026-01-02 08:00:00+00:00,258.0,0.0,0.0,281.875,183.0,102.0,128.2,634.8,258.0,-281.875,81.0,-506.59999999999997,-449.47499999999997,None,HR,2026-04-23
2026-01-02 09:00:00+00:00,278.0,0.0,0.0,641.75,203.0,81.0,264.15,556.55,278.0,-641.75,122.0,-292.4,-534.15,None,HR,2026-04-23
2026-01-02 10:00:00+00:00,266.0,3.0,0.0,609.2,206.0,97.0,189.4,559.275,263.0,-609.2,109.0,-369.875,-607.075,None,HR,2026-04-23
2026-01-02 11:00:00+00:00,280.0,0.0,0.0,519.375,233.0,91.0,278.54999999999995,672.05,280.0,-519.375,142.0,-393.5,-490.875,None,HR,2026-04-23
2026-01-02 12:00:00+00:00,283.0,0.0,0.0,436.1,208.0,63.0,439.65,740.275,283.0,-436.1,145.0,-300.625,-308.725,None,HR,2026-04-23
2026-01-02 13:00:00+00:00,320.0,0.0,299.3,26.175,107.0,40.0,96.35,736.15,320.0,273.125,67.0,-639.8,20.325000000000045,None,HR,2026-04-23
2026-01-02 14:00:00+00:00,174.0,0.0,484.17499999999995,0.0,91.0,25.0,92.25,788.8,174.0,484.17499999999995,66.0,-696.55,27.625,None,HR,2026-04-23
2026-01-02 15:00:00+00:00,266.0,0.0,343.825,0.0,121.0,0.0,197.0,980.175,266.0,343.825,121.0,-783.175,-52.34999999999991,None,HR,2026-04-23
2026-01-02 16:00:00+00:00,276.0,0.0,300.375,0.0,111.0,0.0,147.8,1023.625,276.0,300.375,111.0,-875.825,-188.45000000000005,None,HR,2026-04-23
2026-01-02 17:00:00+00:00,296.0,0.0,230.575,0.0,119.0,0.0,192.125,998.9,296.0,230.575,119.0,-806.775,-161.19999999999993,None,HR,2026-04-23
2026-01-02 18:00:00+00:00,303.0,0.0,244.575,0.0,112.0,0.0,95.275,1004.125,303.0,244.575,112.0,-908.85,-249.27499999999998,None,HR,2026-04-23
2026-01-02 19:00:00+00:00,269.0,0.0,126.5,0.0,131.0,0.0,135.325,991.275,269.0,126.5,131.0,-855.95,-329.45000000000005,None,HR,2026-04-23
2026-01-02 20:00:00+00:00,231.0,0.0,60.275000000000006,21.2,181.0,0.0,172.025,856.525,231.0,39.075,181.0,-684.5,-233.425,None,HR,2026-04-23
2026-01-02 21:00:00+00:00,388.0,0.0,2.0,175.45,235.0,0.0,278.7,810.15,388.0,-173.45,235.0,-531.45,-81.90000000000003,None,HR,2026-04-23
2026-01-02 22:00:00+00:00,433.0,0.0,1.725,426.775,341.0,0.0,267.2,730.275,433.0,-425.04999999999995,341.0,-463.075,-114.12499999999994,None,HR,2026-04-23
2026-01-02 23:00:00+00:00,448.0,0.0,0.0,613.575,380.0,0.0,609.675,663.9,448.0,-613.575,380.0,-54.22500000000002,160.19999999999993,None,HR,2026-04-23
2026-01-03 00:00:00+00:00,390.0,0.0,0.0,438.625,286.0,0.0,352.7,419.95,390.0,-438.625,286.0,-67.25,170.125,None,HR,2026-04-23
2026-01-03 01:00:00+00:00,378.0,0.0,0.0,365.325,189.0,0.0,299.5,350.0,378.0,-365.325,189.0,-50.5,151.175,None,HR,2026-04-23
2026-01-03 02:00:00+00:00,339.0,0.0,19.1,208.25,207.0,16.0,166.125,350.3,339.0,-189.15,191.0,-184.175,156.675,None,HR,2026-04-23
2026-01-03 03:00:00+00:00,348.0,0.0,0.0,309.425,154.0,2.0,269.675,350.925,348.0,-309.425,152.0,-81.25,109.32499999999999,None,HR,2026-04-23
2026-01-03 04:00:00+00:00,383.0,0.0,0.0,461.15,157.0,0.0,282.175,442.175,383.0,-461.15,157.0,-160.0,-81.14999999999998,None,HR,2026-04-23
2026-01-03 05:00:00+00:00,338.0,0.0,0.0,628.625,270.0,0.0,301.05,586.8,338.0,-628.625,270.0,-285.74999999999994,-306.37499999999994,None,HR,2026-04-23
2026-01-03 06:00:00+00:00,322.0,0.0,57.575,487.40000000000003,253.0,0.0,93.225,733.625,322.0,-429.82500000000005,253.0,-640.4,-495.225,None,HR,2026-04-23
2026-01-03 07:00:00+00:00,284.0,0.0,50.3,627.475,258.0,0.0,82.925,674.825,284.0,-577.1750000000001,258.0,-591.9000000000001,-627.0750000000002,None,HR,2026-04-23
2026-01-03 08:00:00+00:00,241.0,2.0,102.7,698.025,245.0,88.0,87.1,578.225,239.0,-595.3249999999999,157.0,-491.125,-690.4499999999999,None,HR,2026-04-23
2026-01-03 09:00:00+00:00,251.0,0.0,196.45,748.575,256.0,171.0,123.95,540.025,251.0,-552.125,85.0,-416.075,-632.2,None,HR,2026-04-23
2026-01-03 10:00:00+00:00,353.0,0.0,0.0,925.625,426.0,52.0,77.925,640.625,353.0,-925.625,374.0,-562.7,-761.325,None,HR,2026-04-23
2026-01-03 11:00:00+00:00,326.0,0.0,0.0,857.825,356.0,67.0,110.0,666.7,326.0,-857.825,289.0,-556.7,-799.5250000000001,None,HR,2026-04-23
2026-01-03 12:00:00+00:00,334.0,0.0,1.4,767.85,306.0,32.0,97.8,751.225,334.0,-766.45,274.0,-653.4250000000001,-811.8750000000001,None,HR,2026-04-23
2026-01-03 13:00:00+00:00,377.0,0.0,0.0,588.225,338.0,0.0,164.475,856.45,377.0,-588.225,338.0,-691.975,-565.2,None,HR,2026-04-23
2026-01-03 14:00:00+00:00,316.0,0.0,61.4,348.3,358.0,0.0,147.8,1020.525,316.0,-286.90000000000003,358.0,-872.7249999999999,-485.62499999999994,None,HR,2026-04-23
2026-01-03 15:00:00+00:00,296.0,0.0,30.924999999999997,156.25,208.0,0.0,182.475,986.55,296.0,-125.325,208.0,-804.0749999999999,-425.3999999999999,None,HR,2026-04-23
2026-01-03 16:00:00+00:00,301.0,0.0,115.05,232.60000000000002,200.0,0.0,155.825,1062.9,301.0,-117.55000000000003,200.0,-907.075,-523.625,None,HR,2026-04-23
2026-01-03 17:00:00+00:00,281.0,0.0,173.9,232.625,200.0,0.0,204.1,1039.95,281.0,-58.724999999999994,200.0,-835.85,-413.57500000000005,None,HR,2026-04-23
2026-01-03 18:00:00+00:00,260.0,0.0,356.4,182.02499999999998,195.0,0.0,137.95,1154.625,260.0,174.375,195.0,-1016.675,-387.29999999999995,None,HR,2026-04-23
2026-01-03 19:00:00+00:00,324.0,0.0,113.175,181.375,230.0,0.0,125.675,962.95,324.0,-68.2,230.0,-837.2750000000001,-351.4750000000001,None,HR,2026-04-23
2026-01-03 20:00:00+00:00,339.0,0.0,91.875,243.8,179.0,0.0,139.925,924.35,339.0,-151.925,179.0,-784.425,-418.34999999999997,None,HR,2026-04-23
2026-01-03 21:00:00+00:00,310.0,0.0,77.55,246.75,339.0,0.0,131.2,930.625,310.0,-169.2,339.0,-799.425,-319.62499999999994,None,HR,2026-04-23
2026-01-03 22:00:00+00:00,325.0,0.0,240.95,314.65,330.0,0.0,139.775,837.75,325.0,-73.69999999999999,330.0,-697.975,-116.67500000000007,None,HR,2026-04-23
2026-01-03 23:00:00+00:00,343.0,0.0,61.3,325.4,265.0,0.0,121.67500000000001,748.175,343.0,-264.09999999999997,265.0,-626.5,-282.59999999999997,None,HR,2026-04-23
2026-01-04 00:00:00+00:00,314.0,0.0,57.55,319.575,233.0,0.0,104.07499999999999,596.525,314.0,-262.025,233.0,-492.45,-207.47499999999997,None,HR,2026-04-23
2026-01-04 01:00:00+00:00,265.0,0.0,53.6,276.925,213.0,0.0,69.825,490.225,265.0,-223.32500000000002,213.0,-420.40000000000003,-165.72500000000005,None,HR,2026-04-23
2026-01-04 02:00:00+00:00,183.0,0.0,44.6,113.69999999999999,191.0,0.0,123.075,522.15,183.0,-69.1,191.0,-399.075,-94.17500000000001,None,HR,2026-04-23
2026-01-04 03:00:00+00:00,194.0,0.0,49.65,229.325,163.0,0.0,106.4,416.75,194.0,-179.67499999999998,163.0,-310.35,-133.025,None,HR,2026-04-23
2026-01-04 04:00:00+00:00,195.0,0.0,6.525,173.925,191.0,0.0,162.375,490.55,195.0,-167.4,191.0,-328.175,-109.57500000000002,None,HR,2026-04-23
2026-01-04 05:00:00+00:00,288.0,0.0,27.075000000000003,141.775,175.0,0.0,132.2,586.725,288.0,-114.7,175.0,-454.52500000000003,-106.22500000000002,None,HR,2026-04-23
2026-01-04 06:00:00+00:00,218.0,0.0,115.15,12.825,151.0,0.0,74.225,497.075,218.0,102.325,151.0,-422.85,48.474999999999966,None,HR,2026-04-23
2026-01-04 07:00:00+00:00,176.0,7.0,54.225,67.75,167.0,0.0,85.625,391.1,169.0,-13.524999999999999,167.0,-305.475,17.0,None,HR,2026-04-23
2026-01-04 08:00:00+00:00,196.0,0.0,143.5,288.675,151.0,0.0,155.1,351.55,196.0,-145.175,151.0,-196.45000000000002,5.374999999999972,None,HR,2026-04-23
2026-01-04 09:00:00+00:00,277.0,0.0,165.5,425.1,151.0,0.0,146.125,357.275,277.0,-259.6,151.0,-211.14999999999998,-42.75,None,HR,2026-04-23
2026-01-04 10:00:00+00:00,291.0,0.0,209.275,458.375,205.0,0.0,66.875,433.025,291.0,-249.1,205.0,-366.15,-119.24999999999997,None,HR,2026-04-23
2026-01-04 11:00:00+00:00,241.0,0.0,172.75,418.42499999999995,221.0,0.0,63.275000000000006,382.075,241.0,-245.67499999999995,221.0,-318.79999999999995,-102.47499999999991,None,HR,2026-04-23
2026-01-04 12:00:00+00:00,252.0,0.0,142.7,258.025,221.0,0.0,57.6,421.35,252.0,-115.32499999999999,221.0,-363.75,-6.074999999999989,None,HR,2026-04-23
2026-01-04 13:00:00+00:00,326.0,2.0,238.225,108.325,201.0,0.0,72.325,665.5,324.0,129.89999999999998,201.0,-593.175,61.72500000000002,None,HR,2026-04-23
2026-01-04 14:00:00+00:00,280.0,5.0,480.2,0.0,176.0,0.0,137.075,598.775,275.0,480.2,176.0,-461.7,469.50000000000006,None,HR,2026-04-23
2026-01-04 15:00:00+00:00,214.0,5.0,507.175,0.0,151.0,0.0,84.0,549.425,209.0,507.175,151.0,-465.42499999999995,401.75,None,HR,2026-04-23
2026-01-04 16:00:00+00:00,214.0,5.0,340.75,12.15,207.0,0.0,101.92500000000001,539.075,209.0,328.6,207.0,-437.15000000000003,307.45,None,HR,2026-04-23
2026-01-04 17:00:00+00:00,281.0,5.0,270.8,261.275,206.0,0.0,254.7,558.2,276.0,9.525000000000034,206.0,-303.50000000000006,188.02499999999998,None,HR,2026-04-23
2026-01-04 18:00:00+00:00,252.0,5.0,215.05,83.80000000000001,204.0,0.0,87.4,491.825,247.0,131.25,204.0,-404.42499999999995,177.82500000000005,None,HR,2026-04-23
2026-01-04 19:00:00+00:00,229.0,0.0,237.675,75.925,151.0,0.0,77.0,490.97499999999997,229.0,161.75,151.0,-413.97499999999997,127.77500000000003,None,HR,2026-04-23
2026-01-04 20:00:00+00:00,228.0,36.0,146.8,102.925,341.0,0.0,62.75,612.725,192.0,43.875000000000014,341.0,-549.975,26.899999999999977,None,HR,2026-04-23
2026-01-04 21:00:00+00:00,210.0,24.0,107.025,256.25,361.0,2.0,80.175,424.35,186.0,-149.225,359.0,-344.175,51.599999999999966,None,HR,2026-04-23
2026-01-04 22:00:00+00:00,185.0,24.0,0.4,107.5,261.0,5.0,86.675,485.125,161.0,-107.1,256.0,-398.45,-88.55000000000001,None,HR,2026-04-23
2026-01-04 23:00:00+00:00,108.0,38.0,142.6,51.65,351.0,40.0,68.17500000000001,531.15,70.0,90.94999999999999,311.0,-462.97499999999997,8.975000000000023,None,HR,2026-04-23
2026-01-05 00:00:00+00:00,90.0,41.0,140.2,42.3,351.0,0.0,60.85,416.05,49.0,97.89999999999999,351.0,-355.2,142.7,None,HR,2026-04-23
2026-01-05 01:00:00+00:00,115.0,71.0,207.025,0.0,121.0,0.0,163.6,361.1,44.0,207.025,121.0,-197.50000000000003,174.52499999999995,None,HR,2026-04-23
2026-01-05 02:00:00+00:00,83.0,78.0,285.825,0.0,14.0,0.0,217.825,350.825,5.0,285.825,14.0,-133.0,171.825,None,HR,2026-04-23
2026-01-05 03:00:00+00:00,68.0,93.0,233.675,0.0,1.0,0.0,256.875,392.125,-25.0,233.675,1.0,-135.25,74.42500000000001,None,HR,2026-04-23
2026-01-05 04:00:00+00:00,102.0,53.0,142.825,0.0,39.0,25.0,124.325,367.1,49.0,142.825,14.0,-242.77500000000003,-36.950000000000045,None,HR,2026-04-23
2026-01-05 05:00:00+00:00,91.0,95.0,178.0,42.099999999999994,39.0,38.0,143.075,547.3,-4.0,135.9,1.0,-404.22499999999997,-271.32499999999993,None,HR,2026-04-23
2026-01-05 06:00:00+00:00,96.0,103.0,160.625,0.0,8.0,0.0,137.975,699.7,-7.0,160.625,8.0,-561.725,-400.1,None,HR,2026-04-23
2026-01-05 07:00:00+00:00,109.0,123.0,132.3,2.475,152.0,0.0,142.475,841.55,-14.0,129.82500000000002,152.0,-699.0749999999999,-431.2499999999999,None,HR,2026-04-23
2026-01-05 08:00:00+00:00,107.0,156.0,80.0,0.0,197.0,0.0,138.5,878.075,-49.0,80.0,197.0,-739.575,-511.57500000000005,None,HR,2026-04-23
2026-01-05 09:00:00+00:00,115.0,145.0,116.925,123.75,291.0,0.0,165.375,957.775,-30.0,-6.825000000000003,291.0,-792.4,-538.2249999999999,None,HR,2026-04-23
2026-01-05 10:00:00+00:00,94.0,190.0,185.15,258.6,320.0,20.0,184.27499999999998,1079.975,-96.0,-73.45000000000002,300.0,-895.6999999999999,-765.15,None,HR,2026-04-23
2026-01-05 11:00:00+00:00,90.0,190.0,235.57500000000002,295.65,362.0,0.0,150.6,1104.8249999999998,-100.0,-60.07499999999996,362.0,-954.2249999999998,-752.2999999999997,None,HR,2026-04-23
2026-01-05 12:00:00+00:00,95.0,205.0,160.275,234.5,321.0,0.0,175.1,1102.625,-110.0,-74.225,321.0,-927.525,-790.75,None,HR,2026-04-23
2026-01-05 13:00:00+00:00,80.0,220.0,313.175,16.75,152.0,118.0,238.27499999999998,885.4,-140.0,296.425,34.0,-647.125,-456.7,None,HR,2026-04-23
2026-01-05 14:00:00+00:00,81.0,223.0,442.85,0.0,59.0,33.0,201.075,745.75,-142.0,442.85,26.0,-544.675,-217.82499999999993,None,HR,2026-04-23
2026-01-05 15:00:00+00:00,81.0,267.0,444.425,0.0,63.0,32.0,267.65,841.15,-186.0,444.425,31.0,-573.5,-284.075,None,HR,2026-04-23
2026-01-05 16:00:00+00:00,83.0,296.0,388.575,0.0,62.0,52.0,300.35,813.325,-213.0,388.575,10.0,-512.975,-327.40000000000003,None,HR,2026-04-23
2026-01-05 17:00:00+00:00,81.0,299.0,505.75,0.0,45.0,52.0,246.875,806.7,-218.0,505.75,-7.0,-559.825,-279.07500000000005,None,HR,2026-04-23
2026-01-05 18:00:00+00:00,80.0,223.0,438.825,0.0,147.0,32.0,215.95,833.1,-143.0,438.825,115.0,-617.1500000000001,-206.3250000000001,None,HR,2026-04-23
2026-01-05 19:00:00+00:00,80.0,143.0,367.775,0.0,139.0,17.0,128.5,825.975,-63.0,367.775,122.0,-697.475,-270.70000000000005,None,HR,2026-04-23
2026-01-05 20:00:00+00:00,80.0,182.0,355.55,139.5,159.0,3.0,323.25,863.975,-102.0,216.05,156.0,-540.725,-270.675,None,HR,2026-04-23
2026-01-05 21:00:00+00:00,80.0,73.0,389.225,161.02499999999998,134.0,102.0,300.525,747.025,7.0,228.20000000000005,32.0,-446.5,-179.29999999999995,None,HR,2026-04-23
2026-01-05 22:00:00+00:00,90.0,94.0,307.65,165.125,101.0,0.0,279.55,519.675,-4.0,142.52499999999998,101.0,-240.12499999999994,-0.5999999999999659,None,HR,2026-04-23
2026-01-05 23:00:00+00:00,164.0,19.0,61.5,204.5,159.0,0.0,230.45,378.875,145.0,-143.0,159.0,-148.425,12.574999999999989,None,HR,2026-04-23
2026-01-06 00:00:00+00:00,164.0,20.0,99.17500000000001,88.575,141.0,0.0,240.125,477.2,144.0,10.600000000000009,141.0,-237.075,58.525000000000034,None,HR,2026-04-23
2026-01-06 01:00:00+00:00,164.0,26.0,84.725,72.05000000000001,41.0,0.0,431.5,424.75,138.0,12.674999999999983,41.0,6.75,198.42499999999998,None,HR,2026-04-23
2026-01-06 02:00:00+00:00,164.0,20.0,21.525,81.9,41.0,10.0,564.925,446.675,144.0,-60.37500000000001,31.0,118.24999999999994,232.87499999999994,None,HR,2026-04-23
2026-01-06 03:00:00+00:00,166.0,20.0,142.35,0.0,41.0,0.0,377.125,425.0,146.0,142.35,41.0,-47.875,281.475,None,HR,2026-04-23
2026-01-06 04:00:00+00:00,145.0,20.0,209.625,0.0,41.0,0.0,330.2,495.475,125.0,209.625,41.0,-165.27500000000003,210.34999999999997,None,HR,2026-04-23
2026-01-06 05:00:00+00:00,40.0,120.0,377.425,0.0,41.0,0.0,235.8,392.25,-80.0,377.425,41.0,-156.45,181.97500000000002,None,HR,2026-04-23
2026-01-06 06:00:00+00:00,38.0,105.0,543.0,0.0,41.0,0.0,156.925,370.32500000000005,-67.0,543.0,41.0,-213.40000000000003,303.59999999999997,None,HR,2026-04-23
2026-01-06 07:00:00+00:00,92.0,105.0,379.9,22.35,51.0,0.0,170.29999999999998,427.525,-13.0,357.54999999999995,51.0,-257.225,138.32499999999993,None,HR,2026-04-23
2026-01-06 08:00:00+00:00,78.0,105.0,326.325,0.0,152.0,1.0,134.075,526.625,-27.0,326.325,151.0,-392.55,57.77499999999998,None,HR,2026-04-23
2026-01-06 09:00:00+00:00,76.0,125.0,300.375,0.0,152.0,0.0,131.15,552.25,-49.0,300.375,152.0,-421.1,-17.725000000000023,None,HR,2026-04-23
2026-01-06 10:00:00+00:00,64.0,220.0,304.1,0.0,152.0,0.0,163.05,606.4,-156.0,304.1,152.0,-443.34999999999997,-143.24999999999994,None,HR,2026-04-23
2026-01-06 11:00:00+00:00,85.0,203.0,282.075,0.0,152.0,9.0,142.575,617.95,-118.0,282.075,143.0,-475.37500000000006,-168.30000000000007,None,HR,2026-04-23
2026-01-06 12:00:00+00:00,82.0,146.0,451.2,0.0,151.0,160.0,169.45,634.0,-64.0,451.2,-9.0,-464.55,-86.35000000000002,None,HR,2026-04-23
2026-01-06 13:00:00+00:00,94.0,70.0,515.9,0.0,213.0,273.0,250.9,658.425,24.0,515.9,-60.0,-407.525,72.375,None,HR,2026-04-23
2026-01-06 14:00:00+00:00,83.0,201.0,709.8,0.0,141.0,258.0,314.8,611.5,-118.0,709.8,-117.0,-296.7,178.09999999999997,None,HR,2026-04-23
2026-01-06 15:00:00+00:00,102.0,193.0,620.05,0.0,141.0,239.0,340.3,697.7,-91.0,620.05,-98.0,-357.40000000000003,73.64999999999992,None,HR,2026-04-23
2026-01-06 16:00:00+00:00,131.0,197.0,700.15,0.0,41.0,376.0,406.35,652.25,-66.0,700.15,-335.0,-245.89999999999998,53.25,None,HR,2026-04-23
2026-01-06 17:00:00+00:00,120.0,213.0,574.375,0.0,41.0,420.0,384.575,617.025,-93.0,574.375,-379.0,-232.45,-130.075,None,HR,2026-04-23
2026-01-06 18:00:00+00:00,106.0,197.0,517.4,75.0,41.0,437.0,456.05,599.7,-91.0,442.4,-396.0,-143.65000000000003,-188.25000000000006,None,HR,2026-04-23
2026-01-06 19:00:00+00:00,105.0,215.0,382.65,0.0,275.0,403.0,103.4,572.35,-110.0,382.65,-128.0,-468.95000000000005,-324.30000000000007,None,HR,2026-04-23
2026-01-06 20:00:00+00:00,128.0,208.0,140.7,269.575,106.0,1.0,84.375,543.05,-80.0,-128.875,105.0,-458.67499999999995,-562.55,None,HR,2026-04-23
2026-01-06 21:00:00+00:00,152.0,150.0,91.625,447.9,141.0,0.0,87.05000000000001,459.575,2.0,-356.275,141.0,-372.525,-585.8,None,HR,2026-04-23
2026-01-06 22:00:00+00:00,149.0,150.0,19.975,345.6,101.0,0.0,274.15,453.325,-1.0,-325.625,101.0,-179.175,-404.8,None,HR,2026-04-23
2026-01-06 23:00:00+00:00,45.0,0.0,6.925,83.1,139.0,50.0,380.15,555.075,45.0,-76.175,89.0,-174.92500000000007,-117.10000000000007,None,HR,2026-04-23
2026-01-07 00:00:00+00:00,40.0,0.0,50.725,65.0,142.0,78.0,468.975,549.975,40.0,-14.274999999999999,64.0,-81.0,8.724999999999994,None,HR,2026-04-23
2026-01-07 01:00:00+00:00,42.0,2.0,165.0,60.875,41.0,95.0,519.025,523.05,40.0,104.125,-54.0,-4.024999999999977,86.10000000000002,None,HR,2026-04-23
2026-01-07 02:00:00+00:00,51.0,7.0,202.55,63.4,41.0,145.0,488.125,448.15,44.0,139.15,-104.0,39.97500000000002,119.12500000000003,None,HR,2026-04-23
2026-01-07 03:00:00+00:00,58.0,7.0,243.42499999999998,72.375,41.0,185.0,403.175,382.85,51.0,171.04999999999998,-144.0,20.32499999999999,98.37499999999997,None,HR,2026-04-23
2026-01-07 04:00:00+00:00,55.0,6.0,125.7,132.4,41.0,95.0,371.25,460.1,49.0,-6.700000000000003,-54.0,-88.85000000000002,-100.55000000000003,None,HR,2026-04-23
2026-01-07 05:00:00+00:00,55.0,4.0,183.025,51.975,41.0,55.0,204.39999999999998,836.65,51.0,131.05,-14.0,-632.25,-464.2,None,HR,2026-04-23
2026-01-07 06:00:00+00:00,53.0,0.0,365.725,0.0,9.0,110.0,136.775,831.275,53.0,365.725,-101.0,-694.5,-376.775,None,HR,2026-04-23
2026-01-07 07:00:00+00:00,43.0,0.0,417.45,7.075,1.0,132.0,131.2,1027.825,43.0,410.375,-131.0,-896.625,-574.25,None,HR,2026-04-23
