,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Marine,Other renewable,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Fossil Coal-derived gas,Fossil Oil shale,Fossil Peat,Other,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.29423014189140795,763.4647142029442,84.65180622127765,95.60534935760371,10.31671081450106,23.369795869102784,0.7008040661781847,0.0,3.780437565319228,0.00027796377998955064,7.726756867339029,144.83146729682596,245.975469620851,198.90307953615988,14.565696408144763,14.124900764451159,15.941961504834914,0.0,0.0,25.88033136318339,CZ,2026-04-23
2026-01-01 01:00:00+00:00,0.29014420862252094,800.7840389958502,99.07689474610952,95.13881221109092,9.597409884833532,23.30669417372339,0.6923033512299817,0.0,4.389528039475036,0.0,8.684557240343722,166.84016869835673,289.34713151931584,204.79077366634306,16.39016369329826,12.887143917612079,17.07817342560966,0.0,0.0,32.49156064974612,CZ,2026-04-23
2026-01-01 02:00:00+00:00,0.30152482905026673,787.4949005813284,103.61587629516058,91.34413422689097,5.360368240274372,22.60943824393239,0.6731082416259998,0.0,4.4034349853852355,0.0,6.943690702806533,160.4592073599726,293.16055531473637,197.79704682239566,16.424095610559334,12.228250680104678,17.509721982530927,0.0,0.0,32.970793692661324,CZ,2026-04-23
2026-01-01 03:00:00+00:00,0.23276445673402454,827.9281504259744,100.32333811616711,89.65701182254452,3.6497753734633385,22.30875147561673,0.6667003194209624,0.0,4.512804289770078,8.738015671729754e-05,3.842890014317624,155.2398507612046,301.0701750326657,198.22086431110293,16.728008327060643,11.73644624508166,17.865708872788577,0.0,0.0,33.157102004949856,CZ,2026-04-23
2026-01-01 04:00:00+00:00,0.21702081164286968,871.9867710383618,80.50428855842227,89.29043566470351,2.308511489794979,22.535314817889297,0.6359453199282805,0.0,4.9200977423143835,0.0,1.191076806404397,166.0355611272474,335.419912823317,202.60104421832293,18.208774108190074,11.263131980016881,17.975574313261074,0.0,0.0,37.9056158707234,CZ,2026-04-23
2026-01-01 05:00:00+00:00,0.17833109706711697,904.1807011435728,47.29508235480528,82.38551309957703,2.3020449807666243,20.636585293139003,0.528149843336369,0.0,5.605532444714556,0.0,0.4392029417331797,189.67840287455869,395.7949044178093,229.96203759663962,21.304015586328898,9.202476907635944,18.75659168498204,0.0,0.0,45.645616575047285,CZ,2026-04-23
2026-01-01 06:00:00+00:00,1.6733189445757477,935.2406954854445,34.14814468698753,79.54879567363501,3.8296531295951537,21.661450400548155,0.47790170560658185,0.0,6.155353136238397,3.964060353214681e-08,0.055170138347720166,205.64577023048415,425.979789917336,244.42159028183917,21.793054250658855,8.309439488450689,19.922958688440552,0.0,0.0,51.67629571292819,CZ,2026-04-23
2026-01-01 07:00:00+00:00,23.570757755630268,1020.202249859308,47.75137252047586,84.12386577969448,3.4364014584163822,21.82292774993274,0.4943814805799986,0.0,6.596792206886166,0.0,0.0,217.94622375910237,455.9252678181169,262.5346123970915,23.157921663825356,8.714109444872115,21.04553579530521,0.0,0.0,54.914886072467006,CZ,2026-04-23
2026-01-01 08:00:00+00:00,99.6829842181529,1204.4373372367518,76.27125249075277,97.8111456170864,2.8465432939985353,24.702553338096298,0.5365024447881741,0.0,7.181893426884596,0.13969808878287693,0.6091660607296915,218.29182770046214,514.2655351571096,327.23623159386096,25.41129523189452,10.763615795862064,22.720562817134116,0.0,0.0,59.32489434424377,CZ,2026-04-23
2026-01-01 09:00:00+00:00,176.6903575142595,1350.3408509896485,92.90185390663761,101.67099179051802,3.1690472270971544,25.928269342645084,0.5610416658351276,0.0,7.297330121034673,0.0,1.3985333393572605,197.98108624614872,517.8857436378372,330.2987533334279,25.782837055915103,11.61036083956872,22.954631276417437,0.0,0.0,60.55289729026282,CZ,2026-04-23
2026-01-01 10:00:00+00:00,243.6592737014605,1433.6951235789402,102.48865277918806,105.5159973988104,3.3926273926916997,27.440470053275774,0.623725847103759,0.0,7.317103072061941,0.0,0.0,193.12969313163526,535.9477988166129,334.14823467032136,25.999094335021375,12.174586447448586,23.543780592336763,0.0,0.0,58.59346840706502,CZ,2026-04-23
2026-01-01 11:00:00+00:00,222.01466914028128,1383.0930590628836,95.35989331854306,98.97448343088115,4.615557781743808,26.135359311784434,0.57304064598447,0.0,7.179607916097155,0.0,0.0,191.42003583502142,535.3254291475914,324.5909422365587,25.293668016287235,11.201138889100427,22.597050447787453,0.0,0.0,58.27798143036926,CZ,2026-04-23
2026-01-01 12:00:00+00:00,196.66023471295546,1481.1487651449866,112.27665223162715,107.58991695154823,4.462419117904213,28.00475652677075,0.6440151802182258,0.0,7.069702560012217,0.0,0.0,189.19998680495812,484.22583927192534,318.2305217831311,25.440476363244652,12.85008384339264,23.284259751338247,0.0,0.0,56.469926035110845,CZ,2026-04-23
2026-01-01 13:00:00+00:00,113.27491130847329,1395.9936078191351,103.44793791298534,100.08111006301296,4.670017914367591,25.37655272388787,0.5991682222542829,0.0,6.424628011697043,0.0,0.5802935801804444,174.94298317117926,442.4753489915275,285.8430691544596,23.23005629163444,12.219704700573281,21.535829094432998,0.0,0.0,51.636599636595996,CZ,2026-04-23
2026-01-01 14:00:00+00:00,43.30590822406568,1399.3076027581594,103.20675675956736,104.26066680604148,6.167413667327686,26.13353205488185,0.629266834347052,0.0,6.032605905085623,5.9028927176769015,0.7819214454826228,164.2824633001431,412.7268666103152,260.20901118959966,21.9470239878102,12.61752804965833,20.560949161982997,0.0,0.0,46.58252319192447,CZ,2026-04-23
2026-01-01 15:00:00+00:00,2.3857771631670808,1353.4737125801516,91.98154802816694,102.2490128662651,7.803155848430528,28.025244691934805,0.5951285480802784,0.0,5.7635528112777115,55.0871162841635,2.0900986891397366,157.12014221133694,398.25525361623045,243.32417459172976,20.922312047088717,12.133816291083141,18.762137213936796,0.0,0.0,45.00313625948735,CZ,2026-04-23
2026-01-01 16:00:00+00:00,0.4408278480423113,1223.6671183041497,78.12217003550747,92.36896316864339,8.906935750543441,25.939327623783353,0.5056828220356775,0.0,5.595211630840392,79.1032675763519,1.1855733442504548,150.37904389542624,393.100904299583,243.2929376728823,20.05848261921782,10.320273320557071,17.92537854307662,0.0,0.0,44.59346830238779,CZ,2026-04-23
2026-01-01 17:00:00+00:00,0.46000101227928375,1242.73545650533,84.12037695200534,94.22754618371397,10.20084089046093,26.77805899993997,0.5109982473447068,0.0,5.943341454221571,81.08006786139809,2.9004318562487965,159.62195409937655,419.93258568188486,273.92301647733603,21.123677304386153,10.536391174327862,18.2760739263283,0.0,0.0,48.73753816125334,CZ,2026-04-23
2026-01-01 18:00:00+00:00,0.4653703241181992,1287.749737954341,79.11885425939586,97.76976206969009,9.821708578321832,27.029777295003008,0.5426823003112518,0.0,5.986835693946711,70.62268598064038,2.62757784932446,159.95131554338238,412.17813687581156,260.14470594160525,21.360644002466675,11.422480018898915,19.08104774934611,0.0,0.0,48.087513478185535,CZ,2026-04-23
2026-01-01 19:00:00+00:00,0.31950923716832985,1278.4509166818466,96.54912227934084,95.35910842614702,5.635625235721328,24.690706112713702,0.5347817970866969,0.0,5.94595528481389,20.96688957106947,2.1299425623048753,155.98278487323182,403.289359142856,240.9179844528362,21.223876191797665,11.175506587104474,19.372369839763042,0.0,0.0,48.09926786883811,CZ,2026-04-23
2026-01-01 20:00:00+00:00,0.24961020774184772,1229.9397027803475,99.65295342463678,94.8017451672664,3.0014147830941664,22.664815353644304,0.5439724372992455,0.0,5.843367398907587,0.0854882994593384,2.1154095946942344,156.5362854553552,403.44152055583015,249.12310363322692,20.9673777067498,11.561365794894925,19.83446543365892,0.0,0.0,47.88316214790958,CZ,2026-04-23
2026-01-01 21:00:00+00:00,0.3806804518370109,1193.8925853210758,88.06469741851632,93.03022829858925,2.3945839646755154,22.48965579221541,0.5396114596871087,0.0,5.9151629229483405,0.20424417942126125,2.560704967488761,160.36883349378667,407.57781026656664,253.59196853039685,21.254462010862177,11.36711644166761,20.05599232242367,0.0,0.0,49.236870194136436,CZ,2026-04-23
2026-01-01 22:00:00+00:00,0.23720304998863606,1200.7858008242283,74.84681217676527,93.40554921727964,2.2462850122833586,23.015729462767037,0.5633857484199516,0.0,6.017787187692721,0.030856709760796148,2.7129585942649315,172.52115834634625,411.70462264763273,236.6274193956469,21.67639206794458,11.630188639852854,21.582589982959114,0.0,0.0,50.63159822410549,CZ,2026-04-23
2026-01-01 23:00:00+00:00,0.24778814531232177,1019.1153972137565,60.97553070519829,84.38046752291783,1.9945954910929833,20.888131928388596,0.5222654771764548,0.0,5.571691295474665,0.0,0.0,157.05967991526038,389.9182989777328,247.22897326459275,19.77504096998526,10.114127648271289,19.408435906718427,0.0,0.0,44.49884434419805,CZ,2026-04-23
2026-01-02 00:00:00+00:00,0.20547971643589596,1051.9396249209376,65.38434532761667,86.35287575393963,2.2738968689061516,21.631902686202253,0.5236709724120869,0.0,5.934084199378889,0.0,0.40177253806922586,164.1223394598954,423.79735911209224,271.4490797692592,20.901724451673353,10.420101683635515,19.85084094610862,0.0,0.0,48.009522736903406,CZ,2026-04-23
2026-01-02 01:00:00+00:00,0.1995613111994743,1022.984679986946,70.45924870512717,84.21149690724123,2.090020167385289,21.44121379514264,0.5126048061442813,0.0,5.841516412962271,0.0,0.14680757072198183,162.7193211768073,410.0988210563891,264.8406880933095,20.62074495352105,9.84324645485024,19.011924908828142,0.0,0.0,47.16754129764382,CZ,2026-04-23
2026-01-02 02:00:00+00:00,0.19615363431943694,1007.993827413762,70.9504482101978,83.84857934583951,2.2563082265814756,21.335697643618943,0.5030609831321201,0.0,5.9384377161502275,0.0,0.32737020889668034,165.75699650654093,419.5814301540859,279.6689137415088,20.95428308333315,9.895748059511392,19.82850009398995,0.0,0.0,48.7237330988189,CZ,2026-04-23
