,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Marine,Other renewable,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Fossil Coal-derived gas,Fossil Oil shale,Fossil Peat,Other,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.0028180278573213657,378.2178782253534,0.0,5.45606142710906,45.13085000613853,21.625243671469114,0.0,0.0,0.0,0.11526535993815346,56.79143100768268,0.0,0.0,7.8578343837155575,0.0,27.33847126556391,0.0,0.0,0.0,19.886841884901052,LV,2026-04-23
2026-01-01 01:00:00+00:00,0.0024230009088629482,416.3288305817047,0.0,5.338430329917316,36.672745434023696,17.627569003792143,0.0,0.0,0.0,0.0,53.06827479067406,0.0,0.0,7.703829714513944,0.0,26.802697702021735,0.0,0.0,0.0,17.67133467588672,LV,2026-04-23
2026-01-01 02:00:00+00:00,0.0027218338235933124,442.27533111572995,0.2102599088122874,5.291973765095687,27.38959155709939,16.815585504494013,0.001365887956223287,0.0,0.0032929745276981236,0.0,45.0349011544001,0.090644779259271,0.17123180275308553,7.416337726799765,0.015283210069685756,21.7013684060056,0.023428571113862217,0.0,0.0,16.928802826396904,LV,2026-04-23
2026-01-01 03:00:00+00:00,0.003345517356656425,429.44766896694824,0.46117055456762496,5.144570146287107,19.068105417864196,5.979543892300061,0.003064716164864438,0.0,0.007357602188253948,0.07856730064318317,33.381716353420146,0.20169460375245307,0.3811447972902858,7.066730179361096,0.03422967481126212,14.394370618594662,0.05329341432231796,0.0,0.0,15.525524392264161,LV,2026-04-23
2026-01-01 04:00:00+00:00,0.0036319122797016374,357.32883032621305,0.664353036546178,5.146709286792732,17.324840242245152,5.335338575563073,0.005248070779050232,0.0,0.05804735917942119,0.0,30.838250124061638,2.0019649299058497,4.080158205265536,8.302169180529795,0.20682148384127091,13.245953069401839,0.18686000448498918,0.0,0.0,14.369951445797776,LV,2026-04-23
2026-01-01 05:00:00+00:00,0.004128238196351223,332.62406537318464,0.49578492356303633,4.999138353676866,14.199856972300466,5.060908088658519,0.005536489560245938,0.0,0.11034864186299391,0.0,26.10774393453525,3.779891308151313,8.04933587961941,9.820033795609376,0.391863191023073,11.01173620418301,0.31120529482336357,0.0,0.0,14.401170384834977,LV,2026-04-23
2026-01-01 06:00:00+00:00,0.45848960605895445,340.0581439296635,0.3853421024350828,4.794221375107326,14.82579203870258,5.16438874861909,0.005392844902227631,0.0,0.04741124410974757,4.473213302476658e-10,26.751314082364452,1.5661842981123373,3.1996936142578773,7.716604749979213,0.1740135270433542,12.680525012923983,0.17425019867299213,0.0,0.0,15.53166644918127,LV,2026-04-23
2026-01-01 07:00:00+00:00,5.466345176710072,370.8591535180825,0.7115738557302912,6.548297096904844,14.432677085177353,6.147144619130515,0.007367095808337488,0.0,0.20235791373152517,0.0,23.305326057864878,6.776579699243366,14.366786590193241,14.235374310972052,0.6819484340132014,13.415587540844133,0.5501868012831921,0.0,0.0,17.27170617186374,LV,2026-04-23
2026-01-01 08:00:00+00:00,15.300445949643457,427.581013561502,0.9686140788710631,7.250351033697638,14.266131565090882,6.618644574987755,0.0068133642021097705,0.0,0.2709722281903512,0.0017741092635509023,21.1785200951336,8.200216517959916,20.168610545147228,19.185657102246214,0.9038041161604732,14.774671370544787,0.6884676140828669,0.0,0.0,19.742838302844024,LV,2026-04-23
2026-01-01 09:00:00+00:00,20.38753262000719,409.5750601810476,0.9303406336127398,6.8172054245660725,11.532274063820314,6.422898317648931,0.005618400892201215,0.0,0.26484423901888404,1.0005343421824326,14.391326298112842,6.948382028701251,19.65946042659955,18.37780648372819,0.8731684993750957,13.572525386905403,0.6479168568066747,0.0,0.0,19.49166326270392,LV,2026-04-23
