,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Marine,Other renewable,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Fossil Coal-derived gas,Fossil Oil shale,Fossil Peat,Other,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.03994873476653429,275.3494197352139,11.612026061049372,29.659204312298414,3.5671498917709488,76.63047470637265,0.10184301687180355,0.0,2.670997784898521,0.5619504769923385,49.01238036875769,24.929892665126737,16.305236606116964,90.40831071242688,1.399110018977983,7.72755910882838,1.654490082398208,0.0,0.0,3.7492743642158723,SI,2026-04-23
2026-01-01 01:00:00+00:00,0.03921739671438713,250.25900373790932,13.362073883232092,29.124972594849922,1.757656093814026,70.4678386610513,0.10236242241629805,0.0,3.0443724432075867,0.03194075588691307,64.56801432107054,26.645069660917084,18.19017564536402,84.98794737706983,1.577546844886283,7.165463118185908,1.6668328749277863,0.0,0.0,3.631599250600255,SI,2026-04-23
2026-01-01 02:00:00+00:00,0.0451993965137287,240.53963290306152,15.459806677536461,30.235869925965485,1.5883458293513724,67.35395792208867,0.11095280234588212,0.0,3.4564965693254286,0.012639018146595104,78.14020834210847,28.734311737765676,20.232283873612722,82.94144471225553,1.8150195105831965,7.103007719229982,1.895906254655259,0.0,0.0,4.16372737593597,SI,2026-04-23
2026-01-01 03:00:00+00:00,0.035518543463747915,221.62959945609185,15.48883103034386,29.550900339417936,1.537011642296806,68.15799585943725,0.10811928632400451,0.0,3.374084066694726,0.15719222209547104,74.20145816935911,27.911859204794386,19.864848657187522,102.19505708659149,1.7520323273603586,6.902974593224408,1.90767355580507,0.0,0.0,8.486859611288398,SI,2026-04-23
2026-01-01 04:00:00+00:00,0.03063759830354305,208.20706886547407,11.012846305518092,28.409995891644385,3.679345143915436,65.57314763908317,0.09763328791176222,0.0,3.4420022518673776,0.0,76.45863685878679,26.930402355075575,19.182637156194836,82.07470171684014,1.71033340714399,6.771394486173293,1.6278062155506785,0.0,0.0,4.163933588076601,SI,2026-04-23
2026-01-01 05:00:00+00:00,0.024681834398795833,174.57603804782164,6.305586933091934,25.59795054817677,2.5974895314362723,59.994651396460775,0.08237059443800124,0.0,3.4791923045776305,0.0,83.82508703343031,27.320209036813992,19.35229215553343,77.13027300386102,1.8379886863587545,5.824860694663367,1.4716219423819377,0.0,0.0,4.3981648077978335,SI,2026-04-23
2026-01-01 06:00:00+00:00,0.7232667218474247,148.86000927632796,4.428950131875788,27.214472363779937,3.357491604510291,60.60278039173954,0.08119135317158784,0.0,4.245227449363019,5.1413117125580935e-09,126.94497532867469,30.74759779217147,22.075273086978683,88.14948105488453,2.180041994428581,5.534899198977342,1.472145604980065,0.0,0.0,6.2688308857444195,SI,2026-04-23
2026-01-01 07:00:00+00:00,12.795170592564954,24.554167629741894,0.32714749085697425,18.349053525413368,24.95778279293461,12.30369418894228,0.03393435776508935,0.0,4.885174325644889,0.004173857807905914,172.90724941903315,24.035591346358522,21.752275008110033,77.53769084993881,2.5388515560153655,1.3252158930871283,0.3371374598878878,0.0,0.0,7.416990013646642,SI,2026-04-23
2026-01-01 08:00:00+00:00,40.11258640786968,29.36873283236794,0.2522418701053997,19.408358433344343,46.08349533201827,19.587920698641735,0.028705337732894392,0.0,5.68785237449511,0.16269087190100903,145.75860131615804,56.40698053949476,28.305707304689577,97.642821535872,2.5979865242472484,1.2706028843380976,0.21928620730218149,0.0,0.0,6.6069803147619925,SI,2026-04-23
2026-01-01 09:00:00+00:00,62.842539403407955,27.360145210191547,0.2586463890013574,17.317515499254085,33.45389963733466,14.354768130203844,0.027533830310618103,0.0,4.928861400275492,0.03667836828737219,140.28325974983946,32.382875247053995,23.81888575531213,82.37013008147,2.3556826283680907,1.0877253005788101,0.20354064517504972,0.0,0.0,6.452340511213648,SI,2026-04-23
2026-01-01 10:00:00+00:00,73.47803762349133,23.422629803670937,0.31947857521173023,14.64605728648038,17.433143968729137,7.229321728291792,0.027432589528778084,0.0,3.768659594424644,0.0006563402836332064,134.46208584313118,13.551045051653425,18.02457385988856,53.33533936184638,1.8289395235799664,0.9951425449816516,0.22464653307044358,0.0,0.0,6.263148328724832,SI,2026-04-23
2026-01-01 11:00:00+00:00,106.51953165942588,34.72777418999442,0.2800711959573689,18.85590011265874,32.59412379333318,11.335686837507353,0.03085946504934307,0.0,5.320149501012528,0.0027882710710691264,152.8315745564135,20.4009122889557,26.155860597705562,78.13578220353574,2.4167301095742224,1.2486066585215292,0.2321019874998429,0.0,0.0,7.00021234379448,SI,2026-04-23
